source,event_id,event_name,param_key,param_value,含义,备注,param_name,event_desc,requirement_id,requirement_name,versions,shareLink
dayu,material_exposure,素材曝光,category_id,,素材曝光时触发,,分类id,素材曝光时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_exposure,素材曝光,module,,edit,,模块,素材曝光时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_click,素材点击,material_type,,"hair_dye,hairstyles,hair_enrich(hair_enrich新增),volume,texture(对照组报)",,素材类型,素材点击时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_click,素材点击,category_id,,素材点击时触发,,分类id,素材点击时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_click,素材点击,material_id,,素材点击时触发,,素材id,素材点击时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_click,素材点击,module,,edit,,模块,素材点击时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_check,素材打勾,mids_category_id,,应用功能时触发,,分类id,应用功能时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_check,素材打勾,mids_material_id,,应用功能时触发,,素材id,应用功能时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_check,素材打勾,material_type,,"hair_dye,hairstyles,hair_enrich(hair_enrich新增),volume,texture(对照组报)",,素材类型,应用功能时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_check,素材打勾,module,,edit,,模块,应用功能时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,material_check,素材打勾,hair_dye_value,,仅发色报，各个维度滑竿值(整数)，用分号隔开。例如： opacity:xx;shine:xx,,滑竿值,应用功能时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,prf_first_func,,hair,,一级功能参数,结束编辑最终保存时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,mids_category_id,,结束编辑最终保存时触发,,分类id,结束编辑最终保存时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,prf_material_type,,"hair_dye,hairstyles,hair_enrich(hair_enrich新增)",,素材类型,结束编辑最终保存时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_module,,p_edit,,进入订阅页来源模块,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,f_hair_dye,成功订阅时上报成功付费时上报,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,f_volume,成功订阅时上报成功付费时上报,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,f_hair_texture,成功订阅时上报成功付费时上报,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,f_hairstyles,成功订阅时上报成功付费时上报,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,mids_category_id,,报发型发色和enrich的分类id,,分类id,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,mids_material_id,,报发型发色和enrich的素材id,,素材id,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,f_hair_enrich,成功订阅时上报成功付费时上报,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,mids_category_id,,发型发色和enrich的分类di,,分类id,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,mids_material_id,,发型发色和enrich的素材di,,素材id,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,f_hair_dye,选中某个plan并点击订阅按钮时上报,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,f_hairstyles,选中某个plan并点击订阅按钮时上报,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,f_hair_texture,选中某个plan并点击订阅按钮时上报,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,f_volume,选中某个plan并点击订阅按钮时上报,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_module,,p_edit,,进入订阅页来源模块,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,f_hair_enrich,选中某个plan并点击订阅按钮时上报,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,mids_category_id,,发型发色和enrich的分类id,,分类id,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,mids_material_id,,发型发色和enrich的素材id,,素材id,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,f_hairstyles,订阅成功时候上报,,进入订阅页来源-0,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,f_hair_dye,订阅成功时候上报,,进入订阅页来源-0,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,f_hair_texture,订阅成功时候上报,,进入订阅页来源-0,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,f_volume,订阅成功时候上报,,进入订阅页来源-0,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_module,,p_edit,,进入订阅页来源模块,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,f_hair_enrich,订阅成功时候上报,,进入订阅页来源-0,订阅成功时候上报,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_use_result,使用ai算法请求结果返回,time,,使用ai算法请求结果返回时触发,,应用时长,使用ai算法请求结果返回时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_use_result,使用ai算法请求结果返回,is_success,,使用ai算法请求结果返回时触发,,应用效果(图片处理)是否成功,使用ai算法请求结果返回时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_use_result,使用ai算法请求结果返回,first_func,texture,texture，volume，hair_enrich,,一级功能参数,使用ai算法请求结果返回时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_use_result,使用ai算法请求结果返回,first_func,volume,texture，volume，hair_enrich,,一级功能参数,使用ai算法请求结果返回时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_use_result,使用ai算法请求结果返回,first_func,hair_enrich,texture，volume，hair_enrich,,一级功能参数,使用ai算法请求结果返回时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_delivery,请求ai算法,first_func,color,请求（是否拦截）的时候上报（缓存不报）,,一级功能参数,请求（是否拦截）的时候上报（缓存不报）,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_delivery,请求ai算法,first_func,texture,请求（是否拦截）的时候上报（缓存不报）,,一级功能参数,请求（是否拦截）的时候上报（缓存不报）,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_delivery,请求ai算法,first_func,volume,请求（是否拦截）的时候上报（缓存不报）,,一级功能参数,请求（是否拦截）的时候上报（缓存不报）,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,ai_func_delivery,请求ai算法,first_func,hair_enrich,请求（是否拦截）的时候上报（缓存不报）,,一级功能参数,请求（是否拦截）的时候上报（缓存不报）,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,first_func_use,一级功能使用,first_func,hair,一级功能使用时触发,,,一级功能使用时触发,6173,Hair优化@史钰静,8.2.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6173&appId=282&platformAgg=APP
dayu,second_func_enter,点击二级功能页面,second_func,plump,点击二级功能页面时上报,,二级功能参数,点击二级功能页面时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_enter,点击二级功能页面,first_func,retouch,点击二级功能页面时上报,,一级功能参数,点击二级功能页面时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,second_func,plump,应用edit下的二级功能时触发,,二级功能参数,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,first_func,retouch,应用edit下的二级功能时触发,,一级功能参数,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_contour_value,,滑杆值，没用该子功能不报该参数，下同；多人脸用英文逗号隔开，下同,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_forehead_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_sockets_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_eyes_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_troughs_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_medial_malar_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_middle_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_nasal_base_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_mouth_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_chin_value,,滑杆值,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,is_auto,,没用报0，有用报1,,,应用edit下的二级功能时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_save,二级功能保存,second_func,plump,plump,,,保存edit下的二级功能,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_save,二级功能保存,is_auto,,没有报0，有报1,,,保存edit下的二级功能,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,second_func_save,二级功能保存,plump_selection,,用哪个报哪个英文功能名（功能名有空格的用下划线代替），英文逗号隔开；多次打勾应用上效果的拼接上报,,,保存edit下的二级功能,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,prf_second_func,plump,makeup,,二级功能参数,结束编辑最终保存时触发,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_module,p_edit,选中某个plan并点击订阅按钮时上报,,进入订阅页来源模块,选中某个plan并点击订阅按钮时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,f_plump,选中某个plan并点击订阅按钮时上报,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_module,p_edit,进入订阅页时上报,,进入订阅页来源模块,进入订阅页时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,f_plump,进入订阅页时上报,,进入订阅页来源-0,进入订阅页时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_module,p_edit,成功订阅时上报成功付费时上报,,进入订阅页来源模块,成功订阅时上报成功付费时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,f_plump,成功订阅时上报成功付费时上报,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6193,AB实验：Airbrush 面部丰盈Auto效果调整（曾曾）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6193&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,tripartite_time,,上报三方票据会员的结束时间,,三方票据拿到的会员时长,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,platform_time,,上报中台下发会员的结束时间,,中台下发的会员时长,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,is_vip,,用户启动app时上报,,是否真实判断为会员,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,is_platform_vip,,用户启动app时上报,,是否中台会员,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,is_tripartite_vip,,用户启动app时上报,,是否三方会员,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,uid,,用户启动app时上报,,,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,saasid,,用户启动app时上报,,,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,gid,,用户启动app时上报,,,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,otid,,用户启动app时上报,,,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,reason,,用户启动app时上报,,中台无会员原因,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,is_turn_on,1,用户启动app时上报,,兜底开关是否打开,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,user_vip_status,会员身份情况,is_turn_on,0,用户启动app时上报,,兜底开关是否打开,用户启动app时上报,6191,会员状态兜底开关优化（忻恬）@赟晖,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6191&appId=282&platformAgg=APP
dayu,popup_show,popup弹窗出现,pop_id,,popup弹窗出现时触发(不包括评分弹窗),,弹窗id,popup弹窗出现时触发(不包括评分弹窗),6196,公测用户弹窗@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6196&appId=282&platformAgg=APP
dayu,popup_show,popup弹窗出现,pop_name,testflight,popup弹窗出现时触发(不包括评分弹窗),,弹窗name,popup弹窗出现时触发(不包括评分弹窗),6196,公测用户弹窗@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6196&appId=282&platformAgg=APP
dayu,popup_click,点击popup弹窗confirm  button,pop_id,,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",,弹窗id,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",6196,公测用户弹窗@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6196&appId=282&platformAgg=APP
dayu,popup_click,点击popup弹窗confirm  button,pop_name,testflight,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",,弹窗name,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",6196,公测用户弹窗@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6196&appId=282&platformAgg=APP
dayu,first_start,启动app,isTestFlight,,1是，0不是,,,冷启动上报一次,6196,公测用户弹窗@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6196&appId=282&platformAgg=APP
dayu,homepage_func_show,首页功能按钮曝光,func,,功能英文名 小写，有空格用下划线代替（id;name，name和以前一样要运营配的config name，不要多语言）,,曝光功能名称,首页功能按钮曝光时上报(曝光触发场景参考素材曝光，用户看到曝光),6190,首页配置迁移@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6190&appId=282&platformAgg=APP
dayu,homepage_func_click,点击首页模块内功能按钮,func,,功能英文名 小写，有空格用下划线代替（id;name，name和以前一样要要运营配的config name，不要多语言）,,功能名称,点击首页模块内功能按钮时触发该事件(点击按钮上报),6190,首页配置迁移@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6190&appId=282&platformAgg=APP
dayu,popup_show,popup弹窗出现,pop_id,,popup弹窗出现时触发(不包括评分弹窗),,弹窗id,popup弹窗出现时触发(不包括评分弹窗),6190,首页配置迁移@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6190&appId=282&platformAgg=APP
dayu,popup_show,popup弹窗出现,pop_name,,和以前一样要运营配的config name，不要多语言,,弹窗name,popup弹窗出现时触发(不包括评分弹窗),6190,首页配置迁移@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6190&appId=282&platformAgg=APP
dayu,popup_click,点击popup弹窗confirm  button,pop_id,,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",,弹窗id,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",6190,首页配置迁移@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6190&appId=282&platformAgg=APP
dayu,popup_click,点击popup弹窗confirm  button,pop_name,,和以前一样要运营配的config name，不要多语言,,弹窗name,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",6190,首页配置迁移@史钰静,8.3.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6190&appId=282&platformAgg=APP
