source,event_id,event_name,param_key,param_value,含义,备注,param_name,event_desc,requirement_id,requirement_name,versions,shareLink
dayu,second_func_enter,点击二级功能页面,first_func,edit,点击二级功能页面时上报,,一级功能参数,点击二级功能页面时上报,6139,Airbrush 去眩光功能位置、小气泡调整（Jamie）@赟晖,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6139&appId=282&platformAgg=APP
dayu,second_func_enter,点击二级功能页面,second_func,relight,点击二级功能页面时上报,,二级功能参数,点击二级功能页面时上报,6139,Airbrush 去眩光功能位置、小气泡调整（Jamie）@赟晖,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6139&appId=282&platformAgg=APP
dayu,second_func_enter,点击二级功能页面,from,mini_icon,点击二级功能页面时上报,,进入功能来源,点击二级功能页面时上报,6139,Airbrush 去眩光功能位置、小气泡调整（Jamie）@赟晖,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6139&appId=282&platformAgg=APP
dayu,popup_show,popup弹窗出现,pop_name,personal_data_delete,popup弹窗出现时触发(不包括评分弹窗),,弹窗name,popup弹窗出现时触发(不包括评分弹窗),6143,Airbrush 新增删除用户资料按钮&交互优化（Jamie）@赟晖,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6143&appId=282&platformAgg=APP
dayu,popup_click,点击popup弹窗confirm  button,pop_name,personal_data_delete,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",,弹窗name,"点击popup弹窗confirm  button触发
(不包括评分弹窗)",6143,Airbrush 新增删除用户资料按钮&交互优化（Jamie）@赟晖,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6143&appId=282&platformAgg=APP
dayu,material_check,素材打勾,filters_value,,滑杆值，用户滑到多少报多少,,,应用功能时触发,6134,滤镜滑杆@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6134&appId=282&platformAgg=APP
dayu,material_check,素材打勾,material_type,,filters,,素材类型,应用功能时触发,6134,滤镜滑杆@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6134&appId=282&platformAgg=APP
dayu,material_check,素材打勾,module,,edit,,模块,应用功能时触发,6134,滤镜滑杆@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6134&appId=282&platformAgg=APP
dayu,material_check,素材打勾,mids_category_id,,应用功能时触发,,分类id,应用功能时触发,6134,滤镜滑杆@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6134&appId=282&platformAgg=APP
dayu,material_check,素材打勾,mids_material_id,,应用功能时触发,,素材id,应用功能时触发,6134,滤镜滑杆@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6134&appId=282&platformAgg=APP
dayu,second_func_enter,点击二级功能页面,second_func,plump,点击二级功能页面时上报,,二级功能参数,点击二级功能页面时上报,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_exposure,二级功能曝光,second_func,plump,,,,,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,second_func,,plump,,二级功能参数,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_contour_value,,滑杆值，没用该子功能不报该参数，下同；多人脸用英文逗号隔开，下同,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_forehead_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_sockets_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_eyes_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_troughs_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_medial_malar_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_middle_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_nasal_base_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_mouth_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,pl_chin_value,,滑杆值,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,is_auto,"0,1",没用报0，有用报1,,,应用edit下的二级功能时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_save,二级功能保存,second_func,,plump,,,保存edit下的二级功能,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_save,二级功能保存,plump_selection,,用哪个报哪个英文功能名（功能名有空格的用下划线代替），英文逗号隔开；多次打勾应用上效果的拼接上报,,,保存edit下的二级功能,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,second_func_save,二级功能保存,is_auto,,没有报0，有报1,,,保存edit下的二级功能,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,prf_second_func,plump,结束编辑最终保存时触发,,,结束编辑最终保存时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,,f_plump,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_module,,p_edit,,进入订阅页来源模块,成功订阅时上报成功付费时上报,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,,f_plump,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_module,,p_edit,,进入订阅页来源模块,选中某个plan并点击订阅按钮时上报,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,,f_plump,,,进入订阅页时上报,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_module,,p_edit,,进入订阅页来源模块,进入订阅页时上报,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,first_func_use,一级功能使用,prf_func_added,plump,一级功能使用时触发,,,一级功能使用时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,first_func_use,一级功能使用,first_func,mykit,一级功能使用时触发,,,一级功能使用时触发,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,first_mykit_redirect,,func_redirected,plump,,,,,6140,面部丰盈@钰静,7.23.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6140&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_module,p_edit,进入订阅页时上报,,进入订阅页来源模块,进入订阅页时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_module,p_homepage,进入订阅页时上报,,进入订阅页来源模块,进入订阅页时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,sub_to_guide,进入订阅页时上报,,进入订阅页来源-0,进入订阅页时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_module,p_edit,选中某个plan并点击订阅按钮时上报,,进入订阅页来源模块,选中某个plan并点击订阅按钮时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_module,p_homepage,选中某个plan并点击订阅按钮时上报,,进入订阅页来源模块,选中某个plan并点击订阅按钮时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_0,sub_to_guide,选中某个plan并点击订阅按钮时上报,,进入订阅页来源-0,选中某个plan并点击订阅按钮时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_module,p_edit,成功订阅时上报成功付费时上报,,进入订阅页来源模块,成功订阅时上报成功付费时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_module,p_homepage,成功订阅时上报成功付费时上报,,进入订阅页来源模块,成功订阅时上报成功付费时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,sub_to_guide,成功订阅时上报成功付费时上报,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6150,Android新安装用户降低订阅页弹出频率（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6150&appId=282&platformAgg=APP
dayu,material_exposure,素材曝光,module,,素材曝光时触发,,模块,素材曝光时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_exposure,素材曝光,material_type,,素材曝光时触发,,素材类型,素材曝光时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_exposure,素材曝光,material_id,,素材曝光时触发,,素材id,素材曝光时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_exposure,素材曝光,category_id,,素材曝光时触发,,分类id,素材曝光时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_click,素材点击,material_type,,素材点击时触发,,素材类型,素材点击时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_click,素材点击,module,,素材点击时触发,,模块,素材点击时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_click,素材点击,material_id,,素材点击时触发,,素材id,素材点击时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_click,素材点击,category_id,,素材点击时触发,,分类id,素材点击时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_check,素材打勾,mids_category_id,,应用功能时触发,,分类id,应用功能时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_check,素材打勾,mids_material_id,,应用功能时触发,,素材id,应用功能时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_check,素材打勾,material_type,,应用功能时触发,,素材类型,应用功能时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,material_check,素材打勾,module,,edit,,模块,应用功能时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,source_0,,f_makeup,,进入订阅页来源-0,成功订阅时上报成功付费时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,mids_material_id,,成功订阅时上报成功付费时上报,,素材id,成功订阅时上报成功付费时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,mids_category_id,,成功订阅时上报成功付费时上报,,分类id,成功订阅时上报成功付费时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,source_1,,f_makeup,,进入订阅页来源-1,选中某个plan并点击订阅按钮时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,mids_material_id,,选中某个plan并点击订阅按钮时上报,,素材id,选中某个plan并点击订阅按钮时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,mids_category_id,,选中某个plan并点击订阅按钮时上报,,分类id,选中某个plan并点击订阅按钮时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,source_0,,f_makeup,,进入订阅页来源-0,进入订阅页时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,mids_material_id,,进入订阅页时上报,,素材id,进入订阅页时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,mids_category_id,,进入订阅页时上报,,分类id,进入订阅页时上报,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,prf_second_func,,makeup,,二级功能参数,结束编辑最终保存时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,mids_category_id,,结束编辑最终保存时触发,,分类id,结束编辑最终保存时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,edit_save,编辑保存,mids_material_id,,结束编辑最终保存时触发,,素材id,结束编辑最终保存时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,second_func_use,二级功能打勾,second_func,,makeup,,二级功能参数,应用edit下的二级功能时触发,6146,makeup眼妆合并@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6146&appId=282&platformAgg=APP
dayu,edit_enter,进入编辑页,edit_enter_from,,保分页id 和name用英文分号隔开,,编辑页进入来源,进入编辑页时触发,6148,保分页@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6148&appId=282&platformAgg=APP
dayu,save_share_page_click,保存分享页面banner 的 try now点击,button,try,保存分享页面banner 的 try now点击,,,保存分享页面banner 的 try now点击,6148,保分页@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6148&appId=282&platformAgg=APP
dayu,save_share_page_click,保存分享页面banner 的 try now点击,button,other,保存分享页面banner 的 try now点击,,,保存分享页面banner 的 try now点击,6148,保分页@史钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6148&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,duration,weekly,选中某个plan并点击订阅按钮时上报,,订阅周期,选中某个plan并点击订阅按钮时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,duration,1month,选中某个plan并点击订阅按钮时上报,,订阅周期,选中某个plan并点击订阅按钮时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,duration,annual,选中某个plan并点击订阅按钮时上报,,订阅周期,选中某个plan并点击订阅按钮时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,duration,3month,选中某个plan并点击订阅按钮时上报,,订阅周期,选中某个plan并点击订阅按钮时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,SKU,,选中某个plan并点击订阅按钮时上报,,SKU ID,选中某个plan并点击订阅按钮时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,duration,weekly,进入订阅页时上报,,,进入订阅页时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,duration,1month,进入订阅页时上报,,,进入订阅页时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,duration,annual,进入订阅页时上报,,,进入订阅页时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,duration,3month,进入订阅页时上报,,,进入订阅页时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,SKU,,进入订阅页时上报,,,进入订阅页时上报,6145,连续包周SKU实验（忻恬）@赟晖,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6145&appId=282&platformAgg=APP
dayu,second_func_enter,点击二级功能页面,second_func,,plump,,二级功能参数,点击二级功能页面时上报,6152,面部丰盈小气泡埋点,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6152&appId=282&platformAgg=APP
dayu,second_func_enter,点击二级功能页面,from,,mini_icon,,进入功能来源,点击二级功能页面时上报,6152,面部丰盈小气泡埋点,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6152&appId=282&platformAgg=APP
dayu,homepage_func_show,首页功能按钮曝光,func,,后台下发，和历史保持一致,,曝光功能名称,首页功能按钮曝光时上报(曝光触发场景参考素材曝光，用户看到曝光),6151,首页分国家配置优化,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6151&appId=282&platformAgg=APP
dayu,homepage_func_show,首页功能按钮曝光,position,,后台下发，和历史保持一致,,功能位置,首页功能按钮曝光时上报(曝光触发场景参考素材曝光，用户看到曝光),6151,首页分国家配置优化,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6151&appId=282&platformAgg=APP
dayu,homepage_func_click,点击首页模块内功能按钮,position,,后台下发，和历史保持一致,,功能位置,点击首页模块内功能按钮时触发该事件(点击按钮上报),6151,首页分国家配置优化,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6151&appId=282&platformAgg=APP
dayu,homepage_func_click,点击首页模块内功能按钮,func,,后台下发，和历史保持一致,,功能名称,点击首页模块内功能按钮时触发该事件(点击按钮上报),6151,首页分国家配置优化,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6151&appId=282&platformAgg=APP
dayu,homepage_func_show,首页功能按钮曝光,position,,tool,,功能位置,首页功能按钮曝光时上报(曝光触发场景参考素材曝光，用户看到曝光),6149,首页金刚位@钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6149&appId=282&platformAgg=APP
dayu,homepage_func_show,首页功能按钮曝光,func,,功能英文名 小写，有空格用下划线代替,,曝光功能名称,首页功能按钮曝光时上报(曝光触发场景参考素材曝光，用户看到曝光),6149,首页金刚位@钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6149&appId=282&platformAgg=APP
dayu,homepage_func_click,点击首页模块内功能按钮,position,,tool,,功能位置,点击首页模块内功能按钮时触发该事件(点击按钮上报),6149,首页金刚位@钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6149&appId=282&platformAgg=APP
dayu,homepage_func_click,点击首页模块内功能按钮,func,,功能的英文名，小写，空格用下划线代替,,功能名称,点击首页模块内功能按钮时触发该事件(点击按钮上报),6149,首页金刚位@钰静,8.0.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6149&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,SKU,,进入订阅页时上报,,,进入订阅页时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
dayu,w_subscription_success,订阅成功,duration,,进入订阅页时上报,,,进入订阅页时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,SKU,,选中某个plan并点击订阅按钮时上报,,SKU ID,选中某个plan并点击订阅按钮时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
dayu,w_subscription_click,订阅页点击订阅按钮,duration,,选中某个plan并点击订阅按钮时上报,,订阅周期,选中某个plan并点击订阅按钮时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,SKU,,成功订阅时上报成功付费时上报,,SKU ID,成功订阅时上报成功付费时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
dayu,w_subscription_enter,进入订阅页,duration,,成功订阅时上报成功付费时上报,,订阅周期,成功订阅时上报成功付费时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
dayu,appstore_pay_fail,付费失败,prf_fail_reason,,付费失败时上报,,失败原因,付费失败时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
dayu,appstore_pay_fail,付费失败,current_sku,,付费失败时上报,,当前付款的sku,付费失败时上报,6147,接入LiveX支付挽留AB实验（忻恬）@赟晖,8.1.0,https://dayu-voyager.pix-int.com/requirement/requirement?fullScreen=true&id=6147&appId=282&platformAgg=APP
