name,desc,launch,feature_requested,feature_resolved,feature_candidates_tried,level1,before_start,before_end,after_start,after_end,before_avg_enter_save_rate,after_avg_enter_save_rate,relative_change,relative_change_pct,before_avg_enter_penetration,after_avg_enter_penetration,penetration_relative_change,penetration_relative_change_pct,summary_eligible,summary_rule,status,note,gate_label,before_days,after_days,feature_match_note
Magic新增多人识别,Magic 新增多人识别,20260424,Magic,Magic,['Magic'],图片编辑,20260410,20260423,20260424,20260507,0.633958,0.624477,-0.014955,-1.5,0.244021,0.24762,0.014749,1.47,False,,未达总结入选门槛,Magic 保存率相对变动 -1.5% (63.4%→62.4%)；渗透率相对变动 1.5% (24.4%→24.8%)；未达规则1/规则2,否,14,14,
Hair新增增发量Pro,Hair 新增增发量 Pro,20260507,Hair,Hair,['Hair'],图片编辑,20260423,20260506,20260507,20260520,0.300805,0.295765,-0.016753,-1.68,0.086273,0.086722,0.00521,0.52,False,,未达总结入选门槛,Hair 保存率相对变动 -1.7% (30.1%→29.6%)；渗透率相对变动 0.5% (8.6%→8.7%)；未达规则1/规则2,否,14,14,
Face新增小项,Face 新增小项（鼻/下巴等）,20260507,Face,Face,['Face'],图片编辑,20260423,20260506,20260507,20260520,0.444976,0.461775,0.037752,3.78,0.242468,0.24523,0.011393,1.14,False,,未达总结入选门槛,Face 保存率相对变动 3.8% (44.5%→46.2%)；渗透率相对变动 1.1% (24.2%→24.5%)；未达规则1/规则2,否,14,14,
Retouch线上效果新增滑杆,Retouch 线上效果新增滑杆,20260507,Retouch,AI Retouch,"['Retouch', 'AI Retouch']",图片编辑,20260423,20260506,20260507,20260520,0.332812,0.340124,0.021972,2.2,0.148373,0.148891,0.003497,0.35,False,,未达总结入选门槛,AI Retouch 保存率相对变动 2.2% (33.3%→34.0%)；渗透率相对变动 0.3% (14.8%→14.9%)；未达规则1/规则2,否,14,14,原名「Retouch」取数无效，回退匹配「AI Retouch」
首页Repair替换功能,首页 Repair 入口替换为新增强算法,20260507,AI Repair,AI Repair,['AI Repair'],图片编辑,20260423,20260506,20260507,20260520,0.378273,0.268964,-0.288969,-28.9,0.043941,0.072587,0.651912,65.19,False,,未达总结入选门槛,AI Repair 保存率相对变动 -28.9% (37.8%→26.9%)；渗透率相对变动 65.2% (4.4%→7.3%)；未达规则1/规则2,否,14,14,
Retouch新增多族裔效果,Retouch 新增多族裔效果,20260520,Retouch,AI Retouch,"['Retouch', 'AI Retouch']",图片编辑,20260506,20260519,20260520,20260602,0.338897,0.355196,0.048094,4.81,0.148974,0.149539,0.003795,0.38,False,,未达总结入选门槛,AI Retouch 保存率相对变动 4.8% (33.9%→35.5%)；渗透率相对变动 0.4% (14.9%→15.0%)；未达规则1/规则2,否,14,14,原名「Retouch」取数无效，回退匹配「AI Retouch」
Tattoo新增纹身分割,Tattoo 新增纹身分割,20260520,Tattoo,AI Tattoo,"['Tattoo', 'AI Tattoo']",图片编辑,20260506,20260519,20260520,20260602,0.070715,0.068861,-0.026205,-2.62,0.007313,0.007676,0.049675,4.97,False,,未达总结入选门槛,AI Tattoo 保存率相对变动 -2.6% (7.1%→6.9%)；渗透率相对变动 5.0% (0.7%→0.8%)；未达规则1/规则2,否,14,14,原名「Tattoo」取数无效，回退匹配「AI Tattoo」
