渠道自然,国家,日期,平台,新老,_window,_query,活跃用户数,次日留存人数
整体,利比里亚,2026-07-20,iOS,New,recent_8w,全量维度,12.285714285714286,2.4285714285714284
整体,美国,2026-07-13,Android,New,recent_8w,全量维度,557.7142857142857,81.85714285714286
整体,意大利,2026-06-15,整体,New,recent_8w,全量维度,423.85714285714283,70.57142857142857
整体,美国,2026-06-29,Android,New,recent_8w,全量维度,2553.5714285714284,361.2857142857143
整体,墨西哥,2026-07-20,整体,整体,recent_8w,全量维度,17363.14285714286,5714.428571428572
整体,意大利,2026-06-08,Android,整体,recent_8w,全量维度,1502.2857142857142,555.8571428571429
整体,萨尔瓦多,2026-07-20,Android,New,recent_8w,全量维度,10.285714285714286,1.8571428571428572
整体,墨西哥,2026-07-06,iOS,New,recent_8w,全量维度,518.2857142857143,98.14285714285714
整体,瑞典,2026-06-15,整体,Old,recent_8w,全量维度,2212.8571428571427,739.7142857142857
整体,法国,2026-07-13,iOS,整体,recent_8w,全量维度,4047.5714285714284,1380.857142857143
整体,加拿大,2026-07-13,iOS,New,recent_8w,全量维度,468.14285714285717,64.42857142857143
整体,法国,2026-07-20,整体,New,recent_8w,全量维度,524.5714285714286,92.14285714285714
整体,蒙古,2026-06-15,整体,New,recent_8w,全量维度,6.428571428571429,1.0
整体,法国,2026-06-29,整体,Old,recent_8w,全量维度,4774.571428571428,1647.5714285714287
整体,纳米比亚,2026-07-06,整体,整体,recent_8w,全量维度,86.57142857142857,29.571428571428573
整体,利比里亚,2026-06-29,iOS,New,recent_8w,全量维度,14.285714285714286,3.857142857142857
整体,意大利,2026-06-08,iOS,整体,recent_8w,全量维度,4770.285714285715,1677.4285714285713
整体,加拿大,2026-07-27,整体,New,recent_8w,全量维度,574.8571428571429,73.71428571428571
整体,比利时,2026-06-22,Android,整体,recent_8w,全量维度,211.28571428571428,74.57142857142857
整体,爱沙尼亚,2026-06-15,iOS,New,recent_8w,全量维度,37.857142857142854,7.285714285714286
整体,关岛,2026-06-29,iOS,Old,recent_8w,全量维度,29.571428571428573,9.0
整体,乌克兰,2026-07-06,iOS,整体,recent_8w,全量维度,6465.714285714285,2041.2857142857142
整体,葡萄牙,2026-06-22,Android,Old,recent_8w,全量维度,830.1428571428571,292.7142857142857
整体,坦桑尼亚,2026-06-08,iOS,New,recent_8w,全量维度,12.714285714285714,3.4285714285714284
整体,比利时,2026-07-27,iOS,New,recent_8w,全量维度,74.28571428571429,12.857142857142858
整体,意大利,2026-06-22,整体,Old,recent_8w,全量维度,5879.285714285715,2173.1428571428573
整体,unknow,2026-06-08,Android,Old,recent_8w,全量维度,27.571428571428573,7.0
整体,以色列,2026-07-27,iOS,整体,recent_8w,全量维度,2154.1428571428573,744.2857142857143
整体,比利时,2026-07-13,整体,Old,recent_8w,全量维度,1235.7142857142858,450.0
整体,比利时,2026-07-13,Android,Old,recent_8w,全量维度,220.71428571428572,89.85714285714286
整体,关岛,2026-06-15,整体,New,recent_8w,全量维度,2.0,0.5
整体,以色列,2026-06-22,iOS,New,recent_8w,全量维度,74.71428571428571,11.714285714285714
整体,萨尔瓦多,2026-07-27,整体,Old,recent_8w,全量维度,483.57142857142856,180.14285714285714
整体,卡塔尔,2026-07-27,整体,New,recent_8w,全量维度,9.714285714285714,0.14285714285714285
整体,南非,2026-07-20,iOS,New,recent_8w,全量维度,57.285714285714285,10.714285714285714
整体,关岛,2026-07-06,iOS,New,recent_8w,全量维度,1.0,0.3333333333333333
整体,斯洛伐克,2026-06-08,Android,整体,recent_8w,全量维度,135.57142857142858,50.714285714285715
整体,爱沙尼亚,2026-06-15,整体,Old,recent_8w,全量维度,597.2857142857143,199.14285714285714
整体,澳门,2026-07-20,整体,New,recent_8w,全量维度,1.5714285714285714,0.42857142857142855
整体,坦桑尼亚,2026-06-15,Android,New,recent_8w,全量维度,9.571428571428571,1.4285714285714286
整体,哈萨克斯坦,2026-07-13,iOS,Old,recent_8w,全量维度,1835.2857142857142,529.5714285714286
整体,斐济,2026-07-13,iOS,New,recent_8w,全量维度,2.1666666666666665,0.5
整体,利比里亚,2026-07-13,整体,Old,recent_8w,全量维度,304.42857142857144,67.0
整体,比利时,2026-06-08,Android,New,recent_8w,全量维度,7.285714285714286,0.8571428571428571
整体,澳门,2026-07-13,Android,Old,recent_8w,全量维度,1.5,0.5
整体,关岛,2026-06-22,Android,整体,recent_8w,全量维度,5.142857142857143,2.0
整体,葡萄牙,2026-06-15,Android,整体,recent_8w,全量维度,857.2857142857143,302.42857142857144
整体,纳米比亚,2026-06-29,整体,New,recent_8w,全量维度,4.0,1.0
整体,巴基斯坦,2026-06-08,整体,New,recent_8w,全量维度,191.85714285714286,30.428571428571427
整体,萨尔瓦多,2026-07-13,iOS,整体,recent_8w,全量维度,242.28571428571428,91.28571428571429
整体,比利时,2026-07-13,整体,整体,recent_8w,全量维度,1294.2857142857142,458.2857142857143
整体,比利时,2026-06-29,iOS,New,recent_8w,全量维度,51.857142857142854,10.0
整体,捷克,2026-06-22,Android,整体,recent_8w,全量维度,208.14285714285714,77.42857142857143
整体,以色列,2026-07-06,整体,New,recent_8w,全量维度,114.71428571428571,18.571428571428573
整体,比利时,2026-07-13,Android,New,recent_8w,全量维度,9.428571428571429,1.4285714285714286
整体,哈萨克斯坦,2026-06-15,整体,整体,recent_8w,全量维度,2312.4285714285716,662.0
整体,哈萨克斯坦,2026-06-08,整体,Old,recent_8w,全量维度,2116.1428571428573,631.4285714285714
整体,坦桑尼亚,2026-06-29,整体,整体,recent_8w,全量维度,300.42857142857144,94.42857142857143
整体,爱沙尼亚,2026-07-06,整体,整体,recent_8w,全量维度,669.1428571428571,226.71428571428572
整体,坦桑尼亚,2026-06-22,整体,New,recent_8w,全量维度,22.285714285714285,5.571428571428571
整体,爱沙尼亚,2026-07-27,iOS,整体,recent_8w,全量维度,674.2857142857143,222.71428571428572
整体,乌克兰,2026-06-15,Android,Old,recent_8w,全量维度,1163.857142857143,407.7142857142857
整体,斯洛伐克,2026-06-15,整体,New,recent_8w,全量维度,20.0,4.0
整体,伊朗,2026-07-06,整体,Old,recent_8w,全量维度,6567.857142857143,1471.2857142857142
整体,蒙古,2026-07-13,iOS,整体,recent_8w,全量维度,64.28571428571429,18.714285714285715
整体,澳门,2026-07-06,iOS,New,recent_8w,全量维度,1.75,0.5
整体,美国,2026-07-06,整体,New,recent_8w,全量维度,6389.571428571428,884.2857142857143
整体,瑞典,2026-06-22,整体,Old,recent_8w,全量维度,2168.0,702.2857142857143
整体,纳米比亚,2026-06-15,Android,整体,recent_8w,全量维度,19.0,6.857142857142857
整体,加拿大,2026-06-22,整体,New,recent_8w,全量维度,665.4285714285714,82.14285714285714
整体,卡塔尔,2026-06-08,Android,New,recent_8w,全量维度,3.3333333333333335,0.16666666666666666
整体,澳门,2026-07-27,整体,New,recent_8w,全量维度,1.6666666666666667,1.0
整体,利比亚,2026-06-22,iOS,Old,recent_8w,全量维度,57.714285714285715,21.571428571428573
整体,墨西哥,2026-07-20,Android,Old,recent_8w,全量维度,6017.142857142857,2053.0
整体,意大利,2026-07-27,整体,Old,recent_8w,全量维度,5997.714285714285,2289.285714285714
整体,多哥,2026-06-15,iOS,整体,recent_8w,全量维度,32.42857142857143,8.571428571428571
整体,伊朗,2026-06-15,Android,Old,recent_8w,全量维度,2804.4285714285716,730.2857142857143
整体,以色列,2026-06-15,iOS,Old,recent_8w,全量维度,2147.714285714286,741.2857142857143
整体,蒙古,2026-06-22,整体,New,recent_8w,全量维度,7.142857142857143,0.5714285714285714
整体,unknow,2026-07-27,iOS,Old,recent_8w,全量维度,31.714285714285715,9.142857142857142
整体,卡塔尔,2026-07-20,Android,Old,recent_8w,全量维度,45.142857142857146,12.714285714285714
整体,unknow,2026-07-20,Android,整体,recent_8w,全量维度,23.285714285714285,6.857142857142857
整体,玻利维亚,2026-06-08,iOS,New,recent_8w,全量维度,8.428571428571429,1.1428571428571428
整体,玻利维亚,2026-07-13,iOS,New,recent_8w,全量维度,9.428571428571429,1.8571428571428572
整体,利比亚,2026-06-29,Android,整体,recent_8w,全量维度,60.0,12.857142857142858
整体,意大利,2026-07-06,iOS,Old,recent_8w,全量维度,4537.571428571428,1686.857142857143
整体,斯洛伐克,2026-07-06,iOS,New,recent_8w,全量维度,17.857142857142858,3.0
整体,瑞典,2026-07-06,iOS,整体,recent_8w,全量维度,1978.7142857142858,630.2857142857143
整体,南非,2026-06-08,iOS,整体,recent_8w,全量维度,1714.4285714285713,563.1428571428571
整体,捷克,2026-07-20,iOS,Old,recent_8w,全量维度,853.2857142857143,292.14285714285717
整体,利比里亚,2026-06-22,Android,整体,recent_8w,全量维度,211.71428571428572,34.142857142857146
整体,蒙古,2026-07-13,Android,整体,recent_8w,全量维度,10.285714285714286,1.4285714285714286
整体,利比里亚,2026-06-08,整体,New,recent_8w,全量维度,33.285714285714285,6.285714285714286
整体,乌克兰,2026-07-13,Android,整体,recent_8w,全量维度,1295.7142857142858,462.57142857142856
整体,瑞典,2026-07-20,Android,New,recent_8w,全量维度,19.142857142857142,2.7142857142857144
整体,墨西哥,2026-06-29,iOS,整体,recent_8w,全量维度,8545.42857142857,3176.285714285714
整体,乌克兰,2026-07-20,Android,整体,recent_8w,全量维度,1269.0,452.85714285714283
整体,多哥,2026-07-06,整体,整体,recent_8w,全量维度,57.142857142857146,15.857142857142858
整体,瑞典,2026-07-20,Android,Old,recent_8w,全量维度,378.14285714285717,158.71428571428572
整体,利比里亚,2026-06-15,Android,整体,recent_8w,全量维度,216.28571428571428,33.57142857142857
整体,瑞典,2026-07-27,整体,New,recent_8w,全量维度,201.0,42.42857142857143
整体,澳门,2026-07-06,iOS,Old,recent_8w,全量维度,14.285714285714286,6.142857142857143
整体,哈萨克斯坦,2026-07-13,iOS,New,recent_8w,全量维度,188.85714285714286,29.714285714285715
整体,玻利维亚,2026-06-29,Android,整体,recent_8w,全量维度,406.57142857142856,111.42857142857143
整体,捷克,2026-07-06,iOS,Old,recent_8w,全量维度,856.8571428571429,280.0
整体,加拿大,2026-07-13,Android,整体,recent_8w,全量维度,1654.5714285714287,584.5714285714286
整体,捷克,2026-06-15,Android,整体,recent_8w,全量维度,191.28571428571428,71.85714285714286
整体,比利时,2026-07-20,整体,New,recent_8w,全量维度,85.57142857142857,14.571428571428571
整体,斯洛伐克,2026-06-22,iOS,New,recent_8w,全量维度,16.571428571428573,2.857142857142857
整体,加拿大,2026-07-20,Android,Old,recent_8w,全量维度,1583.7142857142858,586.4285714285714
整体,多哥,2026-07-06,Android,New,recent_8w,全量维度,4.2,1.2
整体,纳米比亚,2026-06-15,整体,New,recent_8w,全量维度,2.25,0.0
整体,比利时,2026-07-06,iOS,New,recent_8w,全量维度,50.42857142857143,8.857142857142858
整体,法国,2026-06-29,整体,New,recent_8w,全量维度,425.0,69.71428571428571
整体,墨西哥,2026-07-13,整体,整体,recent_8w,全量维度,16727.85714285714,5475.857142857143
整体,关岛,2026-07-20,整体,Old,recent_8w,全量维度,32.857142857142854,10.0
整体,瑞典,2026-07-13,整体,整体,recent_8w,全量维度,2452.4285714285716,809.4285714285714
整体,蒙古,2026-07-27,Android,Old,recent_8w,全量维度,7.714285714285714,1.2857142857142858
整体,哈萨克斯坦,2026-06-29,Android,整体,recent_8w,全量维度,349.57142857142856,115.85714285714286
整体,哈萨克斯坦,2026-06-15,iOS,Old,recent_8w,全量维度,1791.0,523.8571428571429
整体,巴基斯坦,2026-07-13,整体,New,recent_8w,全量维度,298.57142857142856,53.857142857142854
整体,利比里亚,2026-07-20,Android,Old,recent_8w,全量维度,182.14285714285714,32.285714285714285
整体,爱沙尼亚,2026-07-20,iOS,整体,recent_8w,全量维度,620.4285714285714,198.71428571428572
整体,意大利,2026-07-27,整体,整体,recent_8w,全量维度,6441.714285714285,2360.4285714285716
整体,哈萨克斯坦,2026-06-08,iOS,New,recent_8w,全量维度,503.0,79.71428571428571
整体,利比亚,2026-06-15,Android,整体,recent_8w,全量维度,59.285714285714285,13.714285714285714
整体,利比亚,2026-06-08,Android,Old,recent_8w,全量维度,53.42857142857143,11.571428571428571
整体,澳门,2026-07-20,整体,Old,recent_8w,全量维度,16.0,6.285714285714286
整体,意大利,2026-07-20,Android,Old,recent_8w,全量维度,1429.0,538.1428571428571
整体,南非,2026-07-13,iOS,整体,recent_8w,全量维度,1824.0,615.7142857142857
整体,利比里亚,2026-07-06,iOS,New,recent_8w,全量维度,11.0,1.7142857142857142
整体,萨尔瓦多,2026-06-08,iOS,整体,recent_8w,全量维度,232.57142857142858,79.28571428571429
整体,unknow,2026-07-06,iOS,Old,recent_8w,全量维度,39.42857142857143,14.142857142857142
整体,斯洛伐克,2026-06-29,Android,New,recent_8w,全量维度,5.142857142857143,0.7142857142857143
整体,葡萄牙,2026-07-13,整体,New,recent_8w,全量维度,183.42857142857142,31.857142857142858
整体,坦桑尼亚,2026-06-22,iOS,整体,recent_8w,全量维度,155.28571428571428,52.857142857142854
整体,法国,2026-06-22,Android,整体,recent_8w,全量维度,1072.0,372.2857142857143
整体,比利时,2026-06-08,Android,Old,recent_8w,全量维度,198.71428571428572,71.85714285714286
整体,坦桑尼亚,2026-06-15,iOS,整体,recent_8w,全量维度,144.57142857142858,49.0
整体,美国,2026-07-27,iOS,整体,recent_8w,全量维度,104442.57142857143,31179.0
整体,法国,2026-06-08,Android,Old,recent_8w,全量维度,1031.4285714285713,382.42857142857144
整体,哈萨克斯坦,2026-07-06,Android,整体,recent_8w,全量维度,372.57142857142856,118.42857142857143
整体,伊朗,2026-06-08,整体,New,recent_8w,全量维度,561.1428571428571,89.71428571428571
整体,葡萄牙,2026-07-13,整体,Old,recent_8w,全量维度,5881.285714285715,2044.4285714285713
整体,乌克兰,2026-07-20,Android,Old,recent_8w,全量维度,1213.142857142857,442.2857142857143
整体,关岛,2026-07-13,整体,整体,recent_8w,全量维度,29.142857142857142,9.285714285714286
整体,美国,2026-07-20,Android,New,recent_8w,全量维度,563.4285714285714,76.42857142857143
整体,unknow,2026-07-13,整体,New,recent_8w,全量维度,2.6666666666666665,0.0
整体,意大利,2026-07-27,Android,Old,recent_8w,全量维度,1407.2857142857142,552.7142857142857
整体,利比里亚,2026-07-20,整体,New,recent_8w,全量维度,27.285714285714285,5.142857142857143
整体,unknow,2026-06-29,iOS,New,recent_8w,全量维度,2.0,0.0
整体,蒙古,2026-06-15,Android,Old,recent_8w,全量维度,9.142857142857142,2.2857142857142856
整体,爱沙尼亚,2026-07-06,整体,Old,recent_8w,全量维度,630.8571428571429,219.28571428571428
整体,卡塔尔,2026-07-20,Android,New,recent_8w,全量维度,2.5714285714285716,0.5714285714285714
整体,斐济,2026-06-08,iOS,Old,recent_8w,全量维度,28.571428571428573,11.571428571428571
整体,卡塔尔,2026-07-20,iOS,整体,recent_8w,全量维度,206.85714285714286,74.0
整体,玻利维亚,2026-06-22,iOS,整体,recent_8w,全量维度,313.2857142857143,104.14285714285714
整体,伊朗,2026-06-22,整体,整体,recent_8w,全量维度,5928.142857142857,1347.7142857142858
整体,斐济,2026-07-06,Android,整体,recent_8w,全量维度,16.285714285714285,4.857142857142857
整体,墨西哥,2026-07-27,整体,New,recent_8w,全量维度,1808.0,297.2857142857143
整体,蒙古,2026-06-29,整体,整体,recent_8w,全量维度,59.142857142857146,15.571428571428571
整体,加拿大,2026-06-15,iOS,整体,recent_8w,全量维度,10717.285714285714,3034.714285714286
整体,萨尔瓦多,2026-07-20,整体,New,recent_8w,全量维度,21.857142857142858,4.142857142857143
整体,蒙古,2026-07-27,整体,整体,recent_8w,全量维度,65.0,14.571428571428571
整体,利比亚,2026-07-13,iOS,整体,recent_8w,全量维度,69.28571428571429,22.714285714285715
整体,爱沙尼亚,2026-06-15,整体,New,recent_8w,全量维度,40.285714285714285,7.857142857142857
整体,澳门,2026-06-08,Android,Old,recent_8w,全量维度,2.0,0.7142857142857143
整体,加拿大,2026-06-29,整体,整体,recent_8w,全量维度,13088.285714285714,3986.285714285714
整体,美国,2026-06-29,整体,整体,recent_8w,全量维度,129044.42857142857,40628.28571428572
整体,葡萄牙,2026-07-13,iOS,整体,recent_8w,全量维度,5209.571428571428,1772.0
整体,巴基斯坦,2026-07-13,整体,Old,recent_8w,全量维度,2705.8571428571427,600.5714285714286
整体,伊朗,2026-07-20,Android,整体,recent_8w,全量维度,4027.1428571428573,902.8571428571429
整体,斐济,2026-07-20,iOS,Old,recent_8w,全量维度,32.42857142857143,12.0
整体,卡塔尔,2026-07-13,Android,New,recent_8w,全量维度,2.5714285714285716,0.8571428571428571
整体,巴基斯坦,2026-06-15,Android,整体,recent_8w,全量维度,2116.5714285714284,429.0
整体,多哥,2026-06-22,iOS,New,recent_8w,全量维度,4.285714285714286,0.7142857142857143
整体,坦桑尼亚,2026-07-20,Android,Old,recent_8w,全量维度,123.14285714285714,30.285714285714285
整体,乌克兰,2026-06-29,iOS,整体,recent_8w,全量维度,6765.285714285715,2107.285714285714
整体,蒙古,2026-06-15,Android,New,recent_8w,全量维度,2.0,0.2
整体,乌克兰,2026-06-08,Android,整体,recent_8w,全量维度,1208.4285714285713,416.0
整体,伊朗,2026-06-22,Android,New,recent_8w,全量维度,1082.5714285714287,150.85714285714286
整体,法国,2026-07-20,整体,整体,recent_8w,全量维度,5393.285714285715,1852.0
整体,爱沙尼亚,2026-06-15,iOS,Old,recent_8w,全量维度,503.85714285714283,163.42857142857142
整体,关岛,2026-07-20,Android,Old,recent_8w,全量维度,2.5714285714285716,0.2857142857142857
整体,瑞典,2026-06-08,整体,Old,recent_8w,全量维度,1914.142857142857,633.0
整体,多哥,2026-06-22,Android,New,recent_8w,全量维度,3.6666666666666665,0.5
整体,瑞典,2026-06-08,Android,整体,recent_8w,全量维度,349.2857142857143,129.85714285714286
整体,萨尔瓦多,2026-06-29,整体,Old,recent_8w,全量维度,477.2857142857143,181.0
整体,葡萄牙,2026-06-22,整体,整体,recent_8w,全量维度,5943.857142857143,1980.7142857142858
整体,unknow,2026-07-13,Android,Old,recent_8w,全量维度,23.0,7.428571428571429
整体,蒙古,2026-06-29,iOS,整体,recent_8w,全量维度,50.857142857142854,14.0
整体,多哥,2026-07-27,Android,New,recent_8w,全量维度,1.8571428571428572,0.2857142857142857
整体,法国,2026-06-22,整体,整体,recent_8w,全量维度,4958.428571428572,1641.0
整体,比利时,2026-06-08,整体,整体,recent_8w,全量维度,1195.2857142857142,388.0
整体,卡塔尔,2026-07-06,iOS,New,recent_8w,全量维度,9.714285714285714,1.5714285714285714
整体,坦桑尼亚,2026-07-13,Android,整体,recent_8w,全量维度,147.57142857142858,34.857142857142854
整体,萨尔瓦多,2026-06-08,Android,Old,recent_8w,全量维度,230.57142857142858,85.71428571428571
整体,关岛,2026-07-06,iOS,Old,recent_8w,全量维度,19.857142857142858,4.857142857142857
整体,美国,2026-06-29,Android,Old,recent_8w,全量维度,12542.857142857143,4674.714285714285
整体,爱沙尼亚,2026-06-29,iOS,整体,recent_8w,全量维度,576.4285714285714,178.14285714285714
整体,卡塔尔,2026-07-06,整体,Old,recent_8w,全量维度,260.85714285714283,88.57142857142857
整体,萨尔瓦多,2026-07-13,Android,Old,recent_8w,全量维度,230.57142857142858,88.71428571428571
整体,unknow,2026-06-29,iOS,Old,recent_8w,全量维度,37.142857142857146,12.428571428571429
整体,斯洛伐克,2026-07-13,Android,整体,recent_8w,全量维度,156.42857142857142,61.714285714285715
整体,关岛,2026-06-29,整体,整体,recent_8w,全量维度,34.0,10.714285714285714
整体,爱沙尼亚,2026-06-22,整体,整体,recent_8w,全量维度,684.1428571428571,228.57142857142858
整体,澳门,2026-07-13,iOS,整体,recent_8w,全量维度,13.285714285714286,6.142857142857143
整体,伊朗,2026-07-27,整体,整体,recent_8w,全量维度,5841.142857142857,1348.7142857142858
整体,瑞典,2026-06-29,整体,整体,recent_8w,全量维度,2356.4285714285716,743.4285714285714
整体,斯洛伐克,2026-07-20,整体,整体,recent_8w,全量维度,588.4285714285714,208.71428571428572
整体,关岛,2026-07-27,整体,New,recent_8w,全量维度,1.6666666666666667,0.5
整体,卡塔尔,2026-06-15,Android,Old,recent_8w,全量维度,51.0,13.571428571428571
整体,葡萄牙,2026-06-22,Android,New,recent_8w,全量维度,26.0,3.0
整体,意大利,2026-06-29,整体,整体,recent_8w,全量维度,6211.428571428572,2188.5714285714284
整体,比利时,2026-07-27,整体,Old,recent_8w,全量维度,1311.2857142857142,481.0
整体,萨尔瓦多,2026-06-08,iOS,Old,recent_8w,全量维度,226.28571428571428,78.57142857142857
整体,斐济,2026-07-13,iOS,Old,recent_8w,全量维度,36.285714285714285,15.285714285714286
整体,卡塔尔,2026-06-22,整体,New,recent_8w,全量维度,13.857142857142858,2.142857142857143
整体,斯洛伐克,2026-07-06,iOS,整体,recent_8w,全量维度,438.57142857142856,143.28571428571428
整体,利比里亚,2026-06-22,iOS,New,recent_8w,全量维度,13.0,2.7142857142857144
整体,关岛,2026-06-29,iOS,整体,recent_8w,全量维度,30.428571428571427,9.0
整体,伊朗,2026-07-20,整体,Old,recent_8w,全量维度,5605.428571428572,1343.7142857142858
整体,墨西哥,2026-06-22,整体,New,recent_8w,全量维度,1306.0,131.42857142857142
整体,多哥,2026-07-06,Android,Old,recent_8w,全量维度,21.714285714285715,5.714285714285714
整体,美国,2026-07-27,Android,New,recent_8w,全量维度,641.2857142857143,95.14285714285714
整体,法国,2026-07-13,Android,Old,recent_8w,全量维度,1047.7142857142858,384.0
整体,卡塔尔,2026-06-15,iOS,New,recent_8w,全量维度,10.0,1.5714285714285714
整体,多哥,2026-06-29,Android,New,recent_8w,全量维度,2.8333333333333335,0.3333333333333333
整体,法国,2026-06-29,iOS,New,recent_8w,全量维度,303.42857142857144,49.142857142857146
整体,关岛,2026-06-15,整体,整体,recent_8w,全量维度,38.57142857142857,12.428571428571429
整体,卡塔尔,2026-07-06,整体,New,recent_8w,全量维度,12.714285714285714,2.0
整体,纳米比亚,2026-06-22,Android,New,recent_8w,全量维度,1.5714285714285714,0.14285714285714285
整体,意大利,2026-07-20,整体,整体,recent_8w,全量维度,6634.142857142857,2408.0
整体,爱沙尼亚,2026-07-20,整体,Old,recent_8w,全量维度,690.5714285714286,233.85714285714286
整体,卡塔尔,2026-06-15,iOS,Old,recent_8w,全量维度,230.85714285714286,85.85714285714286
整体,unknow,2026-07-20,整体,New,recent_8w,全量维度,2.0,0.0
整体,坦桑尼亚,2026-07-27,Android,Old,recent_8w,全量维度,139.57142857142858,37.857142857142854
整体,斯洛伐克,2026-07-06,Android,New,recent_8w,全量维度,7.428571428571429,0.8571428571428571
整体,以色列,2026-07-20,iOS,整体,recent_8w,全量维度,2014.2857142857142,662.8571428571429
整体,以色列,2026-06-15,整体,整体,recent_8w,全量维度,2364.285714285714,800.4285714285714
整体,利比亚,2026-07-06,iOS,Old,recent_8w,全量维度,57.0,19.571428571428573
整体,纳米比亚,2026-07-27,整体,整体,recent_8w,全量维度,76.57142857142857,23.285714285714285
整体,以色列,2026-07-27,Android,New,recent_8w,全量维度,8.571428571428571,1.7142857142857142
整体,南非,2026-07-20,iOS,Old,recent_8w,全量维度,1686.5714285714287,564.8571428571429
整体,关岛,2026-07-13,Android,New,recent_8w,全量维度,1.5,0.0
整体,玻利维亚,2026-06-22,Android,New,recent_8w,全量维度,17.0,2.857142857142857
整体,蒙古,2026-06-08,Android,整体,recent_8w,全量维度,10.857142857142858,2.2857142857142856
整体,法国,2026-06-08,整体,New,recent_8w,全量维度,392.42857142857144,67.14285714285714
整体,以色列,2026-06-29,整体,New,recent_8w,全量维度,125.0,21.285714285714285
整体,伊朗,2026-07-20,iOS,整体,recent_8w,全量维度,2181.714285714286,524.8571428571429
整体,乌克兰,2026-06-15,整体,Old,recent_8w,全量维度,7329.285714285715,2451.1428571428573
整体,葡萄牙,2026-07-27,Android,整体,recent_8w,全量维度,906.1428571428571,316.2857142857143
整体,法国,2026-06-15,Android,整体,recent_8w,全量维度,1078.4285714285713,380.57142857142856
整体,葡萄牙,2026-06-29,整体,Old,recent_8w,全量维度,5900.571428571428,2045.857142857143
整体,利比亚,2026-07-20,iOS,Old,recent_8w,全量维度,59.714285714285715,19.857142857142858
整体,乌克兰,2026-07-20,整体,整体,recent_8w,全量维度,8042.714285714285,2683.0
整体,墨西哥,2026-06-08,整体,整体,recent_8w,全量维度,15330.857142857143,5156.142857142857
整体,以色列,2026-06-15,iOS,整体,recent_8w,全量维度,2233.4285714285716,754.5714285714286
整体,玻利维亚,2026-06-22,Android,Old,recent_8w,全量维度,381.14285714285717,100.85714285714286
整体,利比亚,2026-06-22,Android,整体,recent_8w,全量维度,59.0,13.0
整体,利比里亚,2026-06-08,Android,New,recent_8w,全量维度,16.857142857142858,2.7142857142857144
整体,爱沙尼亚,2026-06-22,iOS,Old,recent_8w,全量维度,541.8571428571429,180.28571428571428
整体,玻利维亚,2026-07-27,Android,整体,recent_8w,全量维度,416.0,122.42857142857143
整体,关岛,2026-06-08,Android,Old,recent_8w,全量维度,2.2857142857142856,0.7142857142857143
整体,坦桑尼亚,2026-07-06,整体,整体,recent_8w,全量维度,309.57142857142856,93.85714285714286
整体,哈萨克斯坦,2026-06-22,iOS,整体,recent_8w,全量维度,2044.857142857143,565.1428571428571
整体,加拿大,2026-06-15,iOS,Old,recent_8w,全量维度,9974.714285714286,2957.1428571428573
整体,美国,2026-07-27,iOS,Old,recent_8w,全量维度,99081.85714285714,30432.428571428572
整体,萨尔瓦多,2026-07-20,整体,Old,recent_8w,全量维度,476.42857142857144,180.85714285714286
整体,比利时,2026-07-06,iOS,Old,recent_8w,全量维度,1023.1428571428571,365.14285714285717
整体,法国,2026-06-08,iOS,整体,recent_8w,全量维度,3947.0,1339.2857142857142
整体,多哥,2026-06-29,整体,整体,recent_8w,全量维度,59.0,13.714285714285714
整体,关岛,2026-06-08,Android,New,recent_8w,全量维度,2.0,0.0
整体,南非,2026-06-15,iOS,New,recent_8w,全量维度,64.42857142857143,12.714285714285714
整体,利比里亚,2026-07-13,整体,New,recent_8w,全量维度,26.285714285714285,5.285714285714286
整体,澳门,2026-06-08,Android,New,recent_8w,全量维度,1.0,0.0
整体,墨西哥,2026-07-27,整体,Old,recent_8w,全量维度,15314.142857142857,5485.285714285715
整体,瑞典,2026-07-13,Android,整体,recent_8w,全量维度,386.14285714285717,148.71428571428572
整体,瑞典,2026-07-20,整体,整体,recent_8w,全量维度,2412.0,800.8571428571429
整体,澳门,2026-06-29,整体,Old,recent_8w,全量维度,15.0,5.714285714285714
整体,南非,2026-07-27,iOS,Old,recent_8w,全量维度,1685.0,554.0
整体,以色列,2026-07-06,整体,Old,recent_8w,全量维度,2238.714285714286,786.1428571428571
整体,加拿大,2026-07-06,整体,Old,recent_8w,全量维度,12110.42857142857,3862.4285714285716
整体,巴基斯坦,2026-06-22,Android,整体,recent_8w,全量维度,2201.714285714286,435.57142857142856
整体,斐济,2026-07-20,iOS,New,recent_8w,全量维度,1.8,0.6
整体,乌克兰,2026-06-22,整体,New,recent_8w,全量维度,634.7142857142857,117.57142857142857
整体,unknow,2026-06-08,整体,New,recent_8w,全量维度,5.285714285714286,0.0
整体,unknow,2026-07-20,整体,Old,recent_8w,全量维度,56.857142857142854,18.428571428571427
整体,瑞典,2026-07-27,Android,Old,recent_8w,全量维度,374.42857142857144,151.85714285714286
整体,蒙古,2026-06-22,整体,Old,recent_8w,全量维度,45.142857142857146,10.714285714285714
整体,澳门,2026-07-20,Android,New,recent_8w,全量维度,1.0,0.0
整体,澳门,2026-07-13,Android,New,recent_8w,全量维度,1.0,0.0
整体,利比里亚,2026-06-08,整体,Old,recent_8w,全量维度,331.7142857142857,74.14285714285714
