渠道自然,国家,日期,平台,新老,_window,_query,活跃用户数,次日留存人数
整体,多米尼加,2026-06-22,iOS,整体,recent_8w,全量维度,815.0,325.85714285714283
整体,古巴,2026-06-15,iOS,整体,recent_8w,全量维度,15.142857142857142,5.428571428571429
整体,塞内加尔,2026-07-06,iOS,Old,recent_8w,全量维度,251.14285714285714,71.14285714285714
整体,丹麦,2026-06-08,Android,整体,recent_8w,全量维度,73.0,25.285714285714285
整体,马来西亚,2026-07-06,iOS,整体,recent_8w,全量维度,525.8571428571429,176.42857142857142
整体,白俄罗斯,2026-07-06,iOS,Old,recent_8w,全量维度,2184.1428571428573,655.0
整体,白俄罗斯,2026-06-08,Android,Old,recent_8w,全量维度,649.5714285714286,206.0
整体,科特迪瓦,2026-07-06,整体,Old,recent_8w,全量维度,240.28571428571428,65.85714285714286
整体,科威特,2026-07-27,iOS,Old,recent_8w,全量维度,248.85714285714286,84.14285714285714
整体,布隆迪,2026-07-06,iOS,Old,recent_8w,全量维度,9.857142857142858,3.7142857142857144
整体,波兰,2026-07-13,iOS,整体,recent_8w,全量维度,3007.285714285714,998.0
整体,丹麦,2026-07-27,整体,New,recent_8w,全量维度,40.0,5.714285714285714
整体,波兰,2026-06-08,iOS,整体,recent_8w,全量维度,2695.4285714285716,861.5714285714286
整体,匈牙利,2026-06-29,iOS,New,recent_8w,全量维度,38.714285714285715,7.428571428571429
整体,波黑,2026-07-13,Android,整体,recent_8w,全量维度,455.57142857142856,146.57142857142858
整体,古巴,2026-06-29,Android,整体,recent_8w,全量维度,38.142857142857146,5.714285714285714
整体,英国,2026-06-29,Android,整体,recent_8w,全量维度,4416.571428571428,1660.142857142857
整体,巴西,2026-07-13,Android,整体,recent_8w,全量维度,80268.85714285714,25396.14285714286
整体,巴西,2026-06-29,iOS,New,recent_8w,全量维度,5629.0,934.5714285714286
整体,多米尼加,2026-07-13,iOS,New,recent_8w,全量维度,37.0,5.428571428571429
整体,塞内加尔,2026-06-15,Android,Old,recent_8w,全量维度,141.42857142857142,32.142857142857146
整体,安提瓜和巴布达,2026-07-27,Android,Old,recent_8w,全量维度,14.857142857142858,6.285714285714286
整体,瑞士,2026-06-22,iOS,New,recent_8w,全量维度,67.42857142857143,10.857142857142858
整体,赞比亚,2026-06-15,整体,整体,recent_8w,全量维度,156.14285714285714,52.0
整体,匈牙利,2026-06-08,Android,Old,recent_8w,全量维度,219.85714285714286,80.85714285714286
整体,瑞士,2026-06-15,iOS,New,recent_8w,全量维度,68.71428571428571,10.571428571428571
整体,多米尼加,2026-07-27,iOS,整体,recent_8w,全量维度,883.4285714285714,341.57142857142856
整体,几内亚比绍,2026-07-13,Android,Old,recent_8w,全量维度,4.0,1.1428571428571428
整体,古巴,2026-06-22,iOS,Old,recent_8w,全量维度,15.857142857142858,4.857142857142857
整体,瑞士,2026-06-15,整体,Old,recent_8w,全量维度,1463.0,500.7142857142857
整体,尼日利亚,2026-06-15,Android,整体,recent_8w,全量维度,1328.0,366.57142857142856
整体,摩尔多瓦,2026-07-06,iOS,New,recent_8w,全量维度,32.142857142857146,4.0
整体,几内亚比绍,2026-06-08,iOS,整体,recent_8w,全量维度,5.714285714285714,1.7142857142857142
整体,匈牙利,2026-07-13,iOS,整体,recent_8w,全量维度,790.8571428571429,270.14285714285717
整体,白俄罗斯,2026-06-08,整体,New,recent_8w,全量维度,238.42857142857142,40.857142857142854
整体,布隆迪,2026-07-06,Android,New,recent_8w,全量维度,1.6666666666666667,1.0
整体,瑞士,2026-07-20,iOS,整体,recent_8w,全量维度,1314.4285714285713,456.85714285714283
整体,布隆迪,2026-07-20,整体,整体,recent_8w,全量维度,41.142857142857146,10.142857142857142
整体,布隆迪,2026-06-29,Android,New,recent_8w,全量维度,1.6,0.2
整体,特立尼达和多巴哥,2026-06-08,Android,Old,recent_8w,全量维度,82.85714285714286,28.571428571428573
整体,阿鲁巴,2026-07-20,iOS,New,recent_8w,全量维度,4.571428571428571,1.1428571428571428
整体,荷兰,2026-07-27,Android,Old,recent_8w,全量维度,1567.4285714285713,597.7142857142857
整体,泰国,2026-06-15,整体,New,recent_8w,全量维度,34.142857142857146,4.571428571428571
整体,英国,2026-06-15,Android,New,recent_8w,全量维度,139.85714285714286,22.571428571428573
整体,瑞士,2026-06-22,Android,整体,recent_8w,全量维度,262.7142857142857,98.28571428571429
整体,科特迪瓦,2026-07-06,iOS,New,recent_8w,全量维度,30.571428571428573,5.428571428571429
整体,巴西,2026-07-20,iOS,New,recent_8w,全量维度,5571.428571428572,1050.4285714285713
整体,科特迪瓦,2026-06-29,iOS,整体,recent_8w,全量维度,210.42857142857142,58.57142857142857
整体,科特迪瓦,2026-06-22,整体,整体,recent_8w,全量维度,284.42857142857144,72.85714285714286
整体,巴西,2026-07-13,iOS,整体,recent_8w,全量维度,200498.0,74983.14285714286
整体,匈牙利,2026-06-08,整体,整体,recent_8w,全量维度,987.2857142857143,330.0
整体,科威特,2026-07-06,iOS,Old,recent_8w,全量维度,261.0,90.42857142857143
整体,罗马尼亚,2026-06-15,iOS,Old,recent_8w,全量维度,1812.7142857142858,636.2857142857143
整体,科特迪瓦,2026-06-08,整体,New,recent_8w,全量维度,70.85714285714286,14.0
整体,荷兰,2026-07-27,Android,New,recent_8w,全量维度,99.57142857142857,17.0
整体,塞内加尔,2026-06-29,整体,Old,recent_8w,全量维度,388.57142857142856,102.14285714285714
整体,特立尼达和多巴哥,2026-06-08,iOS,New,recent_8w,全量维度,4.0,1.0
整体,尼日利亚,2026-07-06,iOS,Old,recent_8w,全量维度,4801.142857142857,1556.0
整体,博茨瓦纳,2026-06-08,iOS,整体,recent_8w,全量维度,36.142857142857146,11.714285714285714
整体,布隆迪,2026-06-22,iOS,Old,recent_8w,全量维度,10.142857142857142,2.7142857142857144
整体,古巴,2026-07-27,整体,New,recent_8w,全量维度,4.666666666666667,0.6666666666666666
整体,摩尔多瓦,2026-07-13,Android,New,recent_8w,全量维度,7.142857142857143,0.8571428571428571
整体,布隆迪,2026-07-06,Android,整体,recent_8w,全量维度,31.571428571428573,8.285714285714286
整体,尼日利亚,2026-06-29,整体,New,recent_8w,全量维度,671.0,151.71428571428572
整体,几内亚比绍,2026-07-13,Android,整体,recent_8w,全量维度,4.285714285714286,1.1428571428571428
整体,几内亚比绍,2026-06-29,整体,New,recent_8w,全量维度,1.6,0.6
整体,波兰,2026-06-29,iOS,New,recent_8w,全量维度,173.0,32.42857142857143
整体,英国,2026-07-13,整体,整体,recent_8w,全量维度,41662.42857142857,13825.57142857143
整体,爱尔兰,2026-07-06,整体,整体,recent_8w,全量维度,2747.0,1005.2857142857143
整体,保加利亚,2026-06-22,整体,整体,recent_8w,全量维度,1327.857142857143,443.85714285714283
整体,马来西亚,2026-06-29,整体,New,recent_8w,全量维度,44.714285714285715,7.285714285714286
整体,罗马尼亚,2026-07-27,iOS,整体,recent_8w,全量维度,1991.142857142857,700.5714285714286
整体,阿鲁巴,2026-06-15,iOS,New,recent_8w,全量维度,3.7142857142857144,1.2857142857142858
整体,白俄罗斯,2026-06-22,iOS,Old,recent_8w,全量维度,2532.5714285714284,791.0
整体,罗马尼亚,2026-07-13,iOS,Old,recent_8w,全量维度,1883.142857142857,668.8571428571429
整体,塞内加尔,2026-07-27,iOS,Old,recent_8w,全量维度,339.0,131.28571428571428
整体,瑞士,2026-06-15,Android,整体,recent_8w,全量维度,243.28571428571428,90.85714285714286
整体,多米尼加,2026-06-08,Android,Old,recent_8w,全量维度,163.28571428571428,59.857142857142854
整体,马尔代夫,2026-06-29,整体,整体,recent_8w,全量维度,88.0,38.857142857142854
整体,多米尼加,2026-07-20,Android,整体,recent_8w,全量维度,183.0,67.28571428571429
整体,瑞士,2026-07-13,Android,New,recent_8w,全量维度,12.0,2.2857142857142856
整体,多米尼加,2026-06-22,整体,New,recent_8w,全量维度,39.142857142857146,8.571428571428571
整体,波黑,2026-06-15,整体,整体,recent_8w,全量维度,1723.142857142857,566.0
整体,安提瓜和巴布达,2026-07-27,Android,整体,recent_8w,全量维度,15.142857142857142,6.428571428571429
整体,布隆迪,2026-06-08,整体,New,recent_8w,全量维度,3.8333333333333335,1.1666666666666667
整体,爱尔兰,2026-07-06,整体,Old,recent_8w,全量维度,2658.5714285714284,989.4285714285714
整体,赞比亚,2026-07-06,Android,整体,recent_8w,全量维度,76.14285714285714,19.428571428571427
整体,丹麦,2026-07-20,iOS,Old,recent_8w,全量维度,877.4285714285714,271.7142857142857
整体,罗马尼亚,2026-07-06,Android,New,recent_8w,全量维度,26.714285714285715,5.0
整体,波兰,2026-07-20,Android,整体,recent_8w,全量维度,852.1428571428571,307.2857142857143
整体,泰国,2026-07-20,Android,New,recent_8w,全量维度,10.285714285714286,1.0
整体,尼日利亚,2026-06-08,iOS,整体,recent_8w,全量维度,5570.285714285715,1787.4285714285713
整体,瑞士,2026-06-29,Android,整体,recent_8w,全量维度,282.85714285714283,102.85714285714286
整体,丹麦,2026-06-08,iOS,Old,recent_8w,全量维度,746.5714285714286,217.71428571428572
整体,多米尼加,2026-07-20,Android,New,recent_8w,全量维度,12.142857142857142,2.7142857142857144
整体,几内亚比绍,2026-07-20,iOS,整体,recent_8w,全量维度,5.0,1.0
整体,爱尔兰,2026-06-29,iOS,Old,recent_8w,全量维度,2243.4285714285716,784.1428571428571
整体,荷兰,2026-07-13,iOS,New,recent_8w,全量维度,599.8571428571429,124.71428571428571
整体,几内亚比绍,2026-06-15,整体,整体,recent_8w,全量维度,11.428571428571429,4.0
整体,摩尔多瓦,2026-06-15,Android,New,recent_8w,全量维度,3.2857142857142856,0.14285714285714285
整体,几内亚比绍,2026-07-13,整体,New,recent_8w,全量维度,1.6666666666666667,0.0
整体,阿鲁巴,2026-07-27,Android,Old,recent_8w,全量维度,10.285714285714286,5.142857142857143
整体,马尔代夫,2026-07-27,整体,整体,recent_8w,全量维度,108.71428571428571,46.285714285714285
整体,布隆迪,2026-06-29,iOS,New,recent_8w,全量维度,1.0,0.0
整体,阿鲁巴,2026-07-06,Android,Old,recent_8w,全量维度,9.428571428571429,4.0
整体,保加利亚,2026-06-08,整体,整体,recent_8w,全量维度,1266.0,434.14285714285717
整体,科威特,2026-06-15,整体,New,recent_8w,全量维度,14.428571428571429,2.7142857142857144
整体,摩尔多瓦,2026-07-13,iOS,Old,recent_8w,全量维度,566.0,176.28571428571428
整体,爱尔兰,2026-07-20,Android,Old,recent_8w,全量维度,304.85714285714283,112.57142857142857
整体,塞内加尔,2026-07-20,整体,整体,recent_8w,全量维度,437.14285714285717,120.14285714285714
整体,巴西,2026-06-22,Android,Old,recent_8w,全量维度,82867.14285714286,26242.0
整体,瑞士,2026-07-20,iOS,Old,recent_8w,全量维度,1244.0,446.0
整体,博茨瓦纳,2026-06-29,Android,Old,recent_8w,全量维度,22.142857142857142,6.0
整体,波兰,2026-07-13,iOS,New,recent_8w,全量维度,162.57142857142858,30.571428571428573
整体,摩尔多瓦,2026-06-22,整体,整体,recent_8w,全量维度,673.1428571428571,207.71428571428572
整体,波黑,2026-07-06,整体,整体,recent_8w,全量维度,1610.4285714285713,516.5714285714286
整体,科威特,2026-07-20,Android,New,recent_8w,全量维度,2.2857142857142856,0.7142857142857143
整体,波兰,2026-07-13,iOS,Old,recent_8w,全量维度,2844.714285714286,967.4285714285714
整体,爱尔兰,2026-07-06,iOS,New,recent_8w,全量维度,73.42857142857143,13.857142857142858
整体,马尔代夫,2026-07-27,Android,New,recent_8w,全量维度,1.4285714285714286,0.14285714285714285
整体,泰国,2026-06-15,整体,整体,recent_8w,全量维度,703.0,284.14285714285717
整体,布隆迪,2026-07-06,整体,Old,recent_8w,全量维度,40.0,11.142857142857142
整体,布隆迪,2026-07-06,整体,New,recent_8w,全量维度,1.6666666666666667,1.0
整体,多米尼加,2026-07-13,Android,New,recent_8w,全量维度,9.571428571428571,1.4285714285714286
整体,尼日利亚,2026-07-20,整体,整体,recent_8w,全量维度,6457.142857142857,2019.7142857142858
整体,科特迪瓦,2026-06-15,Android,整体,recent_8w,全量维度,77.71428571428571,17.428571428571427
整体,波兰,2026-06-29,iOS,整体,recent_8w,全量维度,2958.5714285714284,921.7142857142857
整体,阿鲁巴,2026-07-27,iOS,Old,recent_8w,全量维度,69.14285714285714,32.57142857142857
整体,科特迪瓦,2026-06-08,整体,Old,recent_8w,全量维度,282.14285714285717,85.0
整体,多米尼加,2026-07-20,整体,整体,recent_8w,全量维度,1080.2857142857142,442.0
整体,塞内加尔,2026-07-27,iOS,New,recent_8w,全量维度,39.714285714285715,10.285714285714286
整体,英国,2026-07-20,整体,整体,recent_8w,全量维度,40950.142857142855,13501.42857142857
整体,安提瓜和巴布达,2026-07-20,iOS,New,recent_8w,全量维度,1.6666666666666667,0.3333333333333333
整体,几内亚比绍,2026-06-29,iOS,Old,recent_8w,全量维度,6.571428571428571,2.2857142857142856
整体,巴西,2026-06-15,iOS,Old,recent_8w,全量维度,197921.42857142858,74021.0
整体,摩尔多瓦,2026-07-13,Android,整体,recent_8w,全量维度,112.0,33.857142857142854
整体,荷兰,2026-06-29,整体,整体,recent_8w,全量维度,9673.714285714286,3033.8571428571427
整体,特立尼达和多巴哥,2026-07-13,Android,Old,recent_8w,全量维度,85.28571428571429,31.285714285714285
整体,塞内加尔,2026-07-20,iOS,New,recent_8w,全量维度,31.428571428571427,6.714285714285714
整体,几内亚比绍,2026-07-06,Android,整体,recent_8w,全量维度,4.285714285714286,1.2857142857142858
整体,爱尔兰,2026-07-13,整体,New,recent_8w,全量维度,78.42857142857143,13.142857142857142
整体,博茨瓦纳,2026-06-08,iOS,New,recent_8w,全量维度,1.8333333333333333,0.3333333333333333
整体,泰国,2026-07-06,Android,New,recent_8w,全量维度,16.0,1.4285714285714286
整体,荷兰,2026-06-15,iOS,整体,recent_8w,全量维度,8880.0,2753.5714285714284
整体,阿鲁巴,2026-06-22,iOS,New,recent_8w,全量维度,3.0,0.5714285714285714
整体,波黑,2026-06-08,iOS,Old,recent_8w,全量维度,1273.142857142857,417.42857142857144
整体,布隆迪,2026-07-20,iOS,整体,recent_8w,全量维度,9.714285714285714,2.857142857142857
整体,波兰,2026-07-27,iOS,整体,recent_8w,全量维度,3161.5714285714284,1004.5714285714286
整体,马尔代夫,2026-07-13,iOS,Old,recent_8w,全量维度,74.0,34.0
整体,丹麦,2026-06-22,iOS,New,recent_8w,全量维度,39.857142857142854,6.571428571428571
整体,保加利亚,2026-07-27,Android,整体,recent_8w,全量维度,258.85714285714283,96.0
整体,阿鲁巴,2026-07-27,iOS,整体,recent_8w,全量维度,72.28571428571429,33.42857142857143
整体,巴西,2026-07-27,iOS,New,recent_8w,全量维度,6472.0,1191.142857142857
整体,阿鲁巴,2026-06-22,iOS,Old,recent_8w,全量维度,74.0,39.142857142857146
整体,马尔代夫,2026-07-27,Android,整体,recent_8w,全量维度,23.428571428571427,7.857142857142857
整体,荷兰,2026-07-06,整体,Old,recent_8w,全量维度,9283.857142857143,3037.5714285714284
整体,波黑,2026-06-29,Android,Old,recent_8w,全量维度,423.7142857142857,145.42857142857142
整体,马来西亚,2026-07-06,整体,New,recent_8w,全量维度,47.285714285714285,6.857142857142857
整体,多米尼加,2026-07-06,iOS,New,recent_8w,全量维度,36.714285714285715,8.142857142857142
整体,博茨瓦纳,2026-06-15,整体,整体,recent_8w,全量维度,65.71428571428571,25.428571428571427
整体,多米尼加,2026-06-22,整体,Old,recent_8w,全量维度,948.1428571428571,377.0
整体,保加利亚,2026-07-20,Android,整体,recent_8w,全量维度,237.0,83.0
整体,波黑,2026-06-15,iOS,Old,recent_8w,全量维度,1230.0,404.42857142857144
整体,摩尔多瓦,2026-07-13,整体,整体,recent_8w,全量维度,715.5714285714286,216.85714285714286
整体,尼日利亚,2026-07-27,iOS,New,recent_8w,全量维度,444.7142857142857,98.28571428571429
整体,波兰,2026-07-06,Android,Old,recent_8w,全量维度,752.4285714285714,273.85714285714283
整体,马来西亚,2026-06-22,iOS,Old,recent_8w,全量维度,477.42857142857144,158.57142857142858
整体,博茨瓦纳,2026-06-22,iOS,整体,recent_8w,全量维度,40.57142857142857,12.285714285714286
整体,古巴,2026-07-06,iOS,Old,recent_8w,全量维度,11.571428571428571,2.4285714285714284
整体,多米尼加,2026-06-15,整体,Old,recent_8w,全量维度,973.8571428571429,395.57142857142856
整体,赞比亚,2026-06-08,iOS,Old,recent_8w,全量维度,78.28571428571429,27.285714285714285
整体,马来西亚,2026-07-13,iOS,Old,recent_8w,全量维度,491.85714285714283,166.28571428571428
整体,多米尼加,2026-06-08,Android,New,recent_8w,全量维度,7.714285714285714,1.0
整体,特立尼达和多巴哥,2026-06-08,iOS,整体,recent_8w,全量维度,126.57142857142857,38.0
整体,波黑,2026-07-06,整体,New,recent_8w,全量维度,38.857142857142854,5.857142857142857
整体,科威特,2026-07-13,整体,New,recent_8w,全量维度,13.571428571428571,1.7142857142857142
整体,英国,2026-06-08,整体,New,recent_8w,全量维度,1752.5714285714287,257.14285714285717
整体,罗马尼亚,2026-07-06,整体,Old,recent_8w,全量维度,2353.1428571428573,839.4285714285714
整体,英国,2026-06-15,Android,Old,recent_8w,全量维度,4292.428571428572,1651.7142857142858
整体,波黑,2026-07-20,iOS,Old,recent_8w,全量维度,1299.142857142857,448.14285714285717
整体,摩尔多瓦,2026-07-06,Android,New,recent_8w,全量维度,7.857142857142857,1.4285714285714286
整体,科特迪瓦,2026-07-13,Android,Old,recent_8w,全量维度,64.85714285714286,13.857142857142858
整体,巴西,2026-07-20,iOS,Old,recent_8w,全量维度,197964.42857142858,74836.14285714286
整体,特立尼达和多巴哥,2026-07-20,Android,New,recent_8w,全量维度,2.25,0.5
整体,白俄罗斯,2026-07-20,iOS,New,recent_8w,全量维度,103.85714285714286,17.714285714285715
整体,荷兰,2026-07-20,Android,New,recent_8w,全量维度,93.57142857142857,15.142857142857142
整体,罗马尼亚,2026-07-27,iOS,Old,recent_8w,全量维度,1898.7142857142858,683.1428571428571
整体,科威特,2026-06-22,Android,Old,recent_8w,全量维度,30.0,9.285714285714286
整体,布隆迪,2026-06-29,整体,Old,recent_8w,全量维度,39.857142857142854,10.571428571428571
整体,塞内加尔,2026-07-13,iOS,整体,recent_8w,全量维度,310.0,85.71428571428571
整体,巴西,2026-06-22,iOS,New,recent_8w,全量维度,6225.857142857143,1093.7142857142858
整体,摩尔多瓦,2026-06-29,iOS,Old,recent_8w,全量维度,545.1428571428571,163.0
整体,古巴,2026-07-13,整体,整体,recent_8w,全量维度,58.857142857142854,11.428571428571429
整体,摩尔多瓦,2026-07-06,iOS,Old,recent_8w,全量维度,537.1428571428571,158.71428571428572
整体,丹麦,2026-07-06,整体,Old,recent_8w,全量维度,953.2857142857143,314.85714285714283
整体,布隆迪,2026-07-20,Android,New,recent_8w,全量维度,2.25,1.0
整体,马尔代夫,2026-06-15,iOS,整体,recent_8w,全量维度,84.28571428571429,42.0
整体,阿鲁巴,2026-06-08,iOS,整体,recent_8w,全量维度,72.85714285714286,36.285714285714285
整体,巴西,2026-07-20,iOS,整体,recent_8w,全量维度,203535.85714285713,75886.57142857143
整体,巴西,2026-07-27,iOS,Old,recent_8w,全量维度,200721.7142857143,75665.0
整体,泰国,2026-06-22,整体,New,recent_8w,全量维度,38.142857142857146,6.571428571428571
整体,几内亚比绍,2026-07-13,整体,Old,recent_8w,全量维度,9.0,3.142857142857143
整体,丹麦,2026-07-06,整体,整体,recent_8w,全量维度,993.0,321.85714285714283
整体,尼日利亚,2026-07-06,Android,Old,recent_8w,全量维度,1195.0,348.85714285714283
整体,安提瓜和巴布达,2026-06-15,iOS,New,recent_8w,全量维度,1.3333333333333333,0.3333333333333333
整体,保加利亚,2026-07-20,整体,New,recent_8w,全量维度,74.85714285714286,12.285714285714286
整体,保加利亚,2026-07-13,Android,Old,recent_8w,全量维度,236.57142857142858,87.28571428571429
整体,波黑,2026-06-22,iOS,Old,recent_8w,全量维度,1154.857142857143,373.2857142857143
整体,保加利亚,2026-06-29,iOS,New,recent_8w,全量维度,62.285714285714285,11.428571428571429
整体,丹麦,2026-06-15,iOS,整体,recent_8w,全量维度,812.8571428571429,223.0
整体,保加利亚,2026-06-15,Android,Old,recent_8w,全量维度,214.85714285714286,79.0
整体,塞内加尔,2026-06-29,整体,New,recent_8w,全量维度,33.42857142857143,9.0
整体,布隆迪,2026-06-15,iOS,New,recent_8w,全量维度,2.0,0.3333333333333333
整体,科威特,2026-06-08,Android,Old,recent_8w,全量维度,34.857142857142854,11.571428571428571
整体,几内亚比绍,2026-06-15,iOS,New,recent_8w,全量维度,1.75,0.25
整体,几内亚比绍,2026-06-08,整体,整体,recent_8w,全量维度,8.428571428571429,2.142857142857143
整体,古巴,2026-06-08,Android,整体,recent_8w,全量维度,36.42857142857143,6.428571428571429
整体,波黑,2026-06-29,整体,Old,recent_8w,全量维度,1593.0,530.7142857142857
整体,匈牙利,2026-06-29,Android,Old,recent_8w,全量维度,210.14285714285714,74.57142857142857
整体,几内亚比绍,2026-06-29,Android,New,recent_8w,全量维度,1.0,0.5
整体,科威特,2026-07-20,整体,Old,recent_8w,全量维度,276.7142857142857,94.14285714285714
整体,安提瓜和巴布达,2026-07-06,整体,New,recent_8w,全量维度,2.5,0.5
整体,波黑,2026-06-08,iOS,整体,recent_8w,全量维度,1310.7142857142858,423.57142857142856
整体,多米尼加,2026-06-15,Android,New,recent_8w,全量维度,7.0,1.5714285714285714
整体,多米尼加,2026-07-20,Android,Old,recent_8w,全量维度,170.85714285714286,64.57142857142857
整体,塞内加尔,2026-06-15,iOS,New,recent_8w,全量维度,47.714285714285715,11.142857142857142
整体,塞内加尔,2026-06-08,iOS,整体,recent_8w,全量维度,450.14285714285717,137.42857142857142
整体,安提瓜和巴布达,2026-07-20,iOS,整体,recent_8w,全量维度,36.57142857142857,16.857142857142858
整体,博茨瓦纳,2026-07-27,iOS,整体,recent_8w,全量维度,44.142857142857146,14.857142857142858
整体,塞内加尔,2026-07-20,iOS,Old,recent_8w,全量维度,278.42857142857144,84.28571428571429
整体,特立尼达和多巴哥,2026-07-20,Android,Old,recent_8w,全量维度,87.14285714285714,31.857142857142858
整体,几内亚比绍,2026-07-20,iOS,New,recent_8w,全量维度,1.0,0.0
整体,科特迪瓦,2026-07-13,整体,Old,recent_8w,全量维度,247.42857142857142,65.85714285714286
整体,阿鲁巴,2026-07-13,iOS,New,recent_8w,全量维度,4.0,1.0
整体,赞比亚,2026-07-13,iOS,Old,recent_8w,全量维度,76.85714285714286,22.142857142857142
整体,多米尼加,2026-07-06,iOS,整体,recent_8w,全量维度,827.7142857142857,337.0
整体,马来西亚,2026-06-15,iOS,Old,recent_8w,全量维度,495.7142857142857,163.71428571428572
整体,马来西亚,2026-07-20,iOS,New,recent_8w,全量维度,24.142857142857142,4.714285714285714
整体,科威特,2026-06-08,整体,New,recent_8w,全量维度,18.428571428571427,3.857142857142857
整体,巴西,2026-06-29,整体,New,recent_8w,全量维度,15035.142857142857,1847.857142857143
整体,匈牙利,2026-07-06,Android,整体,recent_8w,全量维度,224.14285714285714,78.28571428571429
整体,保加利亚,2026-06-08,Android,New,recent_8w,全量维度,8.142857142857142,0.8571428571428571
整体,博茨瓦纳,2026-06-29,Android,整体,recent_8w,全量维度,23.0,6.0
整体,阿鲁巴,2026-07-13,iOS,整体,recent_8w,全量维度,81.0,38.857142857142854
整体,科威特,2026-06-29,iOS,Old,recent_8w,全量维度,276.2857142857143,99.71428571428571
整体,阿鲁巴,2026-06-15,iOS,Old,recent_8w,全量维度,61.57142857142857,28.0
整体,英国,2026-06-22,整体,整体,recent_8w,全量维度,41304.28571428572,13582.0
整体,阿鲁巴,2026-07-06,Android,整体,recent_8w,全量维度,9.428571428571429,4.0
整体,泰国,2026-06-22,整体,整体,recent_8w,全量维度,702.7142857142857,285.7142857142857
整体,马尔代夫,2026-06-22,Android,Old,recent_8w,全量维度,17.285714285714285,5.571428571428571
整体,泰国,2026-06-08,整体,New,recent_8w,全量维度,37.285714285714285,7.285714285714286
整体,匈牙利,2026-06-15,iOS,New,recent_8w,全量维度,32.0,5.142857142857143
整体,波兰,2026-07-06,iOS,整体,recent_8w,全量维度,2807.4285714285716,881.0
整体,塞内加尔,2026-07-06,Android,整体,recent_8w,全量维度,128.0,29.0
整体,赞比亚,2026-07-27,iOS,Old,recent_8w,全量维度,79.0,25.714285714285715
整体,阿鲁巴,2026-07-20,iOS,Old,recent_8w,全量维度,77.14285714285714,40.857142857142854
整体,尼泊尔,2026-06-08,iOS,New,recent_8w,全量维度,6.428571428571429,1.1428571428571428
整体,科威特,2026-06-22,Android,整体,recent_8w,全量维度,32.142857142857146,9.571428571428571
整体,科特迪瓦,2026-06-15,整体,New,recent_8w,全量维度,37.42857142857143,8.0
整体,巴西,2026-06-08,iOS,整体,recent_8w,全量维度,217929.0,80822.57142857143
整体,古巴,2026-06-22,整体,Old,recent_8w,全量维度,53.857142857142854,11.571428571428571
整体,科威特,2026-06-08,Android,New,recent_8w,全量维度,3.5714285714285716,1.0
整体,古巴,2026-06-29,iOS,Old,recent_8w,全量维度,13.428571428571429,3.4285714285714284
整体,布隆迪,2026-07-06,整体,整体,recent_8w,全量维度,41.42857142857143,12.0
整体,布隆迪,2026-07-27,Android,Old,recent_8w,全量维度,27.428571428571427,6.142857142857143
整体,波黑,2026-06-15,iOS,New,recent_8w,全量维度,37.714285714285715,5.285714285714286
整体,特立尼达和多巴哥,2026-06-29,整体,Old,recent_8w,全量维度,222.28571428571428,74.71428571428571
整体,赞比亚,2026-07-20,iOS,Old,recent_8w,全量维度,69.0,21.142857142857142
整体,尼日利亚,2026-06-22,iOS,New,recent_8w,全量维度,625.0,144.57142857142858
整体,罗马尼亚,2026-06-29,Android,整体,recent_8w,全量维度,521.4285714285714,191.0
整体,科威特,2026-07-20,Android,整体,recent_8w,全量维度,31.714285714285715,9.0
整体,科特迪瓦,2026-07-27,整体,Old,recent_8w,全量维度,263.0,69.85714285714286
整体,摩尔多瓦,2026-07-27,iOS,New,recent_8w,全量维度,39.57142857142857,6.571428571428571
整体,白俄罗斯,2026-07-06,整体,整体,recent_8w,全量维度,2932.8571428571427,882.0
整体,马来西亚,2026-06-08,iOS,整体,recent_8w,全量维度,519.2857142857143,161.14285714285714
整体,泰国,2026-07-06,iOS,整体,recent_8w,全量维度,564.2857142857143,225.14285714285714
整体,波兰,2026-06-15,整体,整体,recent_8w,全量维度,3519.0,1180.142857142857
整体,爱尔兰,2026-06-08,整体,Old,recent_8w,全量维度,2411.0,870.8571428571429
整体,瑞士,2026-07-06,iOS,New,recent_8w,全量维度,69.85714285714286,12.142857142857142
整体,多米尼加,2026-06-15,整体,New,recent_8w,全量维度,40.142857142857146,9.428571428571429
整体,爱尔兰,2026-07-06,Android,Old,recent_8w,全量维度,337.2857142857143,129.28571428571428
整体,几内亚比绍,2026-07-13,整体,整体,recent_8w,全量维度,9.714285714285714,3.142857142857143
整体,瑞士,2026-06-29,整体,Old,recent_8w,全量维度,1604.0,551.2857142857143
整体,匈牙利,2026-07-06,整体,New,recent_8w,全量维度,46.57142857142857,7.857142857142857
整体,特立尼达和多巴哥,2026-07-06,iOS,Old,recent_8w,全量维度,124.28571428571429,38.142857142857146
整体,荷兰,2026-06-29,整体,New,recent_8w,全量维度,653.2857142857143,118.42857142857143
整体,古巴,2026-07-20,整体,New,recent_8w,全量维度,4.857142857142857,1.4285714285714286
整体,保加利亚,2026-06-22,Android,New,recent_8w,全量维度,9.428571428571429,1.2857142857142858
整体,古巴,2026-07-27,整体,Old,recent_8w,全量维度,49.0,9.857142857142858
整体,丹麦,2026-06-08,iOS,New,recent_8w,全量维度,40.0,5.285714285714286
