日期,平台,国家,订阅类型,_window,日均订阅毛利（剔除退款，$）,新增毛利,续订毛利
2026-06-29,整体,新喀里多尼亚,整体,recent_8w,0.0,,
2026-06-29,整体,新西兰,整体,recent_8w,234.21971428571433,110.39685714285714,140.10685714285714
2026-06-29,整体,日本,整体,recent_8w,73.6272857142857,29.422428571428565,47.18242857142857
2026-06-29,整体,智利,整体,recent_8w,316.33442857142853,96.90457142857143,232.49685714285712
2026-06-29,整体,未知,整体,recent_8w,20.736428571428572,6.175714285714285,24.080714285714283
2026-06-29,整体,柬埔寨,整体,recent_8w,13.214714285714289,12.105000000000002,1.1097142857142857
2026-06-29,整体,根西岛,整体,recent_8w,0.0,,
2026-06-29,整体,格林纳达,整体,recent_8w,0.48457142857142854,0.0,3.392
2026-06-29,整体,格陵兰,整体,recent_8w,0.0,,
2026-06-29,整体,格鲁吉亚,整体,recent_8w,91.95014285714286,56.93914285714285,43.735571428571426
2026-06-29,整体,比利时,整体,recent_8w,280.12842857142857,146.8685714285714,154.5372857142857
2026-06-29,整体,毛里塔尼亚,整体,recent_8w,0.0,,
2026-06-29,整体,毛里求斯,整体,recent_8w,7.7178571428571425,5.6372,5.1678
2026-06-29,整体,汤加,整体,recent_8w,0.0,,
2026-06-29,整体,沙特阿拉伯,整体,recent_8w,152.37785714285715,58.791999999999994,116.24528571428571
2026-06-29,整体,法国,整体,recent_8w,665.8369999999999,470.62757142857146,322.88228571428573
2026-06-29,整体,法属圣马丁,整体,recent_8w,0.0,,
2026-06-29,整体,法属圭亚那,整体,recent_8w,0.0,,
2026-06-29,整体,法属波利尼西亚,整体,recent_8w,0.0,,
2026-06-29,整体,法罗群岛,整体,recent_8w,0.0,,
2026-06-29,整体,波兰,整体,recent_8w,520.281,335.35457142857143,338.50814285714284
2026-06-29,整体,波多黎各,整体,recent_8w,0.0,,
2026-06-29,整体,波黑,整体,recent_8w,101.64199999999998,51.75371428571428,70.134
2026-06-29,整体,泰国,整体,recent_8w,46.66671428571429,19.905285714285714,27.187571428571427
2026-06-29,整体,泽西岛,整体,recent_8w,0.0,,
2026-06-29,整体,津巴布韦,整体,recent_8w,5.656857142857143,7.305666666666667,1.3823333333333334
2026-06-29,整体,洪都拉斯,整体,recent_8w,54.85071428571429,17.89557142857143,39.801
2026-06-29,整体,海地,整体,recent_8w,0.0,,
2026-06-29,整体,澳大利亚,整体,recent_8w,5099.478285714285,2618.362,3158.0054285714286
2026-06-29,整体,澳门,整体,recent_8w,0.0,,
2026-06-29,整体,爱尔兰,整体,recent_8w,824.543857142857,417.3952857142857,536.6067142857144
2026-06-29,整体,爱沙尼亚,整体,recent_8w,82.063,46.15328571428571,42.35442857142857
2026-06-29,整体,牙买加,整体,recent_8w,71.393,41.80214285714287,51.129714285714286
2026-06-29,整体,特克斯和凯科斯群岛,整体,recent_8w,2.149,5.014333333333333,0.0
2026-06-29,整体,特立尼达和多巴哥,整体,recent_8w,26.705142857142857,5.747000000000001,20.958142857142857
2026-06-29,整体,玻利维亚,整体,recent_8w,38.27171428571428,14.552571428571428,26.616142857142854
2026-06-29,整体,瑙鲁,整体,recent_8w,2.9794285714285715,20.856,0.0
2026-06-29,整体,瑞典,整体,recent_8w,305.3311428571428,129.261,215.3947142857143
2026-06-29,整体,瑞士,整体,recent_8w,646.3100000000001,344.7017142857143,330.6041428571429
2026-06-29,整体,瓜德罗普,整体,recent_8w,0.0,,
2026-06-29,整体,瓦利斯和富图纳群岛,整体,recent_8w,0.0,,
2026-06-29,整体,瓦努阿图,整体,recent_8w,0.0,,
2026-06-29,整体,留尼汪岛,整体,recent_8w,0.0,,
2026-06-29,整体,白俄罗斯,整体,recent_8w,286.9321428571429,216.31871428571432,130.997
2026-06-29,整体,百慕大,整体,recent_8w,9.179428571428572,10.8465,7.3405
2026-06-29,整体,直布罗陀,整体,recent_8w,0.0,,
2026-06-29,整体,福克兰群岛,整体,recent_8w,0.0,,
2026-06-29,整体,科威特,整体,recent_8w,59.088428571428565,17.038999999999998,43.84742857142857
2026-06-29,整体,科摩罗,整体,recent_8w,0.0,,
2026-06-29,整体,科特迪瓦,整体,recent_8w,6.724285714285714,4.548571428571428,3.4451428571428573
2026-06-29,整体,科索沃,整体,recent_8w,42.89771428571429,54.336285714285715,10.924428571428573
2026-06-29,整体,秘鲁,整体,recent_8w,311.7272857142857,139.2427142857143,207.03128571428573
2026-06-29,整体,突尼斯,整体,recent_8w,0.7274285714285714,0.0,1.273
2026-06-29,整体,立陶宛,整体,recent_8w,125.11842857142857,80.53871428571429,77.151
2026-06-29,整体,索马里,整体,recent_8w,0.0,,
2026-06-29,整体,约旦,整体,recent_8w,28.90414285714286,22.341000000000005,12.761142857142858
2026-06-29,整体,纳米比亚,整体,recent_8w,17.241285714285716,13.6942,10.4436
2026-06-29,整体,纽埃岛,整体,recent_8w,0.0,,
2026-06-29,整体,缅甸,整体,recent_8w,0.0,,
2026-06-29,整体,罗马尼亚,整体,recent_8w,355.55528571428573,189.88914285714287,247.52542857142856
2026-06-29,整体,美国,整体,recent_8w,73374.67457142858,30499.28371428571,48390.01885714285
2026-06-29,整体,美属维尔京群岛,整体,recent_8w,0.0,,
2026-06-29,整体,美属萨摩亚,整体,recent_8w,0.0,,
2026-06-29,整体,老挝,整体,recent_8w,0.0,,
2026-06-29,整体,肯尼亚,整体,recent_8w,14.730285714285715,7.382857142857143,7.347428571428572
2026-06-29,整体,芬兰,整体,recent_8w,125.76028571428571,56.76028571428571,80.25328571428572
2026-06-29,整体,苏丹,整体,recent_8w,0.0,,
2026-06-29,整体,苏里南,整体,recent_8w,0.0,,
2026-06-29,整体,英国,整体,recent_8w,16131.121428571427,8236.83614285714,10456.88342857143
2026-06-29,整体,英属印度洋领地,整体,recent_8w,0.0,,
2026-06-29,整体,英属维尔京群岛,整体,recent_8w,0.0,,
2026-06-29,整体,荷兰,整体,recent_8w,748.2642857142856,446.20528571428576,380.89985714285723
2026-06-29,整体,荷属圣马丁,整体,recent_8w,0.0,,
2026-06-29,整体,荷属安的列斯,整体,recent_8w,0.0,,
2026-06-29,整体,莫桑比克,整体,recent_8w,21.61714285714286,21.516833333333334,6.023666666666666
2026-06-29,整体,莱索托,整体,recent_8w,0.0,,
2026-06-29,整体,菲律宾,整体,recent_8w,325.50528571428566,228.79514285714285,171.711
2026-06-29,整体,萨尔瓦多,整体,recent_8w,55.49857142857143,30.74228571428571,26.753142857142855
2026-06-29,整体,萨摩亚,整体,recent_8w,0.0,,
2026-06-29,整体,葡萄牙,整体,recent_8w,759.6265714285713,465.0917142857143,440.5891428571428
2026-06-29,整体,蒙古,整体,recent_8w,6.264,16.0366,2.1508
2026-06-29,整体,蒙塞拉特岛,整体,recent_8w,0.0,,
2026-06-29,整体,西班牙,整体,recent_8w,1240.284,834.5354285714286,675.1201428571428
2026-06-29,整体,诺福克岛,整体,recent_8w,0.0,,
2026-06-29,整体,贝宁,整体,recent_8w,-0.183,1.4286666666666665,0.0
2026-06-29,整体,赞比亚,整体,recent_8w,8.24757142857143,2.814,6.2700000000000005
2026-06-29,整体,赤道几内亚,整体,recent_8w,0.0,,
2026-06-29,整体,越南,整体,recent_8w,24.023428571428575,17.09257142857143,10.193714285714288
2026-06-29,整体,阿塞拜疆,整体,recent_8w,53.54914285714286,40.968857142857146,23.938142857142857
2026-06-29,整体,阿富汗,整体,recent_8w,0.0,,
2026-06-29,整体,阿尔及利亚,整体,recent_8w,0.13699999999999998,0.0,0.4795
2026-06-29,整体,阿尔巴尼亚,整体,recent_8w,46.12642857142857,51.07228571428571,17.131142857142855
2026-06-29,整体,阿曼,整体,recent_8w,18.020857142857142,13.708714285714285,9.581285714285714
2026-06-29,整体,阿根廷,整体,recent_8w,442.012,209.27214285714288,307.42085714285713
2026-06-29,整体,阿联酋,整体,recent_8w,499.17400000000004,190.59428571428572,340.90285714285716
2026-06-29,整体,阿鲁巴,整体,recent_8w,0.0,,
2026-06-29,整体,韩国,整体,recent_8w,76.72542857142857,30.35685714285714,46.72985714285714
2026-06-29,整体,香港,整体,recent_8w,28.005000000000003,19.904,8.101
2026-06-29,整体,马尔代夫,整体,recent_8w,2.020857142857143,0.0,4.20775
2026-06-29,整体,马恩岛,整体,recent_8w,0.0,,
2026-06-29,整体,马拉维,整体,recent_8w,1.903857142857143,0.0,3.33175
2026-06-29,整体,马提尼克岛,整体,recent_8w,0.0,,
2026-06-29,整体,马来西亚,整体,recent_8w,100.86828571428573,61.53699999999999,50.260285714285715
2026-06-29,整体,马约特,整体,recent_8w,0.0,,
2026-06-29,整体,马绍尔群岛,整体,recent_8w,0.0,,
2026-06-29,整体,马耳他,整体,recent_8w,40.61228571428571,26.091571428571424,23.758285714285712
2026-06-29,整体,马达加斯加,整体,recent_8w,0.0,,
2026-06-29,整体,马里,整体,recent_8w,4.337714285714285,6.968833333333333,3.2216666666666662
2026-06-29,整体,黎巴嫩,整体,recent_8w,67.92642857142856,48.57842857142857,24.844000000000005
2026-06-29,整体,黑山,整体,recent_8w,37.353,35.53114285714286,19.090285714285717
2026-07-06,整体,不丹,整体,recent_8w,0.0,,
2026-07-06,整体,东帝汶,整体,recent_8w,0.0,,
2026-07-06,整体,中国,整体,recent_8w,,0.7474285714285714,11.25842857142857
2026-07-06,整体,中国内地,整体,recent_8w,12.005857142857142,,
2026-07-06,整体,中非,整体,recent_8w,0.0,,
2026-07-06,整体,丹麦,整体,recent_8w,268.74885714285716,125.18385714285714,176.39657142857143
2026-07-06,整体,乌克兰,整体,recent_8w,1170.767857142857,762.3272857142856,556.6228571428571
2026-07-06,整体,乌兹别克斯坦,整体,recent_8w,36.17185714285714,30.853,10.404714285714286
2026-07-06,整体,乌干达,整体,recent_8w,14.482,11.865857142857143,2.616142857142857
2026-07-06,整体,乌拉圭,整体,recent_8w,42.279857142857146,19.323,28.446285714285718
2026-07-06,整体,乍得,整体,recent_8w,3.099,21.693,0.0
2026-07-06,整体,也门,整体,recent_8w,0.0,,
2026-07-06,整体,亚美尼亚,整体,recent_8w,74.11385714285714,61.364285714285714,22.412000000000003
2026-07-06,整体,以色列,整体,recent_8w,904.2552857142856,330.75442857142855,616.2282857142857
2026-07-06,整体,伊拉克,整体,recent_8w,7.710142857142857,3.6155000000000004,6.3118333333333325
2026-07-06,整体,伊朗,整体,recent_8w,0.0,,
2026-07-06,整体,伯利兹,整体,recent_8w,0.0,,
2026-07-06,整体,佛得角,整体,recent_8w,1.5738571428571428,3.821,1.6875
2026-07-06,整体,俄罗斯,整体,recent_8w,122.81985714285713,74.90442857142857,57.60385714285714
2026-07-06,整体,保加利亚,整体,recent_8w,209.92442857142856,132.15628571428573,114.46142857142857
2026-07-06,整体,克罗地亚,整体,recent_8w,443.205,191.88542857142858,338.3127142857143
2026-07-06,整体,关岛,整体,recent_8w,0.0,,
2026-07-06,整体,冈比亚,整体,recent_8w,6.793,7.51975,4.368
2026-07-06,整体,冰岛,整体,recent_8w,45.988,17.815142857142856,28.172857142857136
2026-07-06,整体,几内亚,整体,recent_8w,0.0,,
2026-07-06,整体,几内亚比绍,整体,recent_8w,0.0,,
2026-07-06,整体,列支敦士登,整体,recent_8w,0.0,,
2026-07-06,整体,刚果共和国,整体,recent_8w,0.0,,
2026-07-06,整体,刚果民主共和国,整体,recent_8w,3.8574285714285717,4.35425,2.39625
2026-07-06,整体,利比亚,整体,recent_8w,0.0,0.0,0.0
2026-07-06,整体,利比里亚,整体,recent_8w,10.039142857142858,15.324000000000002,2.2445
2026-07-06,整体,加拿大,整体,recent_8w,5337.540999999999,3097.692,3002.3758571428566
2026-07-06,整体,加纳,整体,recent_8w,28.580000000000002,23.62742857142857,12.365714285714287
2026-07-06,整体,加蓬,整体,recent_8w,0.799,5.593,0.0
2026-07-06,整体,匈牙利,整体,recent_8w,264.67785714285714,141.86914285714286,142.91314285714284
2026-07-06,整体,北马其顿,整体,recent_8w,78.20371428571427,54.092285714285715,33.408428571428566
2026-07-06,整体,北马里亚纳群岛,整体,recent_8w,0.0,,
2026-07-06,整体,南极洲,整体,recent_8w,0.0,,
2026-07-06,整体,南苏丹,整体,recent_8w,0.0,,
2026-07-06,整体,南非,整体,recent_8w,376.7754285714286,193.65200000000002,227.11828571428572
2026-07-06,整体,博茨瓦纳,整体,recent_8w,7.9717142857142855,6.597,2.3449999999999998
2026-07-06,整体,卡塔尔,整体,recent_8w,57.50428571428572,27.40028571428571,34.27357142857143
2026-07-06,整体,卢旺达,整体,recent_8w,5.356571428571428,6.380599999999999,1.1186
2026-07-06,整体,卢森堡,整体,recent_8w,33.838857142857144,21.172285714285714,16.080571428571428
2026-07-06,整体,印度,整体,recent_8w,0.0,,
2026-07-06,整体,印度尼西亚,整体,recent_8w,50.867571428571424,34.14371428571429,27.532714285714285
2026-07-06,整体,危地马拉,整体,recent_8w,83.207,45.10771428571429,43.766571428571424
2026-07-06,整体,厄瓜多尔,整体,recent_8w,146.2607142857143,55.319285714285726,101.58528571428573
2026-07-06,整体,叙利亚,整体,recent_8w,0.0,,
2026-07-06,整体,古巴,整体,recent_8w,0.0,,
2026-07-06,整体,台湾,整体,recent_8w,18.048714285714286,8.149571428571429,13.620999999999999
2026-07-06,整体,吉尔吉斯斯坦,整体,recent_8w,53.70414285714287,60.56942857142856,14.022428571428573
2026-07-06,整体,吉布提,整体,recent_8w,0.0,,
2026-07-06,整体,哈萨克斯坦,整体,recent_8w,259.40200000000004,274.18385714285716,108.67885714285715
2026-07-06,整体,哥伦比亚,整体,recent_8w,691.5774285714285,336.76557142857143,426.00357142857143
2026-07-06,整体,哥斯达黎加,整体,recent_8w,107.27485714285714,51.26971428571428,63.66285714285715
2026-07-06,整体,喀麦隆,整体,recent_8w,12.984857142857143,9.631714285714285,3.3531428571428568
2026-07-06,整体,土库曼斯坦,整体,recent_8w,0.0,,
2026-07-06,整体,土耳其,整体,recent_8w,763.0218571428571,555.0847142857143,269.6602857142857
2026-07-06,整体,圣卢西亚,整体,recent_8w,10.078,4.675333333333334,13.322833333333334
2026-07-06,整体,圣基茨和尼维斯,整体,recent_8w,4.7815714285714295,6.1215,2.24625
2026-07-06,整体,圣多美和普林西比,整体,recent_8w,0.0,,
2026-07-06,整体,圣巴泰勒米岛,整体,recent_8w,0.0,,
2026-07-06,整体,圣文森特和格林纳丁斯,整体,recent_8w,7.085,8.918,3.48075
2026-07-06,整体,圣皮埃尔和密克隆群岛,整体,recent_8w,0.0,,
2026-07-06,整体,圣诞岛,整体,recent_8w,0.0,,
2026-07-06,整体,圣马力诺,整体,recent_8w,0.0,,
2026-07-06,整体,圭亚那,整体,recent_8w,1.5969999999999998,1.8643333333333334,1.862
2026-07-06,整体,坦桑尼亚,整体,recent_8w,5.171285714285714,1.185,6.825571428571428
2026-07-06,整体,埃及,整体,recent_8w,47.05857142857143,21.460999999999995,28.023142857142854
2026-07-06,整体,埃塞俄比亚,整体,recent_8w,0.0,,
2026-07-06,整体,基里巴斯,整体,recent_8w,0.0,,
2026-07-06,整体,塔吉克斯坦,整体,recent_8w,10.257857142857143,8.081666666666665,3.8858333333333337
2026-07-06,整体,塞内加尔,整体,recent_8w,6.871428571428571,9.413857142857143,0.8465714285714286
2026-07-06,整体,塞尔维亚,整体,recent_8w,405.73157142857144,215.59300000000005,249.96328571428572
2026-07-06,整体,塞拉利昂,整体,recent_8w,3.023285714285714,3.6740000000000004,0.5586
2026-07-06,整体,塞浦路斯,整体,recent_8w,116.47842857142857,57.66000000000001,73.89271428571429
2026-07-06,整体,塞舌尔,整体,recent_8w,2.5682857142857145,1.8643333333333334,4.128333333333333
2026-07-06,整体,墨西哥,整体,recent_8w,1986.1119999999999,743.4942857142858,1410.411285714286
2026-07-06,整体,多哥,整体,recent_8w,0.0,,
2026-07-06,整体,多米尼克,整体,recent_8w,0.0,0.0,0.0
2026-07-06,整体,多米尼加,整体,recent_8w,103.62100000000001,46.43057142857143,61.50971428571429
2026-07-06,整体,奥兰群岛,整体,recent_8w,0.0,,
2026-07-06,整体,奥地利,整体,recent_8w,277.9234285714286,135.34442857142855,175.32614285714286
2026-07-06,整体,委内瑞拉,整体,recent_8w,3.8291428571428576,0.399,4.229142857142857
2026-07-06,整体,孟加拉,整体,recent_8w,1.1920000000000002,0.0,2.781333333333334
2026-07-06,整体,安哥拉,整体,recent_8w,6.3947142857142865,3.6155000000000004,4.777166666666667
2026-07-06,整体,安圭拉,整体,recent_8w,0.0,0.0,5.593
2026-07-06,整体,安提瓜和巴布达,整体,recent_8w,1.3334285714285714,0.0,4.667
2026-07-06,整体,安道尔,整体,recent_8w,0.0,,
2026-07-06,整体,密克罗尼西亚联邦,整体,recent_8w,0.0,,
2026-07-06,整体,尼加拉瓜,整体,recent_8w,17.02742857142857,7.936999999999999,9.589428571428572
2026-07-06,整体,尼日利亚,整体,recent_8w,144.842,136.99085714285712,51.07528571428571
2026-07-06,整体,尼日尔,整体,recent_8w,0.0,,
2026-07-06,整体,尼泊尔,整体,recent_8w,0.0,0.0,0.0
2026-07-06,整体,巴勒斯坦,整体,recent_8w,0.0,,
2026-07-06,整体,巴哈马,整体,recent_8w,23.37757142857143,9.54257142857143,13.834999999999999
2026-07-06,整体,巴基斯坦,整体,recent_8w,34.76828571428571,19.44342857142857,18.884142857142855
2026-07-06,整体,巴巴多斯,整体,recent_8w,10.35342857142857,11.060428571428572,1.845285714285714
2026-07-06,整体,巴布亚新几内亚,整体,recent_8w,0.0,,
2026-07-06,整体,巴拉圭,整体,recent_8w,43.105000000000004,31.928714285714285,18.173285714285715
2026-07-06,整体,巴拿马,整体,recent_8w,54.14771428571428,15.689428571428575,42.10528571428572
2026-07-06,整体,巴林,整体,recent_8w,8.115428571428572,5.1290000000000004,2.9864285714285717
2026-07-06,整体,巴西,整体,recent_8w,14955.64457142857,9101.572285714286,7465.310428571428
2026-07-06,整体,布基纳法索,整体,recent_8w,3.898,6.8215,0.0
2026-07-06,整体,布隆迪,整体,recent_8w,0.0,,
2026-07-06,整体,布韦岛,整体,recent_8w,0.0,,
2026-07-06,整体,希腊,整体,recent_8w,626.6605714285714,333.8917142857143,388.1091428571428
2026-07-06,整体,帕劳,整体,recent_8w,0.0,,
2026-07-06,整体,库克群岛,整体,recent_8w,0.0,,
2026-07-06,整体,库拉索,整体,recent_8w,0.0,,
2026-07-06,整体,开曼群岛,整体,recent_8w,3.5835714285714286,10.8465,1.696
2026-07-06,整体,德国,整体,recent_8w,3083.7514285714283,1886.032,1450.928857142857
2026-07-06,整体,意大利,整体,recent_8w,754.5371428571427,482.17814285714286,401.55400000000003
2026-07-06,整体,所罗门群岛,整体,recent_8w,0.0,,
2026-07-06,整体,拉脱维亚,整体,recent_8w,90.63428571428572,61.85585714285715,43.61885714285715
2026-07-06,整体,挪威,整体,recent_8w,206.31071428571425,129.07071428571427,125.87457142857144
2026-07-06,整体,捷克,整体,recent_8w,238.11857142857144,89.53428571428572,180.539
2026-07-06,整体,摩尔多瓦,整体,recent_8w,60.27757142857143,43.973571428571425,36.53471428571429
2026-07-06,整体,摩洛哥,整体,recent_8w,16.473000000000003,13.105714285714287,4.557285714285714
2026-07-06,整体,摩纳哥,整体,recent_8w,0.0,,
2026-07-06,整体,整体,整体,recent_8w,136684.46628571433,69493.41057142857,81370.81000000001
2026-07-06,整体,文莱,整体,recent_8w,0.7681428571428571,0.0,16.4865
2026-07-06,整体,斐济,整体,recent_8w,0.7681428571428571,0.0,5.377
2026-07-06,整体,斯威士兰,整体,recent_8w,0.0,0.0,0.0
2026-07-06,整体,斯洛伐克,整体,recent_8w,148.2652857142857,62.21114285714285,89.22942857142856
2026-07-06,整体,斯洛文尼亚,整体,recent_8w,77.38714285714286,37.94457142857143,43.199285714285715
2026-07-06,整体,斯里兰卡,整体,recent_8w,8.384714285714285,2.536285714285714,5.848428571428571
2026-07-06,整体,新加坡,整体,recent_8w,64.79885714285714,39.62728571428572,28.527285714285714
2026-07-06,整体,新喀里多尼亚,整体,recent_8w,0.0,,
2026-07-06,整体,新西兰,整体,recent_8w,222.47299999999998,105.74514285714285,128.5307142857143
2026-07-06,整体,日本,整体,recent_8w,55.654428571428575,25.05728571428571,34.07742857142857
2026-07-06,整体,智利,整体,recent_8w,257.70514285714285,120.73714285714284,164.64685714285716
2026-07-06,整体,未知,整体,recent_8w,18.138714285714286,1.8376666666666666,19.324166666666667
2026-07-06,整体,柬埔寨,整体,recent_8w,6.230142857142857,2.13975,8.763
2026-07-06,整体,根西岛,整体,recent_8w,0.0,,
2026-07-06,整体,格林纳达,整体,recent_8w,0.0,,
2026-07-06,整体,格陵兰,整体,recent_8w,0.0,,
2026-07-06,整体,格鲁吉亚,整体,recent_8w,85.46742857142858,63.62185714285715,50.79671428571429
2026-07-06,整体,比利时,整体,recent_8w,334.51800000000003,160.01628571428571,189.73357142857145
2026-07-06,整体,毛里塔尼亚,整体,recent_8w,0.0,,
2026-07-06,整体,毛里求斯,整体,recent_8w,4.316428571428571,4.486,3.06775
2026-07-06,整体,汤加,整体,recent_8w,0.0,,
2026-07-06,整体,沙特阿拉伯,整体,recent_8w,144.50914285714285,76.92628571428573,86.03571428571429
2026-07-06,整体,法国,整体,recent_8w,702.8141428571429,407.09000000000003,391.66014285714283
2026-07-06,整体,法属圣马丁,整体,recent_8w,0.0,,
2026-07-06,整体,法属圭亚那,整体,recent_8w,0.0,,
2026-07-06,整体,法属波利尼西亚,整体,recent_8w,0.0,,
2026-07-06,整体,法罗群岛,整体,recent_8w,0.0,,
2026-07-06,整体,波兰,整体,recent_8w,513.2909999999999,335.95142857142855,290.78200000000004
2026-07-06,整体,波多黎各,整体,recent_8w,0.0,,
2026-07-06,整体,波黑,整体,recent_8w,101.02857142857144,72.1122857142857,44.13285714285714
2026-07-06,整体,泰国,整体,recent_8w,31.83457142857143,14.680714285714284,19.95757142857143
2026-07-06,整体,泽西岛,整体,recent_8w,0.0,,
2026-07-06,整体,津巴布韦,整体,recent_8w,9.755142857142857,11.239333333333333,0.14166666666666666
2026-07-06,整体,洪都拉斯,整体,recent_8w,50.718,40.79185714285715,22.322142857142858
2026-07-06,整体,海地,整体,recent_8w,0.0,,
2026-07-06,整体,澳大利亚,整体,recent_8w,5281.7545714285725,2915.719571428572,3053.6364285714285
2026-07-06,整体,澳门,整体,recent_8w,0.0,,
2026-07-06,整体,爱尔兰,整体,recent_8w,771.243,405.5782857142857,468.7304285714285
2026-07-06,整体,爱沙尼亚,整体,recent_8w,99.38542857142856,56.97414285714285,47.79857142857143
2026-07-06,整体,牙买加,整体,recent_8w,63.459428571428575,42.80914285714285,33.68342857142857
2026-07-06,整体,特克斯和凯科斯群岛,整体,recent_8w,0.799,10.8465,2.7965
2026-07-06,整体,特立尼达和多巴哥,整体,recent_8w,15.708857142857143,6.545,9.163857142857143
2026-07-06,整体,玻利维亚,整体,recent_8w,36.01042857142857,16.65042857142857,23.809714285714286
2026-07-06,整体,瑙鲁,整体,recent_8w,0.7681428571428571,2.6885,0.0
2026-07-06,整体,瑞典,整体,recent_8w,298.81871428571424,142.08871428571427,174.34085714285715
2026-07-06,整体,瑞士,整体,recent_8w,597.785,331.3342857142857,294.4558571428571
2026-07-06,整体,瓜德罗普,整体,recent_8w,0.0,,
2026-07-06,整体,瓦利斯和富图纳群岛,整体,recent_8w,0.0,,
2026-07-06,整体,瓦努阿图,整体,recent_8w,0.0,,
2026-07-06,整体,留尼汪岛,整体,recent_8w,0.0,,
2026-07-06,整体,白俄罗斯,整体,recent_8w,312.31885714285715,236.53657142857145,160.70000000000002
2026-07-06,整体,百慕大,整体,recent_8w,12.309142857142858,10.8465,32.2355
2026-07-06,整体,直布罗陀,整体,recent_8w,0.0,,
2026-07-06,整体,福克兰群岛,整体,recent_8w,0.0,,
2026-07-06,整体,科威特,整体,recent_8w,45.613285714285716,14.989000000000003,30.624285714285715
2026-07-06,整体,科摩罗,整体,recent_8w,0.0,,
2026-07-06,整体,科特迪瓦,整体,recent_8w,9.391142857142857,8.714,0.6771428571428572
2026-07-06,整体,科索沃,整体,recent_8w,31.50657142857143,39.55871428571429,7.433428571428571
2026-07-06,整体,秘鲁,整体,recent_8w,307.25814285714284,124.08171428571427,223.99871428571427
2026-07-06,整体,突尼斯,整体,recent_8w,0.3631428571428571,0.0,0.8473333333333333
2026-07-06,整体,立陶宛,整体,recent_8w,141.54614285714288,81.15957142857145,99.54200000000002
2026-07-06,整体,索马里,整体,recent_8w,0.0,,
2026-07-06,整体,约旦,整体,recent_8w,32.59142857142857,15.506,17.085428571428572
2026-07-06,整体,纳米比亚,整体,recent_8w,10.706714285714286,5.4572,9.5322
2026-07-06,整体,纽埃岛,整体,recent_8w,0.0,,
2026-07-06,整体,缅甸,整体,recent_8w,0.0,,
2026-07-06,整体,罗马尼亚,整体,recent_8w,415.446,222.2137142857143,256.7234285714286
2026-07-06,整体,美国,整体,recent_8w,70022.35557142856,31621.918285714284,43575.239714285715
2026-07-06,整体,美属维尔京群岛,整体,recent_8w,0.0,,
2026-07-06,整体,美属萨摩亚,整体,recent_8w,0.0,,
2026-07-06,整体,老挝,整体,recent_8w,0.0,,
2026-07-06,整体,肯尼亚,整体,recent_8w,20.097,13.232857142857142,7.553
2026-07-06,整体,芬兰,整体,recent_8w,131.61857142857144,70.4212857142857,68.82014285714286
2026-07-06,整体,苏丹,整体,recent_8w,0.0,,
2026-07-06,整体,苏里南,整体,recent_8w,0.0,,
2026-07-06,整体,英国,整体,recent_8w,15369.824285714287,8341.391428571429,9758.04442857143
2026-07-06,整体,英属印度洋领地,整体,recent_8w,0.0,,
2026-07-06,整体,英属维尔京群岛,整体,recent_8w,2.5477142857142856,5.946,2.971
2026-07-06,整体,荷兰,整体,recent_8w,913.7867142857142,578.5594285714285,471.1398571428572
2026-07-06,整体,荷属圣马丁,整体,recent_8w,0.0,,
2026-07-06,整体,荷属安的列斯,整体,recent_8w,0.0,,
2026-07-06,整体,莫桑比克,整体,recent_8w,9.056857142857144,6.386142857142858,4.819714285714285
2026-07-06,整体,莱索托,整体,recent_8w,0.0,,
2026-07-06,整体,菲律宾,整体,recent_8w,302.128,216.69,167.13442857142857
2026-07-06,整体,萨尔瓦多,整体,recent_8w,28.82914285714286,12.243714285714287,21.648714285714284
2026-07-06,整体,萨摩亚,整体,recent_8w,0.0,,
2026-07-06,整体,葡萄牙,整体,recent_8w,803.3747142857144,563.3395714285714,378.67157142857144
2026-07-06,整体,蒙古,整体,recent_8w,0.7681428571428571,0.0,2.6885
2026-07-06,整体,蒙塞拉特岛,整体,recent_8w,0.0,,
2026-07-06,整体,西班牙,整体,recent_8w,1129.799857142857,698.4978571428572,607.2778571428571
2026-07-06,整体,诺福克岛,整体,recent_8w,0.0,,
2026-07-06,整体,贝宁,整体,recent_8w,0.0,0.0,0.0
2026-07-06,整体,赞比亚,整体,recent_8w,11.272714285714287,8.781857142857143,2.6317142857142852
2026-07-06,整体,赤道几内亚,整体,recent_8w,0.0,,
2026-07-06,整体,越南,整体,recent_8w,14.08242857142857,11.742285714285714,8.870571428571429
2026-07-06,整体,阿塞拜疆,整体,recent_8w,33.19357142857143,18.958428571428573,21.659714285714283
2026-07-06,整体,阿富汗,整体,recent_8w,0.0,,
2026-07-06,整体,阿尔及利亚,整体,recent_8w,0.0,0.0,0.0
2026-07-06,整体,阿尔巴尼亚,整体,recent_8w,54.226714285714294,42.04442857142857,22.177857142857142
2026-07-06,整体,阿曼,整体,recent_8w,27.857714285714284,16.56942857142857,11.288285714285717
2026-07-06,整体,阿根廷,整体,recent_8w,466.17199999999997,177.26785714285714,334.2244285714286
2026-07-06,整体,阿联酋,整体,recent_8w,544.2247142857143,239.55114285714288,353.26142857142855
2026-07-06,整体,阿鲁巴,整体,recent_8w,0.0,,
