日期,平台,国家,订阅类型,_window,日均订阅毛利（剔除退款，$）,新增毛利,续订毛利
2026-06-22,整体,南非,整体,recent_8w,504.56042857142853,189.47842857142857,341.76642857142855
2026-06-22,整体,博茨瓦纳,整体,recent_8w,12.078857142857142,6.5183333333333335,7.573666666666667
2026-06-22,整体,卡塔尔,整体,recent_8w,63.39542857142857,22.880571428571432,45.48657142857143
2026-06-22,整体,卢旺达,整体,recent_8w,1.4049999999999998,1.8643333333333334,1.414
2026-06-22,整体,卢森堡,整体,recent_8w,15.163571428571426,6.2299999999999995,8.933571428571428
2026-06-22,整体,印度,整体,recent_8w,0.785,0.0,5.495
2026-06-22,整体,印度尼西亚,整体,recent_8w,65.64242857142857,48.561142857142855,25.16071428571429
2026-06-22,整体,危地马拉,整体,recent_8w,57.84885714285714,29.495,31.452857142857138
2026-06-22,整体,厄瓜多尔,整体,recent_8w,120.91642857142857,70.727,65.96385714285715
2026-06-22,整体,叙利亚,整体,recent_8w,0.0,,
2026-06-22,整体,古巴,整体,recent_8w,0.0,,
2026-06-22,整体,台湾,整体,recent_8w,24.14714285714286,21.029199999999996,17.7066
2026-06-22,整体,吉尔吉斯斯坦,整体,recent_8w,72.71514285714287,59.78357142857143,16.055714285714288
2026-06-22,整体,吉布提,整体,recent_8w,0.0,,
2026-06-22,整体,哈萨克斯坦,整体,recent_8w,252.5164285714286,234.273,97.09442857142858
2026-06-22,整体,哥伦比亚,整体,recent_8w,653.197,324.89171428571433,384.66814285714287
2026-06-22,整体,哥斯达黎加,整体,recent_8w,98.009,34.35057142857143,77.27328571428572
2026-06-22,整体,喀麦隆,整体,recent_8w,1.807142857142857,3.3534285714285716,2.4201428571428574
2026-06-22,整体,土库曼斯坦,整体,recent_8w,0.0,,
2026-06-22,整体,土耳其,整体,recent_8w,718.0995714285715,527.2167142857143,254.1584285714286
2026-06-22,整体,圣卢西亚,整体,recent_8w,6.963571428571428,7.5215,4.66475
2026-06-22,整体,圣基茨和尼维斯,整体,recent_8w,3.4171428571428573,2.7965,3.1835
2026-06-22,整体,圣多美和普林西比,整体,recent_8w,0.0,,
2026-06-22,整体,圣巴泰勒米岛,整体,recent_8w,0.0,,
2026-06-22,整体,圣文森特和格林纳丁斯,整体,recent_8w,1.004857142857143,0.0,2.3446666666666665
2026-06-22,整体,圣皮埃尔和密克隆群岛,整体,recent_8w,0.0,,
2026-06-22,整体,圣诞岛,整体,recent_8w,0.0,,
2026-06-22,整体,圣马力诺,整体,recent_8w,0.0,,
2026-06-22,整体,圭亚那,整体,recent_8w,1.5969999999999998,5.42325,2.7947499999999996
2026-06-22,整体,坦桑尼亚,整体,recent_8w,12.042714285714284,7.0851428571428565,5.683999999999999
2026-06-22,整体,埃及,整体,recent_8w,43.429857142857145,23.096857142857147,25.84314285714286
2026-06-22,整体,埃塞俄比亚,整体,recent_8w,0.0,,
2026-06-22,整体,基里巴斯,整体,recent_8w,0.0,,
2026-06-22,整体,塔吉克斯坦,整体,recent_8w,5.0095714285714275,4.924499999999999,0.9199999999999999
2026-06-22,整体,塞内加尔,整体,recent_8w,5.750857142857142,3.3864285714285716,2.787285714285715
2026-06-22,整体,塞尔维亚,整体,recent_8w,324.74685714285715,208.02585714285715,174.82385714285715
2026-06-22,整体,塞拉利昂,整体,recent_8w,8.186000000000002,12.929000000000002,1.3965
2026-06-22,整体,塞浦路斯,整体,recent_8w,100.58614285714286,66.44642857142857,51.14071428571429
2026-06-22,整体,塞舌尔,整体,recent_8w,4.568428571428571,1.9105,6.08425
2026-06-22,整体,墨西哥,整体,recent_8w,1931.601,732.7855714285715,1351.5908571428572
2026-06-22,整体,多哥,整体,recent_8w,0.0,,
2026-06-22,整体,多米尼克,整体,recent_8w,1.598,2.7965,2.7965
2026-06-22,整体,多米尼加,整体,recent_8w,87.12985714285715,26.572571428571425,67.81842857142858
2026-06-22,整体,奥兰群岛,整体,recent_8w,0.0,,
2026-06-22,整体,奥地利,整体,recent_8w,217.70100000000002,118.86842857142857,120.04985714285714
2026-06-22,整体,委内瑞拉,整体,recent_8w,9.350857142857143,7.7542857142857144,4.206142857142857
2026-06-22,整体,孟加拉,整体,recent_8w,3.8465714285714285,4.1468,1.2384
2026-06-22,整体,安哥拉,整体,recent_8w,2.043285714285714,0.5586,2.302
2026-06-22,整体,安圭拉,整体,recent_8w,0.0,,
2026-06-22,整体,安提瓜和巴布达,整体,recent_8w,1.331,0.0,3.1056666666666666
2026-06-22,整体,安道尔,整体,recent_8w,0.0,,
2026-06-22,整体,密克罗尼西亚联邦,整体,recent_8w,0.0,,
2026-06-22,整体,尼加拉瓜,整体,recent_8w,12.211,7.406285714285715,8.302714285714286
2026-06-22,整体,尼日利亚,整体,recent_8w,152.1901428571429,142.6867142857143,41.33885714285714
2026-06-22,整体,尼日尔,整体,recent_8w,0.0,0.0,0.0
2026-06-22,整体,尼泊尔,整体,recent_8w,3.3344285714285715,23.341,0.0
2026-06-22,整体,巴勒斯坦,整体,recent_8w,0.0,,
2026-06-22,整体,巴哈马,整体,recent_8w,27.64314285714286,7.422,25.781833333333328
2026-06-22,整体,巴基斯坦,整体,recent_8w,33.060428571428574,14.473428571428572,23.439428571428575
2026-06-22,整体,巴巴多斯,整体,recent_8w,10.75242857142857,7.941333333333334,12.5445
2026-06-22,整体,巴布亚新几内亚,整体,recent_8w,0.48457142857142854,0.0,3.392
2026-06-22,整体,巴拉圭,整体,recent_8w,68.63685714285715,37.25057142857143,33.78328571428572
2026-06-22,整体,巴拿马,整体,recent_8w,74.2717142857143,21.872285714285713,56.16571428571429
2026-06-22,整体,巴林,整体,recent_8w,21.56357142857143,7.400857142857142,17.36285714285714
2026-06-22,整体,巴西,整体,recent_8w,12295.615857142857,8444.432285714285,6102.528285714286
2026-06-22,整体,布基纳法索,整体,recent_8w,6.967571428571428,9.7546,0.0
2026-06-22,整体,布隆迪,整体,recent_8w,0.0,,
2026-06-22,整体,布韦岛,整体,recent_8w,0.0,,
2026-06-22,整体,希腊,整体,recent_8w,386.1632857142857,176.65785714285715,264.86385714285717
2026-06-22,整体,帕劳,整体,recent_8w,0.0,0.0,0.0
2026-06-22,整体,库克群岛,整体,recent_8w,0.0,,
2026-06-22,整体,库拉索,整体,recent_8w,0.0,,
2026-06-22,整体,开曼群岛,整体,recent_8w,5.4027142857142865,4.3386000000000005,5.0936
2026-06-22,整体,德国,整体,recent_8w,2553.781428571428,1616.5317142857145,1267.0545714285713
2026-06-22,整体,意大利,整体,recent_8w,617.1228571428571,417.4442857142857,300.3584285714286
2026-06-22,整体,所罗门群岛,整体,recent_8w,0.0,,
2026-06-22,整体,拉脱维亚,整体,recent_8w,116.71785714285714,66.58271428571429,56.72085714285714
2026-06-22,整体,挪威,整体,recent_8w,241.65185714285715,117.25414285714285,147.44157142857145
2026-06-22,整体,捷克,整体,recent_8w,171.41185714285714,88.83514285714286,109.181
2026-06-22,整体,摩尔多瓦,整体,recent_8w,43.15671428571428,25.380285714285716,26.467857142857138
2026-06-22,整体,摩洛哥,整体,recent_8w,16.153,13.207285714285714,2.9457142857142857
2026-06-22,整体,摩纳哥,整体,recent_8w,0.0,,
2026-06-22,整体,整体,整体,recent_8w,125573.20728571429,64710.952714285704,74933.81214285713
2026-06-22,整体,文莱,整体,recent_8w,3.315,4.821,2.914
2026-06-22,整体,斐济,整体,recent_8w,2.2094285714285715,3.7413333333333334,1.414
2026-06-22,整体,斯威士兰,整体,recent_8w,0.0,,
2026-06-22,整体,斯洛伐克,整体,recent_8w,100.26985714285715,35.31399999999999,73.80314285714284
2026-06-22,整体,斯洛文尼亚,整体,recent_8w,72.89085714285713,48.26957142857144,28.630857142857142
2026-06-22,整体,斯里兰卡,整体,recent_8w,16.963857142857144,16.589857142857145,5.6411428571428575
2026-06-22,整体,新加坡,整体,recent_8w,63.15428571428572,32.33728571428571,30.817
2026-06-22,整体,新喀里多尼亚,整体,recent_8w,0.0,,
2026-06-22,整体,新西兰,整体,recent_8w,201.41785714285717,72.333,155.66057142857144
2026-06-22,整体,日本,整体,recent_8w,42.336,22.12942857142857,23.180285714285713
2026-06-22,整体,智利,整体,recent_8w,213.7292857142857,74.08399999999999,160.79128571428572
2026-06-22,整体,未知,整体,recent_8w,23.188285714285712,6.6739999999999995,16.611428571428572
2026-06-22,整体,柬埔寨,整体,recent_8w,0.9059999999999998,4.2816,1.2684
2026-06-22,整体,根西岛,整体,recent_8w,0.0,,
2026-06-22,整体,格林纳达,整体,recent_8w,1.3298571428571428,1.1306666666666667,1.9723333333333333
2026-06-22,整体,格陵兰,整体,recent_8w,0.0,,
2026-06-22,整体,格鲁吉亚,整体,recent_8w,103.50885714285714,86.06142857142858,43.19857142857143
2026-06-22,整体,比利时,整体,recent_8w,253.4925714285714,140.67228571428572,142.25242857142857
2026-06-22,整体,毛里塔尼亚,整体,recent_8w,0.0,,
2026-06-22,整体,毛里求斯,整体,recent_8w,7.368142857142857,1.0417142857142856,7.0211428571428565
2026-06-22,整体,汤加,整体,recent_8w,0.0,,
2026-06-22,整体,沙特阿拉伯,整体,recent_8w,113.94142857142856,44.336285714285715,87.84414285714286
2026-06-22,整体,法国,整体,recent_8w,592.7661428571429,368.4025714285714,337.7555714285714
2026-06-22,整体,法属圣马丁,整体,recent_8w,0.0,,
2026-06-22,整体,法属圭亚那,整体,recent_8w,0.0,,
2026-06-22,整体,法属波利尼西亚,整体,recent_8w,0.0,,
2026-06-22,整体,法罗群岛,整体,recent_8w,0.0,,
2026-06-22,整体,波兰,整体,recent_8w,351.479,215.38471428571424,216.91657142857144
2026-06-22,整体,波多黎各,整体,recent_8w,0.0,,
2026-06-22,整体,波黑,整体,recent_8w,82.03157142857143,52.03757142857143,47.89657142857143
2026-06-22,整体,泰国,整体,recent_8w,41.14685714285714,29.524142857142856,22.877000000000002
2026-06-22,整体,泽西岛,整体,recent_8w,0.0,,
2026-06-22,整体,津巴布韦,整体,recent_8w,2.1822857142857144,0.0,2.546
2026-06-22,整体,洪都拉斯,整体,recent_8w,48.657714285714285,49.32028571428572,15.559857142857144
2026-06-22,整体,海地,整体,recent_8w,0.0,,
2026-06-22,整体,澳大利亚,整体,recent_8w,4737.962285714285,2371.8797142857143,2877.5447142857142
2026-06-22,整体,澳门,整体,recent_8w,0.0,0.0,0.0
2026-06-22,整体,爱尔兰,整体,recent_8w,722.7565714285714,372.94471428571427,459.2774285714286
2026-06-22,整体,爱沙尼亚,整体,recent_8w,91.08442857142857,40.24942857142857,52.772000000000006
2026-06-22,整体,牙买加,整体,recent_8w,62.740142857142864,53.53871428571428,32.211571428571425
2026-06-22,整体,特克斯和凯科斯群岛,整体,recent_8w,1.9428571428571428,0.0,13.6
2026-06-22,整体,特立尼达和多巴哥,整体,recent_8w,21.435857142857145,3.099,18.336857142857145
2026-06-22,整体,玻利维亚,整体,recent_8w,27.143000000000004,19.233,17.605999999999998
2026-06-22,整体,瑙鲁,整体,recent_8w,0.0,,
2026-06-22,整体,瑞典,整体,recent_8w,365.8088571428571,181.07942857142856,228.78742857142856
2026-06-22,整体,瑞士,整体,recent_8w,528.1821428571428,263.4288571428571,282.56042857142853
2026-06-22,整体,瓜德罗普,整体,recent_8w,0.0,,
2026-06-22,整体,瓦利斯和富图纳群岛,整体,recent_8w,0.0,,
2026-06-22,整体,瓦努阿图,整体,recent_8w,0.0,,
2026-06-22,整体,留尼汪岛,整体,recent_8w,0.0,,
2026-06-22,整体,白俄罗斯,整体,recent_8w,304.1271428571428,212.84385714285716,152.33199999999997
2026-06-22,整体,百慕大,整体,recent_8w,7.266285714285714,7.347200000000001,7.164199999999999
2026-06-22,整体,直布罗陀,整体,recent_8w,0.0,,
2026-06-22,整体,福克兰群岛,整体,recent_8w,0.0,,
2026-06-22,整体,科威特,整体,recent_8w,84.25,30.143857142857144,60.1567142857143
2026-06-22,整体,科摩罗,整体,recent_8w,0.0,,
2026-06-22,整体,科特迪瓦,整体,recent_8w,5.081285714285714,5.081285714285714,0.0
2026-06-22,整体,科索沃,整体,recent_8w,38.219857142857144,57.61642857142857,12.29857142857143
2026-06-22,整体,秘鲁,整体,recent_8w,258.7884285714286,127.17600000000002,162.20257142857145
2026-06-22,整体,突尼斯,整体,recent_8w,0.0,0.0,0.0
2026-06-22,整体,立陶宛,整体,recent_8w,132.45185714285714,83.17985714285714,77.86628571428572
2026-06-22,整体,索马里,整体,recent_8w,0.0,,
2026-06-22,整体,约旦,整体,recent_8w,38.358,24.049,17.407999999999998
2026-06-22,整体,纳米比亚,整体,recent_8w,14.735857142857144,4.544,12.647833333333333
2026-06-22,整体,纽埃岛,整体,recent_8w,0.0,,
2026-06-22,整体,缅甸,整体,recent_8w,0.0,0.0,0.0
2026-06-22,整体,罗马尼亚,整体,recent_8w,323.88557142857144,170.3555714285714,217.06557142857142
2026-06-22,整体,美国,整体,recent_8w,65898.28657142857,29889.82485714286,41080.894857142855
2026-06-22,整体,美属维尔京群岛,整体,recent_8w,0.0,,
2026-06-22,整体,美属萨摩亚,整体,recent_8w,0.0,,
2026-06-22,整体,老挝,整体,recent_8w,0.0,,
2026-06-22,整体,肯尼亚,整体,recent_8w,19.472142857142853,13.558142857142858,10.050285714285716
2026-06-22,整体,芬兰,整体,recent_8w,134.78557142857142,55.092999999999996,94.35199999999999
2026-06-22,整体,苏丹,整体,recent_8w,0.0,,
2026-06-22,整体,苏里南,整体,recent_8w,2.0900000000000003,14.63,0.0
2026-06-22,整体,英国,整体,recent_8w,14580.964142857143,7808.507571428571,9311.234428571428
2026-06-22,整体,英属印度洋领地,整体,recent_8w,0.0,,
2026-06-22,整体,英属维尔京群岛,整体,recent_8w,0.0,,
2026-06-22,整体,荷兰,整体,recent_8w,908.9187142857143,581.1791428571429,427.2185714285714
2026-06-22,整体,荷属圣马丁,整体,recent_8w,0.0,,
2026-06-22,整体,荷属安的列斯,整体,recent_8w,0.0,,
2026-06-22,整体,莫桑比克,整体,recent_8w,0.48214285714285715,3.6155000000000004,6.6514999999999995
2026-06-22,整体,莱索托,整体,recent_8w,0.0,,
2026-06-22,整体,菲律宾,整体,recent_8w,358.7518571428572,229.79785714285714,183.22771428571426
2026-06-22,整体,萨尔瓦多,整体,recent_8w,36.504714285714286,21.787428571428567,21.841714285714286
2026-06-22,整体,萨摩亚,整体,recent_8w,0.0,,
2026-06-22,整体,葡萄牙,整体,recent_8w,716.1368571428571,485.094,367.70842857142856
2026-06-22,整体,蒙古,整体,recent_8w,0.7681428571428571,0.0,1.0754
2026-06-22,整体,蒙塞拉特岛,整体,recent_8w,0.0,,
2026-06-22,整体,西班牙,整体,recent_8w,884.9542857142858,557.9151428571429,480.49885714285716
2026-06-22,整体,诺福克岛,整体,recent_8w,0.0,,
2026-06-22,整体,贝宁,整体,recent_8w,1.3322857142857143,2.173,3.1086666666666667
2026-06-22,整体,赞比亚,整体,recent_8w,12.641428571428573,9.309,7.21
2026-06-22,整体,赤道几内亚,整体,recent_8w,0.0,,
2026-06-22,整体,越南,整体,recent_8w,30.213142857142856,11.647142857142857,18.566
2026-06-22,整体,阿塞拜疆,整体,recent_8w,40.305,31.73685714285714,19.581714285714288
2026-06-22,整体,阿富汗,整体,recent_8w,0.0,,
2026-06-22,整体,阿尔及利亚,整体,recent_8w,1.5124285714285715,2.7965,5.2935
2026-06-22,整体,阿尔巴尼亚,整体,recent_8w,72.72200000000001,54.67242857142857,24.366142857142858
2026-06-22,整体,阿曼,整体,recent_8w,16.196142857142856,2.9514285714285715,14.005714285714285
2026-06-22,整体,阿根廷,整体,recent_8w,369.9542857142857,179.96600000000004,231.65685714285715
2026-06-22,整体,阿联酋,整体,recent_8w,502.56585714285717,232.3685714285714,313.78542857142855
2026-06-22,整体,阿鲁巴,整体,recent_8w,0.0,,
2026-06-22,整体,韩国,整体,recent_8w,81.09514285714285,37.99357142857143,45.46999999999999
2026-06-22,整体,香港,整体,recent_8w,29.056571428571427,13.645285714285714,15.411285714285714
2026-06-22,整体,马尔代夫,整体,recent_8w,3.627,3.61575,4.57875
2026-06-22,整体,马恩岛,整体,recent_8w,0.0,,
2026-06-22,整体,马拉维,整体,recent_8w,4.5682857142857145,7.231000000000001,3.4283333333333332
2026-06-22,整体,马提尼克岛,整体,recent_8w,0.0,,
2026-06-22,整体,马来西亚,整体,recent_8w,75.68928571428572,36.47157142857143,50.48242857142857
2026-06-22,整体,马约特,整体,recent_8w,0.0,,
2026-06-22,整体,马绍尔群岛,整体,recent_8w,0.0,,
2026-06-22,整体,马耳他,整体,recent_8w,42.23757142857142,25.321285714285715,26.32657142857143
2026-06-22,整体,马达加斯加,整体,recent_8w,0.399,0.0,2.793
2026-06-22,整体,马里,整体,recent_8w,7.273285714285714,6.78757142857143,1.2847142857142857
2026-06-22,整体,黎巴嫩,整体,recent_8w,46.047142857142866,25.920714285714286,21.096714285714288
2026-06-22,整体,黑山,整体,recent_8w,33.67857142857142,24.523571428571426,19.24885714285714
2026-06-29,整体,不丹,整体,recent_8w,0.0,,
2026-06-29,整体,东帝汶,整体,recent_8w,0.0,,
2026-06-29,整体,中国,整体,recent_8w,,7.686285714285715,14.545714285714284
2026-06-29,整体,中国内地,整体,recent_8w,19.17157142857143,,
2026-06-29,整体,中非,整体,recent_8w,0.0,,
2026-06-29,整体,丹麦,整体,recent_8w,343.9561428571428,181.66042857142858,192.4947142857143
2026-06-29,整体,乌克兰,整体,recent_8w,1111.0074285714286,730.1434285714286,564.4747142857143
2026-06-29,整体,乌兹别克斯坦,整体,recent_8w,37.09471428571429,26.66114285714286,12.868142857142857
2026-06-29,整体,乌干达,整体,recent_8w,6.378999999999999,4.023857142857143,2.9984285714285717
2026-06-29,整体,乌拉圭,整体,recent_8w,37.847428571428566,7.561285714285715,34.16585714285714
2026-06-29,整体,乍得,整体,recent_8w,0.0,0.0,0.0
2026-06-29,整体,也门,整体,recent_8w,1.1264285714285713,1.3965,2.546
2026-06-29,整体,亚美尼亚,整体,recent_8w,46.69785714285714,27.133999999999997,22.06114285714286
2026-06-29,整体,以色列,整体,recent_8w,976.4570000000001,389.22471428571436,642.4848571428572
2026-06-29,整体,伊拉克,整体,recent_8w,6.746142857142857,7.658,2.1871428571428573
2026-06-29,整体,伊朗,整体,recent_8w,0.0,,
2026-06-29,整体,伯利兹,整体,recent_8w,1.8907142857142856,0.0,6.6175
2026-06-29,整体,佛得角,整体,recent_8w,0.48214285714285715,3.375,0.0
2026-06-29,整体,俄罗斯,整体,recent_8w,99.537,62.59300000000001,41.43557142857143
2026-06-29,整体,保加利亚,整体,recent_8w,186.604,115.2467142857143,102.139
2026-06-29,整体,克罗地亚,整体,recent_8w,443.49057142857134,265.35742857142856,272.27385714285714
2026-06-29,整体,关岛,整体,recent_8w,0.0,,
2026-06-29,整体,冈比亚,整体,recent_8w,8.104,4.547666666666667,5.244166666666667
2026-06-29,整体,冰岛,整体,recent_8w,40.71585714285714,17.63757142857143,28.15614285714286
2026-06-29,整体,几内亚,整体,recent_8w,0.0,,
2026-06-29,整体,几内亚比绍,整体,recent_8w,0.0,,
2026-06-29,整体,列支敦士登,整体,recent_8w,0.0,,
2026-06-29,整体,刚果共和国,整体,recent_8w,0.0,0.0,0.0
2026-06-29,整体,刚果民主共和国,整体,recent_8w,10.495000000000001,9.297,1.198
2026-06-29,整体,利比亚,整体,recent_8w,0.0,,
2026-06-29,整体,利比里亚,整体,recent_8w,0.798,2.9028333333333336,0.931
2026-06-29,整体,加拿大,整体,recent_8w,5106.646571428571,3014.2212857142854,2866.348857142857
2026-06-29,整体,加纳,整体,recent_8w,35.01128571428571,23.81385714285714,17.862285714285715
2026-06-29,整体,加蓬,整体,recent_8w,0.9702857142857143,0.0,6.792
2026-06-29,整体,匈牙利,整体,recent_8w,261.279,121.52142857142859,169.4095714285714
2026-06-29,整体,北马其顿,整体,recent_8w,69.37157142857143,46.75428571428571,38.179571428571435
2026-06-29,整体,北马里亚纳群岛,整体,recent_8w,0.0,,
2026-06-29,整体,南极洲,整体,recent_8w,0.0,,
2026-06-29,整体,南苏丹,整体,recent_8w,0.0,,
2026-06-29,整体,南非,整体,recent_8w,462.13100000000003,196.22857142857146,336.604
2026-06-29,整体,博茨瓦纳,整体,recent_8w,7.686428571428571,0.799,6.887428571428572
2026-06-29,整体,卡塔尔,整体,recent_8w,63.64585714285714,17.662,50.378571428571426
2026-06-29,整体,卢旺达,整体,recent_8w,0.0,0.0,3.0286666666666666
2026-06-29,整体,卢森堡,整体,recent_8w,33.43514285714286,25.546285714285716,8.767857142857142
2026-06-29,整体,印度,整体,recent_8w,0.0,,
2026-06-29,整体,印度尼西亚,整体,recent_8w,59.92671428571428,54.02957142857143,27.75085714285714
2026-06-29,整体,危地马拉,整体,recent_8w,67.10085714285714,24.392571428571426,43.898285714285706
2026-06-29,整体,厄瓜多尔,整体,recent_8w,214.5034285714286,124.76542857142856,116.52057142857143
2026-06-29,整体,叙利亚,整体,recent_8w,0.0,,
2026-06-29,整体,古巴,整体,recent_8w,0.0,,
2026-06-29,整体,台湾,整体,recent_8w,6.931428571428571,0.0,9.067666666666666
2026-06-29,整体,吉尔吉斯斯坦,整体,recent_8w,28.198285714285714,25.639285714285712,8.804714285714285
2026-06-29,整体,吉布提,整体,recent_8w,0.0,,
2026-06-29,整体,哈萨克斯坦,整体,recent_8w,290.6361428571429,338.8942857142857,122.09642857142856
2026-06-29,整体,哥伦比亚,整体,recent_8w,778.6691428571428,397.7722857142858,459.5248571428571
2026-06-29,整体,哥斯达黎加,整体,recent_8w,92.84971428571428,34.37414285714286,60.872571428571426
2026-06-29,整体,喀麦隆,整体,recent_8w,5.484428571428571,4.229142857142857,1.2552857142857141
2026-06-29,整体,土库曼斯坦,整体,recent_8w,0.0,,
2026-06-29,整体,土耳其,整体,recent_8w,677.6838571428572,472.1971428571428,262.26428571428573
2026-06-29,整体,圣卢西亚,整体,recent_8w,5.439,5.42325,4.095
2026-06-29,整体,圣基茨和尼维斯,整体,recent_8w,5.918142857142857,0.0,8.2854
2026-06-29,整体,圣多美和普林西比,整体,recent_8w,0.0,,
2026-06-29,整体,圣巴泰勒米岛,整体,recent_8w,0.0,,
2026-06-29,整体,圣文森特和格林纳丁斯,整体,recent_8w,0.8488571428571429,0.0,5.942
2026-06-29,整体,圣皮埃尔和密克隆群岛,整体,recent_8w,0.0,,
2026-06-29,整体,圣诞岛,整体,recent_8w,0.0,,
2026-06-29,整体,圣马力诺,整体,recent_8w,0.0,,
2026-06-29,整体,圭亚那,整体,recent_8w,2.396,0.0,4.193
2026-06-29,整体,坦桑尼亚,整体,recent_8w,11.080714285714285,8.726285714285714,5.761428571428572
2026-06-29,整体,埃及,整体,recent_8w,38.39242857142857,20.38785714285714,21.668285714285712
2026-06-29,整体,埃塞俄比亚,整体,recent_8w,0.0,,
2026-06-29,整体,基里巴斯,整体,recent_8w,0.0,,
2026-06-29,整体,塔吉克斯坦,整体,recent_8w,7.012142857142856,4.646428571428571,3.154285714285714
2026-06-29,整体,塞内加尔,整体,recent_8w,8.729999999999999,7.053,2.2192857142857143
2026-06-29,整体,塞尔维亚,整体,recent_8w,386.83442857142853,246.448,242.91528571428572
2026-06-29,整体,塞拉利昂,整体,recent_8w,6.3950000000000005,7.51975,5.06975
2026-06-29,整体,塞浦路斯,整体,recent_8w,137.307,70.01414285714286,87.07542857142857
2026-06-29,整体,塞舌尔,整体,recent_8w,0.30242857142857144,12.321,1.0585
2026-06-29,整体,墨西哥,整体,recent_8w,2092.1227142857147,778.3744285714286,1492.5672857142856
2026-06-29,整体,多哥,整体,recent_8w,0.0,,
2026-06-29,整体,多米尼克,整体,recent_8w,4.697000000000001,7.231000000000001,3.728666666666667
2026-06-29,整体,多米尼加,整体,recent_8w,80.24242857142858,20.93,70.83957142857143
2026-06-29,整体,奥兰群岛,整体,recent_8w,0.0,,
2026-06-29,整体,奥地利,整体,recent_8w,302.0141428571429,191.47114285714287,139.48385714285715
2026-06-29,整体,委内瑞拉,整体,recent_8w,11.443714285714284,6.682571428571429,4.761142857142858
2026-06-29,整体,孟加拉,整体,recent_8w,0.1542857142857143,0.0,0.27
2026-06-29,整体,安哥拉,整体,recent_8w,7.268428571428572,4.675333333333334,3.8045000000000004
2026-06-29,整体,安圭拉,整体,recent_8w,0.0,,
2026-06-29,整体,安提瓜和巴布达,整体,recent_8w,8.598428571428572,7.114199999999999,4.9235999999999995
2026-06-29,整体,安道尔,整体,recent_8w,0.0,,
2026-06-29,整体,密克罗尼西亚联邦,整体,recent_8w,0.0,,
2026-06-29,整体,尼加拉瓜,整体,recent_8w,6.179714285714286,1.3692857142857144,5.780714285714287
2026-06-29,整体,尼日利亚,整体,recent_8w,152.40985714285713,147.18814285714285,52.34314285714286
2026-06-29,整体,尼日尔,整体,recent_8w,0.0,,
2026-06-29,整体,尼泊尔,整体,recent_8w,0.6435714285714286,0.0,2.2525
2026-06-29,整体,巴勒斯坦,整体,recent_8w,0.0,,
2026-06-29,整体,巴哈马,整体,recent_8w,24.26014285714286,5.484142857142858,19.138714285714286
2026-06-29,整体,巴基斯坦,整体,recent_8w,30.696428571428573,20.339285714285715,19.43614285714286
2026-06-29,整体,巴巴多斯,整体,recent_8w,4.252571428571429,4.7634,1.1902
2026-06-29,整体,巴布亚新几内亚,整体,recent_8w,0.0,,
2026-06-29,整体,巴拉圭,整体,recent_8w,65.00628571428571,37.12485714285714,32.385285714285715
2026-06-29,整体,巴拿马,整体,recent_8w,52.112,20.87842857142857,34.200857142857146
2026-06-29,整体,巴林,整体,recent_8w,14.588142857142856,6.361714285714285,9.043714285714286
2026-06-29,整体,巴西,整体,recent_8w,13988.350571428571,8755.196,6958.953285714285
2026-06-29,整体,布基纳法索,整体,recent_8w,0.0,0.0,0.0
2026-06-29,整体,布隆迪,整体,recent_8w,0.0,,
2026-06-29,整体,布韦岛,整体,recent_8w,0.0,,
2026-06-29,整体,希腊,整体,recent_8w,568.2947142857143,305.9244285714286,389.38614285714283
2026-06-29,整体,帕劳,整体,recent_8w,0.0,0.0,0.0
2026-06-29,整体,库克群岛,整体,recent_8w,0.0,,
2026-06-29,整体,库拉索,整体,recent_8w,0.0,,
2026-06-29,整体,开曼群岛,整体,recent_8w,9.379571428571428,10.8465,5.56775
2026-06-29,整体,德国,整体,recent_8w,2883.6467142857146,1635.6622857142854,1537.171
2026-06-29,整体,意大利,整体,recent_8w,626.9494285714287,419.4412857142857,318.56442857142855
2026-06-29,整体,所罗门群岛,整体,recent_8w,0.0,,
2026-06-29,整体,拉脱维亚,整体,recent_8w,80.12171428571428,46.42071428571428,46.083857142857134
2026-06-29,整体,挪威,整体,recent_8w,293.3872857142857,161.91142857142856,153.6005714285714
2026-06-29,整体,捷克,整体,recent_8w,212.7017142857143,91.86457142857144,146.85999999999999
2026-06-29,整体,摩尔多瓦,整体,recent_8w,54.385714285714286,32.34942857142857,37.12842857142857
2026-06-29,整体,摩洛哥,整体,recent_8w,17.831285714285716,8.94657142857143,9.683714285714286
2026-06-29,整体,摩纳哥,整体,recent_8w,0.0,,
2026-06-29,整体,整体,整体,recent_8w,139307.20085714286,67382.0602857143,86815.76728571428
2026-06-29,整体,文莱,整体,recent_8w,1.5362857142857143,0.0,3.5846666666666667
2026-06-29,整体,斐济,整体,recent_8w,1.0905714285714285,1.1306666666666667,1.414
2026-06-29,整体,斯威士兰,整体,recent_8w,0.0,,
2026-06-29,整体,斯洛伐克,整体,recent_8w,110.05585714285715,41.11,77.21071428571429
2026-06-29,整体,斯洛文尼亚,整体,recent_8w,82.3252857142857,52.100428571428566,48.30357142857143
2026-06-29,整体,斯里兰卡,整体,recent_8w,6.454428571428571,5.5807142857142855,4.621285714285714
2026-06-29,整体,新加坡,整体,recent_8w,79.3287142857143,39.873714285714286,43.70814285714285
