渠道自然,国家,日期,平台,_window,_query,DNU,新增次日留存人数
Organic,克罗地亚,2026-07-13,整体,recent_8w,全量维度,70.71428571428571,13.428571428571429
non-Organic,塞尔维亚,2026-07-13,整体,recent_8w,全量维度,4.833333333333333,0.6666666666666666
整体,阿曼,2026-06-15,整体,recent_8w,全量维度,9.714285714285714,0.8571428571428571
non-Organic,秘鲁,2026-06-22,整体,recent_8w,全量维度,9.571428571428571,0.42857142857142855
non-Organic,西班牙,2026-07-27,整体,recent_8w,全量维度,363.7142857142857,56.714285714285715
Organic,西班牙,2026-06-08,整体,recent_8w,全量维度,347.85714285714283,59.714285714285715
整体,土耳其,2026-07-27,整体,recent_8w,全量维度,1841.0,307.57142857142856
non-Organic,安哥拉,2026-06-22,整体,recent_8w,全量维度,1.0,0.0
non-Organic,洪都拉斯,2026-07-27,整体,recent_8w,全量维度,2.0,0.25
non-Organic,秘鲁,2026-07-20,整体,recent_8w,全量维度,7.571428571428571,0.8571428571428571
整体,中国,2026-06-08,整体,recent_8w,全量维度,60.57142857142857,7.714285714285714
Organic,安哥拉,2026-06-29,整体,recent_8w,全量维度,13.428571428571429,3.4285714285714284
整体,阿富汗,2026-06-22,整体,recent_8w,全量维度,12.714285714285714,2.0
整体,乌兹别克斯坦,2026-07-27,整体,recent_8w,全量维度,42.714285714285715,6.285714285714286
整体,新西兰,2026-06-15,整体,recent_8w,全量维度,26.142857142857142,2.142857142857143
non-Organic,巴勒斯坦,2026-07-27,整体,recent_8w,全量维度,1.0,0.0
Organic,巴巴多斯,2026-07-27,整体,recent_8w,全量维度,2.857142857142857,0.8571428571428571
Organic,埃塞俄比亚,2026-06-22,整体,recent_8w,全量维度,11.714285714285714,2.0
整体,吉尔吉斯斯坦,2026-07-27,整体,recent_8w,全量维度,33.142857142857146,7.285714285714286
non-Organic,越南,2026-07-13,整体,recent_8w,全量维度,2.6666666666666665,0.6666666666666666
Organic,库拉索,2026-07-20,整体,recent_8w,全量维度,2.5714285714285716,0.42857142857142855
non-Organic,阿富汗,2026-06-08,整体,recent_8w,全量维度,1.1666666666666667,0.3333333333333333
non-Organic,新西兰,2026-07-13,整体,recent_8w,全量维度,2.0,0.0
Organic,洪都拉斯,2026-06-22,整体,recent_8w,全量维度,19.428571428571427,4.285714285714286
整体,塔吉克斯坦,2026-07-06,整体,recent_8w,全量维度,6.285714285714286,0.7142857142857143
non-Organic,乌干达,2026-06-29,整体,recent_8w,全量维度,1.0,0.0
整体,尼加拉瓜,2026-06-29,整体,recent_8w,全量维度,14.714285714285714,2.142857142857143
整体,洪都拉斯,2026-07-20,整体,recent_8w,全量维度,60.285714285714285,12.857142857142858
整体,乌干达,2026-06-08,整体,recent_8w,全量维度,11.857142857142858,2.5714285714285716
整体,安哥拉,2026-06-29,整体,recent_8w,全量维度,13.857142857142858,3.4285714285714284
non-Organic,阿曼,2026-06-22,整体,recent_8w,全量维度,1.6666666666666667,0.0
non-Organic,刚果民主共和国,2026-07-20,整体,recent_8w,全量维度,1.3333333333333333,0.3333333333333333
non-Organic,阿曼,2026-07-06,整体,recent_8w,全量维度,1.0,0.5
Organic,埃塞俄比亚,2026-07-20,整体,recent_8w,全量维度,11.428571428571429,1.8571428571428572
整体,尼加拉瓜,2026-07-27,整体,recent_8w,全量维度,23.0,5.714285714285714
non-Organic,克罗地亚,2026-06-22,整体,recent_8w,全量维度,3.7142857142857144,0.7142857142857143
整体,乌兹别克斯坦,2026-06-29,整体,recent_8w,全量维度,132.71428571428572,25.714285714285715
Organic,秘鲁,2026-07-27,整体,recent_8w,全量维度,132.85714285714286,20.428571428571427
non-Organic,阿根廷,2026-06-15,整体,recent_8w,全量维度,11.571428571428571,0.5714285714285714
整体,乌兹别克斯坦,2026-07-13,整体,recent_8w,全量维度,41.57142857142857,6.428571428571429
non-Organic,危地马拉,2026-06-08,整体,recent_8w,全量维度,3.0,0.0
non-Organic,阿根廷,2026-06-29,整体,recent_8w,全量维度,7.857142857142857,0.42857142857142855
Organic,土耳其,2026-07-13,整体,recent_8w,全量维度,730.5714285714286,119.28571428571429
Organic,亚美尼亚,2026-07-27,整体,recent_8w,全量维度,63.0,11.428571428571429
整体,阿富汗,2026-07-20,整体,recent_8w,全量维度,11.142857142857142,2.142857142857143
non-Organic,乌兹别克斯坦,2026-06-22,整体,recent_8w,全量维度,5.714285714285714,0.5714285714285714
non-Organic,秘鲁,2026-07-06,整体,recent_8w,全量维度,9.0,0.7142857142857143
non-Organic,埃及,2026-07-20,整体,recent_8w,全量维度,5.0,0.5714285714285714
整体,菲律宾,2026-06-08,整体,recent_8w,全量维度,291.2857142857143,54.285714285714285
non-Organic,巴哈马,2026-06-22,整体,recent_8w,全量维度,2.0,0.25
Organic,巴勒斯坦,2026-06-15,整体,recent_8w,全量维度,15.285714285714286,1.8571428571428572
整体,乌干达,2026-07-06,整体,recent_8w,全量维度,19.285714285714285,3.5714285714285716
non-Organic,吉尔吉斯斯坦,2026-06-22,整体,recent_8w,全量维度,2.6666666666666665,0.5
Organic,乌干达,2026-07-20,整体,recent_8w,全量维度,10.285714285714286,2.2857142857142856
Organic,刚果民主共和国,2026-06-29,整体,recent_8w,全量维度,13.714285714285714,3.0
non-Organic,孟加拉,2026-07-06,整体,recent_8w,全量维度,17.0,3.0
整体,加纳,2026-07-20,整体,recent_8w,全量维度,116.42857142857143,26.857142857142858
non-Organic,塔吉克斯坦,2026-06-29,整体,recent_8w,全量维度,1.0,0.0
整体,越南,2026-06-08,整体,recent_8w,全量维度,47.285714285714285,7.285714285714286
Organic,安哥拉,2026-07-27,整体,recent_8w,全量维度,12.142857142857142,2.142857142857143
Organic,克罗地亚,2026-06-29,整体,recent_8w,全量维度,62.142857142857146,9.714285714285714
Organic,中国,2026-07-27,整体,recent_8w,全量维度,204.28571428571428,60.714285714285715
non-Organic,阿富汗,2026-06-15,整体,recent_8w,全量维度,1.3333333333333333,0.16666666666666666
Organic,菲律宾,2026-07-20,整体,recent_8w,全量维度,250.28571428571428,44.57142857142857
Organic,洪都拉斯,2026-07-06,整体,recent_8w,全量维度,21.714285714285715,3.7142857142857144
Organic,阿曼,2026-07-27,整体,recent_8w,全量维度,9.571428571428571,1.7142857142857142
non-Organic,加纳,2026-06-15,整体,recent_8w,全量维度,5.428571428571429,1.0
non-Organic,刚果民主共和国,2026-06-22,整体,recent_8w,全量维度,1.0,1.0
整体,危地马拉,2026-06-29,整体,recent_8w,全量维度,29.571428571428573,5.571428571428571
non-Organic,土耳其,2026-06-22,整体,recent_8w,全量维度,1290.857142857143,125.57142857142857
non-Organic,吉尔吉斯斯坦,2026-07-20,整体,recent_8w,全量维度,2.2857142857142856,0.2857142857142857
整体,中国,2026-06-15,整体,recent_8w,全量维度,68.28571428571429,10.571428571428571
Organic,库拉索,2026-06-08,整体,recent_8w,全量维度,2.857142857142857,0.5714285714285714
整体,新西兰,2026-07-27,整体,recent_8w,全量维度,25.714285714285715,3.857142857142857
non-Organic,乌兹别克斯坦,2026-07-20,整体,recent_8w,全量维度,3.7142857142857144,0.5714285714285714
Organic,巴哈马,2026-06-29,整体,recent_8w,全量维度,6.142857142857143,1.5714285714285714
整体,西班牙,2026-07-20,整体,recent_8w,全量维度,948.7142857142857,150.0
整体,加纳,2026-07-06,整体,recent_8w,全量维度,135.57142857142858,30.142857142857142
Organic,巴哈马,2026-07-13,整体,recent_8w,全量维度,3.857142857142857,0.7142857142857143
整体,阿曼,2026-06-29,整体,recent_8w,全量维度,11.285714285714286,1.7142857142857142
non-Organic,土耳其,2026-07-20,整体,recent_8w,全量维度,1447.2857142857142,154.85714285714286
non-Organic,西班牙,2026-07-13,整体,recent_8w,全量维度,397.0,52.57142857142857
non-Organic,巴巴多斯,2026-07-06,整体,recent_8w,全量维度,2.0,0.0
non-Organic,尼加拉瓜,2026-06-22,整体,recent_8w,全量维度,1.6666666666666667,0.3333333333333333
Organic,秘鲁,2026-06-08,整体,recent_8w,全量维度,76.28571428571429,12.714285714285714
Organic,秘鲁,2026-06-15,整体,recent_8w,全量维度,80.28571428571429,11.428571428571429
整体,新西兰,2026-06-29,整体,recent_8w,全量维度,24.285714285714285,2.2857142857142856
整体,吉尔吉斯斯坦,2026-07-13,整体,recent_8w,全量维度,35.285714285714285,6.142857142857143
non-Organic,孟加拉,2026-07-13,整体,recent_8w,全量维度,19.285714285714285,4.285714285714286
Organic,亚美尼亚,2026-06-15,整体,recent_8w,全量维度,208.85714285714286,38.57142857142857
Organic,尼加拉瓜,2026-06-08,整体,recent_8w,全量维度,7.857142857142857,1.0
non-Organic,刚果民主共和国,2026-06-29,整体,recent_8w,全量维度,1.25,0.25
Organic,克罗地亚,2026-07-20,整体,recent_8w,全量维度,71.57142857142857,14.285714285714286
整体,埃及,2026-06-22,整体,recent_8w,全量维度,147.14285714285714,25.285714285714285
Organic,吉尔吉斯斯坦,2026-06-29,整体,recent_8w,全量维度,52.285714285714285,11.857142857142858
整体,乌兹别克斯坦,2026-07-06,整体,recent_8w,全量维度,56.714285714285715,7.714285714285714
Organic,西班牙,2026-06-22,整体,recent_8w,全量维度,403.85714285714283,64.42857142857143
non-Organic,秘鲁,2026-07-27,整体,recent_8w,全量维度,7.857142857142857,1.0
non-Organic,亚美尼亚,2026-07-27,整体,recent_8w,全量维度,2.1666666666666665,0.3333333333333333
整体,埃及,2026-07-13,整体,recent_8w,全量维度,157.0,27.0
Organic,乌干达,2026-06-29,整体,recent_8w,全量维度,11.571428571428571,2.7142857142857144
Organic,克罗地亚,2026-07-27,整体,recent_8w,全量维度,73.71428571428571,14.285714285714286
non-Organic,加纳,2026-06-22,整体,recent_8w,全量维度,5.0,1.0
non-Organic,埃塞俄比亚,2026-06-29,整体,recent_8w,全量维度,2.3333333333333335,0.0
Organic,尼加拉瓜,2026-07-13,整体,recent_8w,全量维度,13.285714285714286,2.857142857142857
Organic,埃及,2026-06-29,整体,recent_8w,全量维度,130.57142857142858,21.714285714285715
整体,巴勒斯坦,2026-07-06,整体,recent_8w,全量维度,15.571428571428571,2.2857142857142856
整体,西班牙,2026-06-29,整体,recent_8w,全量维度,454.57142857142856,74.57142857142857
整体,刚果民主共和国,2026-07-06,整体,recent_8w,全量维度,18.714285714285715,3.2857142857142856
non-Organic,阿曼,2026-07-20,整体,recent_8w,全量维度,1.0,0.5
Organic,塞尔维亚,2026-07-13,整体,recent_8w,全量维度,128.14285714285714,20.142857142857142
Organic,阿根廷,2026-07-27,整体,recent_8w,全量维度,165.28571428571428,27.285714285714285
Organic,西班牙,2026-07-20,整体,recent_8w,全量维度,499.0,89.57142857142857
non-Organic,埃塞俄比亚,2026-07-06,整体,recent_8w,全量维度,1.3333333333333333,0.3333333333333333
整体,塔吉克斯坦,2026-07-13,整体,recent_8w,全量维度,6.428571428571429,1.2857142857142858
Organic,巴巴多斯,2026-06-08,整体,recent_8w,全量维度,2.7142857142857144,0.2857142857142857
Organic,加纳,2026-07-13,整体,recent_8w,全量维度,105.57142857142857,23.142857142857142
Organic,塔吉克斯坦,2026-07-06,整体,recent_8w,全量维度,5.714285714285714,0.5714285714285714
non-Organic,巴巴多斯,2026-07-27,整体,recent_8w,全量维度,2.0,0.0
non-Organic,加纳,2026-07-27,整体,recent_8w,全量维度,7.571428571428571,0.8571428571428571
整体,洪都拉斯,2026-06-22,整体,recent_8w,全量维度,21.0,4.428571428571429
non-Organic,危地马拉,2026-07-06,整体,recent_8w,全量维度,3.7142857142857144,0.14285714285714285
整体,土耳其,2026-07-06,整体,recent_8w,全量维度,2234.0,262.42857142857144
整体,菲律宾,2026-07-06,整体,recent_8w,全量维度,275.0,40.857142857142854
整体,阿根廷,2026-07-06,整体,recent_8w,全量维度,135.57142857142858,22.142857142857142
Organic,埃及,2026-07-06,整体,recent_8w,全量维度,159.28571428571428,24.285714285714285
Organic,土耳其,2026-07-20,整体,recent_8w,全量维度,738.0,122.57142857142857
non-Organic,孟加拉,2026-06-15,整体,recent_8w,全量维度,21.428571428571427,3.857142857142857
整体,吉尔吉斯斯坦,2026-06-15,整体,recent_8w,全量维度,31.571428571428573,7.142857142857143
Organic,阿曼,2026-06-08,整体,recent_8w,全量维度,9.0,1.1428571428571428
整体,孟加拉,2026-06-22,整体,recent_8w,全量维度,399.85714285714283,67.42857142857143
Organic,乌兹别克斯坦,2026-07-27,整体,recent_8w,全量维度,39.285714285714285,5.857142857142857
non-Organic,乌兹别克斯坦,2026-06-29,整体,recent_8w,全量维度,5.857142857142857,0.2857142857142857
Organic,阿曼,2026-06-15,整体,recent_8w,全量维度,9.285714285714286,0.7142857142857143
整体,克罗地亚,2026-07-06,整体,recent_8w,全量维度,69.28571428571429,12.428571428571429
Organic,菲律宾,2026-06-22,整体,recent_8w,全量维度,259.0,46.142857142857146
整体,塔吉克斯坦,2026-06-08,整体,recent_8w,全量维度,5.571428571428571,1.2857142857142858
Organic,塔吉克斯坦,2026-06-29,整体,recent_8w,全量维度,4.142857142857143,0.5714285714285714
整体,安哥拉,2026-07-27,整体,recent_8w,全量维度,12.428571428571429,2.2857142857142856
Organic,吉尔吉斯斯坦,2026-07-06,整体,recent_8w,全量维度,40.285714285714285,6.857142857142857
整体,吉尔吉斯斯坦,2026-06-08,整体,recent_8w,全量维度,73.85714285714286,12.857142857142858
Organic,阿根廷,2026-06-22,整体,recent_8w,全量维度,117.85714285714286,15.571428571428571
整体,洪都拉斯,2026-07-27,整体,recent_8w,全量维度,41.857142857142854,8.714285714285714
Organic,越南,2026-07-13,整体,recent_8w,全量维度,49.285714285714285,8.714285714285714
Organic,阿曼,2026-07-13,整体,recent_8w,全量维度,12.571428571428571,2.2857142857142856
整体,埃及,2026-06-08,整体,recent_8w,全量维度,146.42857142857142,25.285714285714285
Organic,中国,2026-06-29,整体,recent_8w,全量维度,46.285714285714285,6.428571428571429
non-Organic,亚美尼亚,2026-06-22,整体,recent_8w,全量维度,2.7142857142857144,0.42857142857142855
Organic,新西兰,2026-06-08,整体,recent_8w,全量维度,28.0,4.142857142857143
整体,库拉索,2026-06-08,整体,recent_8w,全量维度,2.857142857142857,0.5714285714285714
整体,埃塞俄比亚,2026-07-06,整体,recent_8w,全量维度,15.571428571428571,3.4285714285714284
整体,乌干达,2026-06-15,整体,recent_8w,全量维度,11.428571428571429,3.0
non-Organic,越南,2026-06-22,整体,recent_8w,全量维度,2.5,0.6666666666666666
Organic,新西兰,2026-06-22,整体,recent_8w,全量维度,28.142857142857142,5.142857142857143
整体,库拉索,2026-07-13,整体,recent_8w,全量维度,3.6,0.8
整体,库拉索,2026-07-20,整体,recent_8w,全量维度,2.7142857142857144,0.42857142857142855
non-Organic,阿曼,2026-07-27,整体,recent_8w,全量维度,1.0,0.0
non-Organic,新西兰,2026-07-27,整体,recent_8w,全量维度,1.5,0.0
Organic,越南,2026-07-20,整体,recent_8w,全量维度,45.0,9.0
Organic,阿根廷,2026-07-20,整体,recent_8w,全量维度,140.71428571428572,24.571428571428573
整体,加纳,2026-07-27,整体,recent_8w,全量维度,128.28571428571428,28.142857142857142
non-Organic,洪都拉斯,2026-06-15,整体,recent_8w,全量维度,1.6,0.2
non-Organic,安哥拉,2026-06-15,整体,recent_8w,全量维度,1.0,0.0
non-Organic,安哥拉,2026-07-13,整体,recent_8w,全量维度,1.0,0.0
Organic,亚美尼亚,2026-06-08,整体,recent_8w,全量维度,49.857142857142854,10.142857142857142
non-Organic,塞尔维亚,2026-06-22,整体,recent_8w,全量维度,3.5714285714285716,0.7142857142857143
Organic,越南,2026-06-22,整体,recent_8w,全量维度,42.42857142857143,7.0
non-Organic,尼加拉瓜,2026-07-27,整体,recent_8w,全量维度,1.4,0.6
Organic,土耳其,2026-06-22,整体,recent_8w,全量维度,656.5714285714286,93.85714285714286
Organic,阿曼,2026-06-22,整体,recent_8w,全量维度,9.571428571428571,2.0
Organic,塞尔维亚,2026-06-22,整体,recent_8w,全量维度,116.85714285714286,13.428571428571429
Organic,乌兹别克斯坦,2026-07-20,整体,recent_8w,全量维度,35.857142857142854,5.428571428571429
整体,乌干达,2026-07-13,整体,recent_8w,全量维度,12.571428571428571,1.8571428571428572
整体,阿根廷,2026-06-29,整体,recent_8w,全量维度,124.0,18.0
整体,巴巴多斯,2026-07-06,整体,recent_8w,全量维度,3.8333333333333335,1.1666666666666667
整体,塞尔维亚,2026-06-22,整体,recent_8w,全量维度,120.42857142857143,14.142857142857142
整体,秘鲁,2026-07-20,整体,recent_8w,全量维度,118.85714285714286,25.571428571428573
Organic,加纳,2026-06-22,整体,recent_8w,全量维度,196.14285714285714,42.857142857142854
Organic,埃塞俄比亚,2026-07-27,整体,recent_8w,全量维度,16.714285714285715,3.0
整体,洪都拉斯,2026-06-15,整体,recent_8w,全量维度,16.857142857142858,2.5714285714285716
整体,巴哈马,2026-06-22,整体,recent_8w,全量维度,5.714285714285714,1.2857142857142858
整体,克罗地亚,2026-06-22,整体,recent_8w,全量维度,68.14285714285714,9.0
non-Organic,刚果民主共和国,2026-07-27,整体,recent_8w,全量维度,1.0,0.0
Organic,埃塞俄比亚,2026-06-15,整体,recent_8w,全量维度,14.285714285714286,2.857142857142857
non-Organic,乌兹别克斯坦,2026-06-15,整体,recent_8w,全量维度,3.7142857142857144,0.2857142857142857
整体,库拉索,2026-06-29,整体,recent_8w,全量维度,3.0,0.8571428571428571
Organic,阿曼,2026-07-20,整体,recent_8w,全量维度,11.571428571428571,2.0
Organic,尼加拉瓜,2026-07-06,整体,recent_8w,全量维度,15.857142857142858,3.4285714285714284
整体,巴勒斯坦,2026-07-13,整体,recent_8w,全量维度,20.0,3.2857142857142856
整体,菲律宾,2026-06-29,整体,recent_8w,全量维度,259.14285714285717,47.0
Organic,克罗地亚,2026-06-22,整体,recent_8w,全量维度,64.42857142857143,8.285714285714286
Organic,阿富汗,2026-06-29,整体,recent_8w,全量维度,11.857142857142858,2.4285714285714284
整体,塞尔维亚,2026-07-06,整体,recent_8w,全量维度,115.28571428571429,18.571428571428573
non-Organic,菲律宾,2026-07-06,整体,recent_8w,全量维度,6.0,0.8333333333333334
non-Organic,塔吉克斯坦,2026-07-06,整体,recent_8w,全量维度,1.0,0.25
Organic,巴哈马,2026-07-06,整体,recent_8w,全量维度,6.142857142857143,1.5714285714285714
Organic,阿根廷,2026-07-13,整体,recent_8w,全量维度,122.28571428571429,20.142857142857142
整体,越南,2026-06-29,整体,recent_8w,全量维度,47.714285714285715,7.571428571428571
Organic,安哥拉,2026-07-06,整体,recent_8w,全量维度,16.0,3.0
non-Organic,危地马拉,2026-06-15,整体,recent_8w,全量维度,3.857142857142857,0.0
non-Organic,阿富汗,2026-06-22,整体,recent_8w,全量维度,1.0,0.0
Organic,孟加拉,2026-07-20,整体,recent_8w,全量维度,387.2857142857143,64.57142857142857
整体,刚果民主共和国,2026-07-20,整体,recent_8w,全量维度,18.428571428571427,4.142857142857143
Organic,刚果民主共和国,2026-06-08,整体,recent_8w,全量维度,18.857142857142858,4.714285714285714
整体,巴勒斯坦,2026-06-29,整体,recent_8w,全量维度,14.714285714285714,1.5714285714285714
Organic,塔吉克斯坦,2026-07-27,整体,recent_8w,全量维度,5.285714285714286,1.1428571428571428
整体,尼加拉瓜,2026-06-22,整体,recent_8w,全量维度,12.285714285714286,3.4285714285714284
Organic,巴勒斯坦,2026-06-22,整体,recent_8w,全量维度,16.142857142857142,2.0
non-Organic,刚果民主共和国,2026-06-15,整体,recent_8w,全量维度,2.0,1.0
non-Organic,埃及,2026-07-13,整体,recent_8w,全量维度,4.714285714285714,0.5714285714285714
non-Organic,吉尔吉斯斯坦,2026-07-27,整体,recent_8w,全量维度,1.8333333333333333,0.16666666666666666
non-Organic,阿曼,2026-06-29,整体,recent_8w,全量维度,1.0,0.3333333333333333
non-Organic,新西兰,2026-06-15,整体,recent_8w,全量维度,2.0,0.0
整体,土耳其,2026-07-20,整体,recent_8w,全量维度,2185.285714285714,277.42857142857144
Organic,尼加拉瓜,2026-07-20,整体,recent_8w,全量维度,29.285714285714285,6.285714285714286
non-Organic,乌干达,2026-07-20,整体,recent_8w,全量维度,1.5,1.0
Organic,秘鲁,2026-07-20,整体,recent_8w,全量维度,111.28571428571429,24.714285714285715
整体,越南,2026-07-13,整体,recent_8w,全量维度,51.57142857142857,9.285714285714286
整体,危地马拉,2026-06-08,整体,recent_8w,全量维度,24.0,3.7142857142857144
Organic,阿富汗,2026-07-27,整体,recent_8w,全量维度,9.285714285714286,1.5714285714285714
整体,乌干达,2026-06-29,整体,recent_8w,全量维度,11.857142857142858,2.7142857142857144
Organic,塞尔维亚,2026-07-06,整体,recent_8w,全量维度,112.71428571428571,18.428571428571427
non-Organic,菲律宾,2026-07-20,整体,recent_8w,全量维度,4.714285714285714,0.7142857142857143
整体,库拉索,2026-07-27,整体,recent_8w,全量维度,2.8,0.8
整体,库拉索,2026-06-15,整体,recent_8w,全量维度,2.0,0.42857142857142855
Organic,土耳其,2026-06-08,整体,recent_8w,全量维度,778.4285714285714,110.71428571428571
non-Organic,越南,2026-07-20,整体,recent_8w,全量维度,1.3333333333333333,0.3333333333333333
整体,吉尔吉斯斯坦,2026-07-20,整体,recent_8w,全量维度,32.0,6.285714285714286
整体,塔吉克斯坦,2026-06-15,整体,recent_8w,全量维度,5.714285714285714,1.4285714285714286
Organic,新西兰,2026-07-20,整体,recent_8w,全量维度,26.714285714285715,3.7142857142857144
non-Organic,吉尔吉斯斯坦,2026-06-15,整体,recent_8w,全量维度,1.2,0.2
non-Organic,巴勒斯坦,2026-07-06,整体,recent_8w,全量维度,2.25,0.25
整体,巴哈马,2026-07-06,整体,recent_8w,全量维度,6.571428571428571,1.5714285714285714
non-Organic,库拉索,2026-06-22,整体,recent_8w,全量维度,1.0,0.0
non-Organic,土耳其,2026-07-27,整体,recent_8w,全量维度,709.5714285714286,83.71428571428571
整体,阿富汗,2026-06-15,整体,recent_8w,全量维度,11.285714285714286,3.0
non-Organic,土耳其,2026-06-29,整体,recent_8w,全量维度,1963.142857142857,194.57142857142858
Organic,洪都拉斯,2026-07-27,整体,recent_8w,全量维度,40.714285714285715,8.571428571428571
整体,阿根廷,2026-07-13,整体,recent_8w,全量维度,130.85714285714286,21.0
non-Organic,中国,2026-06-08,整体,recent_8w,全量维度,1.0,0.0
Organic,尼加拉瓜,2026-06-29,整体,recent_8w,全量维度,13.714285714285714,2.142857142857143
Organic,塔吉克斯坦,2026-07-20,整体,recent_8w,全量维度,5.571428571428571,1.2857142857142858
整体,吉尔吉斯斯坦,2026-06-29,整体,recent_8w,全量维度,54.857142857142854,12.285714285714286
Organic,阿曼,2026-06-29,整体,recent_8w,全量维度,10.857142857142858,1.5714285714285714
Organic,危地马拉,2026-07-13,整体,recent_8w,全量维度,23.714285714285715,3.142857142857143
non-Organic,危地马拉,2026-07-27,整体,recent_8w,全量维度,4.5,0.8333333333333334
整体,巴巴多斯,2026-07-13,整体,recent_8w,全量维度,3.857142857142857,0.5714285714285714
non-Organic,危地马拉,2026-07-20,整体,recent_8w,全量维度,2.2857142857142856,0.42857142857142855
Organic,塔吉克斯坦,2026-06-15,整体,recent_8w,全量维度,4.857142857142857,0.8571428571428571
Organic,塞尔维亚,2026-06-15,整体,recent_8w,全量维度,117.0,18.571428571428573
non-Organic,巴勒斯坦,2026-06-08,整体,recent_8w,全量维度,1.6666666666666667,0.16666666666666666
整体,土耳其,2026-06-15,整体,recent_8w,全量维度,2139.714285714286,212.85714285714286
Organic,塔吉克斯坦,2026-07-13,整体,recent_8w,全量维度,6.0,1.2857142857142858
整体,秘鲁,2026-07-27,整体,recent_8w,全量维度,140.71428571428572,21.428571428571427
整体,秘鲁,2026-06-29,整体,recent_8w,全量维度,101.42857142857143,17.285714285714285
Organic,乌干达,2026-06-08,整体,recent_8w,全量维度,11.714285714285714,2.5714285714285716
Organic,新西兰,2026-06-29,整体,recent_8w,全量维度,23.571428571428573,2.142857142857143
non-Organic,西班牙,2026-06-29,整体,recent_8w,全量维度,72.28571428571429,11.285714285714286
Organic,刚果民主共和国,2026-07-13,整体,recent_8w,全量维度,18.571428571428573,3.4285714285714284
non-Organic,危地马拉,2026-06-22,整体,recent_8w,全量维度,3.0,0.4
non-Organic,埃塞俄比亚,2026-06-08,整体,recent_8w,全量维度,1.6,0.0
Organic,洪都拉斯,2026-06-29,整体,recent_8w,全量维度,22.857142857142858,4.714285714285714
non-Organic,阿曼,2026-06-15,整体,recent_8w,全量维度,1.0,0.3333333333333333
整体,乌兹别克斯坦,2026-06-08,整体,recent_8w,全量维度,42.42857142857143,7.714285714285714
整体,孟加拉,2026-06-08,整体,recent_8w,全量维度,475.14285714285717,88.85714285714286
整体,塔吉克斯坦,2026-07-27,整体,recent_8w,全量维度,5.857142857142857,1.1428571428571428
non-Organic,加纳,2026-07-20,整体,recent_8w,全量维度,6.571428571428571,1.8571428571428572
Organic,新西兰,2026-07-06,整体,recent_8w,全量维度,31.714285714285715,4.428571428571429
整体,塔吉克斯坦,2026-06-29,整体,recent_8w,全量维度,4.285714285714286,0.5714285714285714
non-Organic,危地马拉,2026-06-29,整体,recent_8w,全量维度,2.8333333333333335,0.3333333333333333
non-Organic,塔吉克斯坦,2026-06-22,整体,recent_8w,全量维度,1.0,0.0
整体,土耳其,2026-06-08,整体,recent_8w,全量维度,2874.1428571428573,280.57142857142856
Organic,埃塞俄比亚,2026-07-06,整体,recent_8w,全量维度,15.0,3.2857142857142856
整体,尼加拉瓜,2026-06-15,整体,recent_8w,全量维度,10.714285714285714,2.2857142857142856
整体,克罗地亚,2026-07-20,整体,recent_8w,全量维度,76.0,15.285714285714286
non-Organic,加纳,2026-06-29,整体,recent_8w,全量维度,4.857142857142857,1.0
Organic,吉尔吉斯斯坦,2026-07-20,整体,recent_8w,全量维度,29.714285714285715,6.0
non-Organic,中国,2026-07-13,整体,recent_8w,全量维度,1.0,0.25
Organic,刚果民主共和国,2026-07-06,整体,recent_8w,全量维度,18.142857142857142,3.142857142857143
整体,巴勒斯坦,2026-07-20,整体,recent_8w,全量维度,16.571428571428573,3.0
non-Organic,洪都拉斯,2026-07-06,整体,recent_8w,全量维度,3.3333333333333335,0.6666666666666666
整体,洪都拉斯,2026-07-06,整体,recent_8w,全量维度,23.142857142857142,4.0
整体,刚果民主共和国,2026-06-08,整体,recent_8w,全量维度,19.285714285714285,4.857142857142857
non-Organic,乌兹别克斯坦,2026-07-13,整体,recent_8w,全量维度,4.285714285714286,0.42857142857142855
整体,乌兹别克斯坦,2026-06-22,整体,recent_8w,全量维度,38.57142857142857,5.428571428571429
Organic,中国,2026-06-15,整体,recent_8w,全量维度,67.85714285714286,10.571428571428571
non-Organic,埃塞俄比亚,2026-07-13,整体,recent_8w,全量维度,1.3333333333333333,0.0
整体,加纳,2026-06-08,整体,recent_8w,全量维度,214.71428571428572,56.285714285714285
Organic,阿富汗,2026-07-20,整体,recent_8w,全量维度,10.571428571428571,2.142857142857143
Organic,阿根廷,2026-06-08,整体,recent_8w,全量维度,112.85714285714286,18.857142857142858
non-Organic,乌兹别克斯坦,2026-06-08,整体,recent_8w,全量维度,5.714285714285714,0.8571428571428571
non-Organic,菲律宾,2026-06-08,整体,recent_8w,全量维度,8.285714285714286,1.8571428571428572
Organic,新西兰,2026-07-27,整体,recent_8w,全量维度,25.285714285714285,3.857142857142857
整体,埃及,2026-06-29,整体,recent_8w,全量维度,134.28571428571428,22.0
整体,埃塞俄比亚,2026-06-22,整体,recent_8w,全量维度,12.428571428571429,2.0
整体,巴勒斯坦,2026-06-08,整体,recent_8w,全量维度,20.857142857142858,3.5714285714285716
non-Organic,库拉索,2026-06-15,整体,recent_8w,全量维度,1.5,0.0
Organic,吉尔吉斯斯坦,2026-06-08,整体,recent_8w,全量维度,71.57142857142857,12.571428571428571
