渠道自然,国家,日期,平台,DNU,_window,_query
Organic,加纳,2026-07-27T00:00:00,iOS,100.0,recent_8w,全量维度
Organic,孟加拉,2026-07-20T00:00:00,iOS,38.42857142857143,recent_8w,全量维度
整体,巴勒斯坦,2026-07-27T00:00:00,iOS,14.0,recent_8w,全量维度
Organic,巴哈马,2026-07-06T00:00:00,Android,1.4,recent_8w,全量维度
non-Organic,巴勒斯坦,2026-07-13T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
整体,亚美尼亚,2026-07-06T00:00:00,iOS,53.142857142857146,recent_8w,全量维度
Organic,吉尔吉斯斯坦,2026-07-27T00:00:00,Android,5.428571428571429,recent_8w,全量维度
Organic,塔吉克斯坦,2026-06-08T00:00:00,整体,5.142857142857143,recent_8w,全量维度
整体,土耳其,2026-07-06T00:00:00,iOS,433.85714285714283,recent_8w,全量维度
整体,阿富汗,2026-07-06T00:00:00,整体,11.285714285714286,recent_8w,全量维度
non-Organic,巴勒斯坦,2026-06-29T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
Organic,埃及,2026-06-22T00:00:00,整体,140.14285714285714,recent_8w,全量维度
Organic,土耳其,2026-07-27T00:00:00,Android,258.2857142857143,recent_8w,全量维度
Organic,乌干达,2026-07-06T00:00:00,Android,10.142857142857142,recent_8w,全量维度
non-Organic,亚美尼亚,2026-06-29T00:00:00,Android,1.25,recent_8w,全量维度
Organic,秘鲁,2026-06-29T00:00:00,整体,92.42857142857143,recent_8w,全量维度
non-Organic,亚美尼亚,2026-07-20T00:00:00,iOS,1.75,recent_8w,全量维度
Organic,孟加拉,2026-07-13T00:00:00,整体,400.14285714285717,recent_8w,全量维度
Organic,危地马拉,2026-06-08T00:00:00,iOS,11.428571428571429,recent_8w,全量维度
non-Organic,塞尔维亚,2026-06-29T00:00:00,iOS,2.2,recent_8w,全量维度
整体,塔吉克斯坦,2026-07-27T00:00:00,Android,2.5,recent_8w,全量维度
整体,巴哈马,2026-06-15T00:00:00,iOS,5.428571428571429,recent_8w,全量维度
整体,亚美尼亚,2026-07-13T00:00:00,iOS,48.285714285714285,recent_8w,全量维度
Organic,阿曼,2026-07-06T00:00:00,iOS,6.0,recent_8w,全量维度
Organic,孟加拉,2026-06-15T00:00:00,iOS,42.714285714285715,recent_8w,全量维度
Organic,菲律宾,2026-07-27T00:00:00,iOS,145.85714285714286,recent_8w,全量维度
Organic,巴勒斯坦,2026-07-27T00:00:00,整体,14.857142857142858,recent_8w,全量维度
non-Organic,塞尔维亚,2026-06-15T00:00:00,整体,3.7142857142857144,recent_8w,全量维度
non-Organic,加纳,2026-06-08T00:00:00,iOS,4.285714285714286,recent_8w,全量维度
non-Organic,菲律宾,2026-06-15T00:00:00,Android,5.285714285714286,recent_8w,全量维度
Organic,菲律宾,2026-06-22T00:00:00,iOS,156.28571428571428,recent_8w,全量维度
整体,埃塞俄比亚,2026-06-29T00:00:00,整体,14.571428571428571,recent_8w,全量维度
整体,克罗地亚,2026-07-27T00:00:00,Android,12.714285714285714,recent_8w,全量维度
Organic,新西兰,2026-07-13T00:00:00,iOS,26.0,recent_8w,全量维度
整体,土耳其,2026-06-08T00:00:00,iOS,600.8571428571429,recent_8w,全量维度
整体,埃及,2026-06-29T00:00:00,Android,61.57142857142857,recent_8w,全量维度
non-Organic,洪都拉斯,2026-06-08T00:00:00,整体,2.2,recent_8w,全量维度
non-Organic,埃及,2026-07-06T00:00:00,整体,5.857142857142857,recent_8w,全量维度
Organic,塞尔维亚,2026-06-08T00:00:00,整体,133.85714285714286,recent_8w,全量维度
Organic,土耳其,2026-07-20T00:00:00,iOS,445.0,recent_8w,全量维度
整体,埃塞俄比亚,2026-07-06T00:00:00,iOS,6.142857142857143,recent_8w,全量维度
Organic,土耳其,2026-06-08T00:00:00,Android,329.85714285714283,recent_8w,全量维度
non-Organic,尼加拉瓜,2026-06-15T00:00:00,Android,1.0,recent_8w,全量维度
整体,新西兰,2026-07-27T00:00:00,iOS,23.142857142857142,recent_8w,全量维度
Organic,乌干达,2026-07-06T00:00:00,整体,18.857142857142858,recent_8w,全量维度
整体,越南,2026-06-22T00:00:00,整体,44.57142857142857,recent_8w,全量维度
Organic,巴勒斯坦,2026-06-22T00:00:00,Android,2.5714285714285716,recent_8w,全量维度
整体,亚美尼亚,2026-06-29T00:00:00,整体,54.142857142857146,recent_8w,全量维度
non-Organic,塔吉克斯坦,2026-06-15T00:00:00,整体,1.5,recent_8w,全量维度
non-Organic,吉尔吉斯斯坦,2026-06-29T00:00:00,iOS,1.1666666666666667,recent_8w,全量维度
整体,西班牙,2026-06-08T00:00:00,Android,76.71428571428571,recent_8w,全量维度
Organic,乌兹别克斯坦,2026-06-15T00:00:00,整体,32.0,recent_8w,全量维度
non-Organic,乌兹别克斯坦,2026-07-20T00:00:00,Android,3.3333333333333335,recent_8w,全量维度
整体,埃塞俄比亚,2026-07-27T00:00:00,iOS,6.571428571428571,recent_8w,全量维度
Organic,秘鲁,2026-07-13T00:00:00,Android,52.857142857142854,recent_8w,全量维度
non-Organic,菲律宾,2026-07-27T00:00:00,整体,4.428571428571429,recent_8w,全量维度
non-Organic,巴巴多斯,2026-07-27T00:00:00,iOS,2.0,recent_8w,全量维度
non-Organic,安哥拉,2026-07-20T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
整体,加纳,2026-06-08T00:00:00,Android,29.0,recent_8w,全量维度
整体,洪都拉斯,2026-07-27T00:00:00,iOS,26.0,recent_8w,全量维度
non-Organic,土耳其,2026-07-06T00:00:00,整体,1527.2857142857142,recent_8w,全量维度
Organic,塞尔维亚,2026-06-15T00:00:00,Android,19.857142857142858,recent_8w,全量维度
整体,安哥拉,2026-06-15T00:00:00,Android,3.142857142857143,recent_8w,全量维度
Organic,巴巴多斯,2026-06-22T00:00:00,整体,2.0,recent_8w,全量维度
整体,塞尔维亚,2026-06-15T00:00:00,iOS,99.0,recent_8w,全量维度
整体,安哥拉,2026-07-20T00:00:00,整体,13.142857142857142,recent_8w,全量维度
整体,中国,2026-07-20T00:00:00,整体,183.14285714285714,recent_8w,全量维度
Organic,巴勒斯坦,2026-06-08T00:00:00,整体,19.428571428571427,recent_8w,全量维度
non-Organic,土耳其,2026-07-13T00:00:00,iOS,67.28571428571429,recent_8w,全量维度
Organic,西班牙,2026-06-15T00:00:00,整体,362.14285714285717,recent_8w,全量维度
整体,孟加拉,2026-06-08T00:00:00,iOS,47.0,recent_8w,全量维度
non-Organic,越南,2026-06-29T00:00:00,整体,2.6666666666666665,recent_8w,全量维度
non-Organic,阿曼,2026-07-20T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,库拉索,2026-07-20T00:00:00,整体,1.0,recent_8w,全量维度
non-Organic,阿曼,2026-07-27T00:00:00,Android,1.0,recent_8w,全量维度
Organic,土耳其,2026-07-27T00:00:00,整体,1131.4285714285713,recent_8w,全量维度
整体,阿曼,2026-07-13T00:00:00,iOS,9.0,recent_8w,全量维度
non-Organic,尼加拉瓜,2026-06-22T00:00:00,Android,2.0,recent_8w,全量维度
整体,塞尔维亚,2026-06-15T00:00:00,Android,21.714285714285715,recent_8w,全量维度
Organic,越南,2026-06-08T00:00:00,Android,8.428571428571429,recent_8w,全量维度
整体,加纳,2026-06-08T00:00:00,iOS,185.71428571428572,recent_8w,全量维度
整体,越南,2026-07-06T00:00:00,整体,56.57142857142857,recent_8w,全量维度
Organic,危地马拉,2026-07-06T00:00:00,整体,23.714285714285715,recent_8w,全量维度
non-Organic,阿根廷,2026-07-20T00:00:00,Android,5.857142857142857,recent_8w,全量维度
整体,巴哈马,2026-06-29T00:00:00,iOS,6.714285714285714,recent_8w,全量维度
Organic,塞尔维亚,2026-07-27T00:00:00,整体,136.42857142857142,recent_8w,全量维度
整体,阿富汗,2026-07-06T00:00:00,iOS,4.0,recent_8w,全量维度
Organic,亚美尼亚,2026-06-29T00:00:00,iOS,43.285714285714285,recent_8w,全量维度
整体,安哥拉,2026-06-22T00:00:00,Android,3.0,recent_8w,全量维度
整体,阿富汗,2026-07-06T00:00:00,Android,7.857142857142857,recent_8w,全量维度
Organic,危地马拉,2026-06-29T00:00:00,整体,27.142857142857142,recent_8w,全量维度
整体,吉尔吉斯斯坦,2026-06-22T00:00:00,整体,46.0,recent_8w,全量维度
整体,孟加拉,2026-07-13T00:00:00,iOS,42.142857142857146,recent_8w,全量维度
non-Organic,埃塞俄比亚,2026-06-29T00:00:00,iOS,4.0,recent_8w,全量维度
non-Organic,尼加拉瓜,2026-07-20T00:00:00,整体,1.5,recent_8w,全量维度
non-Organic,克罗地亚,2026-06-29T00:00:00,整体,2.8,recent_8w,全量维度
整体,新西兰,2026-07-27T00:00:00,Android,3.0,recent_8w,全量维度
Organic,西班牙,2026-07-27T00:00:00,整体,469.2857142857143,recent_8w,全量维度
整体,越南,2026-07-20T00:00:00,整体,46.142857142857146,recent_8w,全量维度
整体,塔吉克斯坦,2026-06-29T00:00:00,Android,2.0,recent_8w,全量维度
整体,越南,2026-06-08T00:00:00,iOS,38.57142857142857,recent_8w,全量维度
non-Organic,亚美尼亚,2026-06-22T00:00:00,iOS,1.6,recent_8w,全量维度
Organic,危地马拉,2026-06-22T00:00:00,iOS,10.714285714285714,recent_8w,全量维度
整体,克罗地亚,2026-06-29T00:00:00,整体,64.14285714285714,recent_8w,全量维度
Organic,阿曼,2026-06-29T00:00:00,Android,2.5,recent_8w,全量维度
整体,越南,2026-07-13T00:00:00,iOS,42.142857142857146,recent_8w,全量维度
non-Organic,巴巴多斯,2026-07-20T00:00:00,整体,1.0,recent_8w,全量维度
整体,安哥拉,2026-07-13T00:00:00,整体,15.857142857142858,recent_8w,全量维度
整体,塔吉克斯坦,2026-06-22T00:00:00,整体,6.5,recent_8w,全量维度
non-Organic,库拉索,2026-07-27T00:00:00,整体,1.0,recent_8w,全量维度
整体,克罗地亚,2026-06-29T00:00:00,iOS,53.857142857142854,recent_8w,全量维度
Organic,新西兰,2026-06-15T00:00:00,Android,3.5,recent_8w,全量维度
Organic,孟加拉,2026-06-29T00:00:00,整体,395.7142857142857,recent_8w,全量维度
non-Organic,秘鲁,2026-06-15T00:00:00,Android,8.0,recent_8w,全量维度
整体,新西兰,2026-06-15T00:00:00,iOS,22.714285714285715,recent_8w,全量维度
non-Organic,危地马拉,2026-06-29T00:00:00,Android,2.5,recent_8w,全量维度
整体,阿富汗,2026-06-29T00:00:00,Android,7.428571428571429,recent_8w,全量维度
整体,尼加拉瓜,2026-07-27T00:00:00,iOS,13.571428571428571,recent_8w,全量维度
整体,克罗地亚,2026-07-27T00:00:00,iOS,64.57142857142857,recent_8w,全量维度
整体,亚美尼亚,2026-06-22T00:00:00,Android,15.428571428571429,recent_8w,全量维度
non-Organic,乌兹别克斯坦,2026-06-29T00:00:00,Android,3.5714285714285716,recent_8w,全量维度
整体,吉尔吉斯斯坦,2026-06-29T00:00:00,Android,6.428571428571429,recent_8w,全量维度
整体,塞尔维亚,2026-07-27T00:00:00,整体,139.71428571428572,recent_8w,全量维度
Organic,刚果民主共和国,2026-06-22T00:00:00,整体,12.857142857142858,recent_8w,全量维度
non-Organic,西班牙,2026-06-08T00:00:00,iOS,110.42857142857143,recent_8w,全量维度
整体,乌兹别克斯坦,2026-06-22T00:00:00,iOS,22.857142857142858,recent_8w,全量维度
non-Organic,洪都拉斯,2026-07-06T00:00:00,iOS,2.3333333333333335,recent_8w,全量维度
整体,洪都拉斯,2026-06-08T00:00:00,整体,18.428571428571427,recent_8w,全量维度
Organic,越南,2026-07-13T00:00:00,iOS,40.285714285714285,recent_8w,全量维度
non-Organic,洪都拉斯,2026-07-20T00:00:00,Android,3.0,recent_8w,全量维度
整体,亚美尼亚,2026-06-15T00:00:00,iOS,153.85714285714286,recent_8w,全量维度
non-Organic,尼加拉瓜,2026-07-13T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
整体,越南,2026-06-08T00:00:00,Android,8.714285714285714,recent_8w,全量维度
non-Organic,克罗地亚,2026-06-22T00:00:00,iOS,3.3333333333333335,recent_8w,全量维度
Organic,克罗地亚,2026-06-08T00:00:00,整体,53.714285714285715,recent_8w,全量维度
non-Organic,菲律宾,2026-06-08T00:00:00,Android,5.142857142857143,recent_8w,全量维度
Organic,中国,2026-06-22T00:00:00,Android,42.285714285714285,recent_8w,全量维度
Organic,乌兹别克斯坦,2026-06-29T00:00:00,整体,126.85714285714286,recent_8w,全量维度
整体,西班牙,2026-07-20T00:00:00,Android,70.0,recent_8w,全量维度
整体,土耳其,2026-06-29T00:00:00,Android,2247.1428571428573,recent_8w,全量维度
整体,阿曼,2026-06-08T00:00:00,iOS,6.571428571428571,recent_8w,全量维度
整体,危地马拉,2026-07-06T00:00:00,整体,27.428571428571427,recent_8w,全量维度
non-Organic,秘鲁,2026-07-20T00:00:00,iOS,1.6,recent_8w,全量维度
non-Organic,塔吉克斯坦,2026-07-06T00:00:00,iOS,1.0,recent_8w,全量维度
整体,阿富汗,2026-06-08T00:00:00,整体,13.428571428571429,recent_8w,全量维度
Organic,巴勒斯坦,2026-07-20T00:00:00,整体,16.428571428571427,recent_8w,全量维度
non-Organic,巴哈马,2026-06-29T00:00:00,整体,1.5,recent_8w,全量维度
Organic,中国,2026-07-27T00:00:00,iOS,16.857142857142858,recent_8w,全量维度
Organic,巴巴多斯,2026-07-13T00:00:00,iOS,3.0,recent_8w,全量维度
Organic,刚果民主共和国,2026-06-08T00:00:00,Android,8.428571428571429,recent_8w,全量维度
non-Organic,菲律宾,2026-07-27T00:00:00,Android,2.857142857142857,recent_8w,全量维度
Organic,安哥拉,2026-06-29T00:00:00,Android,3.857142857142857,recent_8w,全量维度
整体,乌兹别克斯坦,2026-06-29T00:00:00,Android,47.42857142857143,recent_8w,全量维度
整体,秘鲁,2026-07-20T00:00:00,iOS,49.57142857142857,recent_8w,全量维度
Organic,刚果民主共和国,2026-07-13T00:00:00,Android,9.571428571428571,recent_8w,全量维度
Organic,越南,2026-06-15T00:00:00,整体,38.857142857142854,recent_8w,全量维度
整体,孟加拉,2026-07-27T00:00:00,Android,397.57142857142856,recent_8w,全量维度
整体,巴巴多斯,2026-07-20T00:00:00,iOS,2.3333333333333335,recent_8w,全量维度
Organic,加纳,2026-06-15T00:00:00,整体,182.28571428571428,recent_8w,全量维度
non-Organic,中国,2026-07-06T00:00:00,整体,1.0,recent_8w,全量维度
Organic,亚美尼亚,2026-07-06T00:00:00,Android,9.857142857142858,recent_8w,全量维度
non-Organic,孟加拉,2026-07-06T00:00:00,Android,11.857142857142858,recent_8w,全量维度
Organic,中国,2026-06-15T00:00:00,iOS,16.857142857142858,recent_8w,全量维度
Organic,安哥拉,2026-07-13T00:00:00,整体,15.714285714285714,recent_8w,全量维度
Organic,危地马拉,2026-06-22T00:00:00,Android,10.857142857142858,recent_8w,全量维度
non-Organic,塞尔维亚,2026-07-20T00:00:00,整体,3.7142857142857144,recent_8w,全量维度
non-Organic,菲律宾,2026-07-20T00:00:00,Android,2.5,recent_8w,全量维度
整体,巴巴多斯,2026-07-20T00:00:00,Android,1.6666666666666667,recent_8w,全量维度
Organic,中国,2026-07-20T00:00:00,iOS,15.0,recent_8w,全量维度
non-Organic,孟加拉,2026-06-29T00:00:00,Android,11.142857142857142,recent_8w,全量维度
Organic,尼加拉瓜,2026-06-29T00:00:00,Android,6.428571428571429,recent_8w,全量维度
Organic,西班牙,2026-06-22T00:00:00,Android,69.57142857142857,recent_8w,全量维度
non-Organic,巴哈马,2026-07-06T00:00:00,整体,1.0,recent_8w,全量维度
non-Organic,孟加拉,2026-07-06T00:00:00,iOS,5.142857142857143,recent_8w,全量维度
Organic,菲律宾,2026-06-08T00:00:00,整体,283.0,recent_8w,全量维度
整体,阿富汗,2026-07-13T00:00:00,整体,9.428571428571429,recent_8w,全量维度
non-Organic,孟加拉,2026-06-15T00:00:00,iOS,6.0,recent_8w,全量维度
整体,阿根廷,2026-07-20T00:00:00,Android,76.0,recent_8w,全量维度
Organic,阿富汗,2026-07-20T00:00:00,Android,6.714285714285714,recent_8w,全量维度
non-Organic,西班牙,2026-07-13T00:00:00,Android,11.0,recent_8w,全量维度
整体,秘鲁,2026-06-08T00:00:00,iOS,37.42857142857143,recent_8w,全量维度
Organic,亚美尼亚,2026-06-15T00:00:00,Android,55.857142857142854,recent_8w,全量维度
整体,加纳,2026-06-22T00:00:00,整体,201.14285714285714,recent_8w,全量维度
Organic,塔吉克斯坦,2026-06-15T00:00:00,iOS,2.857142857142857,recent_8w,全量维度
整体,亚美尼亚,2026-07-27T00:00:00,整体,64.85714285714286,recent_8w,全量维度
non-Organic,埃塞俄比亚,2026-06-22T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,乌干达,2026-07-13T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
non-Organic,西班牙,2026-06-08T00:00:00,Android,14.428571428571429,recent_8w,全量维度
整体,越南,2026-07-13T00:00:00,Android,9.428571428571429,recent_8w,全量维度
Organic,阿富汗,2026-06-29T00:00:00,Android,7.285714285714286,recent_8w,全量维度
Organic,危地马拉,2026-06-15T00:00:00,iOS,9.571428571428571,recent_8w,全量维度
Organic,埃塞俄比亚,2026-07-20T00:00:00,iOS,4.142857142857143,recent_8w,全量维度
Organic,阿根廷,2026-06-15T00:00:00,整体,108.42857142857143,recent_8w,全量维度
non-Organic,乌兹别克斯坦,2026-07-13T00:00:00,Android,3.0,recent_8w,全量维度
整体,乌干达,2026-06-29T00:00:00,Android,4.571428571428571,recent_8w,全量维度
non-Organic,亚美尼亚,2026-07-13T00:00:00,整体,2.0,recent_8w,全量维度
Organic,埃及,2026-07-06T00:00:00,iOS,76.14285714285714,recent_8w,全量维度
non-Organic,西班牙,2026-07-20T00:00:00,Android,10.857142857142858,recent_8w,全量维度
non-Organic,洪都拉斯,2026-06-15T00:00:00,Android,1.5,recent_8w,全量维度
整体,塔吉克斯坦,2026-06-29T00:00:00,iOS,2.5714285714285716,recent_8w,全量维度
整体,土耳其,2026-06-15T00:00:00,Android,1636.5714285714287,recent_8w,全量维度
non-Organic,阿曼,2026-06-08T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
non-Organic,洪都拉斯,2026-06-15T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,库拉索,2026-07-13T00:00:00,整体,1.0,recent_8w,全量维度
non-Organic,塔吉克斯坦,2026-07-06T00:00:00,Android,1.0,recent_8w,全量维度
Organic,巴巴多斯,2026-07-13T00:00:00,Android,2.0,recent_8w,全量维度
整体,菲律宾,2026-06-29T00:00:00,Android,101.57142857142857,recent_8w,全量维度
Organic,克罗地亚,2026-07-27T00:00:00,Android,11.714285714285714,recent_8w,全量维度
整体,埃塞俄比亚,2026-06-29T00:00:00,iOS,5.857142857142857,recent_8w,全量维度
Organic,秘鲁,2026-06-08T00:00:00,Android,39.857142857142854,recent_8w,全量维度
non-Organic,西班牙,2026-07-13T00:00:00,iOS,386.0,recent_8w,全量维度
non-Organic,刚果民主共和国,2026-07-20T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,克罗地亚,2026-07-06T00:00:00,整体,2.142857142857143,recent_8w,全量维度
Organic,亚美尼亚,2026-07-06T00:00:00,iOS,52.285714285714285,recent_8w,全量维度
non-Organic,阿根廷,2026-06-08T00:00:00,iOS,2.1666666666666665,recent_8w,全量维度
整体,库拉索,2026-07-13T00:00:00,iOS,3.6,recent_8w,全量维度
整体,埃及,2026-06-15T00:00:00,Android,73.0,recent_8w,全量维度
整体,安哥拉,2026-06-08T00:00:00,整体,15.571428571428571,recent_8w,全量维度
Organic,塞尔维亚,2026-06-29T00:00:00,iOS,109.0,recent_8w,全量维度
non-Organic,加纳,2026-07-20T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,埃塞俄比亚,2026-07-13T00:00:00,iOS,2.0,recent_8w,全量维度
non-Organic,加纳,2026-07-27T00:00:00,Android,1.0,recent_8w,全量维度
整体,西班牙,2026-07-06T00:00:00,整体,613.8571428571429,recent_8w,全量维度
Organic,中国,2026-06-15T00:00:00,Android,51.0,recent_8w,全量维度
Organic,阿曼,2026-06-15T00:00:00,Android,2.6666666666666665,recent_8w,全量维度
non-Organic,吉尔吉斯斯坦,2026-07-06T00:00:00,Android,1.8571428571428572,recent_8w,全量维度
整体,西班牙,2026-07-13T00:00:00,iOS,821.1428571428571,recent_8w,全量维度
non-Organic,塞尔维亚,2026-07-27T00:00:00,Android,2.75,recent_8w,全量维度
Organic,乌兹别克斯坦,2026-07-13T00:00:00,整体,37.285714285714285,recent_8w,全量维度
non-Organic,塞尔维亚,2026-06-22T00:00:00,iOS,2.142857142857143,recent_8w,全量维度
Organic,巴哈马,2026-07-13T00:00:00,iOS,3.857142857142857,recent_8w,全量维度
Organic,安哥拉,2026-06-08T00:00:00,整体,15.571428571428571,recent_8w,全量维度
Organic,洪都拉斯,2026-06-29T00:00:00,Android,8.285714285714286,recent_8w,全量维度
整体,刚果民主共和国,2026-07-20T00:00:00,Android,9.285714285714286,recent_8w,全量维度
整体,阿曼,2026-07-20T00:00:00,Android,2.8333333333333335,recent_8w,全量维度
整体,土耳其,2026-07-20T00:00:00,Android,1680.142857142857,recent_8w,全量维度
Organic,埃及,2026-07-27T00:00:00,iOS,100.0,recent_8w,全量维度
Organic,阿曼,2026-06-08T00:00:00,Android,2.7142857142857144,recent_8w,全量维度
整体,乌干达,2026-06-22T00:00:00,整体,14.0,recent_8w,全量维度
Organic,巴哈马,2026-06-08T00:00:00,iOS,5.0,recent_8w,全量维度
non-Organic,秘鲁,2026-07-27T00:00:00,iOS,2.0,recent_8w,全量维度
Organic,西班牙,2026-06-08T00:00:00,Android,62.285714285714285,recent_8w,全量维度
Organic,亚美尼亚,2026-07-13T00:00:00,整体,56.857142857142854,recent_8w,全量维度
non-Organic,洪都拉斯,2026-07-20T00:00:00,整体,2.5,recent_8w,全量维度
整体,克罗地亚,2026-07-06T00:00:00,Android,13.857142857142858,recent_8w,全量维度
Organic,乌干达,2026-06-15T00:00:00,iOS,5.857142857142857,recent_8w,全量维度
整体,秘鲁,2026-07-13T00:00:00,iOS,40.285714285714285,recent_8w,全量维度
整体,埃及,2026-07-20T00:00:00,整体,178.28571428571428,recent_8w,全量维度
整体,危地马拉,2026-06-15T00:00:00,整体,22.285714285714285,recent_8w,全量维度
Organic,危地马拉,2026-07-27T00:00:00,整体,40.142857142857146,recent_8w,全量维度
non-Organic,亚美尼亚,2026-06-15T00:00:00,整体,2.6666666666666665,recent_8w,全量维度
整体,秘鲁,2026-07-20T00:00:00,Android,69.28571428571429,recent_8w,全量维度
non-Organic,土耳其,2026-06-08T00:00:00,iOS,152.28571428571428,recent_8w,全量维度
Organic,新西兰,2026-07-06T00:00:00,Android,4.142857142857143,recent_8w,全量维度
non-Organic,秘鲁,2026-06-22T00:00:00,Android,8.0,recent_8w,全量维度
non-Organic,塞尔维亚,2026-06-22T00:00:00,Android,2.5,recent_8w,全量维度
Organic,西班牙,2026-07-06T00:00:00,Android,67.14285714285714,recent_8w,全量维度
Organic,土耳其,2026-07-06T00:00:00,iOS,383.2857142857143,recent_8w,全量维度
non-Organic,刚果民主共和国,2026-07-27T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,尼加拉瓜,2026-06-15T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,孟加拉,2026-06-08T00:00:00,整体,18.0,recent_8w,全量维度
整体,埃及,2026-07-27T00:00:00,整体,169.85714285714286,recent_8w,全量维度
Organic,越南,2026-06-29T00:00:00,iOS,37.57142857142857,recent_8w,全量维度
Organic,加纳,2026-07-20T00:00:00,整体,109.85714285714286,recent_8w,全量维度
Organic,塞尔维亚,2026-07-13T00:00:00,iOS,103.0,recent_8w,全量维度
non-Organic,塞尔维亚,2026-07-27T00:00:00,整体,3.8333333333333335,recent_8w,全量维度
non-Organic,吉尔吉斯斯坦,2026-06-29T00:00:00,Android,1.5714285714285714,recent_8w,全量维度
整体,土耳其,2026-06-08T00:00:00,Android,2273.285714285714,recent_8w,全量维度
Organic,刚果民主共和国,2026-06-15T00:00:00,整体,12.714285714285714,recent_8w,全量维度
Organic,巴巴多斯,2026-06-08T00:00:00,Android,1.3333333333333333,recent_8w,全量维度
non-Organic,克罗地亚,2026-06-22T00:00:00,Android,1.2,recent_8w,全量维度
Organic,埃塞俄比亚,2026-06-08T00:00:00,整体,18.285714285714285,recent_8w,全量维度
non-Organic,阿根廷,2026-07-20T00:00:00,iOS,2.2857142857142856,recent_8w,全量维度
non-Organic,新西兰,2026-06-15T00:00:00,iOS,1.4,recent_8w,全量维度
Organic,塞尔维亚,2026-07-06T00:00:00,iOS,90.42857142857143,recent_8w,全量维度
整体,安哥拉,2026-07-20T00:00:00,iOS,10.0,recent_8w,全量维度
整体,巴哈马,2026-07-06T00:00:00,iOS,5.428571428571429,recent_8w,全量维度
non-Organic,吉尔吉斯斯坦,2026-06-08T00:00:00,整体,2.6666666666666665,recent_8w,全量维度
Organic,阿曼,2026-07-13T00:00:00,Android,3.7142857142857144,recent_8w,全量维度
整体,尼加拉瓜,2026-07-20T00:00:00,iOS,21.714285714285715,recent_8w,全量维度
non-Organic,新西兰,2026-06-22T00:00:00,Android,1.3333333333333333,recent_8w,全量维度
non-Organic,巴哈马,2026-06-22T00:00:00,iOS,2.0,recent_8w,全量维度
non-Organic,刚果民主共和国,2026-06-15T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,乌干达,2026-06-15T00:00:00,整体,1.0,recent_8w,全量维度
non-Organic,新西兰,2026-07-20T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
Organic,土耳其,2026-06-15T00:00:00,整体,673.4285714285714,recent_8w,全量维度
Organic,巴哈马,2026-07-20T00:00:00,iOS,4.428571428571429,recent_8w,全量维度
non-Organic,巴勒斯坦,2026-06-08T00:00:00,Android,1.5,recent_8w,全量维度
non-Organic,秘鲁,2026-07-27T00:00:00,Android,5.857142857142857,recent_8w,全量维度
non-Organic,埃及,2026-06-15T00:00:00,整体,7.571428571428571,recent_8w,全量维度
non-Organic,新西兰,2026-06-22T00:00:00,iOS,1.5,recent_8w,全量维度
Organic,安哥拉,2026-06-29T00:00:00,iOS,9.571428571428571,recent_8w,全量维度
整体,孟加拉,2026-07-20T00:00:00,Android,359.85714285714283,recent_8w,全量维度
Organic,秘鲁,2026-06-22T00:00:00,整体,80.85714285714286,recent_8w,全量维度
non-Organic,亚美尼亚,2026-06-29T00:00:00,整体,2.4,recent_8w,全量维度
整体,尼加拉瓜,2026-06-15T00:00:00,Android,4.285714285714286,recent_8w,全量维度
non-Organic,塔吉克斯坦,2026-07-13T00:00:00,整体,1.0,recent_8w,全量维度
non-Organic,洪都拉斯,2026-07-13T00:00:00,整体,2.0,recent_8w,全量维度
整体,阿富汗,2026-06-29T00:00:00,iOS,5.285714285714286,recent_8w,全量维度
non-Organic,尼加拉瓜,2026-06-08T00:00:00,整体,1.1428571428571428,recent_8w,全量维度
non-Organic,阿根廷,2026-07-27T00:00:00,Android,7.571428571428571,recent_8w,全量维度
整体,巴勒斯坦,2026-06-22T00:00:00,Android,3.0,recent_8w,全量维度
non-Organic,加纳,2026-07-13T00:00:00,iOS,3.7142857142857144,recent_8w,全量维度
non-Organic,巴勒斯坦,2026-06-08T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,西班牙,2026-06-08T00:00:00,iOS,285.57142857142856,recent_8w,全量维度
non-Organic,巴哈马,2026-06-29T00:00:00,iOS,1.6,recent_8w,全量维度
Organic,中国,2026-06-22T00:00:00,整体,65.85714285714286,recent_8w,全量维度
non-Organic,埃及,2026-06-29T00:00:00,整体,4.333333333333333,recent_8w,全量维度
