渠道自然,国家,日期,平台,DNU,_window,_query
整体,佛得角,2026-07-13T00:00:00,Android,1.0,recent_8w,全量维度
Organic,黎巴嫩,2026-06-15T00:00:00,iOS,24.142857142857142,recent_8w,全量维度
Organic,马耳他,2026-07-27T00:00:00,iOS,10.0,recent_8w,全量维度
整体,缅甸,2026-07-27T00:00:00,整体,19.142857142857142,recent_8w,全量维度
Organic,文莱,2026-06-08T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,柬埔寨,2026-06-22T00:00:00,Android,3.142857142857143,recent_8w,全量维度
Organic,委内瑞拉,2026-06-29T00:00:00,iOS,21.857142857142858,recent_8w,全量维度
Organic,印度,2026-07-13T00:00:00,Android,61.285714285714285,recent_8w,全量维度
non-Organic,澳大利亚,2026-06-22T00:00:00,Android,3.2,recent_8w,全量维度
non-Organic,韩国,2026-06-29T00:00:00,iOS,1.25,recent_8w,全量维度
整体,印度,2026-07-13T00:00:00,Android,88.85714285714286,recent_8w,全量维度
non-Organic,印度,2026-07-13T00:00:00,Android,27.571428571428573,recent_8w,全量维度
Organic,马耳他,2026-06-22T00:00:00,整体,11.714285714285714,recent_8w,全量维度
Organic,索马里,2026-06-15T00:00:00,整体,13.142857142857142,recent_8w,全量维度
整体,印度,2026-06-08T00:00:00,iOS,22.0,recent_8w,全量维度
整体,格林纳达,2026-06-22T00:00:00,整体,1.2,recent_8w,全量维度
Organic,印度尼西亚,2026-06-22T00:00:00,整体,111.57142857142857,recent_8w,全量维度
整体,格林纳达,2026-06-08T00:00:00,Android,1.0,recent_8w,全量维度
Organic,阿联酋,2026-06-29T00:00:00,整体,63.285714285714285,recent_8w,全量维度
non-Organic,委内瑞拉,2026-06-29T00:00:00,iOS,1.2,recent_8w,全量维度
整体,澳大利亚,2026-06-22T00:00:00,Android,25.285714285714285,recent_8w,全量维度
整体,缅甸,2026-07-20T00:00:00,整体,17.285714285714285,recent_8w,全量维度
整体,整体,2026-07-20T00:00:00,整体,35197.857142857145,recent_8w,全量维度
non-Organic,整体,2026-06-08T00:00:00,整体,17285.14285714286,recent_8w,全量维度
Organic,阿塞拜疆,2026-06-22T00:00:00,Android,17.428571428571427,recent_8w,全量维度
整体,巴拉圭,2026-07-27T00:00:00,iOS,18.857142857142858,recent_8w,全量维度
整体,索马里,2026-07-27T00:00:00,iOS,4.714285714285714,recent_8w,全量维度
整体,阿塞拜疆,2026-06-29T00:00:00,iOS,41.0,recent_8w,全量维度
non-Organic,巴拿马,2026-06-08T00:00:00,整体,2.0,recent_8w,全量维度
整体,佛得角,2026-06-29T00:00:00,整体,3.0,recent_8w,全量维度
整体,巴林,2026-07-13T00:00:00,整体,5.428571428571429,recent_8w,全量维度
Organic,格鲁吉亚,2026-07-13T00:00:00,整体,72.71428571428571,recent_8w,全量维度
整体,澳大利亚,2026-07-20T00:00:00,整体,360.2857142857143,recent_8w,全量维度
non-Organic,格鲁吉亚,2026-07-20T00:00:00,Android,1.25,recent_8w,全量维度
non-Organic,韩国,2026-07-27T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,巴布亚新几内亚,2026-06-15T00:00:00,整体,1.0,recent_8w,全量维度
Organic,整体,2026-07-20T00:00:00,整体,25872.428571428572,recent_8w,全量维度
Organic,文莱,2026-07-06T00:00:00,Android,1.5,recent_8w,全量维度
Organic,印度,2026-07-13T00:00:00,iOS,23.857142857142858,recent_8w,全量维度
整体,马耳他,2026-07-06T00:00:00,iOS,9.428571428571429,recent_8w,全量维度
整体,巴拉圭,2026-07-20T00:00:00,整体,31.285714285714285,recent_8w,全量维度
non-Organic,印度,2026-06-15T00:00:00,整体,24.0,recent_8w,全量维度
整体,格林纳达,2026-06-22T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,整体,2026-06-08T00:00:00,Android,11518.857142857143,recent_8w,全量维度
Organic,巴拿马,2026-06-08T00:00:00,Android,5.142857142857143,recent_8w,全量维度
non-Organic,俄罗斯,2026-06-15T00:00:00,Android,178.85714285714286,recent_8w,全量维度
non-Organic,格鲁吉亚,2026-06-15T00:00:00,整体,2.2857142857142856,recent_8w,全量维度
non-Organic,印度尼西亚,2026-07-13T00:00:00,整体,4.285714285714286,recent_8w,全量维度
Organic,印度,2026-07-20T00:00:00,整体,85.85714285714286,recent_8w,全量维度
Organic,马耳他,2026-07-06T00:00:00,iOS,9.285714285714286,recent_8w,全量维度
Organic,俄罗斯,2026-06-08T00:00:00,整体,2246.4285714285716,recent_8w,全量维度
Organic,佛得角,2026-07-27T00:00:00,iOS,2.6666666666666665,recent_8w,全量维度
Organic,乍得,2026-07-06T00:00:00,整体,4.285714285714286,recent_8w,全量维度
non-Organic,委内瑞拉,2026-07-13T00:00:00,整体,8.857142857142858,recent_8w,全量维度
non-Organic,格林纳达,2026-06-22T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,佛得角,2026-06-08T00:00:00,Android,1.6666666666666667,recent_8w,全量维度
non-Organic,马耳他,2026-06-08T00:00:00,iOS,1.25,recent_8w,全量维度
non-Organic,莫桑比克,2026-06-15T00:00:00,整体,1.0,recent_8w,全量维度
Organic,黎巴嫩,2026-06-15T00:00:00,Android,7.428571428571429,recent_8w,全量维度
整体,巴拿马,2026-06-08T00:00:00,iOS,7.714285714285714,recent_8w,全量维度
整体,格林纳达,2026-06-29T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,巴拿马,2026-07-27T00:00:00,整体,22.714285714285715,recent_8w,全量维度
整体,整体,2026-07-20T00:00:00,Android,10617.714285714286,recent_8w,全量维度
non-Organic,索马里,2026-06-22T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,印度尼西亚,2026-07-06T00:00:00,iOS,50.0,recent_8w,全量维度
整体,印度,2026-06-15T00:00:00,iOS,20.857142857142858,recent_8w,全量维度
整体,黎巴嫩,2026-06-22T00:00:00,iOS,26.285714285714285,recent_8w,全量维度
non-Organic,印度尼西亚,2026-07-27T00:00:00,整体,3.7142857142857144,recent_8w,全量维度
整体,黑山,2026-06-08T00:00:00,iOS,20.857142857142858,recent_8w,全量维度
non-Organic,圭亚那,2026-07-20T00:00:00,整体,1.5,recent_8w,全量维度
non-Organic,韩国,2026-06-22T00:00:00,iOS,1.0,recent_8w,全量维度
整体,伊拉克,2026-06-08T00:00:00,Android,36.42857142857143,recent_8w,全量维度
Organic,委内瑞拉,2026-07-27T00:00:00,整体,92.28571428571429,recent_8w,全量维度
Organic,圭亚那,2026-07-13T00:00:00,Android,1.4285714285714286,recent_8w,全量维度
Organic,印度尼西亚,2026-07-13T00:00:00,iOS,53.42857142857143,recent_8w,全量维度
整体,文莱,2026-06-22T00:00:00,整体,1.6,recent_8w,全量维度
Organic,阿联酋,2026-06-15T00:00:00,Android,9.857142857142858,recent_8w,全量维度
Organic,委内瑞拉,2026-07-13T00:00:00,iOS,29.714285714285715,recent_8w,全量维度
non-Organic,印度,2026-06-29T00:00:00,Android,26.857142857142858,recent_8w,全量维度
整体,黑山,2026-07-27T00:00:00,iOS,30.142857142857142,recent_8w,全量维度
整体,巴林,2026-07-27T00:00:00,整体,5.714285714285714,recent_8w,全量维度
整体,伊拉克,2026-06-29T00:00:00,整体,93.0,recent_8w,全量维度
整体,格鲁吉亚,2026-06-15T00:00:00,整体,68.85714285714286,recent_8w,全量维度
Organic,伊拉克,2026-06-15T00:00:00,Android,33.714285714285715,recent_8w,全量维度
整体,缅甸,2026-06-22T00:00:00,Android,9.142857142857142,recent_8w,全量维度
整体,巴林,2026-06-15T00:00:00,iOS,4.571428571428571,recent_8w,全量维度
Organic,澳大利亚,2026-07-27T00:00:00,iOS,248.57142857142858,recent_8w,全量维度
整体,缅甸,2026-06-15T00:00:00,Android,6.857142857142857,recent_8w,全量维度
Organic,澳大利亚,2026-06-22T00:00:00,Android,23.0,recent_8w,全量维度
non-Organic,韩国,2026-07-06T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,乍得,2026-07-27T00:00:00,整体,1.5,recent_8w,全量维度
Organic,格林纳达,2026-06-22T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,文莱,2026-07-20T00:00:00,整体,1.0,recent_8w,全量维度
non-Organic,文莱,2026-06-15T00:00:00,Android,1.0,recent_8w,全量维度
整体,马耳他,2026-06-22T00:00:00,iOS,11.714285714285714,recent_8w,全量维度
non-Organic,伊拉克,2026-06-22T00:00:00,iOS,2.5714285714285716,recent_8w,全量维度
整体,巴布亚新几内亚,2026-07-27T00:00:00,Android,1.6,recent_8w,全量维度
Organic,索马里,2026-07-06T00:00:00,iOS,4.714285714285714,recent_8w,全量维度
Organic,佛得角,2026-07-20T00:00:00,Android,1.0,recent_8w,全量维度
Organic,阿塞拜疆,2026-06-08T00:00:00,整体,59.714285714285715,recent_8w,全量维度
Organic,柬埔寨,2026-06-15T00:00:00,iOS,9.714285714285714,recent_8w,全量维度
non-Organic,俄罗斯,2026-06-08T00:00:00,Android,187.28571428571428,recent_8w,全量维度
Organic,整体,2026-07-13T00:00:00,iOS,19107.0,recent_8w,全量维度
non-Organic,澳大利亚,2026-07-13T00:00:00,Android,2.0,recent_8w,全量维度
整体,莫桑比克,2026-07-20T00:00:00,Android,23.857142857142858,recent_8w,全量维度
non-Organic,格林纳达,2026-07-06T00:00:00,整体,1.0,recent_8w,全量维度
Organic,文莱,2026-06-29T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,文莱,2026-06-22T00:00:00,整体,1.75,recent_8w,全量维度
整体,佛得角,2026-06-15T00:00:00,整体,2.4285714285714284,recent_8w,全量维度
Organic,印度尼西亚,2026-06-08T00:00:00,iOS,44.0,recent_8w,全量维度
Organic,伊拉克,2026-07-20T00:00:00,iOS,48.0,recent_8w,全量维度
整体,新加坡,2026-07-20T00:00:00,iOS,25.428571428571427,recent_8w,全量维度
整体,索马里,2026-07-06T00:00:00,Android,10.285714285714286,recent_8w,全量维度
non-Organic,圭亚那,2026-07-20T00:00:00,iOS,1.5,recent_8w,全量维度
整体,巴拉圭,2026-06-08T00:00:00,整体,25.285714285714285,recent_8w,全量维度
整体,巴拉圭,2026-06-29T00:00:00,Android,8.428571428571429,recent_8w,全量维度
Organic,科摩罗,2026-06-15T00:00:00,整体,1.0,recent_8w,全量维度
Organic,黑山,2026-06-15T00:00:00,iOS,19.0,recent_8w,全量维度
Organic,新加坡,2026-06-08T00:00:00,iOS,22.428571428571427,recent_8w,全量维度
整体,委内瑞拉,2026-06-15T00:00:00,Android,32.714285714285715,recent_8w,全量维度
整体,阿塞拜疆,2026-06-15T00:00:00,iOS,30.857142857142858,recent_8w,全量维度
non-Organic,委内瑞拉,2026-07-20T00:00:00,整体,8.285714285714286,recent_8w,全量维度
整体,阿联酋,2026-07-13T00:00:00,iOS,55.142857142857146,recent_8w,全量维度
non-Organic,韩国,2026-06-08T00:00:00,iOS,1.25,recent_8w,全量维度
non-Organic,委内瑞拉,2026-06-29T00:00:00,整体,3.5714285714285716,recent_8w,全量维度
non-Organic,阿联酋,2026-07-27T00:00:00,整体,2.2857142857142856,recent_8w,全量维度
non-Organic,新加坡,2026-06-22T00:00:00,Android,1.8333333333333333,recent_8w,全量维度
non-Organic,伊拉克,2026-06-08T00:00:00,iOS,2.857142857142857,recent_8w,全量维度
整体,莫桑比克,2026-07-13T00:00:00,Android,19.428571428571427,recent_8w,全量维度
non-Organic,索马里,2026-07-13T00:00:00,整体,1.0,recent_8w,全量维度
整体,阿塞拜疆,2026-06-22T00:00:00,iOS,36.714285714285715,recent_8w,全量维度
整体,巴拉圭,2026-06-29T00:00:00,iOS,14.714285714285714,recent_8w,全量维度
Organic,阿联酋,2026-06-08T00:00:00,整体,68.28571428571429,recent_8w,全量维度
non-Organic,圭亚那,2026-07-27T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,巴林,2026-06-22T00:00:00,整体,2.0,recent_8w,全量维度
non-Organic,巴拿马,2026-07-20T00:00:00,iOS,1.6666666666666667,recent_8w,全量维度
non-Organic,马耳他,2026-06-15T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,马耳他,2026-07-06T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,巴布亚新几内亚,2026-07-20T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,柬埔寨,2026-07-13T00:00:00,Android,1.0,recent_8w,全量维度
整体,整体,2026-07-06T00:00:00,Android,17587.428571428572,recent_8w,全量维度
Organic,黎巴嫩,2026-07-06T00:00:00,整体,41.714285714285715,recent_8w,全量维度
Organic,整体,2026-07-20T00:00:00,Android,5804.857142857143,recent_8w,全量维度
Organic,阿联酋,2026-07-13T00:00:00,整体,66.14285714285714,recent_8w,全量维度
整体,佛得角,2026-06-15T00:00:00,iOS,2.4285714285714284,recent_8w,全量维度
non-Organic,委内瑞拉,2026-06-15T00:00:00,iOS,2.3333333333333335,recent_8w,全量维度
整体,马耳他,2026-07-20T00:00:00,iOS,9.714285714285714,recent_8w,全量维度
non-Organic,俄罗斯,2026-06-08T00:00:00,iOS,98.85714285714286,recent_8w,全量维度
non-Organic,新加坡,2026-07-20T00:00:00,整体,2.0,recent_8w,全量维度
non-Organic,俄罗斯,2026-07-13T00:00:00,Android,165.42857142857142,recent_8w,全量维度
Organic,印度尼西亚,2026-07-20T00:00:00,Android,58.0,recent_8w,全量维度
整体,韩国,2026-06-22T00:00:00,整体,25.0,recent_8w,全量维度
Organic,伊拉克,2026-07-27T00:00:00,iOS,50.285714285714285,recent_8w,全量维度
整体,根西岛,2026-06-15T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,伊拉克,2026-07-06T00:00:00,整体,9.571428571428571,recent_8w,全量维度
non-Organic,索马里,2026-07-20T00:00:00,整体,1.6,recent_8w,全量维度
整体,莫桑比克,2026-06-08T00:00:00,Android,24.142857142857142,recent_8w,全量维度
non-Organic,印度尼西亚,2026-07-27T00:00:00,Android,2.857142857142857,recent_8w,全量维度
non-Organic,黎巴嫩,2026-07-27T00:00:00,iOS,1.25,recent_8w,全量维度
整体,文莱,2026-07-27T00:00:00,Android,1.3333333333333333,recent_8w,全量维度
Organic,阿联酋,2026-07-06T00:00:00,iOS,47.285714285714285,recent_8w,全量维度
non-Organic,俄罗斯,2026-07-13T00:00:00,iOS,97.71428571428571,recent_8w,全量维度
non-Organic,柬埔寨,2026-06-22T00:00:00,整体,1.0,recent_8w,全量维度
整体,整体,2026-07-13T00:00:00,整体,34350.0,recent_8w,全量维度
non-Organic,巴林,2026-06-15T00:00:00,整体,1.0,recent_8w,全量维度
Organic,黑山,2026-06-08T00:00:00,整体,23.857142857142858,recent_8w,全量维度
Organic,巴拉圭,2026-07-13T00:00:00,iOS,16.857142857142858,recent_8w,全量维度
Organic,韩国,2026-06-15T00:00:00,整体,26.857142857142858,recent_8w,全量维度
Organic,黑山,2026-06-15T00:00:00,Android,1.4285714285714286,recent_8w,全量维度
Organic,伊拉克,2026-06-15T00:00:00,整体,77.0,recent_8w,全量维度
整体,新加坡,2026-07-27T00:00:00,Android,18.0,recent_8w,全量维度
Organic,巴拉圭,2026-07-20T00:00:00,Android,8.857142857142858,recent_8w,全量维度
整体,格林纳达,2026-07-06T00:00:00,整体,1.6,recent_8w,全量维度
整体,黑山,2026-06-22T00:00:00,Android,3.2857142857142856,recent_8w,全量维度
Organic,俄罗斯,2026-07-27T00:00:00,整体,2332.285714285714,recent_8w,全量维度
Organic,文莱,2026-06-15T00:00:00,iOS,1.5,recent_8w,全量维度
non-Organic,黑山,2026-07-06T00:00:00,整体,1.4285714285714286,recent_8w,全量维度
non-Organic,格鲁吉亚,2026-07-27T00:00:00,Android,1.25,recent_8w,全量维度
Organic,印度尼西亚,2026-06-29T00:00:00,Android,87.14285714285714,recent_8w,全量维度
Organic,澳大利亚,2026-06-08T00:00:00,整体,314.42857142857144,recent_8w,全量维度
整体,阿联酋,2026-07-27T00:00:00,整体,62.142857142857146,recent_8w,全量维度
Organic,新加坡,2026-07-13T00:00:00,iOS,22.285714285714285,recent_8w,全量维度
整体,佛得角,2026-06-22T00:00:00,整体,2.5,recent_8w,全量维度
Organic,格林纳达,2026-06-29T00:00:00,整体,1.6666666666666667,recent_8w,全量维度
Organic,格鲁吉亚,2026-07-06T00:00:00,整体,60.857142857142854,recent_8w,全量维度
整体,巴林,2026-07-27T00:00:00,iOS,5.0,recent_8w,全量维度
整体,缅甸,2026-07-06T00:00:00,整体,25.428571428571427,recent_8w,全量维度
Organic,澳大利亚,2026-06-15T00:00:00,Android,22.142857142857142,recent_8w,全量维度
non-Organic,缅甸,2026-07-06T00:00:00,整体,3.2,recent_8w,全量维度
Organic,柬埔寨,2026-07-27T00:00:00,整体,10.142857142857142,recent_8w,全量维度
Organic,黑山,2026-07-20T00:00:00,iOS,28.142857142857142,recent_8w,全量维度
Organic,缅甸,2026-06-15T00:00:00,Android,6.285714285714286,recent_8w,全量维度
Organic,俄罗斯,2026-06-15T00:00:00,iOS,1687.7142857142858,recent_8w,全量维度
整体,根西岛,2026-07-20T00:00:00,整体,1.4,recent_8w,全量维度
non-Organic,韩国,2026-07-13T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,巴拉圭,2026-06-08T00:00:00,iOS,17.0,recent_8w,全量维度
Organic,巴林,2026-07-20T00:00:00,整体,4.714285714285714,recent_8w,全量维度
non-Organic,巴布亚新几内亚,2026-06-29T00:00:00,整体,1.0,recent_8w,全量维度
non-Organic,巴拿马,2026-06-29T00:00:00,整体,1.0,recent_8w,全量维度
整体,科摩罗,2026-06-15T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,索马里,2026-06-22T00:00:00,整体,1.0,recent_8w,全量维度
Organic,俄罗斯,2026-06-15T00:00:00,整体,2006.857142857143,recent_8w,全量维度
Organic,黑山,2026-07-27T00:00:00,Android,5.571428571428571,recent_8w,全量维度
整体,澳大利亚,2026-06-29T00:00:00,整体,442.57142857142856,recent_8w,全量维度
non-Organic,索马里,2026-06-08T00:00:00,整体,1.6,recent_8w,全量维度
Organic,阿塞拜疆,2026-07-06T00:00:00,Android,32.0,recent_8w,全量维度
Organic,委内瑞拉,2026-06-08T00:00:00,iOS,27.428571428571427,recent_8w,全量维度
整体,科摩罗,2026-07-13T00:00:00,整体,1.0,recent_8w,全量维度
Organic,格林纳达,2026-06-15T00:00:00,iOS,1.5,recent_8w,全量维度
整体,根西岛,2026-06-08T00:00:00,整体,1.5,recent_8w,全量维度
整体,文莱,2026-07-06T00:00:00,整体,1.5,recent_8w,全量维度
non-Organic,巴拉圭,2026-06-29T00:00:00,iOS,1.6,recent_8w,全量维度
Organic,佛得角,2026-06-29T00:00:00,整体,2.5714285714285716,recent_8w,全量维度
non-Organic,巴拉圭,2026-07-06T00:00:00,Android,1.6666666666666667,recent_8w,全量维度
non-Organic,黎巴嫩,2026-07-06T00:00:00,Android,1.0,recent_8w,全量维度
Organic,韩国,2026-07-06T00:00:00,整体,32.57142857142857,recent_8w,全量维度
non-Organic,索马里,2026-06-29T00:00:00,iOS,1.0,recent_8w,全量维度
non-Organic,委内瑞拉,2026-06-22T00:00:00,iOS,1.8,recent_8w,全量维度
non-Organic,文莱,2026-06-08T00:00:00,整体,1.5,recent_8w,全量维度
non-Organic,整体,2026-07-27T00:00:00,iOS,5596.857142857143,recent_8w,全量维度
整体,阿联酋,2026-07-06T00:00:00,整体,64.28571428571429,recent_8w,全量维度
整体,阿联酋,2026-06-22T00:00:00,iOS,47.57142857142857,recent_8w,全量维度
整体,柬埔寨,2026-06-22T00:00:00,iOS,7.0,recent_8w,全量维度
Organic,格鲁吉亚,2026-06-08T00:00:00,Android,8.142857142857142,recent_8w,全量维度
Organic,乍得,2026-07-13T00:00:00,整体,2.4285714285714284,recent_8w,全量维度
整体,索马里,2026-07-13T00:00:00,iOS,5.0,recent_8w,全量维度
non-Organic,马耳他,2026-06-29T00:00:00,Android,1.0,recent_8w,全量维度
整体,科摩罗,2026-06-08T00:00:00,整体,1.5,recent_8w,全量维度
non-Organic,澳大利亚,2026-06-15T00:00:00,Android,2.0,recent_8w,全量维度
Organic,阿联酋,2026-07-20T00:00:00,Android,10.142857142857142,recent_8w,全量维度
Organic,巴林,2026-06-29T00:00:00,iOS,5.428571428571429,recent_8w,全量维度
Organic,印度,2026-06-08T00:00:00,Android,60.0,recent_8w,全量维度
整体,乍得,2026-06-22T00:00:00,Android,1.5,recent_8w,全量维度
non-Organic,巴拿马,2026-06-22T00:00:00,Android,1.8333333333333333,recent_8w,全量维度
整体,整体,2026-06-08T00:00:00,整体,44210.28571428572,recent_8w,全量维度
Organic,格鲁吉亚,2026-07-27T00:00:00,整体,77.28571428571429,recent_8w,全量维度
整体,根西岛,2026-07-27T00:00:00,整体,1.5,recent_8w,全量维度
整体,阿塞拜疆,2026-07-27T00:00:00,整体,130.57142857142858,recent_8w,全量维度
整体,巴林,2026-07-20T00:00:00,整体,5.0,recent_8w,全量维度
Organic,格鲁吉亚,2026-06-22T00:00:00,Android,7.571428571428571,recent_8w,全量维度
整体,根西岛,2026-07-13T00:00:00,整体,1.3333333333333333,recent_8w,全量维度
Organic,巴林,2026-07-06T00:00:00,Android,1.3333333333333333,recent_8w,全量维度
整体,根西岛,2026-06-15T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,马耳他,2026-07-13T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,印度尼西亚,2026-07-06T00:00:00,Android,7.714285714285714,recent_8w,全量维度
整体,莫桑比克,2026-07-13T00:00:00,iOS,3.7142857142857144,recent_8w,全量维度
non-Organic,马耳他,2026-07-20T00:00:00,整体,1.2,recent_8w,全量维度
Organic,俄罗斯,2026-06-22T00:00:00,Android,394.85714285714283,recent_8w,全量维度
整体,乍得,2026-07-20T00:00:00,整体,3.6,recent_8w,全量维度
整体,缅甸,2026-06-22T00:00:00,iOS,5.142857142857143,recent_8w,全量维度
Organic,黎巴嫩,2026-07-27T00:00:00,整体,47.857142857142854,recent_8w,全量维度
Organic,阿联酋,2026-06-15T00:00:00,iOS,54.42857142857143,recent_8w,全量维度
Organic,马耳他,2026-06-15T00:00:00,整体,9.285714285714286,recent_8w,全量维度
non-Organic,印度,2026-06-29T00:00:00,iOS,3.2857142857142856,recent_8w,全量维度
non-Organic,阿塞拜疆,2026-06-15T00:00:00,整体,2.75,recent_8w,全量维度
Organic,印度尼西亚,2026-06-08T00:00:00,Android,74.0,recent_8w,全量维度
整体,韩国,2026-06-08T00:00:00,整体,33.714285714285715,recent_8w,全量维度
整体,阿联酋,2026-06-08T00:00:00,Android,9.142857142857142,recent_8w,全量维度
non-Organic,委内瑞拉,2026-07-27T00:00:00,iOS,3.0,recent_8w,全量维度
non-Organic,黑山,2026-07-27T00:00:00,整体,1.75,recent_8w,全量维度
non-Organic,印度,2026-07-27T00:00:00,Android,77.28571428571429,recent_8w,全量维度
non-Organic,巴拉圭,2026-06-29T00:00:00,整体,3.8333333333333335,recent_8w,全量维度
Organic,柬埔寨,2026-07-20T00:00:00,整体,12.142857142857142,recent_8w,全量维度
non-Organic,圭亚那,2026-07-06T00:00:00,Android,1.0,recent_8w,全量维度
Organic,整体,2026-07-27T00:00:00,Android,6005.285714285715,recent_8w,全量维度
Organic,根西岛,2026-06-29T00:00:00,iOS,1.6666666666666667,recent_8w,全量维度
整体,韩国,2026-07-20T00:00:00,Android,12.571428571428571,recent_8w,全量维度
Organic,缅甸,2026-07-20T00:00:00,整体,15.571428571428571,recent_8w,全量维度
Organic,乍得,2026-06-29T00:00:00,iOS,1.0,recent_8w,全量维度
Organic,巴布亚新几内亚,2026-07-13T00:00:00,iOS,1.0,recent_8w,全量维度
整体,乍得,2026-07-27T00:00:00,Android,1.6,recent_8w,全量维度
Organic,巴林,2026-07-13T00:00:00,iOS,4.285714285714286,recent_8w,全量维度
Organic,韩国,2026-07-20T00:00:00,整体,30.142857142857142,recent_8w,全量维度
整体,索马里,2026-06-15T00:00:00,Android,8.0,recent_8w,全量维度
Organic,阿塞拜疆,2026-07-20T00:00:00,整体,76.71428571428571,recent_8w,全量维度
Organic,缅甸,2026-06-15T00:00:00,iOS,7.571428571428571,recent_8w,全量维度
Organic,佛得角,2026-07-06T00:00:00,Android,1.0,recent_8w,全量维度
Organic,圭亚那,2026-07-13T00:00:00,iOS,3.5714285714285716,recent_8w,全量维度
Organic,缅甸,2026-06-22T00:00:00,Android,8.142857142857142,recent_8w,全量维度
整体,马耳他,2026-07-13T00:00:00,iOS,10.857142857142858,recent_8w,全量维度
Organic,根西岛,2026-07-06T00:00:00,iOS,1.3333333333333333,recent_8w,全量维度
整体,黑山,2026-06-29T00:00:00,整体,28.285714285714285,recent_8w,全量维度
整体,佛得角,2026-07-13T00:00:00,iOS,2.0,recent_8w,全量维度
non-Organic,文莱,2026-07-13T00:00:00,整体,1.0,recent_8w,全量维度
整体,巴拉圭,2026-07-13T00:00:00,整体,25.0,recent_8w,全量维度
non-Organic,莫桑比克,2026-07-27T00:00:00,整体,1.0,recent_8w,全量维度
整体,巴布亚新几内亚,2026-07-20T00:00:00,Android,1.75,recent_8w,全量维度
整体,整体,2026-07-06T00:00:00,iOS,22860.428571428572,recent_8w,全量维度
Organic,新加坡,2026-06-22T00:00:00,整体,38.57142857142857,recent_8w,全量维度
non-Organic,黑山,2026-06-29T00:00:00,整体,1.4,recent_8w,全量维度
Organic,格林纳达,2026-07-27T00:00:00,iOS,1.6666666666666667,recent_8w,全量维度
整体,俄罗斯,2026-06-22T00:00:00,iOS,1674.857142857143,recent_8w,全量维度
Organic,乍得,2026-06-08T00:00:00,整体,2.8,recent_8w,全量维度
non-Organic,巴拉圭,2026-07-06T00:00:00,iOS,1.0,recent_8w,全量维度
整体,根西岛,2026-07-06T00:00:00,iOS,1.3333333333333333,recent_8w,全量维度
整体,乍得,2026-06-15T00:00:00,iOS,1.0,recent_8w,全量维度
整体,文莱,2026-07-13T00:00:00,iOS,1.5,recent_8w,全量维度
整体,格鲁吉亚,2026-07-20T00:00:00,整体,82.0,recent_8w,全量维度
整体,莫桑比克,2026-06-08T00:00:00,iOS,4.571428571428571,recent_8w,全量维度
Organic,黎巴嫩,2026-06-22T00:00:00,iOS,25.857142857142858,recent_8w,全量维度
Organic,巴林,2026-06-08T00:00:00,Android,1.5,recent_8w,全量维度
non-Organic,韩国,2026-06-08T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,韩国,2026-07-13T00:00:00,Android,2.0,recent_8w,全量维度
non-Organic,委内瑞拉,2026-06-22T00:00:00,Android,4.857142857142857,recent_8w,全量维度
整体,圭亚那,2026-06-29T00:00:00,Android,1.6666666666666667,recent_8w,全量维度
整体,新加坡,2026-06-15T00:00:00,Android,17.0,recent_8w,全量维度
整体,圭亚那,2026-06-15T00:00:00,整体,4.0,recent_8w,全量维度
整体,阿塞拜疆,2026-06-29T00:00:00,整体,69.42857142857143,recent_8w,全量维度
non-Organic,柬埔寨,2026-06-08T00:00:00,Android,1.0,recent_8w,全量维度
Organic,圭亚那,2026-06-08T00:00:00,Android,1.0,recent_8w,全量维度
Organic,索马里,2026-06-22T00:00:00,iOS,4.571428571428571,recent_8w,全量维度
Organic,新加坡,2026-07-13T00:00:00,Android,13.142857142857142,recent_8w,全量维度
non-Organic,整体,2026-06-29T00:00:00,整体,19097.571428571428,recent_8w,全量维度
Organic,阿塞拜疆,2026-07-06T00:00:00,iOS,32.0,recent_8w,全量维度
non-Organic,新加坡,2026-07-27T00:00:00,iOS,2.0,recent_8w,全量维度
整体,文莱,2026-07-20T00:00:00,Android,1.6666666666666667,recent_8w,全量维度
non-Organic,圭亚那,2026-07-27T00:00:00,Android,1.0,recent_8w,全量维度
non-Organic,黎巴嫩,2026-06-29T00:00:00,Android,1.0,recent_8w,全量维度
