层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体 DAU,730721.571429,723297.0,740301.428571,718559.285714,732984.0,695293.571429,719006.428571,714276.0,7424.571429,1.02649,7424.571429,100.0,1.02649
1.1,新用户 DAU,42443.714286,42277.428571,44210.285714,45928.142857,47333.857143,42419.0,39508.0,37300.285714,166.285714,0.39332,166.285714,2.239668,0.02299
1.2,老用户 DAU,688277.857143,681019.571429,696091.142857,672631.142857,685650.142857,652874.571429,679498.428571,676975.714286,7258.285714,1.065797,7258.285714,97.760332,1.0035
1.2.unknow,unknow DAU,55.857143,49.714286,56.857143,51.142857,64.285714,67.0,62.857143,59.571429,6.142857,12.356322,6.142857,0.082737,0.000849
1.2.unknow.1,iOS DAU,34.0,26.714286,29.285714,32.0,39.428571,39.285714,39.142857,36.714286,7.285714,27.272727,7.285714,0.09813,0.001007
1.2.unknow.2,Android DAU,21.857143,23.0,27.571429,19.142857,24.857143,27.714286,23.714286,22.857143,-1.142857,-4.968944,-1.142857,-0.015393,-0.000158
1.2.不丹,不丹 DAU,4.571429,4.285714,4.714286,4.857143,5.428571,4.142857,4.857143,6.571429,0.285714,6.666667,0.285714,0.003848,4e-05
1.2.不丹.1,iOS DAU,2.857143,2.666667,3.6,3.0,2.833333,1.833333,2.714286,3.857143,0.190476,7.142857,0.190476,0.002565,2.6e-05
1.2.不丹.2,Android DAU,1.714286,2.333333,2.142857,2.166667,3.5,2.571429,2.142857,2.714286,-0.619048,-26.530612,-0.619048,-0.008338,-8.6e-05
1.2.东帝汶,东帝汶 DAU,7.857143,7.857143,8.428571,9.571429,8.714286,9.428571,9.428571,8.428571,0.0,0.0,0.0,0.0,0.0
1.2.东帝汶.1,iOS DAU,4.0,4.142857,4.285714,6.142857,5.428571,5.0,4.571429,4.333333,-0.142857,-3.448276,-0.142857,-0.001924,-2e-05
1.2.东帝汶.2,Android DAU,3.857143,3.714286,4.142857,3.428571,3.833333,4.428571,4.857143,4.714286,0.142857,3.846154,0.142857,0.001924,2e-05
1.2.中国,中国 DAU,468.285714,348.285714,340.428571,327.714286,320.857143,319.857143,328.571429,328.857143,120.0,34.454471,120.0,1.616255,0.016591
1.2.中国.1,iOS DAU,255.142857,149.428571,155.714286,149.285714,143.714286,143.714286,144.714286,150.0,105.714286,70.745698,105.714286,1.423844,0.014616
1.2.中国.2,Android DAU,213.142857,198.857143,184.714286,178.428571,177.142857,176.142857,183.857143,178.857143,14.285714,7.183908,14.285714,0.192411,0.001975
1.2.中国台湾,中国台湾 DAU,175.571429,178.428571,168.428571,183.571429,192.714286,193.428571,202.857143,198.0,-2.857143,-1.601281,-2.857143,-0.038482,-0.000395
1.2.中国台湾.1,iOS DAU,108.0,115.571429,100.285714,124.0,134.428571,137.285714,144.571429,138.571429,-7.571429,-6.551298,-7.571429,-0.101978,-0.001047
1.2.中国台湾.2,Android DAU,67.571429,62.857143,68.142857,59.571429,58.285714,56.142857,58.285714,59.428571,4.714286,7.5,4.714286,0.063496,0.000652
1.2.中国澳门,中国澳门 DAU,12.142857,13.428571,13.428571,19.571429,19.857143,16.0,21.0,18.428571,-1.285714,-9.574468,-1.285714,-0.017317,-0.000178
1.2.中国澳门.1,iOS DAU,11.0,12.0,11.428571,17.428571,17.714286,14.142857,17.857143,16.0,-1.0,-8.333333,-1.0,-0.013469,-0.000138
1.2.中国澳门.2,Android DAU,1.142857,2.5,2.0,2.142857,2.142857,1.857143,3.142857,2.833333,-1.357143,-54.285714,-1.357143,-0.018279,-0.000188
1.2.中国香港,中国香港 DAU,951.571429,579.142857,734.714286,838.142857,578.428571,789.142857,705.428571,792.714286,372.428571,64.306857,372.428571,5.016163,0.05149
1.2.中国香港.1,iOS DAU,841.857143,486.428571,608.714286,736.428571,447.571429,667.285714,636.0,717.857143,355.428571,73.069016,355.428571,4.787193,0.04914
1.2.中国香港.2,Android DAU,109.714286,92.714286,126.0,101.714286,130.857143,121.857143,69.428571,74.857143,17.0,18.335901,17.0,0.228969,0.00235
1.2.中非,中非 DAU,2.571429,2.0,2.5,2.333333,2.333333,2.0,3.428571,2.428571,0.571429,28.571429,0.571429,0.007696,7.9e-05
1.2.中非.1,iOS DAU,1.333333,1.25,1.666667,1.0,1.0,1.333333,2.333333,1.0,0.083333,6.666667,0.083333,0.001122,1.2e-05
1.2.中非.2,Android DAU,2.333333,1.5,1.666667,2.0,2.25,1.5,1.666667,2.0,0.833333,55.555556,0.833333,0.011224,0.000115
