层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%
1.2.利比亚.2,Android DAU,49.428571,55.571429,55.0,54.571429,53.428571,56.0,64.857143,59.857143,-6.142857,-11.053985
1.2.利比里亚,利比里亚 DAU,329.571429,342.142857,327.285714,339.857143,331.714286,347.428571,352.0,347.285714,-12.571429,-3.674322
1.2.利比里亚.1,iOS DAU,137.714286,139.142857,132.571429,139.285714,137.285714,132.142857,131.428571,137.714286,-1.428571,-1.026694
1.2.利比里亚.2,Android DAU,191.857143,203.0,194.714286,200.571429,194.428571,215.285714,220.571429,209.571429,-11.142857,-5.489092
1.2.加拿大,加拿大 DAU,12110.428571,12480.428571,11971.857143,11558.0,11625.714286,11437.714286,11292.428571,11330.0,-370.0,-2.964642
1.2.加拿大.1,iOS DAU,10501.714286,10780.285714,10321.142857,9974.714286,10000.0,9881.142857,9764.142857,9783.285714,-278.571429,-2.584082
1.2.加拿大.2,Android DAU,1608.714286,1700.142857,1650.714286,1583.285714,1625.714286,1556.571429,1528.285714,1546.714286,-91.428571,-5.377699
1.2.加纳,加纳 DAU,968.714286,999.428571,1023.857143,1068.571429,1047.142857,986.428571,1103.285714,1001.857143,-30.714286,-3.073185
1.2.加纳.1,iOS DAU,794.857143,822.0,844.428571,882.0,869.142857,809.0,909.857143,820.571429,-27.142857,-3.302051
1.2.加纳.2,Android DAU,173.857143,177.428571,179.428571,186.571429,178.0,177.428571,193.428571,181.285714,-3.571429,-2.012882
1.2.加蓬,加蓬 DAU,7.428571,6.285714,5.714286,5.0,5.571429,6.0,6.285714,8.857143,1.142857,18.181818
1.2.加蓬.1,iOS DAU,1.833333,2.0,1.8,1.5,1.25,2.0,1.4,1.857143,-0.166667,-8.333333
1.2.加蓬.2,Android DAU,5.857143,4.571429,4.428571,4.571429,4.857143,4.571429,5.285714,7.0,1.285714,28.125
1.2.匈牙利,匈牙利 DAU,961.0,949.285714,943.571429,926.428571,937.428571,898.285714,958.285714,892.571429,11.714286,1.234011
1.2.匈牙利.1,iOS DAU,748.0,739.142857,732.714286,718.142857,717.571429,690.142857,731.0,677.857143,8.857143,1.198299
1.2.匈牙利.2,Android DAU,213.0,210.142857,210.857143,208.285714,219.857143,208.142857,227.285714,214.714286,2.857143,1.359619
1.2.北马其顿,北马其顿 DAU,640.428571,600.285714,615.285714,614.142857,655.714286,661.0,725.714286,634.571429,40.142857,6.687292
1.2.北马其顿.1,iOS DAU,518.857143,489.142857,494.571429,492.428571,527.0,536.285714,580.142857,510.0,29.714286,6.074766
1.2.北马其顿.2,Android DAU,121.571429,111.142857,120.714286,121.714286,128.714286,124.714286,145.571429,124.571429,10.428571,9.383033
1.2.北马里亚纳群岛,北马里亚纳群岛 DAU,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
1.2.北马里亚纳群岛.1,iOS DAU,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.2.北马里亚纳群岛.2,Android DAU,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,
1.2.南极洲,南极洲 DAU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.333333,0.0,0.0
1.2.南极洲.1,iOS DAU,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.5,1.0,
1.2.南极洲.2,Android DAU,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.333333,0.0,0.0
1.2.南苏丹,南苏丹 DAU,606.142857,516.714286,497.285714,494.142857,471.571429,495.428571,491.428571,503.142857,89.428571,17.307161
1.2.南苏丹.1,iOS DAU,93.857143,82.285714,71.714286,74.714286,63.714286,68.0,60.285714,62.0,11.571429,14.0625
1.2.南苏丹.2,Android DAU,512.285714,434.428571,425.571429,419.428571,407.857143,427.428571,431.142857,441.142857,77.857143,17.921736
1.2.南非,南非 DAU,2617.571429,2561.857143,2453.0,2610.714286,2437.857143,2533.142857,2621.142857,2557.285714,55.714286,2.174762
1.2.南非.1,iOS DAU,1741.571429,1720.142857,1637.714286,1754.428571,1653.571429,1695.142857,1744.142857,1725.857143,21.428571,1.245744
1.2.南非.2,Android DAU,876.0,841.714286,815.285714,856.285714,784.285714,838.0,877.0,831.428571,34.285714,4.07332
1.2.博茨瓦纳,博茨瓦纳 DAU,62.857143,61.0,62.0,64.0,59.571429,74.857143,70.714286,67.857143,1.857143,3.044496
1.2.博茨瓦纳.1,iOS DAU,37.142857,38.857143,39.428571,37.142857,34.571429,46.285714,43.571429,40.285714,-1.714286,-4.411765
1.2.博茨瓦纳.2,Android DAU,25.714286,22.142857,22.571429,26.857143,25.0,28.571429,27.142857,27.571429,3.571429,16.129032
1.2.卡塔尔,卡塔尔 DAU,260.857143,272.714286,261.714286,281.857143,273.285714,286.428571,358.142857,284.428571,-11.857143,-4.347826
1.2.卡塔尔.1,iOS DAU,213.714286,226.714286,215.428571,230.857143,222.857143,235.0,281.285714,229.0,-13.0,-5.734089
