层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%
1,整体 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=整体，平台=整体，新老=整体,5918705.0,6011938.0,6015857.0,5775135.0,5788814.0,5607951.0,6478965.0,6745811.0,6225213.0,8079475.0,6387049.0,6641065.0,6705712.0,6695240.0,-93233.0,-1.550798
1.unknow,unknowMAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,907.0,815.0,928.0,778.0,791.0,873.0,1158.0,1534.0,1585.0,2300.0,2165.0,2617.0,2327.0,2390.0,92.0,11.288344
1.unknow.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.unknow.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.unknow.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.unknow.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,,,,,,,,,,,,,,,
1.不丹,不丹MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,68.0,62.0,82.0,77.0,78.0,83.0,102.0,119.0,104.0,129.0,107.0,114.0,122.0,117.0,6.0,9.677419
1.不丹.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,12.0,13.0,14.0,13.0,13.0,16.0,20.0,17.0,14.0,9.0,6.0,4.0,11.0,4.0,-1.0,-7.692308
1.不丹.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,1.0,3.0,4.0,1.0,5.0,9.0,2.0,3.0,,,1.0,3.0,2.0,0.0,0.0
1.不丹.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,11.0,12.0,11.0,9.0,12.0,11.0,11.0,15.0,11.0,9.0,6.0,3.0,8.0,2.0,-1.0,-8.333333
1.不丹.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,56.0,49.0,68.0,64.0,65.0,67.0,82.0,102.0,90.0,120.0,101.0,110.0,111.0,113.0,7.0,14.285714
1.东帝汶,东帝汶MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,69.0,69.0,87.0,63.0,51.0,49.0,63.0,72.0,63.0,72.0,74.0,78.0,83.0,86.0,0.0,0.0
1.东帝汶.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,15.0,9.0,21.0,14.0,9.0,5.0,6.0,11.0,10.0,5.0,7.0,9.0,2.0,10.0,6.0,66.666667
1.东帝汶.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,2.0,,6.0,4.0,,1.0,,2.0,,,,2.0,,,,
1.东帝汶.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,13.0,9.0,15.0,10.0,9.0,4.0,6.0,9.0,10.0,5.0,7.0,7.0,2.0,10.0,4.0,44.444444
1.东帝汶.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,54.0,60.0,66.0,49.0,42.0,44.0,57.0,61.0,53.0,67.0,67.0,69.0,81.0,76.0,-6.0,-10.0
1.中国,中国MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,7209.0,6410.0,5618.0,5065.0,4996.0,4344.0,5141.0,5308.0,4874.0,5121.0,5900.0,5649.0,6014.0,5690.0,799.0,12.464899
1.中国.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,3205.0,1716.0,1620.0,1458.0,1513.0,1367.0,1734.0,1767.0,1436.0,918.0,1652.0,1453.0,1366.0,1192.0,1489.0,86.771562
1.中国.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,19.0,12.0,8.0,10.0,10.0,5.0,31.0,47.0,61.0,211.0,1105.0,946.0,952.0,846.0,7.0,58.333333
1.中国.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,3186.0,1704.0,1612.0,1448.0,1503.0,1362.0,1703.0,1720.0,1375.0,707.0,547.0,507.0,414.0,346.0,1482.0,86.971831
1.中国.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,4004.0,4694.0,3998.0,3607.0,3483.0,2977.0,3407.0,3541.0,3438.0,4203.0,4248.0,4196.0,4648.0,4498.0,-690.0,-14.699617
1.中非,中非MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,57.0,48.0,56.0,51.0,40.0,34.0,32.0,36.0,28.0,49.0,39.0,48.0,48.0,54.0,9.0,18.75
1.中非.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,20.0,17.0,28.0,20.0,9.0,7.0,6.0,8.0,5.0,4.0,4.0,9.0,11.0,5.0,3.0,17.647059
1.中非.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,,4.0,7.0,1.0,,,,,,1.0,,,,,
1.中非.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,19.0,17.0,24.0,13.0,8.0,7.0,6.0,8.0,5.0,4.0,3.0,9.0,11.0,5.0,2.0,11.764706
1.中非.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,37.0,31.0,28.0,31.0,31.0,27.0,26.0,28.0,23.0,45.0,35.0,39.0,37.0,49.0,6.0,19.354839
1.丹麦,丹麦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,10194.0,9799.0,9679.0,9931.0,10354.0,8778.0,10017.0,10576.0,9811.0,12600.0,9743.0,12146.0,12670.0,11839.0,395.0,4.031024
1.丹麦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1169.0,1280.0,1188.0,1108.0,1139.0,947.0,1114.0,1196.0,1088.0,1110.0,494.0,586.0,598.0,637.0,-111.0,-8.671875
1.丹麦.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,36.0,25.0,43.0,24.0,52.0,42.0,36.0,32.0,18.0,42.0,46.0,53.0,37.0,61.0,11.0,44.0
1.丹麦.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1133.0,1255.0,1145.0,1084.0,1087.0,905.0,1078.0,1164.0,1070.0,1068.0,448.0,533.0,561.0,576.0,-122.0,-9.721116
1.丹麦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,9025.0,8519.0,8491.0,8823.0,9215.0,7831.0,8903.0,9380.0,8723.0,11490.0,9249.0,11560.0,12072.0,11202.0,506.0,5.939664
1.乌克兰,乌克兰MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,73986.0,71952.0,72556.0,58392.0,60233.0,54911.0,62100.0,64101.0,62549.0,89244.0,79004.0,88698.0,89939.0,85128.0,2034.0,2.826885
1.乌克兰.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,14000.0,13085.0,15746.0,7317.0,7620.0,6610.0,8277.0,8608.0,7873.0,8303.0,6224.0,7773.0,8445.0,7903.0,915.0,6.99274
1.乌克兰.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,650.0,680.0,970.0,1013.0,1120.0,933.0,1113.0,978.0,591.0,495.0,1598.0,1573.0,1463.0,1402.0,-30.0,-4.411765
1.乌克兰.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,13350.0,12405.0,14776.0,6304.0,6500.0,5677.0,7164.0,7630.0,7282.0,7808.0,4626.0,6200.0,6982.0,6501.0,945.0,7.617896
1.乌克兰.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,59986.0,58867.0,56810.0,51075.0,52613.0,48301.0,53823.0,55493.0,54676.0,80941.0,72780.0,80925.0,81494.0,77225.0,1119.0,1.900895
1.乌兹别克斯坦,乌兹别克斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,4760.0,3714.0,4046.0,3489.0,3429.0,3233.0,4060.0,4229.0,4442.0,5487.0,4400.0,5319.0,4908.0,4754.0,1046.0,28.163705
1.乌兹别克斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1969.0,1076.0,1305.0,846.0,803.0,773.0,1071.0,991.0,1244.0,1480.0,904.0,1523.0,1203.0,1038.0,893.0,82.992565
1.乌兹别克斯坦.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,144.0,142.0,155.0,147.0,160.0,139.0,148.0,141.0,100.0,40.0,140.0,168.0,142.0,125.0,2.0,1.408451
1.乌兹别克斯坦.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1825.0,934.0,1150.0,699.0,643.0,634.0,923.0,850.0,1144.0,1440.0,764.0,1355.0,1061.0,913.0,891.0,95.396146
1.乌兹别克斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2791.0,2638.0,2741.0,2643.0,2626.0,2460.0,2989.0,3238.0,3198.0,4007.0,3496.0,3796.0,3705.0,3716.0,153.0,5.799848
1.乌干达,乌干达MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,2061.0,2113.0,2374.0,2117.0,2133.0,2270.0,2351.0,2791.0,2538.0,3221.0,2880.0,3075.0,2963.0,2852.0,-52.0,-2.460956
1.乌干达.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,410.0,365.0,544.0,384.0,365.0,356.0,374.0,476.0,358.0,519.0,351.0,372.0,421.0,292.0,45.0,12.328767
1.乌干达.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,12.0,11.0,28.0,19.0,26.0,9.0,16.0,22.0,5.0,9.0,38.0,42.0,36.0,26.0,1.0,9.090909
1.乌干达.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,398.0,354.0,516.0,365.0,339.0,347.0,358.0,454.0,353.0,510.0,313.0,330.0,385.0,266.0,44.0,12.429379
1.乌干达.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1651.0,1748.0,1830.0,1733.0,1768.0,1914.0,1977.0,2315.0,2180.0,2702.0,2529.0,2703.0,2542.0,2560.0,-97.0,-5.549199
1.乌拉圭,乌拉圭MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3098.0,3001.0,3301.0,3673.0,3619.0,4042.0,5342.0,4732.0,4004.0,5133.0,4053.0,4271.0,4204.0,3922.0,97.0,3.232256
1.乌拉圭.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,407.0,348.0,392.0,458.0,428.0,514.0,697.0,619.0,542.0,504.0,372.0,403.0,409.0,364.0,59.0,16.954023
1.乌拉圭.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,29.0,38.0,65.0,63.0,67.0,78.0,68.0,78.0,43.0,19.0,65.0,59.0,48.0,45.0,-9.0,-23.684211
1.乌拉圭.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,378.0,310.0,327.0,395.0,361.0,436.0,629.0,541.0,499.0,485.0,307.0,344.0,361.0,319.0,68.0,21.935484
1.乌拉圭.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2691.0,2653.0,2909.0,3215.0,3191.0,3528.0,4645.0,4113.0,3462.0,4629.0,3681.0,3868.0,3795.0,3558.0,38.0,1.432341
1.乍得,乍得MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,187.0,162.0,213.0,196.0,186.0,180.0,266.0,210.0,237.0,396.0,326.0,500.0,367.0,246.0,25.0,15.432099
1.乍得.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,85.0,50.0,95.0,79.0,60.0,56.0,112.0,65.0,48.0,165.0,78.0,238.0,136.0,41.0,35.0,70.0
1.乍得.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,9.0,1.0,2.0,19.0,5.0,,1.0,2.0,,,1.0,,3.0,1.0,8.0,800.0
1.乍得.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,76.0,49.0,93.0,60.0,55.0,56.0,111.0,63.0,48.0,165.0,77.0,238.0,133.0,40.0,27.0,55.102041
1.乍得.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,102.0,112.0,118.0,117.0,126.0,124.0,154.0,145.0,189.0,231.0,248.0,262.0,231.0,205.0,-10.0,-8.928571
1.也门,也门MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,722.0,719.0,896.0,805.0,795.0,793.0,1046.0,1161.0,1213.0,1655.0,1256.0,1366.0,1377.0,876.0,3.0,0.417246
1.也门.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,154.0,137.0,289.0,171.0,123.0,133.0,161.0,143.0,172.0,402.0,152.0,331.0,260.0,124.0,17.0,12.408759
1.也门.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,2.0,4.0,4.0,3.0,5.0,,2.0,,2.0,1.0,10.0,23.0,10.0,6.0,-2.0,-50.0
1.也门.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,152.0,133.0,285.0,168.0,118.0,133.0,159.0,143.0,170.0,401.0,142.0,308.0,250.0,118.0,19.0,14.285714
1.也门.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,568.0,582.0,607.0,634.0,672.0,660.0,885.0,1018.0,1041.0,1253.0,1104.0,1035.0,1117.0,752.0,-14.0,-2.405498
1.亚美尼亚,亚美尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,7349.0,7297.0,5269.0,4642.0,4482.0,4351.0,4936.0,4971.0,5190.0,6865.0,5551.0,6861.0,6748.0,6076.0,52.0,0.712622
1.亚美尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1934.0,2723.0,990.0,758.0,605.0,686.0,824.0,742.0,791.0,820.0,506.0,757.0,807.0,705.0,-789.0,-28.975395
1.亚美尼亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,47.0,60.0,69.0,49.0,49.0,60.0,74.0,62.0,34.0,10.0,66.0,89.0,109.0,49.0,-13.0,-21.666667
1.亚美尼亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1887.0,2663.0,921.0,709.0,556.0,626.0,750.0,680.0,757.0,810.0,440.0,668.0,698.0,656.0,-776.0,-29.140068
1.亚美尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,5415.0,4574.0,4279.0,3884.0,3877.0,3665.0,4112.0,4229.0,4399.0,6045.0,5045.0,6104.0,5941.0,5371.0,841.0,18.386533
1.以色列,以色列MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,20057.0,18706.0,19810.0,17777.0,14750.0,14971.0,15988.0,16695.0,17083.0,24349.0,19119.0,20547.0,20025.0,19253.0,1351.0,7.222282
1.以色列.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2933.0,2887.0,3842.0,3846.0,1767.0,1767.0,1911.0,2182.0,2362.0,2243.0,1311.0,1803.0,1696.0,1507.0,46.0,1.593349
1.以色列.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,144.0,72.0,105.0,81.0,106.0,99.0,80.0,69.0,53.0,37.0,94.0,109.0,83.0,75.0,72.0,100.0
1.以色列.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,2789.0,2815.0,3737.0,3765.0,1661.0,1668.0,1831.0,2113.0,2309.0,2206.0,1217.0,1694.0,1613.0,1432.0,-26.0,-0.923623
1.以色列.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,17124.0,15819.0,15968.0,13931.0,12983.0,13204.0,14077.0,14513.0,14721.0,22106.0,17808.0,18744.0,18329.0,17746.0,1305.0,8.249573
1.伊拉克,伊拉克MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,10415.0,9806.0,12116.0,11385.0,10196.0,9862.0,11748.0,11983.0,11757.0,15291.0,12758.0,13728.0,13608.0,13438.0,609.0,6.210483
1.伊拉克.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,3059.0,2564.0,4159.0,3582.0,2755.0,2548.0,3181.0,2888.0,2957.0,4530.0,2943.0,3280.0,3626.0,3333.0,495.0,19.305772
1.伊拉克.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,207.0,197.0,220.0,212.0,244.0,137.0,123.0,100.0,73.0,70.0,268.0,260.0,217.0,194.0,10.0,5.076142
1.伊拉克.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,2852.0,2367.0,3939.0,3370.0,2511.0,2411.0,3058.0,2788.0,2884.0,4460.0,2675.0,3020.0,3409.0,3139.0,485.0,20.490072
1.伊拉克.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,7356.0,7242.0,7957.0,7803.0,7441.0,7314.0,8567.0,9095.0,8800.0,10761.0,9815.0,10448.0,9982.0,10105.0,114.0,1.574151
1.伊朗,伊朗MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,122700.0,89311.0,28657.0,2365.0,1772.0,54984.0,52921.0,94185.0,91147.0,104925.0,98422.0,102903.0,96906.0,94063.0,33389.0,37.385093
1.伊朗.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,42363.0,24839.0,4104.0,138.0,65.0,6557.0,6204.0,14339.0,13088.0,17563.0,12043.0,15078.0,11281.0,10121.0,17524.0,70.550344
1.伊朗.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,22256.0,8997.0,167.0,6.0,4.0,630.0,1491.0,1350.0,769.0,1208.0,4228.0,5119.0,3808.0,2769.0,13259.0,147.371346
1.伊朗.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,20107.0,15842.0,3937.0,132.0,61.0,5927.0,4713.0,12989.0,12319.0,16355.0,7815.0,9959.0,7473.0,7352.0,4265.0,26.922106
1.伊朗.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,80337.0,64472.0,24553.0,2227.0,1707.0,48427.0,46717.0,79846.0,78059.0,87362.0,86379.0,87825.0,85625.0,83942.0,15865.0,24.607582
1.伯利兹,伯利兹MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,623.0,595.0,656.0,657.0,714.0,615.0,706.0,722.0,620.0,695.0,556.0,638.0,678.0,735.0,28.0,4.705882
1.伯利兹.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,89.0,85.0,100.0,85.0,95.0,61.0,71.0,96.0,90.0,72.0,35.0,46.0,50.0,55.0,4.0,4.705882
1.伯利兹.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,11.0,3.0,4.0,10.0,16.0,5.0,5.0,11.0,9.0,1.0,2.0,4.0,5.0,7.0,8.0,266.666667
1.伯利兹.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,78.0,82.0,96.0,75.0,79.0,56.0,66.0,85.0,81.0,71.0,33.0,42.0,45.0,48.0,-4.0,-4.878049
1.伯利兹.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,534.0,510.0,556.0,572.0,619.0,554.0,635.0,626.0,530.0,623.0,521.0,592.0,628.0,680.0,24.0,4.705882
1.佛得角,佛得角MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,626.0,630.0,577.0,507.0,527.0,411.0,576.0,547.0,449.0,501.0,640.0,667.0,710.0,700.0,-4.0,-0.634921
1.佛得角.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,102.0,69.0,87.0,88.0,56.0,33.0,54.0,64.0,30.0,48.0,34.0,44.0,43.0,35.0,33.0,47.826087
1.佛得角.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,14.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,,3.0,3.0,9.0,180.0
1.佛得角.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,88.0,64.0,85.0,83.0,53.0,31.0,50.0,61.0,29.0,47.0,31.0,44.0,40.0,32.0,24.0,37.5
1.佛得角.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,524.0,561.0,490.0,419.0,471.0,378.0,522.0,483.0,419.0,453.0,606.0,623.0,667.0,665.0,-37.0,-6.595365
1.俄罗斯,俄罗斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,350833.0,351728.0,346618.0,313727.0,351664.0,337970.0,395933.0,393532.0,391052.0,493407.0,396722.0,420403.0,440748.0,411333.0,-895.0,-0.254458
1.俄罗斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,61425.0,61783.0,57614.0,44728.0,51073.0,49707.0,70877.0,70455.0,74818.0,71464.0,45504.0,53716.0,57178.0,47015.0,-358.0,-0.579447
1.俄罗斯.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,7835.0,8395.0,10377.0,8878.0,11333.0,10777.0,14053.0,14121.0,10917.0,4786.0,14296.0,15208.0,13818.0,11765.0,-560.0,-6.670637
1.俄罗斯.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,53590.0,53388.0,47237.0,35850.0,39740.0,38930.0,56824.0,56334.0,63901.0,66678.0,31208.0,38508.0,43360.0,35250.0,202.0,0.378362
1.俄罗斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,289408.0,289945.0,289004.0,268999.0,300591.0,288263.0,325056.0,323077.0,316234.0,421943.0,351218.0,366687.0,383570.0,364318.0,-537.0,-0.185208
1.保加利亚,保加利亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,14249.0,12602.0,12088.0,10638.0,10367.0,9563.0,10417.0,11324.0,11458.0,14362.0,12397.0,15091.0,15282.0,14217.0,1647.0,13.069354
1.保加利亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2196.0,1851.0,1868.0,1361.0,1245.0,1104.0,1264.0,1486.0,1570.0,1558.0,927.0,1323.0,1260.0,1093.0,345.0,18.638574
1.保加利亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,82.0,74.0,51.0,65.0,63.0,50.0,43.0,43.0,34.0,28.0,85.0,78.0,77.0,65.0,8.0,10.810811
1.保加利亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,2114.0,1777.0,1817.0,1296.0,1182.0,1054.0,1221.0,1443.0,1536.0,1530.0,842.0,1245.0,1183.0,1028.0,337.0,18.964547
1.保加利亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,12053.0,10751.0,10220.0,9277.0,9122.0,8459.0,9153.0,9838.0,9888.0,12804.0,11470.0,13768.0,14022.0,13124.0,1302.0,12.110501
1.克罗地亚,克罗地亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,19566.0,16672.0,14450.0,12073.0,10929.0,10381.0,11560.0,12785.0,11947.0,17002.0,16924.0,24152.0,22948.0,19916.0,2894.0,17.358445
1.克罗地亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2171.0,1772.0,1587.0,1367.0,1115.0,1093.0,1281.0,1487.0,1238.0,1198.0,811.0,1483.0,1396.0,1070.0,399.0,22.51693
1.克罗地亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,89.0,65.0,79.0,43.0,39.0,45.0,41.0,34.0,27.0,13.0,48.0,47.0,58.0,45.0,24.0,36.923077
1.克罗地亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,2082.0,1707.0,1508.0,1324.0,1076.0,1048.0,1240.0,1453.0,1211.0,1185.0,763.0,1436.0,1338.0,1025.0,375.0,21.968366
1.克罗地亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,17395.0,14900.0,12863.0,10706.0,9814.0,9288.0,10279.0,11298.0,10709.0,15804.0,16113.0,22669.0,21552.0,18846.0,2495.0,16.744966
