层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%
1.圣基茨和尼维斯.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,1.0,,,2.0,,1.0,1.0,2.0,,1.0,2.0,1.0,5.0,0.0,0.0
1.圣基茨和尼维斯.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,22.0,21.0,18.0,14.0,10.0,5.0,15.0,11.0,12.0,11.0,9.0,12.0,12.0,11.0,1.0,4.761905
1.圣基茨和尼维斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,131.0,122.0,128.0,118.0,132.0,105.0,147.0,138.0,114.0,130.0,137.0,135.0,171.0,160.0,9.0,7.377049
1.圣多美和普林西比,圣多美和普林西比MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,39.0,29.0,55.0,45.0,49.0,48.0,58.0,56.0,38.0,55.0,65.0,78.0,72.0,60.0,10.0,34.482759
1.圣多美和普林西比.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,9.0,3.0,12.0,16.0,15.0,12.0,20.0,20.0,5.0,9.0,12.0,15.0,17.0,10.0,6.0,200.0
1.圣多美和普林西比.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,,,,,,1.0,,,,,1.0,1.0,2.0,,
1.圣多美和普林西比.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,8.0,3.0,12.0,16.0,15.0,12.0,19.0,20.0,5.0,9.0,12.0,14.0,16.0,8.0,5.0,166.666667
1.圣多美和普林西比.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,30.0,26.0,43.0,29.0,34.0,36.0,38.0,36.0,33.0,46.0,53.0,63.0,55.0,50.0,4.0,15.384615
1.圣巴泰勒米岛,圣巴泰勒米岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,19.0,21.0,28.0,43.0,56.0,48.0,94.0,57.0,30.0,13.0,4.0,29.0,36.0,58.0,-2.0,-9.52381
1.圣巴泰勒米岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2.0,,3.0,,3.0,2.0,7.0,4.0,1.0,,,,1.0,1.0,,
1.圣巴泰勒米岛.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,1.0,1.0,,,,,,,
1.圣巴泰勒米岛.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,2.0,,3.0,,3.0,2.0,7.0,3.0,,,,,1.0,1.0,,
1.圣巴泰勒米岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,17.0,,25.0,,53.0,46.0,87.0,53.0,29.0,,,,35.0,57.0,,
1.圣文森特和格林纳丁斯,圣文森特和格林纳丁斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,179.0,129.0,145.0,158.0,169.0,138.0,200.0,183.0,155.0,217.0,168.0,194.0,234.0,194.0,50.0,38.75969
1.圣文森特和格林纳丁斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,26.0,13.0,17.0,12.0,13.0,17.0,25.0,15.0,20.0,17.0,15.0,13.0,22.0,14.0,13.0,100.0
1.圣文森特和格林纳丁斯.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,2.0,1.0,1.0,1.0,,1.0,2.0,,,,1.0,2.0,,1.0,1.0,100.0
1.圣文森特和格林纳丁斯.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,24.0,12.0,16.0,11.0,13.0,16.0,23.0,15.0,20.0,17.0,14.0,11.0,22.0,13.0,12.0,100.0
1.圣文森特和格林纳丁斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,153.0,116.0,128.0,146.0,156.0,121.0,175.0,168.0,135.0,200.0,153.0,181.0,212.0,180.0,37.0,31.896552
1.圣皮埃尔和密克隆群岛,圣皮埃尔和密克隆群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1.0,2.0,1.0,,1.0,,1.0,,2.0,3.0,2.0,1.0,3.0,5.0,-1.0,-50.0
1.圣皮埃尔和密克隆群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,
1.圣皮埃尔和密克隆群岛.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.圣皮埃尔和密克隆群岛.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,
1.圣皮埃尔和密克隆群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,0.0,,0.0,,0.0,,0.0,,1.0,2.0,1.0,,,4.0,,
1.圣马力诺,圣马力诺MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,33.0,28.0,29.0,27.0,25.0,35.0,35.0,33.0,34.0,41.0,36.0,30.0,30.0,24.0,5.0,17.857143
1.圣马力诺.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,6.0,3.0,3.0,3.0,3.0,1.0,5.0,6.0,5.0,5.0,4.0,1.0,4.0,2.0,3.0,100.0
1.圣马力诺.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,1.0,1.0,,,1.0,2.0,1.0,,1.0,,,,,
1.圣马力诺.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,6.0,3.0,2.0,2.0,3.0,1.0,4.0,4.0,4.0,5.0,3.0,1.0,4.0,2.0,3.0,100.0
1.圣马力诺.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,27.0,25.0,26.0,24.0,22.0,34.0,30.0,27.0,29.0,36.0,32.0,29.0,26.0,22.0,2.0,8.0
1.圭亚那,圭亚那MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,727.0,692.0,824.0,762.0,719.0,735.0,870.0,840.0,796.0,1084.0,774.0,845.0,874.0,805.0,35.0,5.057803
1.圭亚那.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,117.0,98.0,128.0,130.0,114.0,123.0,195.0,119.0,105.0,94.0,70.0,91.0,76.0,78.0,19.0,19.387755
1.圭亚那.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,15.0,13.0,10.0,15.0,18.0,16.0,15.0,5.0,9.0,1.0,7.0,6.0,2.0,5.0,2.0,15.384615
1.圭亚那.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,102.0,85.0,118.0,115.0,96.0,107.0,180.0,114.0,96.0,93.0,63.0,85.0,74.0,73.0,17.0,20.0
1.圭亚那.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,610.0,594.0,696.0,632.0,605.0,612.0,675.0,721.0,691.0,990.0,704.0,754.0,798.0,727.0,16.0,2.693603
1.坦桑尼亚,坦桑尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3232.0,3245.0,3224.0,3262.0,3559.0,4252.0,4365.0,3536.0,3071.0,4218.0,4092.0,4254.0,4370.0,4332.0,-13.0,-0.400616
1.坦桑尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,660.0,642.0,736.0,818.0,922.0,1422.0,1465.0,607.0,435.0,636.0,477.0,582.0,613.0,545.0,18.0,2.803738
1.坦桑尼亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,46.0,38.0,27.0,115.0,181.0,399.0,562.0,18.0,3.0,10.0,39.0,40.0,29.0,24.0,8.0,21.052632
1.坦桑尼亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,614.0,604.0,709.0,703.0,741.0,1023.0,903.0,589.0,432.0,626.0,438.0,542.0,584.0,521.0,10.0,1.655629
1.坦桑尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2572.0,2603.0,2488.0,2444.0,2637.0,2830.0,2900.0,2929.0,2636.0,3582.0,3615.0,3672.0,3757.0,3787.0,-31.0,-1.190934
1.埃及,埃及MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,25176.0,24093.0,26066.0,25223.0,25293.0,22967.0,28224.0,29883.0,31106.0,40832.0,37698.0,40583.0,40588.0,41276.0,1083.0,4.495082
1.埃及.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4995.0,4487.0,5302.0,4714.0,4402.0,3542.0,4724.0,4543.0,5188.0,6900.0,5819.0,6582.0,6368.0,5983.0,508.0,11.321596
1.埃及.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,156.0,208.0,247.0,249.0,334.0,248.0,246.0,189.0,163.0,157.0,583.0,556.0,533.0,489.0,-52.0,-25.0
1.埃及.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,4839.0,4279.0,5055.0,4465.0,4068.0,3294.0,4478.0,4354.0,5025.0,6743.0,5236.0,6026.0,5835.0,5494.0,560.0,13.08717
1.埃及.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,20181.0,19606.0,20764.0,20509.0,20891.0,19425.0,23500.0,25340.0,25918.0,33932.0,31879.0,34001.0,34220.0,35293.0,575.0,2.932776
1.埃塞俄比亚,埃塞俄比亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,2791.0,2926.0,3487.0,3295.0,3273.0,3231.0,3846.0,4103.0,4169.0,5114.0,5232.0,5791.0,6053.0,6212.0,-135.0,-4.613807
1.埃塞俄比亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,445.0,504.0,702.0,527.0,419.0,417.0,472.0,449.0,448.0,451.0,462.0,527.0,591.0,530.0,-59.0,-11.706349
1.埃塞俄比亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,24.0,30.0,38.0,46.0,33.0,37.0,35.0,24.0,12.0,18.0,55.0,49.0,47.0,38.0,-6.0,-20.0
1.埃塞俄比亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,421.0,474.0,664.0,481.0,386.0,380.0,437.0,425.0,436.0,433.0,407.0,478.0,544.0,492.0,-53.0,-11.181435
1.埃塞俄比亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2346.0,2422.0,2785.0,2768.0,2854.0,2814.0,3374.0,3654.0,3721.0,4663.0,4770.0,5264.0,5462.0,5682.0,-76.0,-3.137903
1.基里巴斯,基里巴斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3.0,5.0,7.0,3.0,6.0,3.0,4.0,4.0,6.0,4.0,3.0,7.0,3.0,3.0,-2.0,-40.0
1.基里巴斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,1.0,2.0,1.0,,,2.0,1.0,,,1.0,,,,,
1.基里巴斯.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,1.0,,,,2.0,,,,,,,,,
1.基里巴斯.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,
1.基里巴斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,4.0,5.0,2.0,,,2.0,3.0,,,2.0,,,,,
1.塔吉克斯坦,塔吉克斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,788.0,729.0,734.0,658.0,694.0,647.0,802.0,805.0,837.0,951.0,911.0,1223.0,1142.0,1054.0,59.0,8.093278
1.塔吉克斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,183.0,149.0,180.0,129.0,133.0,114.0,152.0,172.0,232.0,216.0,128.0,315.0,223.0,149.0,34.0,22.818792
1.塔吉克斯坦.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,15.0,17.0,19.0,24.0,24.0,18.0,22.0,20.0,20.0,6.0,21.0,36.0,28.0,18.0,-2.0,-11.764706
1.塔吉克斯坦.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,168.0,132.0,161.0,105.0,109.0,96.0,130.0,152.0,212.0,210.0,107.0,279.0,195.0,131.0,36.0,27.272727
1.塔吉克斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,605.0,580.0,554.0,529.0,561.0,533.0,650.0,633.0,605.0,735.0,783.0,908.0,919.0,905.0,25.0,4.310345
1.塞内加尔,塞内加尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,5032.0,6518.0,9122.0,4279.0,3229.0,2401.0,2755.0,2712.0,2622.0,3657.0,3581.0,4006.0,3877.0,4699.0,-1486.0,-22.798404
1.塞内加尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1330.0,2290.0,6078.0,2181.0,1218.0,657.0,627.0,472.0,416.0,544.0,532.0,659.0,554.0,935.0,-960.0,-41.921397
1.塞内加尔.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,11.0,24.0,152.0,66.0,56.0,19.0,9.0,4.0,2.0,3.0,13.0,15.0,19.0,13.0,-13.0,-54.166667
1.塞内加尔.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1319.0,2266.0,5926.0,2115.0,1162.0,638.0,618.0,468.0,414.0,541.0,519.0,644.0,535.0,922.0,-947.0,-41.791703
1.塞内加尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,3702.0,4228.0,3044.0,2098.0,2011.0,1744.0,2128.0,2240.0,2206.0,3113.0,3049.0,3347.0,3323.0,3764.0,-526.0,-12.44087
1.塞尔维亚,塞尔维亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,39202.0,38838.0,40065.0,37960.0,37343.0,35180.0,41115.0,41134.0,40416.0,54314.0,41893.0,45810.0,44617.0,46475.0,364.0,0.937226
1.塞尔维亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4009.0,3898.0,4140.0,3602.0,3496.0,2999.0,3878.0,3834.0,3449.0,3218.0,1664.0,2091.0,1947.0,2092.0,111.0,2.847614
1.塞尔维亚.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,100.0,108.0,95.0,89.0,106.0,67.0,93.0,65.0,44.0,22.0,77.0,97.0,102.0,103.0,-8.0,-7.407407
1.塞尔维亚.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,3909.0,3790.0,4045.0,3513.0,3390.0,2932.0,3785.0,3769.0,3405.0,3196.0,1587.0,1994.0,1845.0,1989.0,119.0,3.139842
1.塞尔维亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,35193.0,34940.0,35925.0,34358.0,33847.0,32181.0,37237.0,37300.0,36967.0,51096.0,40229.0,43719.0,42670.0,44383.0,253.0,0.724098
1.塞拉利昂,塞拉利昂MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,883.0,870.0,851.0,837.0,743.0,804.0,868.0,883.0,795.0,986.0,836.0,962.0,916.0,969.0,13.0,1.494253
1.塞拉利昂.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,238.0,252.0,261.0,242.0,172.0,168.0,172.0,180.0,156.0,216.0,159.0,178.0,156.0,165.0,-14.0,-5.555556
1.塞拉利昂.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,6.0,2.0,10.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,7.0,7.0,8.0,4.0,200.0
1.塞拉利昂.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,232.0,250.0,251.0,238.0,169.0,164.0,169.0,178.0,153.0,213.0,156.0,171.0,149.0,157.0,-18.0,-7.2
1.塞拉利昂.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,645.0,618.0,590.0,595.0,571.0,636.0,696.0,703.0,639.0,770.0,677.0,784.0,760.0,804.0,27.0,4.368932
1.塞浦路斯,塞浦路斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,6519.0,6212.0,5513.0,4615.0,3964.0,3904.0,4234.0,4605.0,4624.0,7548.0,7809.0,8904.0,8801.0,8237.0,307.0,4.942048
1.塞浦路斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,668.0,668.0,551.0,445.0,352.0,343.0,451.0,501.0,446.0,424.0,350.0,550.0,511.0,461.0,0.0,0.0
1.塞浦路斯.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,51.0,41.0,43.0,40.0,43.0,32.0,27.0,24.0,31.0,14.0,55.0,102.0,81.0,87.0,10.0,24.390244
1.塞浦路斯.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,617.0,627.0,508.0,405.0,309.0,311.0,424.0,477.0,415.0,410.0,295.0,448.0,430.0,374.0,-10.0,-1.594896
1.塞浦路斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,5851.0,5544.0,4962.0,4170.0,3612.0,3561.0,3783.0,4104.0,4178.0,7124.0,7459.0,8354.0,8290.0,7776.0,307.0,5.537518
1.塞舌尔,塞舌尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,440.0,360.0,331.0,292.0,258.0,298.0,318.0,318.0,292.0,337.0,348.0,313.0,319.0,332.0,80.0,22.222222
1.塞舌尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,47.0,37.0,33.0,28.0,24.0,31.0,44.0,34.0,34.0,30.0,19.0,23.0,17.0,23.0,10.0,27.027027
1.塞舌尔.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,7.0,9.0,3.0,7.0,-3.0,-75.0
1.塞舌尔.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,46.0,33.0,30.0,25.0,22.0,30.0,41.0,31.0,31.0,29.0,12.0,14.0,14.0,16.0,13.0,39.393939
1.塞舌尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,393.0,323.0,298.0,264.0,234.0,267.0,274.0,284.0,258.0,307.0,329.0,290.0,302.0,309.0,70.0,21.671827
1.墨西哥,墨西哥MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,160791.0,132366.0,140233.0,188637.0,154635.0,108111.0,161028.0,190268.0,158977.0,167103.0,132015.0,140414.0,142672.0,139031.0,28425.0,21.474548
1.墨西哥.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,65433.0,40373.0,42711.0,91511.0,58954.0,15886.0,56198.0,85178.0,61009.0,28802.0,22736.0,26423.0,25649.0,24488.0,25060.0,62.071186
1.墨西哥.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,45112.0,28064.0,28406.0,72370.0,45074.0,6444.0,35253.0,46670.0,20192.0,4825.0,15829.0,17346.0,16646.0,15625.0,17048.0,60.746864
1.墨西哥.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,20321.0,12309.0,14305.0,19141.0,13880.0,9442.0,20945.0,38508.0,40817.0,23977.0,6907.0,9077.0,9003.0,8863.0,8012.0,65.090584
1.墨西哥.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,95358.0,91993.0,97522.0,97126.0,95681.0,92225.0,104830.0,105090.0,97968.0,138301.0,109279.0,113991.0,117023.0,114543.0,3365.0,3.657887
1.多哥,多哥MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,705.0,771.0,965.0,509.0,416.0,441.0,510.0,586.0,590.0,811.0,616.0,741.0,805.0,756.0,-66.0,-8.560311
1.多哥.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,200.0,245.0,530.0,231.0,87.0,89.0,118.0,105.0,123.0,165.0,98.0,157.0,204.0,100.0,-45.0,-18.367347
1.多哥.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,12.0,12.0,7.0,3.0,10.0,4.0,1.0,5.0,2.0,2.0,11.0,14.0,10.0,8.0,0.0,0.0
1.多哥.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,188.0,233.0,523.0,228.0,77.0,85.0,117.0,100.0,121.0,163.0,87.0,143.0,194.0,92.0,-45.0,-19.313305
1.多哥.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,505.0,526.0,435.0,278.0,329.0,352.0,392.0,481.0,467.0,646.0,518.0,584.0,601.0,656.0,-21.0,-3.992395
1.多米尼克,多米尼克MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,79.0,73.0,83.0,82.0,77.0,123.0,96.0,96.0,74.0,137.0,92.0,106.0,98.0,97.0,6.0,8.219178
1.多米尼克.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,11.0,9.0,13.0,17.0,2.0,23.0,12.0,15.0,7.0,13.0,9.0,9.0,9.0,10.0,2.0,22.222222
1.多米尼克.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,1.0,1.0,,,,2.0,,,1.0,,2.0,2.0,1.0,,0.0,0.0
1.多米尼克.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,10.0,8.0,13.0,17.0,2.0,21.0,12.0,15.0,6.0,13.0,7.0,7.0,8.0,10.0,2.0,25.0
1.多米尼克.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,68.0,64.0,70.0,65.0,75.0,100.0,84.0,81.0,67.0,124.0,83.0,97.0,89.0,87.0,4.0,6.25
1.多米尼加,多米尼加MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,9297.0,9132.0,9316.0,9436.0,10447.0,8785.0,10640.0,10931.0,9512.0,11595.0,9631.0,10942.0,11516.0,11379.0,165.0,1.806833
1.多米尼加.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1442.0,1236.0,1398.0,1369.0,1279.0,1122.0,1377.0,1629.0,1189.0,1248.0,841.0,1019.0,1073.0,1067.0,206.0,16.666667
1.多米尼加.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,128.0,67.0,94.0,125.0,140.0,100.0,86.0,97.0,48.0,22.0,73.0,89.0,82.0,80.0,61.0,91.044776
1.多米尼加.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,1314.0,1169.0,1304.0,1244.0,1139.0,1022.0,1291.0,1532.0,1141.0,1226.0,768.0,930.0,991.0,987.0,145.0,12.403764
1.多米尼加.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,7855.0,7896.0,7918.0,8067.0,9168.0,7663.0,9263.0,9302.0,8323.0,10347.0,8790.0,9923.0,10443.0,10312.0,-41.0,-0.51925
1.奥兰群岛,奥兰群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,28.0,17.0,9.0,11.0,11.0,10.0,19.0,17.0,18.0,13.0,5.0,5.0,7.0,9.0,11.0,64.705882
1.奥兰群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,2.0,,1.0,2.0,,,,1.0,1.0,1.0,,,,,
1.奥兰群岛.1.1,新渠道用户 MAU,raw_data/mau.csv,MAU,渠道自然=non-Organic，国家=x（非整体），平台=整体，新老=New,,,,,,,,,,,,,,,,
1.奥兰群岛.1.2,新自然用户 MAU,raw_data/mau.csv,MAU,渠道自然=Organic，国家=x（非整体），平台=整体，新老=New,,2.0,,1.0,2.0,,,,1.0,1.0,1.0,,,,,
1.奥兰群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,15.0,,10.0,9.0,,,,17.0,12.0,4.0,,,,,
1.奥地利,奥地利MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,16878.0,16521.0,16000.0,14641.0,16164.0,15070.0,16209.0,18113.0,14524.0,16060.0,12034.0,13348.0,13195.0,12881.0,357.0,2.160886
