层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%
1.1.开曼群岛,开曼群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,80.122,91.308,112.536,93.264,80.122,101.35,54.572,74.9,30.8,58.692,65.442,34.192,163.45,78.888,-11.186,-12.250843
1.1.德国,德国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,54003.805,51213.631,50027.799,48708.819,40765.891,33476.02,41921.732,32122.502,30826.625,29739.552,34630.006,46970.042,37525.571,37946.429,2790.174,5.448108
1.1.意大利,意大利新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,14562.178,11500.146,9752.931,9906.922,9558.414,8660.426,10305.046,8154.818,7777.833,6626.368,8422.133,14873.769,9760.996,8612.492,3062.032,26.626027
1.1.所罗门群岛,所罗门群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,0.0,,,,,,,30.8,,,
1.1.拉脱维亚,拉脱维亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1544.606,1469.481,1386.278,958.134,857.233,771.855,986.237,759.05,1027.351,645.689,971.347,1085.076,1150.907,871.429,75.125,5.112349
1.1.挪威,挪威新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4256.709,4616.877,3521.229,2726.332,2253.208,2103.361,2452.521,2126.791,2178.662,2296.521,2353.065,3067.73,3983.312,2873.441,-360.168,-7.801118
1.1.捷克,捷克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3165.318,2644.515,2051.737,2211.143,2217.825,2033.403,2313.841,1780.826,2524.675,1943.191,2089.578,2894.316,2659.995,2621.934,520.803,19.693706
1.1.摩尔多瓦,摩尔多瓦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1204.383,1237.928,969.047,761.598,895.131,894.159,1015.42,782.312,833.375,570.024,771.303,913.276,771.976,809.058,-33.545,-2.70977
1.1.摩洛哥,摩洛哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,465.016,480.959,555.551,258.032,404.463,257.94,348.163,269.587,183.098,221.145,292.065,494.376,390.828,270.244,-15.943,-3.314836
1.1.摩纳哥,摩纳哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.文莱,文莱新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,52.466,19.84,30.786,44.086,75.565,21.693,23.793,0.0,23.8,53.2,46.2,38.5,5.6,22.95,32.626,164.445565
1.1.斐济,斐济新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,50.481,32.08,127.097,48.095,65.869,56.129,89.456,66.123,63.284,23.134,35.629,91.132,46.122,37.232,18.401,57.359726
1.1.斯威士兰,斯威士兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,13.923,8.33,5.593,,,0.0,5.593,0.0,7.7,0.0,0.0,55.3,7.7,0.0,5.593,67.142857
1.1.斯洛伐克,斯洛伐克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1702.133,1514.389,1399.416,1318.278,1493.292,1409.808,1475.612,1384.818,1265.38,1115.706,1049.773,1411.667,1268.807,1383.284,187.744,12.397343
1.1.斯洛文尼亚,斯洛文尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1388.4,1211.486,1048.035,697.422,810.577,501.725,816.762,790.754,663.066,716.218,560.35,950.13,840.976,756.487,176.914,14.603058
1.1.斯里兰卡,斯里兰卡新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,188.494,224.282,330.266,284.972,159.72,119.838,177.049,154.411,171.848,149.378,168.053,131.317,225.973,64.294,-35.788,-15.956697
1.1.新加坡,新加坡新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1286.909,1040.616,888.81,943.964,866.505,948.238,1167.82,1091.393,1308.496,1176.068,746.079,1074.885,945.449,785.822,246.293,23.668
1.1.新喀里多尼亚,新喀里多尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,5.436,19.908,0.0,4.064,,,
1.1.新西兰,新西兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3523.264,3145.18,3376.622,3635.328,4195.793,3884.337,5226.403,4570.792,4386.298,3548.988,3374.266,3890.03,4364.652,4061.228,378.084,12.021061
1.1.日本,日本新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,963.314,751.99,993.198,844.781,1040.002,829.672,998.976,733.185,822.341,918.38,1290.059,1459.035,1293.115,1388.967,211.324,28.101969
1.1.智利,智利新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3614.59,3071.343,4357.491,3917.509,4970.766,5543.434,5973.483,4107.631,4170.75,3286.242,3803.288,3530.182,3496.582,3224.633,543.247,17.687604
1.1.未知,未知新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,177.848,257.984,196.642,131.237,119.575,184.532,186.933,206.68,130.693,104.131,9.093,0.0,25.017,0.0,-80.136,-31.062391
1.1.柬埔寨,柬埔寨新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,129.386,81.948,209.094,124.436,58.955,110.041,79.726,61.732,51.007,60.467,55.97,34.222,62.804,75.554,47.438,57.887929
1.1.根西岛,根西岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.格林纳达,格林纳达新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,32.879,3.392,81.706,87.078,46.803,48.986,45.122,39.682,53.9,11.017,56.342,37.859,0.0,11.075,29.487,869.310142
1.1.格陵兰,格陵兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.格鲁吉亚,格鲁吉亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2542.129,2177.719,1368.021,1077.717,1081.542,941.794,1408.964,931.392,913.687,816.224,1115.154,1460.788,980.831,965.737,364.41,16.733564
1.1.比利时,比利时新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,5330.79,4358.177,4627.411,4417.517,3403.507,3138.625,3645.318,3613.796,3712.456,2985.509,5122.316,5393.125,4329.213,3644.511,972.613,22.316969
1.1.毛里塔尼亚,毛里塔尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,0.0,,8.33,,,0.0,17.5,,21.7,,0.0,11.9,0.0,,
1.1.毛里求斯,毛里求斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,141.169,80.899,76.516,14.609,197.342,125.455,143.279,129.037,73.529,58.988,131.114,143.22,93.316,68.071,60.27,74.500303
1.1.汤加,汤加新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.沙特阿拉伯,沙特阿拉伯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1866.272,1843.864,1968.723,1628.653,1940.4,1320.267,1896.304,2378.557,1822.133,1892.525,1977.358,2798.839,2600.512,2630.99,22.408,1.215274
1.1.法国,法国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,13958.922,12320.253,13030.948,10454.15,10949.959,9555.227,11453.365,9058.009,8497.935,8607.16,9418.885,15169.009,10472.721,9805.68,1638.669,13.300612
1.1.法属圣马丁,法属圣马丁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.法属圭亚那,法属圭亚那新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.法属波利尼西亚,法属波利尼西亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.法罗群岛,法罗群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.波兰,波兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,9105.909,8525.705,8261.111,7395.669,7206.347,6414.142,7846.754,6178.429,5495.572,6964.739,7695.459,8435.704,7421.329,8087.232,580.204,6.805349
1.1.波多黎各,波多黎各新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,0.0,,,,,,,96.612,62.016,143.992,136.342,240.596,144.748,,
1.1.波黑,波黑新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2235.856,1902.617,1589.996,1587.954,1689.79,1404.292,1540.993,1101.255,957.593,1071.173,1223.084,1566.813,1279.489,1311.885,333.239,17.51477
1.1.泰国,泰国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,872.76,655.681,826.579,836.346,753.305,881.747,960.835,965.612,704.467,858.985,673.742,661.219,784.146,654.708,217.079,33.10741
1.1.泽西岛,泽西岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.津巴布韦,津巴布韦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,250.063,109.322,74.971,51.209,107.642,91.529,91.205,81.252,98.674,69.42,110.146,84.134,51.098,32.33,140.741,128.739869
1.1.洪都拉斯,洪都拉斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1009.131,1291.576,876.622,728.478,850.004,804.829,984.811,872.173,613.406,530.925,686.664,575.291,721.629,590.969,-282.445,-21.868245
1.1.海地,海地新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,7.642,7.642,0.0,24.888,2.363,0.0,,
1.1.澳大利亚,澳大利亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,83468.122,77507.175,89782.9,92656.003,92184.279,84636.856,109021.862,92128.798,74611.238,66496.614,63350.983,64423.355,63057.213,56402.366,5960.947,7.690832
1.1.澳门,澳门新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,20.856,38.546,,0.0,21.693,0.0,0.0,7.7,0.0,0.0,0.0,30.8,7.7,,-17.69,-45.893218
1.1.爱尔兰,爱尔兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,12283.151,11421.964,11134.484,10148.243,9720.077,7794.183,11014.3,10885.095,9607.165,8058.878,9351.378,12248.0,12001.413,10641.607,861.187,7.539745
1.1.爱沙尼亚,爱沙尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1374.595,1142.92,1112.871,1014.062,944.023,1017.675,1055.092,882.515,718.106,605.226,765.587,834.435,1240.518,881.455,231.675,20.270448
1.1.牙买加,牙买加新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1173.249,1132.699,1458.378,1284.49,1377.571,1278.953,1163.337,1041.78,483.616,768.867,745.584,863.535,1137.207,690.671,40.55,3.579945
1.1.特克斯和凯科斯群岛,特克斯和凯科斯群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,42.329,16.992,32.179,8.379,5.593,21.693,75.421,30.518,53.2,5.6,52.941,16.8,15.048,67.472,25.337,149.111347
1.1.特立尼达和多巴哥,特立尼达和多巴哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,179.301,215.295,384.387,360.199,291.687,402.593,352.321,236.846,347.319,300.265,232.196,206.249,218.139,324.547,-35.994,-16.718456
1.1.玻利维亚,玻利维亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,667.88,625.325,560.508,1044.316,497.689,556.386,528.132,515.1,476.46,298.497,457.886,432.356,427.608,292.415,42.555,6.805261
1.1.瑙鲁,瑙鲁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,26.233,,,,,,,,,0.0,,,,,,
1.1.瑞典,瑞典新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4640.966,4501.991,3606.402,3697.541,2921.737,2486.704,3150.804,3204.678,3023.69,2779.022,3291.776,5043.795,4534.783,5353.36,138.975,3.086968
1.1.瑞士,瑞士新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,9760.075,8277.771,8463.078,7467.924,7430.086,5827.078,7136.364,5620.209,5771.671,5564.743,5778.794,8457.56,8066.204,7067.665,1482.304,17.907043
1.1.瓜德罗普,瓜德罗普新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,0.0,0.0,56.749,26.304,2.561,,
1.1.瓦利斯和富图纳群岛,瓦利斯和富图纳群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.瓦努阿图,瓦努阿图新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,21.693,21.693,,,,,,,0.0,,0.0,,
1.1.留尼汪岛,留尼汪岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,5.381,9.485,19.968,0.0,32.976,4.006,,
1.1.白俄罗斯,白俄罗斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,7194.988,6204.329,4708.059,3258.545,3974.123,3203.698,3447.662,2621.711,3037.729,2467.98,2871.426,3728.786,3351.732,3429.397,990.659,15.967222
1.1.百慕大,百慕大新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,61.222,186.837,30.079,46.179,30.079,5.593,37.628,88.9,69.3,26.6,53.2,161.09,72.1,63.192,-125.615,-67.2324
1.1.直布罗陀,直布罗陀新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,0.0,4.529,2.568,0.0,3.657,0.0,,
1.1.福克兰群岛,福克兰群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.科威特,科威特新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,701.28,830.612,986.128,603.906,855.487,784.953,1023.461,899.929,742.918,986.515,828.32,972.122,1144.641,1061.15,-129.332,-15.570688
1.1.科摩罗,科摩罗新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.科特迪瓦,科特迪瓦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,275.633,299.439,228.562,93.384,219.28,95.158,106.418,82.969,73.286,31.282,50.378,54.556,45.554,32.888,-23.806,-7.9502
1.1.科索沃,科索沃新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1342.275,1370.521,1304.921,687.053,326.839,485.374,641.905,262.039,574.643,322.529,694.609,453.478,421.737,509.453,-28.246,-2.060968
1.1.秘鲁,秘鲁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4560.366,4016.893,4503.223,4294.823,4566.948,4696.608,6194.678,4767.607,4072.807,3415.982,3305.403,4129.764,3739.764,3059.57,543.473,13.529686
1.1.突尼斯,突尼斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,34.01,0.0,39.705,17.324,0.0,7.719,0.0,3.391,9.8,27.642,30.613,23.032,5.942,4.234,34.01,
1.1.立陶宛,立陶宛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2700.403,2361.238,2456.668,2048.023,1966.292,1850.808,2360.727,1618.996,1615.38,1463.549,1877.732,2301.581,2013.804,1845.459,339.165,14.363863
1.1.索马里,索马里新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.约旦,约旦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,654.255,679.13,790.222,454.892,511.526,434.418,545.936,356.74,386.844,247.858,380.626,608.382,568.718,590.973,-24.875,-3.662774
1.1.纳米比亚,纳米比亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,123.043,165.357,192.262,87.713,250.741,108.25,104.592,86.061,104.117,139.422,70.63,75.604,24.5,132.765,-42.314,-25.589482
1.1.纽埃岛,纽埃岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.缅甸,缅甸新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,0.0,0.0,,0.0,21.693,0.0,21.7,4.453,5.6,0.0,0.0,,11.9,,
1.1.罗马尼亚,罗马尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,6696.335,5821.569,6280.73,6384.433,5798.86,4494.042,5210.378,4959.952,4391.134,4395.301,4699.338,6744.185,6012.839,5102.391,874.766,15.026293
1.1.美国,美国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,929114.012,953386.824,994147.519,874681.438,850400.885,670110.165,846742.203,819690.898,784547.332,737679.766,652803.046,801765.806,833431.343,827196.064,-24272.812,-2.545956
1.1.美属维尔京群岛,美属维尔京群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.美属萨摩亚,美属萨摩亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.老挝,老挝新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,14.066,0.0,5.721,0.0,0.0,15.273,27.35,,0.0,8.407,0.0,,0.0,-14.066,-100.0
1.1.肯尼亚,肯尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,422.809,417.459,531.599,478.522,628.088,353.426,368.415,389.248,330.11,321.725,330.253,353.137,222.998,200.315,5.35,1.281563
1.1.芬兰,芬兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2034.793,2131.15,1824.957,1147.154,1442.041,1207.733,1593.373,1445.15,1413.865,1050.994,1660.056,2009.125,1796.442,1739.139,-96.357,-4.521362
1.1.苏丹,苏丹新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.苏里南,苏里南新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,22.266,36.896,22.266,0.0,44.532,0.0,0.0,15.27,10.81,0.85,15.212,,15.27,,-14.63,-39.651995
1.1.英国,英国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,242401.391,229326.325,231729.268,209179.638,193162.738,164964.299,218006.024,190180.488,158362.458,148048.874,165060.64,210759.166,208060.159,203901.677,13075.066,5.701511
1.1.英属印度洋领地,英属印度洋领地新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.英属维尔京群岛,英属维尔京群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,11.892,0.0,17.493,0.0,0.0,3.392,0.0,0.0,0.0,30.8,5.942,0.0,39.992,30.8,11.892,
1.1.荷兰,荷兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,16158.534,14580.282,16139.833,15292.314,9087.181,7895.029,9925.383,9297.983,7251.546,7763.854,7754.949,9590.343,9649.199,8595.626,1578.252,10.824564
1.1.荷属圣马丁,荷属圣马丁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.荷属安的列斯,荷属安的列斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.莫桑比克,莫桑比克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,236.628,150.416,224.151,139.695,36.208,118.15,236.771,130.132,85.818,154.905,84.451,120.076,103.998,100.139,86.212,57.315711
1.1.莱索托,莱索托新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.菲律宾,菲律宾新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,6682.441,7653.042,8324.068,7217.587,6693.642,6613.128,7857.223,7409.63,5226.958,4607.94,5034.467,5435.47,6479.844,6538.565,-970.601,-12.682552
1.1.萨尔瓦多,萨尔瓦多新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,677.877,543.663,520.077,756.17,566.631,576.972,896.943,913.429,557.63,400.479,352.624,462.9,462.026,453.99,134.214,24.686984
1.1.萨摩亚,萨摩亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.葡萄牙,葡萄牙新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,15870.65,16569.377,14120.897,11427.243,12257.141,10822.69,12962.706,10817.321,9720.928,10390.273,12476.062,15778.429,13311.081,13886.866,-698.727,-4.216978
1.1.蒙古,蒙古新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,183.083,85.779,88.981,140.449,71.169,96.989,167.122,65.73,83.83,106.608,97.23,160.86,138.465,21.0,97.304,113.435689
1.1.蒙塞拉特岛,蒙塞拉特岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.西班牙,西班牙新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,22563.406,18747.002,18540.212,17568.603,17127.573,15556.061,17042.742,12107.591,12130.059,10903.959,12087.585,19212.853,16384.513,12921.737,3816.404,20.35741
1.1.诺福克岛,诺福克岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.贝宁,贝宁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,15.631,10.2,30.67,17.301,9.242,3.477,0.0,19.226,0.0,0.0,9.656,0.0,0.0,2.626,5.431,53.245098
1.1.赞比亚,赞比亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,191.54,149.59,237.281,244.241,95.061,126.989,82.891,196.791,168.584,38.432,74.355,141.512,139.941,50.416,41.95,28.043318
1.1.赤道几内亚,赤道几内亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
1.1.越南,越南新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,502.701,398.955,428.543,387.103,511.404,598.288,388.684,526.234,466.557,347.99,416.916,411.14,421.546,407.972,103.746,26.004437
1.1.阿塞拜疆,阿塞拜疆新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,946.43,960.132,719.437,506.267,506.256,477.48,608.856,376.972,515.234,358.441,412.445,597.494,637.272,593.875,-13.702,-1.427095
1.1.阿富汗,阿富汗新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,,21.693,,,,,,,,,,,,,
1.1.阿尔及利亚,阿尔及利亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,5.593,50.117,30.654,39.983,29.647,17.43,14.189,1.661,32.05,10.817,32.195,48.002,7.122,-5.593,-100.0
1.1.阿尔巴尼亚,阿尔巴尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1518.694,1346.798,1285.298,922.405,793.381,580.872,765.858,673.057,463.207,545.333,571.134,656.654,770.643,679.522,171.896,12.76331
1.1.阿曼,阿曼新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,317.952,291.537,565.267,252.043,502.94,200.889,290.895,260.751,364.619,257.765,131.542,328.743,223.425,327.771,26.415,9.0606
1.1.阿根廷,阿根廷新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,5602.537,5599.421,5543.22,6019.975,8093.885,8962.248,10773.735,7687.733,6289.422,6191.793,5811.218,6596.144,6624.141,5632.555,3.116,0.055649
1.1.阿联酋,阿联酋新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,6724.541,5861.35,6523.033,5422.757,5632.274,4840.882,5986.708,4809.734,4802.901,4967.092,4716.019,6214.019,6173.348,5196.379,863.191,14.726829
1.1.阿鲁巴,阿鲁巴新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,0.0,0.0,13.6,14.441,0.0,17.246,,
1.1.韩国,韩国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,738.472,912.176,820.173,688.736,593.85,643.96,589.637,933.1,1248.637,1172.872,959.584,1737.449,1374.883,1635.821,-173.704,-19.042816
1.1.香港,香港新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,670.801,470.783,347.24,204.765,449.992,353.038,515.166,419.551,300.929,543.631,556.186,555.693,415.514,380.86,200.018,42.486241
1.1.马尔代夫,马尔代夫新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,30.325,69.776,101.668,53.855,79.294,0.0,80.964,42.744,24.85,28.15,22.55,25.092,12.05,6.45,-39.451,-56.539498
1.1.马恩岛,马恩岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,
