country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_source_pay_date_rows
英国,android,月,11,0.17788362,2577,14487,534
英国,android,月,12,0.16632608,2279,13702,503
英国,android,月,13,0.15522158,2014,12975,473
英国,android,月,14,0.14614943,1782,12193,442
英国,android,月,15,0.13842957,1599,11551,414
英国,android,月,16,0.13175085,1432,10869,383
英国,android,月,17,0.12476483,1260,10099,352
英国,android,月,18,0.12103470,1137,9394,322
英国,android,月,19,0.11592695,1003,8652,291
英国,android,月,20,0.10981426,875,7968,261
英国,android,月,21,0.10276351,740,7201,230
英国,android,月,22,0.09538073,605,6343,199
英国,android,月,23,0.08818726,486,5511,169
英国,android,月,24,0.08267633,388,4693,138
英国,android,月,25,0.07552016,294,3893,108
英国,android,月,26,0.07327880,215,2934,77
英国,android,月,27,0.07750269,144,1858,48
英国,android,月,28,0.06359300,40,629,17
英国,ios,周,1,0.51590457,519,1006,112
英国,ios,周,2,0.32992850,323,979,106
英国,ios,周,3,0.27111575,260,959,99
英国,ios,周,4,0.22269807,208,934,93
英国,ios,周,5,0.19977679,179,896,86
英国,ios,周,6,0.17857143,155,868,79
英国,ios,周,7,0.15733015,132,839,73
英国,ios,周,8,0.14039409,114,812,66
英国,ios,周,9,0.13735558,107,779,59
英国,ios,周,10,0.12140992,93,766,55
英国,ios,周,11,0.11517615,85,738,48
英国,ios,周,12,0.10497238,76,724,42
英国,ios,周,13,0.09259259,65,702,35
英国,ios,周,14,0.07450331,45,604,29
英国,ios,周,15,0.04926108,20,406,22
英国,ios,周,16,0.06153846,12,195,15
英国,ios,周,17,0.05454545,3,55,8
英国,ios,周,18,0.00000000,0,1,1
英国,ios,年,1,0.29452791,22466,76278,503
英国,ios,年,2,0.15954593,3331,20878,138
英国,ios,月,1,0.56001341,35091,62661,838
英国,ios,月,2,0.41895135,24786,59162,807
英国,ios,月,3,0.34345170,19393,56465,779
英国,ios,月,4,0.29231052,15890,54360,748
英国,ios,月,5,0.25522667,13270,51993,717
英国,ios,月,6,0.22579543,11234,49753,687
英国,ios,月,7,0.20256372,9592,47353,656
英国,ios,月,8,0.18406934,8303,45108,626
英国,ios,月,9,0.16938457,7167,42312,595
英国,ios,月,10,0.15765697,6177,39180,564
英国,ios,月,11,0.14693327,5335,36309,534
英国,ios,月,12,0.13577993,4536,33407,503
英国,ios,月,13,0.12558331,3956,31501,473
英国,ios,月,14,0.11726384,3420,29165,442
英国,ios,月,15,0.10892109,2962,27194,414
英国,ios,月,16,0.10045249,2553,25415,383
英国,ios,月,17,0.09256309,2208,23854,352
英国,ios,月,18,0.08606483,1901,22088,322
英国,ios,月,19,0.07869195,1581,20091,291
英国,ios,月,20,0.07335371,1320,17995,261
英国,ios,月,21,0.06852400,1065,15542,230
英国,ios,月,22,0.06341091,831,13105,199
英国,ios,月,23,0.05856223,646,11031,169
英国,ios,月,24,0.05597184,493,8808,138
英国,ios,月,25,0.05280434,370,7007,108
英国,ios,月,26,0.04689602,244,5203,77
英国,ios,月,27,0.04268657,143,3350,48
英国,ios,月,28,0.03375196,43,1274,17
西班牙,android,周,1,0.58333333,14,24,15
西班牙,android,周,2,0.37500000,9,24,15
西班牙,android,周,3,0.25000000,6,24,15
西班牙,android,周,4,0.20833333,5,24,15
西班牙,android,周,5,0.16666667,4,24,15
西班牙,android,周,6,0.16666667,4,24,15
西班牙,android,周,7,0.12500000,3,24,15
西班牙,android,周,8,0.12500000,3,24,15
西班牙,android,周,9,0.08333333,2,24,15
西班牙,android,周,10,0.08333333,2,24,15
西班牙,android,周,11,0.08333333,2,24,15
西班牙,android,周,12,0.08333333,2,24,15
西班牙,android,周,13,0.08333333,2,24,15
西班牙,android,周,14,0.10526316,2,19,13
西班牙,android,周,15,0.07142857,1,14,10
西班牙,android,周,16,0.00000000,0,8,7
西班牙,android,周,17,0.00000000,0,4,3
西班牙,android,年,1,0.42908309,599,1396,464
西班牙,android,年,2,0.28192771,117,415,128
西班牙,android,月,1,0.54142582,1405,2595,777
西班牙,android,月,2,0.38443114,963,2505,748
西班牙,android,月,3,0.31454621,759,2413,723
西班牙,android,月,4,0.26533220,623,2348,699
西班牙,android,月,5,0.22486772,510,2268,671
西班牙,android,月,6,0.19880074,431,2168,644
西班牙,android,月,7,0.17845118,371,2079,615
西班牙,android,月,8,0.16783920,334,1990,586
西班牙,android,月,9,0.15905512,303,1905,560
西班牙,android,月,10,0.14864115,268,1803,531
西班牙,android,月,11,0.14557338,245,1683,502
西班牙,android,月,12,0.13439490,211,1570,472
西班牙,android,月,13,0.12592096,188,1493,445
西班牙,android,月,14,0.12167027,169,1389,414
西班牙,android,月,15,0.11085627,145,1308,387
西班牙,android,月,16,0.10696921,132,1234,358
西班牙,android,月,17,0.10123239,115,1136,329
西班牙,android,月,18,0.09626168,103,1070,302
西班牙,android,月,19,0.09292929,92,990,276
西班牙,android,月,20,0.08129176,73,898,249
西班牙,android,月,21,0.07037037,57,810,220
西班牙,android,月,22,0.06847361,48,701,190
西班牙,android,月,23,0.06372549,39,612,161
西班牙,android,月,24,0.05783582,31,536,131
西班牙,android,月,25,0.05054945,23,455,105
西班牙,android,月,26,0.05056180,18,356,76
西班牙,android,月,27,0.03225806,8,248,48
西班牙,android,月,28,0.03296703,3,91,17
西班牙,ios,周,1,0.38983051,23,59,38
西班牙,ios,周,2,0.24137931,14,58,37
西班牙,ios,周,3,0.17857143,10,56,35
西班牙,ios,周,4,0.14545455,8,55,34
西班牙,ios,周,5,0.05769231,3,52,31
西班牙,ios,周,6,0.05769231,3,52,31
西班牙,ios,周,7,0.06250000,3,48,27
西班牙,ios,周,8,0.06521739,3,46,25
西班牙,ios,周,9,0.06818182,3,44,24
西班牙,ios,周,10,0.04545455,2,44,24
西班牙,ios,周,11,0.04651163,2,43,23
西班牙,ios,周,12,0.04761905,2,42,22
西班牙,ios,周,13,0.02439024,1,41,21
西班牙,ios,周,14,0.02941176,1,34,17
西班牙,ios,周,15,0.04545455,1,22,12
西班牙,ios,周,16,0.09090909,1,11,6
西班牙,ios,周,17,0.33333333,1,3,2
西班牙,ios,年,1,0.33286319,1652,4963,503
西班牙,ios,年,2,0.15236686,206,1352,138
西班牙,ios,月,1,0.53682561,2398,4467,826
西班牙,ios,月,2,0.40331361,1704,4225,795
西班牙,ios,月,3,0.32748827,1326,4049,767
西班牙,ios,月,4,0.27418534,1077,3928,736
西班牙,ios,月,5,0.23548215,884,3754,705
西班牙,ios,月,6,0.20741150,750,3616,675
西班牙,ios,月,7,0.19277457,667,3460,644
西班牙,ios,月,8,0.17439024,572,3280,614
西班牙,ios,月,9,0.16019576,491,3065,584
西班牙,ios,月,10,0.14821429,415,2800,553
西班牙,ios,月,11,0.13297872,350,2632,523
西班牙,ios,月,12,0.12909836,315,2440,493
西班牙,ios,月,13,0.11798246,269,2280,463
西班牙,ios,月,14,0.11032532,234,2121,433
西班牙,ios,月,15,0.09949749,198,1990,406
西班牙,ios,月,16,0.09168443,172,1876,377
西班牙,ios,月,17,0.08163265,144,1764,346
西班牙,ios,月,18,0.07725322,126,1631,318
西班牙,ios,月,19,0.07124011,108,1516,288
西班牙,ios,月,20,0.06701031,91,1358,258
西班牙,ios,月,21,0.05641026,66,1170,227
西班牙,ios,月,22,0.05696203,54,948,196
西班牙,ios,月,23,0.05422446,43,793,166
西班牙,ios,月,24,0.05763240,37,642,135
西班牙,ios,月,25,0.04247104,22,518,105
西班牙,ios,月,26,0.04289544,16,373,75
西班牙,ios,月,27,0.03167421,7,221,47
西班牙,ios,月,28,0.02469136,2,81,17
