country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_pay_dates_included,pay_date_range_end,pay_date_range_start
澳大利亚,android,月,25,0.05849582,63,1077,108,20240417,20240101
澳大利亚,android,月,26,0.04389087,37,843,77,20240317,20240101
澳大利亚,android,月,27,0.03068592,17,554,48,20240217,20240101
澳大利亚,android,月,28,0.01047120,2,191,17,20240117,20240101
澳大利亚,ios,周,1,0.57551020,282,490,82,20260510,20260111
澳大利亚,ios,周,2,0.42857143,207,483,78,20260503,20260111
澳大利亚,ios,周,3,0.35220126,168,477,74,20260426,20260111
澳大利亚,ios,周,4,0.31691649,148,467,69,20260417,20260111
澳大利亚,ios,周,5,0.27645788,128,463,66,20260411,20260111
澳大利亚,ios,周,6,0.25764192,118,458,62,20260403,20260111
澳大利亚,ios,周,7,0.22958057,104,453,58,20260328,20260111
澳大利亚,ios,周,8,0.21300448,95,446,54,20260321,20260111
澳大利亚,ios,周,9,0.19274376,85,441,50,20260315,20260111
澳大利亚,ios,周,10,0.17701149,77,435,45,20260308,20260111
澳大利亚,ios,周,11,0.16509434,70,424,41,20260301,20260111
澳大利亚,ios,周,12,0.15662651,65,415,36,20260222,20260111
澳大利亚,ios,周,13,0.13151365,53,403,31,20260211,20260111
澳大利亚,ios,周,14,0.12983425,47,362,28,20260208,20260111
澳大利亚,ios,周,15,0.12962963,35,270,21,20260201,20260111
澳大利亚,ios,周,16,0.07092199,10,141,14,20260125,20260111
澳大利亚,ios,周,17,0.03333333,1,30,7,20260118,20260111
澳大利亚,ios,周,18,0.00000000,0,1,1,20260111,20260111
澳大利亚,ios,年,1,0.24812212,1024,4127,70,20250517,20250309
澳大利亚,ios,年,2,0.15927956,1017,6385,98,20240517,20240210
澳大利亚,ios,月,1,0.44562334,1008,2262,49,20260417,20260228
澳大利亚,ios,月,2,0.30536201,1008,3301,89,20260317,20251219
澳大利亚,ios,月,3,0.24314487,1002,4121,114,20260217,20251027
澳大利亚,ios,月,4,0.19328859,1008,5215,142,20260117,20250829
澳大利亚,ios,月,5,0.17086882,1003,5870,165,20251217,20250706
澳大利亚,ios,月,6,0.14815362,1003,6770,208,20251117,20250424
澳大利亚,ios,月,7,0.13706696,1001,7303,235,20251017,20250225
澳大利亚,ios,月,8,0.12949640,1008,7784,257,20250917,20250104
澳大利亚,ios,月,9,0.12320530,1004,8149,273,20250817,20241118
澳大利亚,ios,月,10,0.11926278,1003,8410,284,20250717,20241007
澳大利亚,ios,月,11,0.11305230,1003,8872,297,20250617,20240825
澳大利亚,ios,月,12,0.10904342,1002,9189,310,20250517,20240712
澳大利亚,ios,月,13,0.10062261,1002,9958,356,20250417,20240427
澳大利亚,ios,月,14,0.09381144,1002,10681,391,20250317,20240221
澳大利亚,ios,月,15,0.08804756,1007,11437,414,20250217,20240101
澳大利亚,ios,月,16,0.08187690,862,10528,383,20250117,20240101
澳大利亚,ios,月,17,0.07655651,739,9653,352,20241217,20240101
澳大利亚,ios,月,18,0.07114987,620,8714,322,20241117,20240101
澳大利亚,ios,月,19,0.06728147,518,7699,291,20241017,20240101
澳大利亚,ios,月,20,0.06352976,428,6737,261,20240917,20240101
澳大利亚,ios,月,21,0.05943691,342,5754,230,20240817,20240101
澳大利亚,ios,月,22,0.05758313,284,4932,199,20240717,20240101
澳大利亚,ios,月,23,0.05447744,233,4277,169,20240617,20240101
澳大利亚,ios,月,24,0.04983480,181,3632,138,20240517,20240101
澳大利亚,ios,月,25,0.04414716,132,2990,108,20240417,20240101
澳大利亚,ios,月,26,0.04048759,93,2297,77,20240317,20240101
澳大利亚,ios,月,27,0.03247184,49,1509,48,20240217,20240101
澳大利亚,ios,月,28,0.02554745,14,548,17,20240117,20240101
美国,android,周,1,0.57038288,1013,1776,41,20260510,20260331
美国,android,周,2,0.42046856,1023,2433,58,20260503,20260307
美国,android,周,3,0.33178654,1001,3017,78,20260426,20260208
美国,android,周,4,0.27827828,834,2997,100,20260419,20260109
美国,android,周,5,0.24072032,655,2721,93,20260412,20260109
美国,android,周,6,0.20670860,493,2385,86,20260405,20260109
美国,android,周,7,0.18268771,382,2091,79,20260329,20260109
美国,android,周,8,0.16028446,293,1828,72,20260322,20260109
美国,android,周,9,0.14351547,218,1519,65,20260315,20260109
美国,android,周,10,0.12671509,157,1239,58,20260308,20260109
美国,android,周,11,0.12234580,121,989,51,20260301,20260109
美国,android,周,12,0.11869031,87,733,44,20260222,20260109
美国,android,周,13,0.11336032,56,494,37,20260215,20260109
美国,android,周,14,0.11636364,32,275,30,20260208,20260109
美国,android,周,15,0.12500000,24,192,23,20260201,20260109
美国,android,周,16,0.13008130,16,123,16,20260125,20260109
美国,android,周,17,0.10204082,5,49,9,20260118,20260109
美国,android,周,18,0.00000000,0,5,2,20260110,20260109
美国,android,年,1,0.41297209,1006,2436,40,20250517,20250408
美国,android,年,2,0.22830231,1018,4459,68,20240517,20240311
美国,android,月,1,0.56384743,1020,1809,111,20260417,20251228
美国,android,月,2,0.39043210,1012,2592,95,20260317,20251213
美国,android,月,3,0.30273849,1006,3323,85,20260217,20251125
美国,android,月,4,0.25475191,1032,4051,78,20260117,20251101
美国,android,月,5,0.23073405,1009,4373,76,20251217,20251003
美国,android,月,6,0.21573276,1001,4640,80,20251117,20250830
美国,android,月,7,0.20294830,1005,4952,86,20251017,20250723
美国,android,月,8,0.17963326,1009,5617,94,20250917,20250615
美国,android,月,9,0.16358074,1016,6211,98,20250817,20250511
美国,android,月,10,0.15264039,1003,6571,104,20250717,20250405
美国,android,月,11,0.14138709,1003,7094,115,20250617,20250223
美国,android,月,12,0.13253968,1002,7560,132,20250517,20250106
美国,android,月,13,0.12292074,1005,8176,145,20250417,20241124
美国,android,月,14,0.11891508,1004,8443,149,20250317,20241020
美国,android,月,15,0.11420802,1008,8826,157,20250217,20240914
美国,android,月,16,0.10726903,1002,9341,164,20250117,20240807
美国,android,月,17,0.10193483,1001,9820,168,20241217,20240703
美国,android,月,18,0.08928731,1001,11211,185,20241117,20240517
美国,android,月,19,0.08070598,1006,12465,200,20241017,20240401
美国,android,月,20,0.07578852,1002,13221,204,20240917,20240227
美国,android,月,21,0.07389381,1002,13560,198,20240817,20240202
美国,android,月,22,0.06843974,983,14363,199,20240717,20240101
美国,android,月,23,0.06368860,787,12357,169,20240617,20240101
美国,android,月,24,0.06091420,629,10326,138,20240517,20240101
美国,android,月,25,0.05676856,468,8244,108,20240417,20240101
美国,android,月,26,0.05346913,336,6284,77,20240317,20240101
美国,android,月,27,0.05019685,204,4064,48,20240217,20240101
美国,android,月,28,0.03816254,54,1415,17,20240117,20240101
美国,ios,周,1,0.51543210,1169,2268,4,20260510,20260507
美国,ios,周,2,0.36994609,1098,2968,6,20260503,20260428
美国,ios,周,3,0.28509197,1178,4132,8,20260426,20260419
美国,ios,周,4,0.24003603,1066,4441,9,20260419,20260411
美国,ios,周,5,0.21698113,1035,4770,9,20260412,20260404
美国,ios,周,6,0.19068901,1024,5370,12,20260405,20260325
美国,ios,周,7,0.17811488,1045,5867,13,20260329,20260317
美国,ios,周,8,0.16759868,1019,6080,14,20260322,20260309
美国,ios,周,9,0.15362667,1023,6659,18,20260315,20260226
美国,ios,周,10,0.14574141,1090,7479,22,20260308,20260215
美国,ios,周,11,0.14155315,1008,7121,30,20260301,20260131
美国,ios,周,12,0.13217912,794,6007,43,20260222,20260111
美国,ios,周,13,0.12606342,489,3879,36,20260215,20260111
美国,ios,周,14,0.11726220,233,1987,29,20260208,20260111
美国,ios,周,15,0.11195159,148,1322,22,20260201,20260111
美国,ios,周,16,0.10434783,72,690,15,20260125,20260111
美国,ios,周,17,0.07738095,13,168,8,20260118,20260111
美国,ios,周,18,0.00000000,0,2,1,20260111,20260111
美国,ios,年,1,0.21710526,1089,5016,6,20250517,20250512
美国,ios,年,2,0.15106971,1038,6871,10,20240517,20240508
美国,ios,月,1,0.50425213,1008,1999,30,20260417,20260319
美国,ios,月,2,0.36578860,1097,2999,38,20260317,20260208
美国,ios,月,3,0.26255708,1035,3942,23,20260217,20260126
美国,ios,月,4,0.21771523,1052,4832,20,20260117,20251229
美国,ios,月,5,0.17087766,1028,6016,23,20251217,20251125
美国,ios,月,6,0.15184576,1016,6691,23,20251117,20251026
美国,ios,月,7,0.13338616,1010,7572,26,20251017,20250922
美国,ios,月,8,0.10704878,1016,9491,31,20250917,20250818
美国,ios,月,9,0.10656257,1010,9478,28,20250817,20250721
美国,ios,月,10,0.09740197,1001,10277,31,20250717,20250617
美国,ios,月,11,0.08399565,1004,11953,35,20250617,20250514
美国,ios,月,12,0.08334017,1016,12191,42,20250517,20250406
美国,ios,月,13,0.07842833,1010,12878,40,20250417,20250309
美国,ios,月,14,0.07960239,1001,12575,47,20250317,20250130
美国,ios,月,15,0.07502775,1014,13515,59,20250217,20241221
美国,ios,月,16,0.06401406,1020,15934,61,20250117,20241118
美国,ios,月,17,0.06499683,1025,15770,52,20241217,20241027
美国,ios,月,18,0.06768617,1018,15040,52,20241117,20240927
美国,ios,月,19,0.07119147,1008,14159,53,20241017,20240826
美国,ios,月,20,0.06706428,1012,15090,56,20240917,20240724
美国,ios,月,21,0.06423489,1002,15599,62,20240817,20240617
美国,ios,月,22,0.05814557,1009,17353,72,20240717,20240507
美国,ios,月,23,0.05671642,1007,17755,77,20240617,20240402
美国,ios,月,24,0.05433202,1009,18571,79,20240517,20240229
美国,ios,月,25,0.05251561,1001,19061,77,20240417,20240201
美国,ios,月,26,0.05029965,982,19523,77,20240317,20240101
美国,ios,月,27,0.04893268,596,12180,48,20240217,20240101
美国,ios,月,28,0.04457321,200,4487,17,20240117,20240101
英国,android,周,1,0.54216867,45,83,31,20260502,20260113
英国,android,周,2,0.43373494,36,83,31,20260502,20260113
英国,android,周,3,0.40243902,33,82,30,20260406,20260113
英国,android,周,4,0.30487805,25,82,30,20260406,20260113
英国,android,周,5,0.24390244,20,82,30,20260406,20260113
英国,android,周,6,0.20987654,17,81,29,20260216,20260113
英国,android,周,7,0.18518519,15,81,29,20260216,20260113
英国,android,周,8,0.16049383,13,81,29,20260216,20260113
英国,android,周,9,0.12345679,10,81,29,20260216,20260113
英国,android,周,10,0.11111111,9,81,29,20260216,20260113
英国,android,周,11,0.09876543,8,81,29,20260216,20260113
英国,android,周,12,0.08641975,7,81,29,20260216,20260113
英国,android,周,13,0.07500000,6,80,28,20260211,20260113
英国,android,周,14,0.04411765,3,68,25,20260208,20260113
英国,android,周,15,0.04166667,2,48,18,20260201,20260113
英国,android,周,16,0.07142857,2,28,11,20260125,20260113
英国,android,周,17,0.11111111,1,9,5,20260118,20260113
英国,android,年,1,0.41708126,1006,2412,155,20250517,20241214
英国,android,年,2,0.25622255,700,2732,138,20240517,20240101
英国,android,月,1,0.53842020,1002,1861,128,20260417,20251211
英国,android,月,2,0.42650807,1004,2354,146,20260317,20251023
英国,android,月,3,0.35671272,1007,2823,157,20260217,20250914
英国,android,月,4,0.31071871,1003,3228,156,20260117,20250815
英国,android,月,5,0.27579583,1005,3644,160,20251217,20250710
英国,android,月,6,0.23786982,1005,4225,177,20251117,20250524
英国,android,月,7,0.22049825,1009,4576,188,20251017,20250412
英国,android,月,8,0.20840266,1002,4808,195,20250917,20250306
英国,android,月,9,0.18958333,1001,5280,219,20250817,20250110
英国,android,月,10,0.17175180,1002,5834,242,20250717,20241118
英国,android,月,11,0.16481178,1007,6110,255,20250617,20241006
英国,android,月,12,0.15397631,1001,6501,273,20250517,20240818
英国,android,月,13,0.14727433,1005,6824,281,20250417,20240711
英国,android,月,14,0.14361473,1002,6977,284,20250317,20240607
英国,android,月,15,0.13498993,1005,7445,297,20250217,20240427
英国,android,月,16,0.12852745,1002,7796,301,20250117,20240323
英国,android,月,17,0.12274899,1002,8163,302,20241217,20240220
英国,android,月,18,0.12214112,1004,8220,290,20241117,20240202
英国,android,月,19,0.11592695,1003,8652,291,20241017,20240101
英国,android,月,20,0.10981426,875,7968,261,20240917,20240101
英国,android,月,21,0.10276351,740,7201,230,20240817,20240101
英国,android,月,22,0.09538073,605,6343,199,20240717,20240101
英国,android,月,23,0.08818726,486,5511,169,20240617,20240101
英国,android,月,24,0.08267633,388,4693,138,20240517,20240101
英国,android,月,25,0.07552016,294,3893,108,20240417,20240101
英国,android,月,26,0.07327880,215,2934,77,20240317,20240101
英国,android,月,27,0.07750269,144,1858,48,20240217,20240101
英国,android,月,28,0.06359300,40,629,17,20240117,20240101
英国,ios,周,1,0.51590457,519,1006,112,20260510,20260106
英国,ios,周,2,0.32992850,323,979,106,20260503,20260106
英国,ios,周,3,0.27111575,260,959,99,20260426,20260106
英国,ios,周,4,0.22269807,208,934,93,20260419,20260106
英国,ios,周,5,0.19977679,179,896,86,20260412,20260106
英国,ios,周,6,0.17857143,155,868,79,20260405,20260106
英国,ios,周,7,0.15733015,132,839,73,20260329,20260106
英国,ios,周,8,0.14039409,114,812,66,20260322,20260106
英国,ios,周,9,0.13735558,107,779,59,20260315,20260106
英国,ios,周,10,0.12140992,93,766,55,20260308,20260106
英国,ios,周,11,0.11517615,85,738,48,20260301,20260106
英国,ios,周,12,0.10497238,76,724,42,20260222,20260106
英国,ios,周,13,0.09259259,65,702,35,20260215,20260106
英国,ios,周,14,0.07450331,45,604,29,20260208,20260106
英国,ios,周,15,0.04926108,20,406,22,20260201,20260106
英国,ios,周,16,0.06153846,12,195,15,20260125,20260106
英国,ios,周,17,0.05454545,3,55,8,20260118,20260106
英国,ios,周,18,0.00000000,0,1,1,20260106,20260106
英国,ios,年,1,0.21387407,1002,4685,28,20250517,20250420
英国,ios,年,2,0.13796397,1011,7328,50,20240517,20240329
英国,ios,月,1,0.45442875,1062,2337,20,20260417,20260329
英国,ios,月,2,0.30442638,1011,3321,34,20260317,20260212
英国,ios,月,3,0.24460773,1032,4219,59,20260217,20251221
英国,ios,月,4,0.20351859,1018,5002,65,20260117,20251114
英国,ios,月,5,0.17753879,1007,5672,75,20251217,20251004
英国,ios,月,6,0.14187095,1007,7098,88,20251117,20250822
英国,ios,月,7,0.12609567,1007,7986,90,20251017,20250720
英国,ios,月,8,0.11726879,1003,8553,89,20250917,20250621
英国,ios,月,9,0.11041598,1006,9111,95,20250817,20250515
英国,ios,月,10,0.10811394,1002,9268,111,20250717,20250329
英国,ios,月,11,0.10508227,1009,9602,130,20250617,20250208
英国,ios,月,12,0.10158218,1008,9923,155,20250517,20241214
英国,ios,月,13,0.09804497,1003,10230,165,20250417,20241104
英国,ios,月,14,0.09877511,1008,10205,168,20250317,20241001
英国,ios,月,15,0.09447633,1004,10627,171,20250217,20240831
英国,ios,月,16,0.09070377,1004,11069,168,20250117,20240803
英国,ios,月,17,0.08476576,1006,11868,170,20241217,20240701
英国,ios,月,18,0.07848951,1006,12817,177,20241117,20240525
英国,ios,月,19,0.07444758,1004,13486,190,20241017,20240411
英国,ios,月,20,0.07007841,1001,14284,207,20240917,20240224
英国,ios,月,21,0.06729997,1006,14948,224,20240817,20240107
英国,ios,月,22,0.06341091,831,13105,199,20240717,20240101
英国,ios,月,23,0.05856223,646,11031,169,20240617,20240101
英国,ios,月,24,0.05597184,493,8808,138,20240517,20240101
英国,ios,月,25,0.05280434,370,7007,108,20240417,20240101
英国,ios,月,26,0.04689602,244,5203,77,20240317,20240101
英国,ios,月,27,0.04268657,143,3350,48,20240217,20240101
英国,ios,月,28,0.03375196,43,1274,17,20240117,20240101
西班牙,android,周,1,0.58333333,14,24,15,20260211,20260115
西班牙,android,周,2,0.37500000,9,24,15,20260211,20260115
西班牙,android,周,3,0.25000000,6,24,15,20260211,20260115
西班牙,android,周,4,0.20833333,5,24,15,20260211,20260115
西班牙,android,周,5,0.16666667,4,24,15,20260211,20260115
西班牙,android,周,6,0.16666667,4,24,15,20260211,20260115
西班牙,android,周,7,0.12500000,3,24,15,20260211,20260115
西班牙,android,周,8,0.12500000,3,24,15,20260211,20260115
西班牙,android,周,9,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,10,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,11,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,12,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,13,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,14,0.10526316,2,19,13,20260208,20260115
西班牙,android,周,15,0.07142857,1,14,10,20260129,20260115
西班牙,android,周,16,0.00000000,0,8,7,20260125,20260115
西班牙,android,周,17,0.00000000,0,4,3,20260118,20260115
西班牙,android,年,1,0.42908309,599,1396,464,20250517,20240101
西班牙,android,年,2,0.28192771,117,415,128,20240517,20240101
西班牙,android,月,1,0.53788286,1001,1861,576,20260417,20240730
西班牙,android,月,2,0.38443114,963,2505,748,20260317,20240101
西班牙,android,月,3,0.31454621,759,2413,723,20260217,20240101
西班牙,android,月,4,0.26533220,623,2348,699,20260117,20240101
西班牙,android,月,5,0.22486772,510,2268,671,20251217,20240101
西班牙,android,月,6,0.19880074,431,2168,644,20251117,20240101
西班牙,android,月,7,0.17845118,371,2079,615,20251017,20240101
西班牙,android,月,8,0.16783920,334,1990,586,20250916,20240101
西班牙,android,月,9,0.15905512,303,1905,560,20250817,20240101
西班牙,android,月,10,0.14864115,268,1803,531,20250717,20240101
西班牙,android,月,11,0.14557338,245,1683,502,20250617,20240101
西班牙,android,月,12,0.13439490,211,1570,472,20250517,20240101
西班牙,android,月,13,0.12592096,188,1493,445,20250417,20240101
西班牙,android,月,14,0.12167027,169,1389,414,20250317,20240101
西班牙,android,月,15,0.11085627,145,1308,387,20250217,20240101
西班牙,android,月,16,0.10696921,132,1234,358,20250117,20240101
西班牙,android,月,17,0.10123239,115,1136,329,20241217,20240101
西班牙,android,月,18,0.09626168,103,1070,302,20241117,20240101
西班牙,android,月,19,0.09292929,92,990,276,20241016,20240101
西班牙,android,月,20,0.08129176,73,898,249,20240917,20240101
西班牙,android,月,21,0.07037037,57,810,220,20240817,20240101
西班牙,android,月,22,0.06847361,48,701,190,20240717,20240101
西班牙,android,月,23,0.06372549,39,612,161,20240617,20240101
西班牙,android,月,24,0.05783582,31,536,131,20240517,20240101
西班牙,android,月,25,0.05054945,23,455,105,20240417,20240101
西班牙,android,月,26,0.05056180,18,356,76,20240317,20240101
西班牙,android,月,27,0.03225806,8,248,48,20240217,20240101
西班牙,android,月,28,0.03296703,3,91,17,20240117,20240101
西班牙,ios,周,1,0.38983051,23,59,38,20260508,20260117
西班牙,ios,周,2,0.24137931,14,58,37,20260503,20260117
西班牙,ios,周,3,0.17857143,10,56,35,20260424,20260117
西班牙,ios,周,4,0.14545455,8,55,34,20260417,20260117
西班牙,ios,周,5,0.05769231,3,52,31,20260404,20260117
西班牙,ios,周,6,0.05769231,3,52,31,20260404,20260117
西班牙,ios,周,7,0.06250000,3,48,27,20260327,20260117
西班牙,ios,周,8,0.06521739,3,46,25,20260320,20260117
西班牙,ios,周,9,0.06818182,3,44,24,20260306,20260117
西班牙,ios,周,10,0.04545455,2,44,24,20260306,20260117
西班牙,ios,周,11,0.04651163,2,43,23,20260226,20260117
西班牙,ios,周,12,0.04761905,2,42,22,20260220,20260117
西班牙,ios,周,13,0.02439024,1,41,21,20260212,20260117
西班牙,ios,周,14,0.02941176,1,34,17,20260207,20260117
西班牙,ios,周,15,0.04545455,1,22,12,20260201,20260117
西班牙,ios,周,16,0.09090909,1,11,6,20260124,20260117
西班牙,ios,周,17,0.33333333,1,3,2,20260118,20260117
西班牙,ios,年,1,0.32501620,1003,3086,308,20250517,20240714
西班牙,ios,年,2,0.15236686,206,1352,138,20240517,20240101
西班牙,ios,月,1,0.48055689,1001,2083,345,20260417,20250506
西班牙,ios,月,2,0.37683340,1002,2659,494,20260317,20241031
西班牙,ios,月,3,0.31757614,1001,3152,578,20260217,20240711
西班牙,ios,月,4,0.27372163,1001,3657,679,20260117,20240228
西班牙,ios,月,5,0.23548215,884,3754,705,20251217,20240101
西班牙,ios,月,6,0.20741150,750,3616,675,20251117,20240101
西班牙,ios,月,7,0.19277457,667,3460,644,20251017,20240101
西班牙,ios,月,8,0.17439024,572,3280,614,20250917,20240101
西班牙,ios,月,9,0.16019576,491,3065,584,20250817,20240101
西班牙,ios,月,10,0.14821429,415,2800,553,20250717,20240101
西班牙,ios,月,11,0.13297872,350,2632,523,20250617,20240101
西班牙,ios,月,12,0.12909836,315,2440,493,20250517,20240101
西班牙,ios,月,13,0.11798246,269,2280,463,20250417,20240101
西班牙,ios,月,14,0.11032532,234,2121,433,20250317,20240101
西班牙,ios,月,15,0.09949749,198,1990,406,20250215,20240101
西班牙,ios,月,16,0.09168443,172,1876,377,20250117,20240101
西班牙,ios,月,17,0.08163265,144,1764,346,20241217,20240101
西班牙,ios,月,18,0.07725322,126,1631,318,20241117,20240101
西班牙,ios,月,19,0.07124011,108,1516,288,20241017,20240101
西班牙,ios,月,20,0.06701031,91,1358,258,20240917,20240101
西班牙,ios,月,21,0.05641026,66,1170,227,20240817,20240101
西班牙,ios,月,22,0.05696203,54,948,196,20240717,20240101
西班牙,ios,月,23,0.05422446,43,793,166,20240617,20240101
西班牙,ios,月,24,0.05763240,37,642,135,20240517,20240101
西班牙,ios,月,25,0.04247104,22,518,105,20240417,20240101
西班牙,ios,月,26,0.04289544,16,373,75,20240317,20240101
西班牙,ios,月,27,0.03167421,7,221,47,20240217,20240101
西班牙,ios,月,28,0.02469136,2,81,17,20240117,20240101
