层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1.基里巴斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,5.0,2.0,,,2.0,3.0,,,2.0,,,,,,3.0,150.0,3.0,0.001246,5.2e-05
1.塔吉克斯坦,塔吉克斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,734.0,658.0,694.0,647.0,802.0,805.0,837.0,951.0,911.0,1223.0,1142.0,1054.0,,,76.0,11.550152,76.0,0.031572,0.001316
1.塔吉克斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,180.0,129.0,133.0,114.0,152.0,172.0,232.0,216.0,128.0,315.0,223.0,149.0,,,51.0,39.534884,51.0,0.021186,0.000883
1.塔吉克斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,554.0,529.0,561.0,533.0,650.0,633.0,605.0,735.0,783.0,908.0,919.0,905.0,,,25.0,4.725898,25.0,0.010385,0.000433
1.塞内加尔,塞内加尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,9122.0,4279.0,3229.0,2401.0,2755.0,2712.0,2622.0,3657.0,3581.0,4006.0,3877.0,4699.0,,,4843.0,113.18065,4843.0,2.011864,0.08386
1.塞内加尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,6078.0,2181.0,1218.0,657.0,627.0,472.0,416.0,544.0,532.0,659.0,554.0,935.0,,,3897.0,178.679505,3897.0,1.61888,0.067479
1.塞内加尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,3044.0,2098.0,2011.0,1744.0,2128.0,2240.0,2206.0,3113.0,3049.0,3347.0,3323.0,3764.0,,,946.0,45.090562,946.0,0.392984,0.016381
1.塞尔维亚,塞尔维亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,40065.0,37960.0,37343.0,35180.0,41115.0,41134.0,40416.0,54314.0,41893.0,45810.0,44617.0,46475.0,,,2105.0,5.545311,2105.0,0.874453,0.036449
1.塞尔维亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4140.0,3602.0,3496.0,2999.0,3878.0,3834.0,3449.0,3218.0,1664.0,2091.0,1947.0,2092.0,,,538.0,14.936147,538.0,0.223494,0.009316
1.塞尔维亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,35925.0,34358.0,33847.0,32181.0,37237.0,37300.0,36967.0,51096.0,40229.0,43719.0,42670.0,44383.0,,,1567.0,4.560801,1567.0,0.650958,0.027134
1.塞拉利昂,塞拉利昂MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,851.0,837.0,743.0,804.0,868.0,883.0,795.0,986.0,836.0,962.0,916.0,969.0,,,14.0,1.67264,14.0,0.005816,0.000242
1.塞拉利昂.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,261.0,242.0,172.0,168.0,172.0,180.0,156.0,216.0,159.0,178.0,156.0,165.0,,,19.0,7.85124,19.0,0.007893,0.000329
1.塞拉利昂.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,590.0,595.0,571.0,636.0,696.0,703.0,639.0,770.0,677.0,784.0,760.0,804.0,,,-5.0,-0.840336,-5.0,-0.002077,-8.7e-05
1.塞浦路斯,塞浦路斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,5513.0,4615.0,3964.0,3904.0,4234.0,4605.0,4624.0,7548.0,7809.0,8904.0,8801.0,8237.0,,,898.0,19.458288,898.0,0.373044,0.015549
1.塞浦路斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,551.0,445.0,352.0,343.0,451.0,501.0,446.0,424.0,350.0,550.0,511.0,461.0,,,106.0,23.820225,106.0,0.044034,0.001835
1.塞浦路斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,4962.0,4170.0,3612.0,3561.0,3783.0,4104.0,4178.0,7124.0,7459.0,8354.0,8290.0,7776.0,,,792.0,18.992806,792.0,0.32901,0.013714
1.塞舌尔,塞舌尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,331.0,292.0,258.0,298.0,318.0,318.0,292.0,337.0,348.0,313.0,319.0,332.0,,,39.0,13.356164,39.0,0.016201,0.000675
1.塞舌尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,33.0,28.0,24.0,31.0,44.0,34.0,34.0,30.0,19.0,23.0,17.0,23.0,,,5.0,17.857143,5.0,0.002077,8.7e-05
1.塞舌尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,298.0,264.0,234.0,267.0,274.0,284.0,258.0,307.0,329.0,290.0,302.0,309.0,,,34.0,12.878788,34.0,0.014124,0.000589
1.墨西哥,墨西哥MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,140233.0,188637.0,154635.0,108111.0,161028.0,190268.0,158977.0,167103.0,132015.0,140414.0,142672.0,139031.0,,,-48404.0,-25.659865,-48404.0,-20.107842,-0.838145
1.墨西哥.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,42711.0,91511.0,58954.0,15886.0,56198.0,85178.0,61009.0,28802.0,22736.0,26423.0,25649.0,24488.0,,,-48800.0,-53.326922,-48800.0,-20.272347,-0.845002
1.墨西哥.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,97522.0,97126.0,95681.0,92225.0,104830.0,105090.0,97968.0,138301.0,109279.0,113991.0,117023.0,114543.0,,,396.0,0.407718,396.0,0.164505,0.006857
1.多哥,多哥MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,965.0,509.0,416.0,441.0,510.0,586.0,590.0,811.0,616.0,741.0,805.0,756.0,,,456.0,89.587426,456.0,0.18943,0.007896
1.多哥.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,530.0,231.0,87.0,89.0,118.0,105.0,123.0,165.0,98.0,157.0,204.0,100.0,,,299.0,129.437229,299.0,0.12421,0.005177
1.多哥.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,435.0,278.0,329.0,352.0,392.0,481.0,467.0,646.0,518.0,584.0,601.0,656.0,,,157.0,56.47482,157.0,0.06522,0.002719
1.多米尼克,多米尼克MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,83.0,82.0,77.0,123.0,96.0,96.0,74.0,137.0,92.0,106.0,98.0,97.0,,,1.0,1.219512,1.0,0.000415,1.7e-05
1.多米尼克.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,13.0,17.0,2.0,23.0,12.0,15.0,7.0,13.0,9.0,9.0,9.0,10.0,,,-4.0,-23.529412,-4.0,-0.001662,-6.9e-05
1.多米尼克.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,70.0,65.0,75.0,100.0,84.0,81.0,67.0,124.0,83.0,97.0,89.0,87.0,,,5.0,7.692308,5.0,0.002077,8.7e-05
1.多米尼加,多米尼加MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,9316.0,9436.0,10447.0,8785.0,10640.0,10931.0,9512.0,11595.0,9631.0,10942.0,11516.0,11379.0,,,-120.0,-1.271725,-120.0,-0.04985,-0.002078
1.多米尼加.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1398.0,1369.0,1279.0,1122.0,1377.0,1629.0,1189.0,1248.0,841.0,1019.0,1073.0,1067.0,,,29.0,2.118335,29.0,0.012047,0.000502
1.多米尼加.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,7918.0,8067.0,9168.0,7663.0,9263.0,9302.0,8323.0,10347.0,8790.0,9923.0,10443.0,10312.0,,,-149.0,-1.847031,-149.0,-0.061897,-0.00258
1.奥兰群岛,奥兰群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,9.0,11.0,11.0,10.0,19.0,17.0,18.0,13.0,5.0,5.0,7.0,9.0,,,-2.0,-18.181818,-2.0,-0.000831,-3.5e-05
1.奥兰群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,1.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,
1.奥兰群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,10.0,9.0,,,,17.0,12.0,4.0,,,,,,,,,,
1.奥地利,奥地利MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,16000.0,14641.0,16164.0,15070.0,16209.0,18113.0,14524.0,16060.0,12034.0,13348.0,13195.0,12881.0,,,1359.0,9.282153,1359.0,0.564552,0.023532
1.奥地利.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1870.0,1680.0,1465.0,1407.0,1673.0,1963.0,1697.0,1410.0,803.0,1067.0,1019.0,934.0,,,190.0,11.309524,190.0,0.078929,0.00329
1.奥地利.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,14130.0,12961.0,14699.0,13663.0,14536.0,16150.0,12827.0,14650.0,11231.0,12281.0,12176.0,11947.0,,,1169.0,9.019366,1169.0,0.485622,0.020242
1.委内瑞拉,委内瑞拉MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,14052.0,13973.0,14331.0,14248.0,17247.0,19258.0,18728.0,25319.0,21842.0,23270.0,23563.0,23753.0,,,79.0,0.565376,79.0,0.032818,0.001368
1.委内瑞拉.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2265.0,2164.0,2091.0,2001.0,2420.0,2544.0,2146.0,2092.0,1821.0,2035.0,1741.0,1741.0,,,101.0,4.667283,101.0,0.041957,0.001749
1.委内瑞拉.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,11787.0,11809.0,12240.0,12247.0,14827.0,16714.0,16582.0,23227.0,20021.0,21235.0,21822.0,22012.0,,,-22.0,-0.186299,-22.0,-0.009139,-0.000381
1.孟加拉,孟加拉MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,82522.0,86503.0,103027.0,96130.0,109662.0,135294.0,140284.0,162680.0,110106.0,121980.0,123316.0,148560.0,,,-3981.0,-4.602153,-3981.0,-1.653775,-0.068933
1.孟加拉.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,20591.0,20070.0,28461.0,27465.0,28004.0,41253.0,48386.0,50854.0,18944.0,23723.0,19937.0,29395.0,,,521.0,2.595914,521.0,0.216432,0.009021
1.孟加拉.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,61931.0,66433.0,74566.0,68665.0,81658.0,94041.0,91898.0,111826.0,91162.0,98257.0,103379.0,119165.0,,,-4502.0,-6.776753,-4502.0,-1.870207,-0.077955
1.安哥拉,安哥拉MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,2037.0,1897.0,1922.0,1886.0,2146.0,2288.0,2090.0,2792.0,2447.0,2538.0,2616.0,2520.0,,,140.0,7.380074,140.0,0.058158,0.002424
1.安哥拉.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,475.0,422.0,370.0,344.0,450.0,461.0,329.0,423.0,348.0,386.0,441.0,347.0,,,53.0,12.559242,53.0,0.022017,0.000918
1.安哥拉.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1562.0,1475.0,1552.0,1542.0,1696.0,1827.0,1761.0,2369.0,2099.0,2152.0,2175.0,2173.0,,,87.0,5.898305,87.0,0.036141,0.001506
1.安圭拉,安圭拉MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,97.0,107.0,85.0,81.0,76.0,86.0,66.0,39.0,32.0,67.0,77.0,78.0,,,-10.0,-9.345794,-10.0,-0.004154,-0.000173
1.安圭拉.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,5.0,13.0,4.0,4.0,8.0,8.0,3.0,2.0,1.0,2.0,6.0,5.0,,,-8.0,-61.538462,-8.0,-0.003323,-0.000139
1.安圭拉.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,92.0,94.0,81.0,77.0,68.0,78.0,63.0,37.0,31.0,65.0,71.0,73.0,,,-2.0,-2.12766,-2.0,-0.000831,-3.5e-05
1.安提瓜和巴布达,安提瓜和巴布达MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,564.0,533.0,580.0,536.0,598.0,585.0,473.0,507.0,336.0,438.0,480.0,387.0,,,31.0,5.816135,31.0,0.012878,0.000537
1.安提瓜和巴布达.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,44.0,44.0,46.0,42.0,39.0,44.0,37.0,24.0,11.0,33.0,23.0,16.0,,,0.0,0.0,0.0,0.0,0.0
1.安提瓜和巴布达.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,520.0,489.0,534.0,494.0,559.0,541.0,436.0,483.0,325.0,405.0,457.0,371.0,,,31.0,6.339468,31.0,0.012878,0.000537
1.安道尔,安道尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,172.0,230.0,391.0,488.0,524.0,412.0,230.0,255.0,187.0,246.0,240.0,187.0,,,-58.0,-25.217391,-58.0,-0.024094,-0.001004
1.安道尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,20.0,22.0,23.0,52.0,35.0,33.0,18.0,18.0,4.0,13.0,10.0,10.0,,,-2.0,-9.090909,-2.0,-0.000831,-3.5e-05
1.安道尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,152.0,208.0,368.0,436.0,489.0,379.0,212.0,237.0,183.0,233.0,230.0,177.0,,,-56.0,-26.923077,-56.0,-0.023263,-0.00097
1.密克罗尼西亚联邦,密克罗尼西亚联邦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,7.0,6.0,8.0,8.0,5.0,8.0,8.0,6.0,6.0,18.0,21.0,14.0,,,1.0,16.666667,1.0,0.000415,1.7e-05
1.密克罗尼西亚联邦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4.0,4.0,2.0,2.0,2.0,2.0,1.0,,,2.0,3.0,2.0,,,0.0,0.0,0.0,0.0,0.0
1.密克罗尼西亚联邦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,3.0,2.0,6.0,6.0,3.0,6.0,7.0,,,16.0,18.0,12.0,,,1.0,50.0,1.0,0.000415,1.7e-05
1.尼加拉瓜,尼加拉瓜MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1883.0,1936.0,1962.0,1869.0,2237.0,2379.0,2119.0,2852.0,2326.0,2492.0,2499.0,2573.0,,,-53.0,-2.737603,-53.0,-0.022017,-0.000918
1.尼加拉瓜.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,346.0,364.0,334.0,300.0,401.0,435.0,323.0,361.0,316.0,319.0,276.0,301.0,,,-18.0,-4.945055,-18.0,-0.007478,-0.000312
1.尼加拉瓜.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1537.0,1572.0,1628.0,1569.0,1836.0,1944.0,1796.0,2491.0,2010.0,2173.0,2223.0,2272.0,,,-35.0,-2.226463,-35.0,-0.01454,-0.000606
1.尼日利亚,尼日利亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,75570.0,58045.0,38280.0,35912.0,40140.0,40971.0,39365.0,48562.0,42235.0,44132.0,44324.0,45633.0,,,17525.0,30.192092,17525.0,7.280182,0.303456
1.尼日利亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,33287.0,27971.0,8908.0,7791.0,8926.0,8902.0,7866.0,9717.0,6707.0,7210.0,7028.0,7516.0,,,5316.0,19.005398,5316.0,2.208357,0.09205
1.尼日利亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,42283.0,30074.0,29372.0,28121.0,31214.0,32069.0,31499.0,38845.0,35528.0,36922.0,37296.0,38117.0,,,12209.0,40.596529,12209.0,5.071826,0.211406
1.尼日尔,尼日尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,515.0,437.0,315.0,261.0,300.0,277.0,283.0,367.0,327.0,374.0,356.0,315.0,,,78.0,17.84897,78.0,0.032403,0.001351
1.尼日尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,278.0,230.0,125.0,77.0,108.0,74.0,83.0,129.0,79.0,124.0,113.0,64.0,,,48.0,20.869565,48.0,0.01994,0.000831
1.尼日尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,237.0,207.0,190.0,184.0,192.0,203.0,200.0,238.0,248.0,250.0,243.0,251.0,,,30.0,14.492754,30.0,0.012463,0.000519
1.尼泊尔,尼泊尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,4877.0,4954.0,5570.0,5041.0,6043.0,6607.0,6817.0,9585.0,7561.0,8414.0,8706.0,9068.0,,,-77.0,-1.5543,-77.0,-0.031987,-0.001333
1.尼泊尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1098.0,1190.0,1708.0,1329.0,1428.0,1062.0,1079.0,1353.0,1108.0,927.0,900.0,945.0,,,-92.0,-7.731092,-92.0,-0.038218,-0.001593
1.尼泊尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,3779.0,3764.0,3862.0,3712.0,4615.0,5545.0,5738.0,8232.0,6453.0,7487.0,7806.0,8123.0,,,15.0,0.398512,15.0,0.006231,0.00026
1.巴勒斯坦,巴勒斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,5420.0,4486.0,3658.0,3990.0,4292.0,4525.0,4504.0,3418.0,1893.0,2144.0,2114.0,2231.0,,,934.0,20.82033,934.0,0.387999,0.016173
1.巴勒斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,651.0,610.0,291.0,311.0,352.0,392.0,488.0,350.0,301.0,420.0,350.0,386.0,,,41.0,6.721311,41.0,0.017032,0.00071
1.巴勒斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,4769.0,3876.0,3367.0,3679.0,3940.0,4133.0,4016.0,3068.0,1592.0,1724.0,1764.0,1845.0,,,893.0,23.039216,893.0,0.370967,0.015463
1.巴哈马,巴哈马MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1632.0,1500.0,1841.0,1259.0,1455.0,1559.0,1211.0,1286.0,1033.0,1547.0,2047.0,1779.0,,,132.0,8.8,132.0,0.054835,0.002286
1.巴哈马.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,170.0,164.0,171.0,134.0,137.0,170.0,138.0,138.0,86.0,113.0,116.0,136.0,,,6.0,3.658537,6.0,0.002493,0.000104
1.巴哈马.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1462.0,1336.0,1670.0,1125.0,1318.0,1389.0,1073.0,1148.0,947.0,1434.0,1931.0,1643.0,,,126.0,9.431138,126.0,0.052343,0.002182
1.巴基斯坦,巴基斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,44685.0,45670.0,54236.0,45497.0,55235.0,59937.0,57225.0,74002.0,68400.0,76168.0,87353.0,95817.0,,,-985.0,-2.156777,-985.0,-0.409186,-0.017056
1.巴基斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,8830.0,8192.0,12892.0,8376.0,10645.0,11184.0,9715.0,11822.0,9807.0,11167.0,14507.0,15282.0,,,638.0,7.788086,638.0,0.265036,0.011047
1.巴基斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,35855.0,37478.0,41344.0,37121.0,44590.0,48753.0,47510.0,62180.0,58593.0,65001.0,72846.0,80535.0,,,-1623.0,-4.330541,-1623.0,-0.674222,-0.028103
1.巴巴多斯,巴巴多斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,787.0,801.0,911.0,805.0,995.0,1067.0,789.0,832.0,710.0,888.0,935.0,786.0,,,-14.0,-1.747815,-14.0,-0.005816,-0.000242
1.巴巴多斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,87.0,93.0,89.0,76.0,113.0,107.0,71.0,63.0,34.0,47.0,46.0,43.0,,,-6.0,-6.451613,-6.0,-0.002493,-0.000104
1.巴巴多斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,700.0,708.0,822.0,729.0,882.0,960.0,718.0,769.0,676.0,841.0,889.0,743.0,,,-8.0,-1.129944,-8.0,-0.003323,-0.000139
1.巴布亚新几内亚,巴布亚新几内亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,232.0,240.0,247.0,213.0,249.0,252.0,280.0,446.0,376.0,368.0,369.0,353.0,,,-8.0,-3.333333,-8.0,-0.003323,-0.000139
1.巴布亚新几内亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,74.0,58.0,46.0,46.0,53.0,49.0,46.0,129.0,62.0,79.0,79.0,57.0,,,16.0,27.586207,16.0,0.006647,0.000277
1.巴布亚新几内亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,158.0,182.0,201.0,167.0,196.0,203.0,234.0,317.0,314.0,289.0,290.0,296.0,,,-24.0,-13.186813,-24.0,-0.00997,-0.000416
1.巴拉圭,巴拉圭MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,6885.0,6679.0,6791.0,6430.0,6900.0,7424.0,7442.0,9850.0,7659.0,7585.0,7285.0,7410.0,,,206.0,3.084294,206.0,0.085576,0.003567
1.巴拉圭.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,881.0,901.0,851.0,764.0,1088.0,1001.0,1069.0,829.0,581.0,597.0,587.0,507.0,,,-20.0,-2.219756,-20.0,-0.008308,-0.000346
1.巴拉圭.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,6004.0,5778.0,5940.0,5666.0,5812.0,6423.0,6373.0,9021.0,7078.0,6988.0,6698.0,6903.0,,,226.0,3.911388,226.0,0.093884,0.003913
1.巴拿马,巴拿马MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3673.0,3696.0,3816.0,3648.0,4218.0,4185.0,3858.0,5017.0,4188.0,4324.0,4261.0,4169.0,,,-23.0,-0.622294,-23.0,-0.009555,-0.000398
1.巴拿马.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,556.0,554.0,495.0,454.0,669.0,689.0,533.0,515.0,439.0,419.0,450.0,445.0,,,2.0,0.361011,2.0,0.000831,3.5e-05
1.巴拿马.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,3117.0,3142.0,3321.0,3194.0,3549.0,3496.0,3325.0,4502.0,3749.0,3905.0,3811.0,3724.0,,,-25.0,-0.795672,-25.0,-0.010385,-0.000433
1.巴林,巴林MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1048.0,934.0,978.0,992.0,1198.0,1298.0,1237.0,1459.0,1202.0,1215.0,1141.0,1266.0,,,114.0,12.205567,114.0,0.047358,0.001974
1.巴林.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,215.0,177.0,213.0,171.0,218.0,201.0,216.0,217.0,173.0,201.0,169.0,218.0,,,38.0,21.468927,38.0,0.015786,0.000658
1.巴林.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,833.0,757.0,765.0,821.0,980.0,1097.0,1021.0,1242.0,1029.0,1014.0,972.0,1048.0,,,76.0,10.03963,76.0,0.031572,0.001316
1.巴西,巴西MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,2199388.0,2194269.0,2275058.0,2281495.0,2777279.0,2713738.0,2324168.0,2937189.0,2285321.0,2241479.0,2249503.0,2256518.0,,,5119.0,0.23329,5119.0,2.126519,0.088639
1.巴西.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,482235.0,469571.0,533589.0,572965.0,877417.0,860678.0,592503.0,331577.0,269822.0,226022.0,228322.0,243898.0,,,12664.0,2.69693,12664.0,5.26084,0.219285
1.巴西.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1717153.0,1724698.0,1741469.0,1708530.0,1899862.0,1853060.0,1731665.0,2605612.0,2015499.0,2015457.0,2021181.0,2012620.0,,,-7545.0,-0.437468,-7545.0,-3.134321,-0.130646
1.布基纳法索,布基纳法索MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,2716.0,1742.0,738.0,657.0,837.0,909.0,926.0,1234.0,1059.0,1201.0,1233.0,1295.0,,,974.0,55.912744,974.0,0.404616,0.016865
1.布基纳法索.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1482.0,1161.0,198.0,142.0,189.0,176.0,172.0,258.0,170.0,224.0,214.0,226.0,,,321.0,27.648579,321.0,0.133349,0.005558
1.布基纳法索.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1234.0,581.0,540.0,515.0,648.0,733.0,754.0,976.0,889.0,977.0,1019.0,1069.0,,,653.0,112.392427,653.0,0.271267,0.011307
