层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1.南极洲.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,,,,,,,,,,,,,,,,,,
1.南苏丹,南苏丹MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,6905.0,6412.0,6533.0,6578.0,7260.0,7599.0,8071.0,9650.0,9380.0,9008.0,9332.0,9375.0,,,493.0,7.688709,493.0,0.204801,0.008537
1.南苏丹.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1227.0,1082.0,1052.0,934.0,1071.0,1043.0,1244.0,1103.0,1278.0,1280.0,1352.0,1427.0,,,145.0,13.401109,145.0,0.060235,0.002511
1.南苏丹.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,5678.0,5330.0,5481.0,5644.0,6189.0,6556.0,6827.0,8547.0,8102.0,7728.0,7980.0,7948.0,,,348.0,6.529081,348.0,0.144565,0.006026
1.南非,南非MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,22245.0,22651.0,22718.0,22258.0,25166.0,27343.0,24813.0,34263.0,25421.0,25642.0,25485.0,24992.0,,,-406.0,-1.792415,-406.0,-0.168659,-0.00703
1.南非.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,3218.0,3326.0,2968.0,2921.0,3375.0,4169.0,3258.0,3596.0,2104.0,2263.0,2410.0,2383.0,,,-108.0,-3.247144,-108.0,-0.044865,-0.00187
1.南非.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,19027.0,19325.0,19750.0,19337.0,21791.0,23174.0,21555.0,30667.0,23317.0,23379.0,23075.0,22609.0,,,-298.0,-1.542044,-298.0,-0.123794,-0.00516
1.博茨瓦纳,博茨瓦纳MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,584.0,587.0,533.0,577.0,656.0,763.0,714.0,966.0,749.0,735.0,753.0,747.0,,,-3.0,-0.511073,-3.0,-0.001246,-5.2e-05
1.博茨瓦纳.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,91.0,74.0,58.0,68.0,85.0,110.0,93.0,136.0,67.0,54.0,70.0,84.0,,,17.0,22.972973,17.0,0.007062,0.000294
1.博茨瓦纳.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,493.0,513.0,475.0,509.0,571.0,653.0,621.0,830.0,682.0,681.0,683.0,663.0,,,-20.0,-3.898635,-20.0,-0.008308,-0.000346
1.卡塔尔,卡塔尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3208.0,2853.0,3027.0,3542.0,4047.0,4241.0,3923.0,4440.0,3593.0,3561.0,3274.0,3737.0,,,355.0,12.443042,355.0,0.147473,0.006147
1.卡塔尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,519.0,468.0,640.0,519.0,622.0,613.0,557.0,520.0,369.0,370.0,330.0,406.0,,,51.0,10.897436,51.0,0.021186,0.000883
1.卡塔尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2689.0,2385.0,2387.0,3023.0,3425.0,3628.0,3366.0,3920.0,3224.0,3191.0,2944.0,3331.0,,,304.0,12.746331,304.0,0.126287,0.005264
1.卢旺达,卢旺达MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1060.0,1090.0,1110.0,1150.0,1377.0,1507.0,1407.0,1809.0,1621.0,1910.0,1972.0,1824.0,,,-30.0,-2.752294,-30.0,-0.012463,-0.000519
1.卢旺达.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,190.0,196.0,167.0,163.0,217.0,224.0,204.0,266.0,170.0,281.0,277.0,210.0,,,-6.0,-3.061224,-6.0,-0.002493,-0.000104
1.卢旺达.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,870.0,894.0,943.0,987.0,1160.0,1283.0,1203.0,1543.0,1451.0,1629.0,1695.0,1614.0,,,-24.0,-2.684564,-24.0,-0.00997,-0.000416
1.卢森堡,卢森堡MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1433.0,1378.0,1309.0,1270.0,1259.0,1450.0,1326.0,1632.0,1473.0,1542.0,1717.0,1691.0,,,55.0,3.991292,55.0,0.022848,0.000952
1.卢森堡.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,153.0,170.0,126.0,119.0,144.0,164.0,147.0,109.0,64.0,96.0,93.0,98.0,,,-17.0,-10.0,-17.0,-0.007062,-0.000294
1.卢森堡.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1280.0,1208.0,1183.0,1151.0,1115.0,1286.0,1179.0,1523.0,1409.0,1446.0,1624.0,1593.0,,,72.0,5.960265,72.0,0.02991,0.001247
1.印度,印度MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,31128.0,30999.0,34722.0,36245.0,39960.0,35724.0,36473.0,41112.0,42360.0,44951.0,45970.0,47735.0,,,129.0,0.416142,129.0,0.053589,0.002234
1.印度.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4053.0,4555.0,5561.0,7977.0,9566.0,4905.0,5181.0,5575.0,6710.0,6705.0,7029.0,7713.0,,,-502.0,-11.020856,-502.0,-0.208539,-0.008692
1.印度.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,27075.0,26444.0,29161.0,28268.0,30394.0,30819.0,31292.0,35537.0,35650.0,38246.0,38941.0,40022.0,,,631.0,2.386175,631.0,0.262128,0.010926
1.印度尼西亚,印度尼西亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,18198.0,18104.0,19199.0,17100.0,19894.0,19808.0,20304.0,29458.0,31898.0,35570.0,36713.0,36812.0,,,94.0,0.519222,94.0,0.039049,0.001628
1.印度尼西亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,4536.0,4177.0,5584.0,4414.0,5077.0,4948.0,4731.0,5590.0,5296.0,6280.0,7182.0,6836.0,,,359.0,8.594685,359.0,0.149135,0.006216
1.印度尼西亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,13662.0,13927.0,13615.0,12686.0,14817.0,14860.0,15573.0,23868.0,26602.0,29290.0,29531.0,29976.0,,,-265.0,-1.902779,-265.0,-0.110085,-0.004589
1.危地马拉,危地马拉MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,6133.0,6314.0,6412.0,5919.0,6993.0,7278.0,6832.0,8679.0,6844.0,7320.0,7297.0,7300.0,,,-181.0,-2.866646,-181.0,-0.07519,-0.003134
1.危地马拉.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,791.0,915.0,929.0,713.0,1097.0,1126.0,951.0,839.0,660.0,713.0,614.0,611.0,,,-124.0,-13.551913,-124.0,-0.051512,-0.002147
1.危地马拉.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,5342.0,5399.0,5483.0,5206.0,5896.0,6152.0,5881.0,7840.0,6184.0,6607.0,6683.0,6689.0,,,-57.0,-1.055751,-57.0,-0.023679,-0.000987
1.厄瓜多尔,厄瓜多尔MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,13919.0,13878.0,14435.0,13938.0,16061.0,17016.0,16437.0,22627.0,17990.0,19016.0,19117.0,19426.0,,,41.0,0.295432,41.0,0.017032,0.00071
1.厄瓜多尔.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1859.0,1844.0,2021.0,1701.0,2228.0,2484.0,2158.0,2008.0,1630.0,1837.0,1652.0,1773.0,,,15.0,0.813449,15.0,0.006231,0.00026
1.厄瓜多尔.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,12060.0,12034.0,12414.0,12237.0,13833.0,14532.0,14279.0,20619.0,16360.0,17179.0,17465.0,17653.0,,,26.0,0.216055,26.0,0.010801,0.00045
1.厄立特里亚,厄立特里亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,3.0,4.0,,,,,,,
1.厄立特里亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,1.0,,,,,,,,,1.0,1.0,,,,,,,
1.厄立特里亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,0.0,,,,,,,,,2.0,3.0,,,,,,,
1.叙利亚,叙利亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,4594.0,4333.0,3972.0,3842.0,4527.0,4600.0,4554.0,5326.0,5556.0,6026.0,6049.0,6390.0,,,261.0,6.02354,261.0,0.108424,0.004519
1.叙利亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,857.0,661.0,365.0,334.0,511.0,503.0,508.0,609.0,520.0,619.0,581.0,625.0,,,196.0,29.652042,196.0,0.081422,0.003394
1.叙利亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,3737.0,3672.0,3607.0,3508.0,4016.0,4097.0,4046.0,4717.0,5036.0,5407.0,5468.0,5765.0,,,65.0,1.770153,65.0,0.027002,0.001126
1.古巴,古巴MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,897.0,1025.0,931.0,1078.0,1612.0,1575.0,1546.0,2027.0,2233.0,2454.0,2525.0,2460.0,,,-128.0,-12.487805,-128.0,-0.053173,-0.002216
1.古巴.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,141.0,170.0,118.0,112.0,207.0,215.0,185.0,315.0,339.0,305.0,301.0,166.0,,,-29.0,-17.058824,-29.0,-0.012047,-0.000502
1.古巴.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,756.0,855.0,813.0,966.0,1405.0,1360.0,1361.0,1712.0,1894.0,2149.0,2224.0,2294.0,,,-99.0,-11.578947,-99.0,-0.041126,-0.001714
1.吉尔吉斯斯坦,吉尔吉斯斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3801.0,2283.0,2327.0,2326.0,2765.0,2961.0,2925.0,3471.0,2991.0,3638.0,3648.0,3400.0,,,1518.0,66.491459,1518.0,0.630603,0.026285
1.吉尔吉斯斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1711.0,440.0,460.0,435.0,613.0,610.0,639.0,643.0,442.0,633.0,628.0,588.0,,,1271.0,288.863636,1271.0,0.527995,0.022008
1.吉尔吉斯斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2090.0,1843.0,1867.0,1891.0,2152.0,2351.0,2286.0,2828.0,2549.0,3005.0,3020.0,2812.0,,,247.0,13.402062,247.0,0.102608,0.004277
1.吉布提,吉布提MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,57.0,45.0,66.0,58.0,68.0,65.0,82.0,101.0,85.0,90.0,93.0,122.0,,,12.0,26.666667,12.0,0.004985,0.000208
1.吉布提.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,16.0,5.0,7.0,4.0,6.0,7.0,9.0,22.0,11.0,12.0,11.0,13.0,,,11.0,220.0,11.0,0.00457,0.00019
1.吉布提.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,41.0,40.0,59.0,54.0,62.0,58.0,73.0,79.0,74.0,78.0,82.0,109.0,,,1.0,2.5,1.0,0.000415,1.7e-05
1.哈萨克斯坦,哈萨克斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,22527.0,15589.0,16426.0,14792.0,16924.0,17235.0,16803.0,21932.0,18151.0,20507.0,21257.0,20986.0,,,6938.0,44.505741,6938.0,2.882163,0.120136
1.哈萨克斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,8551.0,2572.0,3004.0,2628.0,3265.0,3315.0,3255.0,3222.0,2461.0,2859.0,3121.0,3215.0,,,5979.0,232.465008,5979.0,2.483778,0.10353
1.哈萨克斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,13976.0,13017.0,13422.0,12164.0,13659.0,13920.0,13548.0,18710.0,15690.0,17648.0,18136.0,17771.0,,,959.0,7.367289,959.0,0.398385,0.016606
1.哥伦比亚,哥伦比亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,59293.0,59372.0,60681.0,57880.0,67306.0,68992.0,65061.0,89603.0,69279.0,71187.0,72753.0,72227.0,,,-79.0,-0.133059,-79.0,-0.032818,-0.001368
1.哥伦比亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,7345.0,7474.0,7739.0,6992.0,9336.0,10582.0,8633.0,7682.0,5305.0,5862.0,5899.0,6161.0,,,-129.0,-1.725983,-129.0,-0.053589,-0.002234
1.哥伦比亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,51948.0,51898.0,52942.0,50888.0,57970.0,58410.0,56428.0,81921.0,63974.0,65325.0,66854.0,66066.0,,,50.0,0.096343,50.0,0.020771,0.000866
1.哥斯达黎加,哥斯达黎加MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,5076.0,5228.0,5653.0,5128.0,5930.0,5975.0,5175.0,6420.0,5120.0,5719.0,6004.0,5785.0,,,-152.0,-2.907422,-152.0,-0.063143,-0.002632
1.哥斯达黎加.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,596.0,656.0,724.0,634.0,873.0,857.0,652.0,583.0,447.0,500.0,562.0,450.0,,,-60.0,-9.146341,-60.0,-0.024925,-0.001039
1.哥斯达黎加.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,4480.0,4572.0,4929.0,4494.0,5057.0,5118.0,4523.0,5837.0,4673.0,5219.0,5442.0,5335.0,,,-92.0,-2.012248,-92.0,-0.038218,-0.001593
1.喀麦隆,喀麦隆MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,2084.0,1641.0,1517.0,1357.0,1468.0,1464.0,1304.0,1662.0,1540.0,1649.0,1596.0,1477.0,,,443.0,26.995734,443.0,0.18403,0.007671
1.喀麦隆.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,801.0,544.0,403.0,288.0,344.0,315.0,235.0,333.0,238.0,316.0,290.0,180.0,,,257.0,47.242647,257.0,0.106762,0.00445
1.喀麦隆.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,1283.0,1097.0,1114.0,1069.0,1124.0,1149.0,1069.0,1329.0,1302.0,1333.0,1306.0,1297.0,,,186.0,16.955333,186.0,0.077268,0.003221
1.图瓦卢,图瓦卢MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,,1.0,1.0,,,1.0,3.0,1.0,,,,1.0,,,,,,,
1.图瓦卢.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,,1.0,,,,,,,,,,,,,,,,,
1.图瓦卢.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,,0.0,,,,,,,,,,,,,,,,,
1.土库曼斯坦,土库曼斯坦MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,194.0,128.0,115.0,144.0,144.0,164.0,224.0,294.0,533.0,740.0,660.0,429.0,,,66.0,51.5625,66.0,0.027418,0.001143
1.土库曼斯坦.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,8.0,5.0,1.0,3.0,6.0,3.0,8.0,18.0,67.0,148.0,109.0,54.0,,,3.0,60.0,3.0,0.001246,5.2e-05
1.土库曼斯坦.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,186.0,123.0,114.0,141.0,138.0,161.0,216.0,276.0,466.0,592.0,551.0,375.0,,,63.0,51.219512,63.0,0.026171,0.001091
1.土耳其,土耳其MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,124612.0,107207.0,60742.0,57437.0,64335.0,68251.0,72377.0,103916.0,91239.0,102948.0,102695.0,101103.0,,,17405.0,16.234947,17405.0,7.230332,0.301378
1.土耳其.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,55139.0,50934.0,9316.0,7509.0,8696.0,8986.0,10452.0,11344.0,8435.0,11627.0,11287.0,10645.0,,,4205.0,8.255782,4205.0,1.746828,0.072812
1.土耳其.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,69473.0,56273.0,51426.0,49928.0,55639.0,59265.0,61925.0,92572.0,82804.0,91321.0,91408.0,90458.0,,,13200.0,23.457075,13200.0,5.483504,0.228566
1.圣卢西亚,圣卢西亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,535.0,505.0,559.0,419.0,528.0,550.0,491.0,551.0,431.0,493.0,564.0,516.0,,,30.0,5.940594,30.0,0.012463,0.000519
1.圣卢西亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,58.0,52.0,55.0,28.0,40.0,63.0,36.0,42.0,21.0,24.0,35.0,23.0,,,6.0,11.538462,6.0,0.002493,0.000104
1.圣卢西亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,477.0,453.0,504.0,391.0,488.0,487.0,455.0,509.0,410.0,469.0,529.0,493.0,,,24.0,5.298013,24.0,0.00997,0.000416
1.圣基茨和尼维斯,圣基茨和尼维斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,146.0,132.0,144.0,110.0,163.0,150.0,128.0,141.0,147.0,149.0,184.0,176.0,,,14.0,10.606061,14.0,0.005816,0.000242
1.圣基茨和尼维斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,18.0,14.0,12.0,5.0,16.0,12.0,14.0,11.0,10.0,14.0,13.0,16.0,,,4.0,28.571429,4.0,0.001662,6.9e-05
1.圣基茨和尼维斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,128.0,118.0,132.0,105.0,147.0,138.0,114.0,130.0,137.0,135.0,171.0,160.0,,,10.0,8.474576,10.0,0.004154,0.000173
1.圣多美和普林西比,圣多美和普林西比MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,55.0,45.0,49.0,48.0,58.0,56.0,38.0,55.0,65.0,78.0,72.0,60.0,,,10.0,22.222222,10.0,0.004154,0.000173
1.圣多美和普林西比.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,12.0,16.0,15.0,12.0,20.0,20.0,5.0,9.0,12.0,15.0,17.0,10.0,,,-4.0,-25.0,-4.0,-0.001662,-6.9e-05
1.圣多美和普林西比.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,43.0,29.0,34.0,36.0,38.0,36.0,33.0,46.0,53.0,63.0,55.0,50.0,,,14.0,48.275862,14.0,0.005816,0.000242
1.圣巴泰勒米岛,圣巴泰勒米岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,28.0,43.0,56.0,48.0,94.0,57.0,30.0,13.0,4.0,29.0,36.0,58.0,,,-15.0,-34.883721,-15.0,-0.006231,-0.00026
1.圣巴泰勒米岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,3.0,,3.0,2.0,7.0,4.0,1.0,,,,1.0,1.0,,,,,,,
1.圣巴泰勒米岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,25.0,,53.0,46.0,87.0,53.0,29.0,,,,35.0,57.0,,,,,,,
1.圣文森特和格林纳丁斯,圣文森特和格林纳丁斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,145.0,158.0,169.0,138.0,200.0,183.0,155.0,217.0,168.0,194.0,234.0,194.0,,,-13.0,-8.227848,-13.0,-0.0054,-0.000225
1.圣文森特和格林纳丁斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,17.0,12.0,13.0,17.0,25.0,15.0,20.0,17.0,15.0,13.0,22.0,14.0,,,5.0,41.666667,5.0,0.002077,8.7e-05
1.圣文森特和格林纳丁斯.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,128.0,146.0,156.0,121.0,175.0,168.0,135.0,200.0,153.0,181.0,212.0,180.0,,,-18.0,-12.328767,-18.0,-0.007478,-0.000312
1.圣皮埃尔和密克隆群岛,圣皮埃尔和密克隆群岛MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,1.0,,1.0,,1.0,,2.0,3.0,2.0,1.0,3.0,5.0,,,,,,,
1.圣皮埃尔和密克隆群岛.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,
1.圣皮埃尔和密克隆群岛.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,0.0,,0.0,,0.0,,1.0,2.0,1.0,,,4.0,,,,,,,
1.圣马力诺,圣马力诺MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,29.0,27.0,25.0,35.0,35.0,33.0,34.0,41.0,36.0,30.0,30.0,24.0,,,2.0,7.407407,2.0,0.000831,3.5e-05
1.圣马力诺.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,3.0,3.0,3.0,1.0,5.0,6.0,5.0,5.0,4.0,1.0,4.0,2.0,,,0.0,0.0,0.0,0.0,0.0
1.圣马力诺.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,26.0,24.0,22.0,34.0,30.0,27.0,29.0,36.0,32.0,29.0,26.0,22.0,,,2.0,8.333333,2.0,0.000831,3.5e-05
1.圭亚那,圭亚那MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,824.0,762.0,719.0,735.0,870.0,840.0,796.0,1084.0,774.0,845.0,874.0,805.0,,,62.0,8.136483,62.0,0.025756,0.001074
1.圭亚那.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,128.0,130.0,114.0,123.0,195.0,119.0,105.0,94.0,70.0,91.0,76.0,78.0,,,-2.0,-1.538462,-2.0,-0.000831,-3.5e-05
1.圭亚那.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,696.0,632.0,605.0,612.0,675.0,721.0,691.0,990.0,704.0,754.0,798.0,727.0,,,64.0,10.126582,64.0,0.026587,0.001108
1.坦桑尼亚,坦桑尼亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3224.0,3262.0,3559.0,4252.0,4365.0,3536.0,3071.0,4218.0,4092.0,4254.0,4370.0,4332.0,,,-38.0,-1.164929,-38.0,-0.015786,-0.000658
1.坦桑尼亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,736.0,818.0,922.0,1422.0,1465.0,607.0,435.0,636.0,477.0,582.0,613.0,545.0,,,-82.0,-10.02445,-82.0,-0.034064,-0.00142
1.坦桑尼亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2488.0,2444.0,2637.0,2830.0,2900.0,2929.0,2636.0,3582.0,3615.0,3672.0,3757.0,3787.0,,,44.0,1.800327,44.0,0.018278,0.000762
1.埃及,埃及MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,26066.0,25223.0,25293.0,22967.0,28224.0,29883.0,31106.0,40832.0,37698.0,40583.0,40588.0,41276.0,,,843.0,3.342188,843.0,0.350196,0.014597
1.埃及.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,5302.0,4714.0,4402.0,3542.0,4724.0,4543.0,5188.0,6900.0,5819.0,6582.0,6368.0,5983.0,,,588.0,12.473483,588.0,0.244265,0.010182
1.埃及.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,20764.0,20509.0,20891.0,19425.0,23500.0,25340.0,25918.0,33932.0,31879.0,34001.0,34220.0,35293.0,,,255.0,1.243357,255.0,0.105931,0.004415
1.埃塞俄比亚,埃塞俄比亚MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,3487.0,3295.0,3273.0,3231.0,3846.0,4103.0,4169.0,5114.0,5232.0,5791.0,6053.0,6212.0,,,192.0,5.827011,192.0,0.07976,0.003325
1.埃塞俄比亚.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,702.0,527.0,419.0,417.0,472.0,449.0,448.0,451.0,462.0,527.0,591.0,530.0,,,175.0,33.206831,175.0,0.072698,0.00303
1.埃塞俄比亚.2,老用户 MAU,本表,整体MAU-新用户 MAU（1.x-1.x.1）,,2785.0,2768.0,2854.0,2814.0,3374.0,3654.0,3721.0,4663.0,4770.0,5264.0,5462.0,5682.0,,,17.0,0.614162,17.0,0.007062,0.000294
1.基里巴斯,基里巴斯MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=整体,7.0,3.0,6.0,3.0,4.0,4.0,6.0,4.0,3.0,7.0,3.0,3.0,,,4.0,133.333333,4.0,0.001662,6.9e-05
1.基里巴斯.1,新用户 MAU,raw_data/mau.csv,MAU,渠道自然=整体，国家=x（非整体），平台=整体，新老=New,2.0,1.0,,,2.0,1.0,,,1.0,,,,,,1.0,100.0,1.0,0.000415,1.7e-05
