层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体DNU,34350.0,40447.857143,49009.285714,42443.714286,42277.428571,44210.285714,45928.142857,47333.857143,-6097.857143,-15.075847,-6097.857143,100.0,-15.075847
1.1,渠道 DNU,9315.428571,13768.571429,19097.571429,16449.714286,17167.571429,17285.142857,18954.142857,18273.571429,-4453.142857,-32.34281,-4453.142857,73.027996,-11.009589
1.1.unknow,unknow DNU,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.不丹,不丹 DNU,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,-0.0,0.0
1.1.东帝汶,东帝汶 DNU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,-0.016399,0.002472
1.1.中国,中国 DNU,1.0,1.0,1.333333,1.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,-0.0,0.0
1.1.中非,中非 DNU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,-0.016399,0.002472
1.1.丹麦,丹麦 DNU,1.6,1.666667,2.142857,2.0,1.333333,1.166667,1.75,1.4,-0.066667,-4.0,-0.066667,0.001093,-0.000165
1.1.乌克兰,乌克兰 DNU,22.428571,24.0,22.285714,25.285714,21.857143,21.285714,22.285714,25.142857,-1.571429,-6.547619,-1.571429,0.02577,-0.003885
1.1.乌兹别克斯坦,乌兹别克斯坦 DNU,4.285714,5.285714,5.857143,5.714286,3.714286,5.714286,3.714286,6.571429,-1.0,-18.918919,-1.0,0.016399,-0.002472
1.1.乌干达,乌干达 DNU,1.333333,1.5,1.0,1.5,1.0,1.0,1.5,1.0,-0.166667,-11.111111,-0.166667,0.002733,-0.000412
1.1.乌拉圭,乌拉圭 DNU,1.0,1.2,2.8,2.4,1.333333,1.4,1.8,2.0,-0.2,-16.666667,-0.2,0.00328,-0.000494
