country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_pay_dates_included,pay_date_range_end,pay_date_range_start
英国,android,月,33,0.10357242,1496,14444,366,20230818,20220818
英国,android,月,34,0.09395425,1380,14688,366,20230718,20220718
英国,android,月,35,0.08665440,1272,14679,366,20230618,20220618
英国,android,月,36,0.08183927,1164,14223,366,20230518,20220518
英国,android,月,37,0.07740962,1077,13913,366,20230418,20220418
英国,android,月,38,0.07446027,1014,13618,366,20230318,20220318
英国,android,月,39,0.04072224,954,23427,772,20230218,20210101
英国,android,月,40,0.03891463,882,22665,741,20230118,20210101
英国,android,月,41,0.03722481,815,21894,710,20221218,20210101
英国,android,月,42,0.03593439,758,21094,680,20221118,20210101
英国,android,月,43,0.03418085,691,20216,649,20221018,20210101
英国,android,月,44,0.01817977,322,17712,619,20220918,20210101
英国,android,月,45,0.00020738,3,14466,588,20220818,20210101
英国,android,月,46,0.00000000,0,13119,557,20220718,20210101
英国,android,月,47,0.00000000,0,12093,527,20220618,20210101
英国,android,月,48,0.00000000,0,11579,496,20220518,20210101
英国,android,月,49,0.00000000,0,11073,466,20220418,20210101
英国,android,月,50,0.00000000,0,10563,435,20220318,20210101
英国,android,月,51,0.00000000,0,10033,407,20220218,20210101
英国,android,月,52,0.00000000,0,9464,376,20220118,20210101
英国,ios,周,1,0.51437066,519,1009,113,20260511,20260106
英国,ios,周,2,0.32825203,323,984,107,20260504,20260106
英国,ios,周,3,0.27074689,261,964,100,20260427,20260106
英国,ios,周,4,0.22446809,211,940,94,20260420,20260106
英国,ios,周,5,0.20133482,181,899,87,20260413,20260106
英国,ios,周,6,0.17889908,156,872,80,20260406,20260106
英国,ios,周,7,0.15914489,134,842,74,20260330,20260106
英国,ios,周,8,0.13987730,114,815,67,20260323,20260106
英国,ios,周,9,0.13740458,108,786,60,20260316,20260106
英国,ios,周,10,0.12125163,93,767,56,20260309,20260106
英国,ios,周,11,0.11424731,85,744,49,20260302,20260106
英国,ios,周,12,0.10729023,78,727,43,20260223,20260106
英国,ios,周,13,0.09375000,66,704,36,20260216,20260106
英国,ios,周,14,0.07800312,50,641,30,20260209,20260106
英国,ios,周,15,0.05251142,23,438,23,20260202,20260106
英国,ios,周,16,0.06392694,14,219,16,20260126,20260106
英国,ios,周,17,0.05714286,4,70,9,20260119,20260106
英国,ios,周,18,0.00000000,0,3,2,20260112,20260106
英国,ios,年,1,0.28499347,15928,55889,366,20250518,20240518
英国,ios,年,2,0.15612702,10315,66068,366,20240518,20230519
英国,ios,年,3,0.14438792,9621,66633,366,20230518,20220518
英国,ios,年,4,0.10176522,4220,41468,366,20220518,20210518
英国,ios,年,5,0.07813411,1206,15435,138,20210518,20210101
英国,ios,月,1,0.50923736,15932,31286,366,20260418,20250418
英国,ios,月,2,0.36798192,11070,30083,366,20260318,20250318
英国,ios,月,3,0.29583561,8681,29344,366,20260218,20250218
英国,ios,月,4,0.24928495,7234,29019,366,20260118,20250118
英国,ios,月,5,0.21769190,6140,28205,366,20251218,20241218
英国,ios,月,6,0.19126294,5302,27721,366,20251118,20241118
英国,ios,月,7,0.17351081,4745,27347,366,20251018,20241018
英国,ios,月,8,0.16176741,4397,27181,366,20250918,20240918
英国,ios,月,9,0.15130428,4066,26873,366,20250818,20240818
英国,ios,月,10,0.14501949,3794,26162,366,20250718,20240718
英国,ios,月,11,0.13756655,3488,25355,366,20250618,20240618
英国,ios,月,12,0.12931000,3199,24739,366,20250518,20240518
英国,ios,月,13,0.12107258,2971,24539,366,20250418,20240418
英国,ios,月,14,0.11432020,2747,24029,366,20250318,20240318
英国,ios,月,15,0.10667451,2538,23792,366,20250218,20240219
英国,ios,月,16,0.09913079,2395,24160,366,20250118,20240119
英国,ios,月,17,0.09344602,2344,25084,366,20241218,20231219
英国,ios,月,18,0.08829577,2233,25290,366,20241118,20231119
英国,ios,月,19,0.08102790,2100,25917,366,20241018,20231019
英国,ios,月,20,0.07903927,2037,25772,366,20240918,20230919
英国,ios,月,21,0.08043855,2135,26542,366,20240818,20230819
英国,ios,月,22,0.07885530,2006,25439,366,20240718,20230719
英国,ios,月,23,0.07525255,1840,24451,366,20240618,20230619
英国,ios,月,24,0.07425298,1737,23393,366,20240518,20230519
英国,ios,月,25,0.07064350,1594,22564,366,20240418,20230419
英国,ios,月,26,0.06770857,1486,21947,366,20240318,20230319
英国,ios,月,27,0.06650431,1420,21352,366,20240218,20230218
英国,ios,月,28,0.06419248,1318,20532,366,20240118,20230118
英国,ios,月,29,0.06340785,1231,19414,366,20231218,20221218
英国,ios,月,30,0.06233543,1160,18609,366,20231118,20221118
英国,ios,月,31,0.06341827,1105,17424,366,20231018,20221018
英国,ios,月,32,0.06204763,1063,17132,366,20230918,20220918
英国,ios,月,33,0.06261977,1013,16177,366,20230818,20220818
英国,ios,月,34,0.06680399,1200,17963,366,20230718,20220718
英国,ios,月,35,0.06857143,1296,18900,366,20230618,20220618
英国,ios,月,36,0.06734618,1262,18739,366,20230518,20220518
英国,ios,月,37,0.06457801,1212,18768,366,20230418,20220418
英国,ios,月,38,0.06214931,1163,18713,366,20230318,20220318
英国,ios,月,39,0.05947268,1094,18395,366,20230218,20220218
英国,ios,月,40,0.05797902,1050,18110,366,20230118,20220118
英国,ios,月,41,0.05629211,1036,18404,366,20221218,20211218
英国,ios,月,42,0.05295456,1001,18903,372,20221118,20211112
英国,ios,月,43,0.05043075,1001,19849,381,20221018,20211003
英国,ios,月,44,0.04869641,1003,20597,387,20220918,20210828
英国,ios,月,45,0.04463252,1002,22450,410,20220818,20210705
英国,ios,月,46,0.04240807,1001,23604,433,20220718,20210512
英国,ios,月,47,0.04008971,1001,24969,452,20220618,20210324
英国,ios,月,48,0.03854439,1002,25996,448,20220518,20210225
英国,ios,月,49,0.03689563,1005,27239,444,20220418,20210130
英国,ios,月,50,0.03632735,1001,27555,431,20220318,20210112
英国,ios,月,51,0.03512524,969,27587,414,20220218,20210101
英国,ios,月,52,0.03309613,879,26559,383,20220118,20210101
西班牙,android,周,1,0.58333333,14,24,15,20260211,20260115
西班牙,android,周,2,0.37500000,9,24,15,20260211,20260115
西班牙,android,周,3,0.25000000,6,24,15,20260211,20260115
西班牙,android,周,4,0.20833333,5,24,15,20260211,20260115
西班牙,android,周,5,0.16666667,4,24,15,20260211,20260115
西班牙,android,周,6,0.16666667,4,24,15,20260211,20260115
西班牙,android,周,7,0.12500000,3,24,15,20260211,20260115
西班牙,android,周,8,0.12500000,3,24,15,20260211,20260115
西班牙,android,周,9,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,10,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,11,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,12,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,13,0.08333333,2,24,15,20260211,20260115
西班牙,android,周,14,0.10526316,2,19,13,20260208,20260115
西班牙,android,周,15,0.06250000,1,16,11,20260202,20260115
西班牙,android,周,16,0.00000000,0,10,8,20260126,20260115
西班牙,android,周,17,0.00000000,0,4,3,20260118,20260115
西班牙,android,年,1,0.43654601,1001,2293,686,20250518,20230519
西班牙,android,年,2,0.15352330,695,4527,1165,20240518,20210101
西班牙,android,年,3,0.07120647,229,3216,815,20230518,20210101
西班牙,android,年,4,0.00146199,2,1368,465,20220518,20210101
西班牙,android,年,5,0.00000000,0,375,124,20210518,20210101
西班牙,android,月,1,0.53846154,1001,1859,575,20260418,20240801
西班牙,android,月,2,0.38426104,1001,2605,767,20260317,20231213
西班牙,android,月,3,0.31902036,1003,3144,867,20260218,20230811
西班牙,android,月,4,0.27507557,1001,3639,1054,20260117,20221220
西班牙,android,月,5,0.24765432,1003,4050,1129,20251218,20220904
西班牙,android,月,6,0.19535519,1001,5124,1450,20251118,20210728
西班牙,android,月,7,0.17397715,944,5426,1593,20251018,20210101
西班牙,android,月,8,0.15807238,843,5333,1564,20250918,20210101
西班牙,android,月,9,0.14378214,755,5251,1538,20250818,20210101
西班牙,android,月,10,0.13231008,681,5147,1509,20250718,20210101
西班牙,android,月,11,0.12236371,615,5026,1480,20250618,20210101
西班牙,android,月,12,0.11203741,551,4918,1450,20250518,20210101
西班牙,android,月,13,0.09950454,482,4844,1423,20250418,20210101
西班牙,android,月,14,0.09123548,432,4735,1392,20250318,20210101
西班牙,android,月,15,0.08297506,386,4652,1365,20250218,20210101
西班牙,android,月,16,0.07710791,353,4578,1336,20250118,20210101
西班牙,android,月,17,0.07141263,320,4481,1307,20241218,20210101
西班牙,android,月,18,0.06594154,291,4413,1280,20241118,20210101
西班牙,android,月,19,0.06089965,264,4335,1254,20241018,20210101
西班牙,android,月,20,0.05563413,236,4242,1227,20240918,20210101
西班牙,android,月,21,0.05052936,210,4156,1198,20240818,20210101
西班牙,android,月,22,0.04646565,188,4046,1168,20240718,20210101
西班牙,android,月,23,0.04373104,173,3956,1139,20240618,20210101
西班牙,android,月,24,0.04146279,161,3883,1109,20240518,20210101
西班牙,android,月,25,0.03817799,145,3798,1083,20240418,20210101
西班牙,android,月,26,0.03647663,135,3701,1054,20240318,20210101
西班牙,android,月,27,0.03363914,121,3597,1026,20240218,20210101
西班牙,android,月,28,0.03110465,107,3440,995,20240118,20210101
西班牙,android,月,29,0.02902536,95,3273,964,20231218,20210101
西班牙,android,月,30,0.02657701,83,3123,934,20231118,20210101
西班牙,android,月,31,0.02559784,76,2969,903,20231018,20210101
西班牙,android,月,32,0.02190813,62,2830,873,20230918,20210101
西班牙,android,月,33,0.02036967,54,2651,842,20230818,20210101
西班牙,android,月,34,0.01926858,49,2543,811,20230718,20210101
西班牙,android,月,35,0.01960784,48,2448,781,20230618,20210101
西班牙,android,月,36,0.01684920,40,2374,755,20230518,20210101
西班牙,android,月,37,0.01603814,37,2307,727,20230418,20210101
西班牙,android,月,38,0.01565996,35,2235,699,20230318,20210101
西班牙,android,月,39,0.01553221,34,2189,674,20230218,20210101
西班牙,android,月,40,0.01415094,30,2120,648,20230117,20210101
西班牙,android,月,41,0.01268293,26,2050,621,20221218,20210101
西班牙,android,月,42,0.01161030,23,1981,592,20221118,20210101
西班牙,android,月,43,0.01147626,22,1917,564,20221018,20210101
西班牙,android,月,44,0.00687679,12,1745,535,20220918,20210101
西班牙,android,月,45,0.00000000,0,1440,504,20220818,20210101
西班牙,android,月,46,0.00000000,0,1238,473,20220718,20210101
西班牙,android,月,47,0.00000000,0,1045,446,20220618,20210101
西班牙,android,月,48,0.00000000,0,992,421,20220518,20210101
西班牙,android,月,49,0.00000000,0,941,397,20220418,20210101
西班牙,android,月,50,0.00000000,0,884,371,20220318,20210101
西班牙,android,月,51,0.00000000,0,828,345,20220218,20210101
西班牙,android,月,52,0.00000000,0,763,318,20220118,20210101
西班牙,ios,周,1,0.38333333,23,60,39,20260511,20260117
西班牙,ios,周,2,0.24137931,14,58,37,20260503,20260117
西班牙,ios,周,3,0.17857143,10,56,35,20260424,20260117
西班牙,ios,周,4,0.16363636,9,55,34,20260417,20260117
西班牙,ios,周,5,0.05769231,3,52,31,20260404,20260117
西班牙,ios,周,6,0.05769231,3,52,31,20260404,20260117
西班牙,ios,周,7,0.06122449,3,49,28,20260330,20260117
西班牙,ios,周,8,0.06521739,3,46,25,20260320,20260117
西班牙,ios,周,9,0.06818182,3,44,24,20260306,20260117
西班牙,ios,周,10,0.04545455,2,44,24,20260306,20260117
西班牙,ios,周,11,0.04651163,2,43,23,20260226,20260117
西班牙,ios,周,12,0.04761905,2,42,22,20260220,20260117
西班牙,ios,周,13,0.02439024,1,41,21,20260212,20260117
西班牙,ios,周,14,0.02702703,1,37,18,20260209,20260117
西班牙,ios,周,15,0.04166667,1,24,13,20260202,20260117
西班牙,ios,周,16,0.08333333,1,12,7,20260126,20260117
西班牙,ios,周,17,0.20000000,1,5,3,20260119,20260117
西班牙,ios,年,1,0.32920792,1197,3636,366,20250518,20240518
西班牙,ios,年,2,0.17984580,1003,5577,558,20240518,20221106
西班牙,ios,年,3,0.15131380,1002,6622,648,20230518,20210807
西班牙,ios,年,4,0.09117362,282,3093,500,20220518,20210101
西班牙,ios,年,5,0.07122507,50,702,136,20210518,20210101
西班牙,ios,月,1,0.48462929,1072,2212,366,20260418,20250416
西班牙,ios,月,2,0.37565543,1003,2670,494,20260318,20241101
西班牙,ios,月,3,0.31727417,1001,3155,579,20260218,20240711
西班牙,ios,月,4,0.27327327,1001,3663,680,20260118,20240228
西班牙,ios,月,5,0.23704755,1002,4227,783,20251218,20231015
西班牙,ios,月,6,0.21973684,1002,4560,823,20251118,20230806
西班牙,ios,月,7,0.20823799,1001,4807,916,20251018,20230322
西班牙,ios,月,8,0.19631661,1002,5104,1045,20250918,20220923
西班牙,ios,月,9,0.18353156,1003,5465,1082,20250818,20220718
西班牙,ios,月,10,0.17533719,1001,5709,1219,20250718,20211230
西班牙,ios,月,11,0.15992970,1001,6259,1384,20250618,20210612
西班牙,ios,月,12,0.15524194,1001,6448,1472,20250518,20210204
西班牙,ios,月,13,0.14504772,927,6391,1472,20250418,20210101
西班牙,ios,月,14,0.13625421,849,6231,1442,20250318,20210101
西班牙,ios,月,15,0.12543040,765,6099,1415,20250218,20210101
西班牙,ios,月,16,0.11862991,710,5985,1386,20250118,20210101
西班牙,ios,月,17,0.11026034,648,5877,1355,20241218,20210101
西班牙,ios,月,18,0.10409051,598,5745,1327,20241118,20210101
西班牙,ios,月,19,0.09685445,545,5627,1297,20241018,20210101
西班牙,ios,月,20,0.09217264,504,5468,1267,20240918,20210101
西班牙,ios,月,21,0.08531971,451,5286,1236,20240818,20210101
西班牙,ios,月,22,0.08124135,411,5059,1205,20240718,20210101
西班牙,ios,月,23,0.07623318,374,4906,1175,20240618,20210101
西班牙,ios,月,24,0.07257047,345,4754,1144,20240518,20210101
西班牙,ios,月,25,0.06851091,317,4627,1114,20240418,20210101
西班牙,ios,月,26,0.06491189,291,4483,1084,20240318,20210101
西班牙,ios,月,27,0.05954304,258,4333,1056,20240218,20210101
西班牙,ios,月,28,0.05729291,240,4189,1026,20240118,20210101
西班牙,ios,月,29,0.05453644,220,4034,995,20231218,20210101
西班牙,ios,月,30,0.05229263,203,3882,966,20231118,20210101
西班牙,ios,月,31,0.05250205,192,3657,935,20231018,20210101
西班牙,ios,月,32,0.04697794,164,3491,905,20230918,20210101
西班牙,ios,月,33,0.04697157,152,3236,874,20230818,20210101
西班牙,ios,月,34,0.04608893,142,3081,844,20230718,20210101
西班牙,ios,月,35,0.04431856,133,3001,816,20230618,20210101
西班牙,ios,月,36,0.04323953,126,2914,788,20230518,20210101
西班牙,ios,月,37,0.04122622,117,2838,762,20230418,20210101
西班牙,ios,月,38,0.03841972,106,2759,734,20230318,20210101
西班牙,ios,月,39,0.03684406,99,2687,712,20230218,20210101
西班牙,ios,月,40,0.03446955,90,2611,684,20230118,20210101
西班牙,ios,月,41,0.03075710,78,2536,658,20221218,20210101
西班牙,ios,月,42,0.02835156,70,2469,631,20221118,20210101
西班牙,ios,月,43,0.02731092,65,2380,602,20221018,20210101
西班牙,ios,月,44,0.02555066,58,2270,574,20220918,20210101
西班牙,ios,月,45,0.02456647,51,2076,543,20220818,20210101
西班牙,ios,月,46,0.02613240,45,1722,512,20220718,20210101
西班牙,ios,月,47,0.02743305,42,1531,487,20220618,20210101
西班牙,ios,月,48,0.02569304,38,1479,460,20220518,20210101
西班牙,ios,月,49,0.02600141,37,1423,435,20220418,20210101
西班牙,ios,月,50,0.02662722,36,1352,410,20220318,20210101
西班牙,ios,月,51,0.02307692,30,1300,385,20220218,20210101
西班牙,ios,月,52,0.02245389,28,1247,360,20220118,20210101
