country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_source_pay_date_rows,renewal_rate_source
其他,android,周,1,0.57762238,413,715,68,真实
其他,android,周,2,0.40646976,289,711,64,真实
其他,android,周,3,0.30367232,215,708,62,真实
其他,android,周,4,0.25354108,179,706,60,真实
其他,android,周,5,0.22079772,155,702,56,真实
其他,android,周,6,0.19994675,,715,,预估
其他,android,周,7,0.18213415,,715,,预估
其他,android,周,8,0.16799207,,715,,预估
其他,android,周,9,0.15643218,,715,,预估
其他,android,周,10,0.14676721,,715,,预估
其他,android,周,11,0.13853962,,715,,预估
其他,android,周,12,0.13143182,,715,,预估
其他,android,周,13,0.12521575,,715,,预估
其他,android,周,14,0.11972299,,715,,预估
其他,android,周,15,0.11482614,,715,,预估
其他,android,周,16,0.11042692,,715,,预估
其他,android,周,17,0.10644812,,715,,预估
其他,android,周,18,0.10282821,,715,,预估
其他,android,周,19,0.09951742,,715,,预估
其他,android,周,20,0.09647509,,715,,预估
其他,android,周,21,0.09366758,,715,,预估
其他,android,周,22,0.09106682,,715,,预估
其他,android,周,23,0.08864918,,715,,预估
其他,android,周,24,0.08639462,,715,,预估
其他,android,周,25,0.08428600,,715,,预估
其他,android,周,26,0.08230859,,715,,预估
其他,android,周,27,0.08044962,,715,,预估
其他,android,周,28,0.07869800,,715,,预估
其他,android,周,29,0.07704402,,715,,预估
其他,android,周,30,0.07547914,,715,,预估
其他,android,周,31,0.07399582,,715,,预估
其他,android,周,32,0.07258738,,715,,预估
其他,android,周,33,0.07124787,,715,,预估
其他,android,周,34,0.06997198,,715,,预估
其他,android,周,35,0.06875495,,715,,预估
其他,android,周,36,0.06759249,,715,,预估
其他,android,周,37,0.06648074,,715,,预估
其他,android,周,38,0.06541620,,715,,预估
其他,android,周,39,0.06439570,,715,,预估
其他,android,周,40,0.06341637,,715,,预估
其他,android,周,41,0.06247557,,715,,预估
其他,android,周,42,0.06157089,,715,,预估
其他,android,周,43,0.06070015,,715,,预估
其他,android,周,44,0.05986132,,715,,预估
其他,android,周,45,0.05905255,,715,,预估
其他,android,周,46,0.05827213,,715,,预估
其他,android,周,47,0.05751847,,715,,预估
