country_name,os_type,period_type,renewal_k,renewal_rate,period_k_renewed_orders,first_period_paid_orders,n_source_pay_date_rows
巴西,ios,月,14,0.10273208,13439,130816,1538
巴西,ios,月,15,0.09518821,12085,126959,1510
巴西,ios,月,16,0.08929330,10927,122372,1479
巴西,ios,月,17,0.08381825,9838,117373,1448
巴西,ios,月,18,0.07926802,8945,112845,1418
巴西,ios,月,19,0.07457562,8101,108628,1387
巴西,ios,月,20,0.07012352,7346,104758,1357
巴西,ios,月,21,0.06596547,6648,100780,1326
巴西,ios,月,22,0.06239384,6061,97141,1295
巴西,ios,月,23,0.05881349,5516,93788,1265
巴西,ios,月,24,0.05584426,5040,90251,1234
巴西,ios,月,25,0.05291278,4615,87219,1204
巴西,ios,月,26,0.05029723,4239,84279,1173
巴西,ios,月,27,0.04781416,3851,80541,1144
巴西,ios,月,28,0.04549951,3450,75825,1113
巴西,ios,月,29,0.04378051,3130,71493,1082
巴西,ios,月,30,0.04181807,2831,67698,1052
巴西,ios,月,31,0.04166667,2370,56880,1021
巴西,ios,月,32,0.03998066,2150,53776,991
巴西,ios,月,33,0.03869908,1955,50518,960
巴西,ios,月,34,0.03717167,1810,48693,929
巴西,ios,月,35,0.03586057,1681,46876,899
巴西,ios,月,36,0.03448047,1556,45127,868
巴西,ios,月,37,0.03322985,1445,43485,838
巴西,ios,月,38,0.03151066,1326,42081,807
巴西,ios,月,39,0.03013618,1226,40682,779
巴西,ios,月,40,0.02835684,1110,39144,748
巴西,ios,月,41,0.02685068,1000,37243,717
巴西,ios,月,42,0.02537122,909,35828,687
巴西,ios,月,43,0.02381643,821,34472,656
巴西,ios,月,44,0.02283450,755,33064,626
巴西,ios,月,45,0.02181288,688,31541,595
巴西,ios,月,46,0.02051009,616,30034,564
巴西,ios,月,47,0.01937850,560,28898,534
巴西,ios,月,48,0.01831093,508,27743,503
巴西,ios,月,49,0.01765595,467,26450,473
巴西,ios,月,50,0.01677892,421,25091,442
巴西,ios,月,51,0.01559544,371,23789,414
巴西,ios,月,52,0.01502526,339,22562,383
澳大利亚,android,周,1,0.56363636,31,55,31
澳大利亚,android,周,2,0.38181818,21,55,31
澳大利亚,android,周,3,0.36363636,20,55,31
澳大利亚,android,周,4,0.32727273,18,55,31
澳大利亚,android,周,5,0.29090909,16,55,31
澳大利亚,android,周,6,0.23636364,13,55,31
澳大利亚,android,周,7,0.23636364,13,55,31
澳大利亚,android,周,8,0.18181818,10,55,31
澳大利亚,android,周,9,0.18181818,10,55,31
澳大利亚,android,周,10,0.18181818,10,55,31
澳大利亚,android,周,11,0.16363636,9,55,31
澳大利亚,android,周,12,0.12727273,7,55,31
澳大利亚,android,周,13,0.10909091,6,55,31
澳大利亚,android,周,14,0.11320755,6,53,29
澳大利亚,android,周,15,0.10000000,4,40,22
澳大利亚,android,周,16,0.16000000,4,25,15
澳大利亚,android,周,17,0.07692308,1,13,9
澳大利亚,android,周,18,0.00000000,0,2,2
澳大利亚,android,年,1,0.31427625,4744,15095,1595
澳大利亚,android,年,2,0.16443295,2098,12759,1230
澳大利亚,android,年,3,0.09492670,900,9481,866
澳大利亚,android,年,4,0.00326797,14,4284,501
澳大利亚,android,年,5,0.00000000,0,1175,136
澳大利亚,android,月,1,0.63837355,9153,14338,1914
澳大利亚,android,月,2,0.48953472,6923,14142,1883
澳大利亚,android,月,3,0.40234236,5634,14003,1855
澳大利亚,android,月,4,0.34035797,4716,13856,1824
澳大利亚,android,月,5,0.29528336,4038,13675,1793
澳大利亚,android,月,6,0.25816024,3480,13480,1763
澳大利亚,android,月,7,0.23013307,3061,13301,1732
澳大利亚,android,月,8,0.20550557,2695,13114,1702
澳大利亚,android,月,9,0.18446527,2382,12913,1671
澳大利亚,android,月,10,0.16844836,2143,12722,1641
澳大利亚,android,月,11,0.15361326,1928,12551,1612
澳大利亚,android,月,12,0.13997570,1728,12345,1581
澳大利亚,android,月,13,0.12859964,1563,12154,1551
澳大利亚,android,月,14,0.11833431,1418,11983,1520
澳大利亚,android,月,15,0.11008475,1299,11800,1492
澳大利亚,android,月,16,0.10036307,1161,11568,1461
澳大利亚,android,月,17,0.09315068,1054,11315,1430
澳大利亚,android,月,18,0.08627522,958,11104,1400
澳大利亚,android,月,19,0.08147332,887,10887,1369
澳大利亚,android,月,20,0.07596595,812,10689,1339
澳大利亚,android,月,21,0.07168082,751,10477,1308
澳大利亚,android,月,22,0.06762016,695,10278,1277
澳大利亚,android,月,23,0.06471173,651,10060,1247
澳大利亚,android,月,24,0.06203198,613,9882,1216
澳大利亚,android,月,25,0.05967525,577,9669,1186
澳大利亚,android,月,26,0.05639177,532,9434,1155
澳大利亚,android,月,27,0.05317755,487,9158,1126
澳大利亚,android,月,28,0.05097861,448,8788,1095
澳大利亚,android,月,29,0.04861443,407,8372,1064
澳大利亚,android,月,30,0.04612107,368,7979,1034
澳大利亚,android,月,31,0.04339797,329,7581,1003
澳大利亚,android,月,32,0.04061196,292,7190,973
澳大利亚,android,月,33,0.03728914,252,6758,942
澳大利亚,android,月,34,0.03620397,235,6491,911
澳大利亚,android,月,35,0.03418124,215,6290,881
澳大利亚,android,月,36,0.03312561,202,6098,850
澳大利亚,android,月,37,0.03138785,185,5894,820
澳大利亚,android,月,38,0.02997708,170,5671,789
澳大利亚,android,月,39,0.02850837,155,5437,761
澳大利亚,android,月,40,0.02733397,142,5195,730
澳大利亚,android,月,41,0.02574498,127,4933,699
澳大利亚,android,月,42,0.02478632,116,4680,669
澳大利亚,android,月,43,0.02210693,98,4433,638
澳大利亚,android,月,44,0.01298357,49,3774,608
澳大利亚,android,月,45,0.00000000,0,3020,577
澳大利亚,android,月,46,0.00000000,0,2779,546
澳大利亚,android,月,47,0.00000000,0,2601,518
澳大利亚,android,月,48,0.00000000,0,2478,488
澳大利亚,android,月,49,0.00000000,0,2358,458
澳大利亚,android,月,50,0.00000000,0,2237,428
澳大利亚,android,月,51,0.00000000,0,2127,400
澳大利亚,android,月,52,0.00000000,0,1956,369
澳大利亚,ios,周,1,0.57637475,283,491,83
澳大利亚,ios,周,2,0.42857143,207,483,78
澳大利亚,ios,周,3,0.35146444,168,478,75
澳大利亚,ios,周,4,0.31837607,149,468,70
澳大利亚,ios,周,5,0.27586207,128,464,67
澳大利亚,ios,周,6,0.25925926,119,459,63
澳大利亚,ios,周,7,0.23127753,105,454,59
澳大利亚,ios,周,8,0.21252796,95,447,55
澳大利亚,ios,周,9,0.19274376,85,441,50
澳大利亚,ios,周,10,0.17701149,77,435,45
澳大利亚,ios,周,11,0.16509434,70,424,41
澳大利亚,ios,周,12,0.15662651,65,415,36
澳大利亚,ios,周,13,0.13118812,53,404,32
澳大利亚,ios,周,14,0.12631579,48,380,29
澳大利亚,ios,周,15,0.12323944,35,284,22
澳大利亚,ios,周,16,0.06707317,11,164,15
澳大利亚,ios,周,17,0.02564103,1,39,8
澳大利亚,ios,周,18,0.00000000,0,2,2
澳大利亚,ios,年,1,0.36815595,37204,101055,1599
澳大利亚,ios,年,2,0.21468986,16278,75821,1234
澳大利亚,ios,年,3,0.15972511,7670,48020,868
澳大利亚,ios,年,4,0.11701946,2742,23432,503
澳大利亚,ios,年,5,0.08817079,603,6839,138
澳大利亚,ios,月,1,0.62597702,34758,55526,1934
澳大利亚,ios,月,2,0.50420075,27246,54038,1903
澳大利亚,ios,月,3,0.42957134,22708,52862,1875
澳大利亚,ios,月,4,0.37633911,19532,51900,1844
澳大利亚,ios,月,5,0.33755399,17115,50703,1813
澳大利亚,ios,月,6,0.30646756,15187,49555,1783
澳大利亚,ios,月,7,0.28014302,13555,48386,1752
澳大利亚,ios,月,8,0.25925769,12266,47312,1722
澳大利亚,ios,月,9,0.23985487,11106,46303,1691
澳大利亚,ios,月,10,0.22374994,10122,45238,1660
澳大利亚,ios,月,11,0.21006619,9299,44267,1630
澳大利亚,ios,月,12,0.19718569,8562,43421,1599
澳大利亚,ios,月,13,0.18442132,7851,42571,1569
澳大利亚,ios,月,14,0.17337907,7228,41689,1538
澳大利亚,ios,月,15,0.16335022,6674,40857,1510
澳大利亚,ios,月,16,0.15481611,6188,39970,1479
澳大利亚,ios,月,17,0.14692113,5743,39089,1448
澳大利亚,ios,月,18,0.13929161,5313,38143,1418
澳大利亚,ios,月,19,0.13315554,4943,37122,1387
澳大利亚,ios,月,20,0.12786133,4625,36172,1357
澳大利亚,ios,月,21,0.12239332,4308,35198,1326
澳大利亚,ios,月,22,0.11703583,4021,34357,1295
澳大利亚,ios,月,23,0.11205413,3776,33698,1265
澳大利亚,ios,月,24,0.10737078,3550,33063,1234
澳大利亚,ios,月,25,0.10211387,3309,32405,1204
澳大利亚,ios,月,26,0.09772398,3100,31722,1173
澳大利亚,ios,月,27,0.09390248,2906,30947,1144
澳大利亚,ios,月,28,0.09069682,2719,29979,1113
澳大利亚,ios,月,29,0.08813653,2546,28887,1082
澳大利亚,ios,月,30,0.08546120,2383,27884,1052
澳大利亚,ios,月,31,0.08370990,2223,26556,1021
澳大利亚,ios,月,32,0.08136995,2086,25636,991
澳大利亚,ios,月,33,0.07924867,1945,24543,960
澳大利亚,ios,月,34,0.07626660,1832,24021,929
澳大利亚,ios,月,35,0.07259328,1714,23611,899
澳大利亚,ios,月,36,0.06949109,1614,23226,868
澳大利亚,ios,月,37,0.06631091,1516,22862,838
澳大利亚,ios,月,38,0.06351261,1423,22405,807
澳大利亚,ios,月,39,0.06086797,1324,21752,779
澳大利亚,ios,月,40,0.05851545,1229,21003,748
澳大利亚,ios,月,41,0.05674006,1139,20074,717
澳大利亚,ios,月,42,0.05469116,1051,19217,687
澳大利亚,ios,月,43,0.05171657,943,18234,656
澳大利亚,ios,月,44,0.04874048,832,17070,626
澳大利亚,ios,月,45,0.04708806,739,15694,595
澳大利亚,ios,月,46,0.04475385,630,14077,564
澳大利亚,ios,月,47,0.04196127,546,13012,534
澳大利亚,ios,月,48,0.04030267,506,12555,503
澳大利亚,ios,月,49,0.03923674,475,12106,473
澳大利亚,ios,月,50,0.03658853,423,11561,442
澳大利亚,ios,月,51,0.03487429,387,11097,414
澳大利亚,ios,月,52,0.03345654,353,10551,383
美国,android,周,1,0.59195402,2369,4002,122
美国,android,周,2,0.42754821,1552,3630,115
美国,android,周,3,0.33463152,1117,3338,108
美国,android,周,4,0.27848933,848,3045,101
美国,android,周,5,0.24094203,665,2760,94
美国,android,周,6,0.20458199,509,2488,87
美国,android,周,7,0.18186068,389,2139,80
美国,android,周,8,0.15924933,297,1865,73
美国,android,周,9,0.14267434,223,1563,66
美国,android,周,10,0.12636505,162,1282,59
美国,android,周,11,0.12062257,124,1028,52
美国,android,周,12,0.12188729,93,763,45
美国,android,周,13,0.10968921,60,547,38
美国,android,周,14,0.11619718,33,284,31
美国,android,周,15,0.12500000,25,200,24
美国,android,周,16,0.12318841,17,138,17
美国,android,周,17,0.08695652,6,69,10
美国,android,周,18,0.12500000,1,8,3
美国,android,年,1,0.31410248,49223,156710,1599
美国,android,年,2,0.15459096,20756,134264,1234
美国,android,年,3,0.09105354,9398,103214,868
美国,android,年,4,0.00208264,113,54258,503
美国,android,年,5,0.00000000,0,15990,138
美国,android,月,1,0.61107164,80846,132302,1926
美国,android,月,2,0.45561584,60211,132153,1895
美国,android,月,3,0.36777029,48542,131990,1867
美国,android,月,4,0.30837820,40499,131329,1836
美国,android,月,5,0.26588719,34543,129916,1805
美国,android,月,6,0.23274048,29862,128306,1775
美国,android,月,7,0.20628934,26089,126468,1744
美国,android,月,8,0.18433693,22987,124701,1714
美国,android,月,9,0.16522524,20327,123026,1683
美国,android,月,10,0.14898602,18058,121206,1653
美国,android,月,11,0.13510840,16116,119282,1623
美国,android,月,12,0.12301726,14433,117325,1592
美国,android,月,13,0.11165608,12885,115399,1562
美国,android,月,14,0.10220649,11608,113574,1531
美国,android,月,15,0.09438379,10564,111926,1503
美国,android,月,16,0.08650987,9541,110288,1472
美国,android,月,17,0.07991086,8678,108596,1441
美国,android,月,18,0.07382425,7891,106889,1411
美国,android,月,19,0.06833611,7177,105025,1380
美国,android,月,20,0.06337442,6550,103354,1350
美国,android,月,21,0.05960056,6055,101593,1319
美国,android,月,22,0.05636852,5624,99772,1288
美国,android,月,23,0.05368283,5249,97778,1258
美国,android,月,24,0.05130561,4914,95779,1227
美国,android,月,25,0.04867606,4559,93660,1197
美国,android,月,26,0.04621272,4239,91728,1166
美国,android,月,27,0.04412389,3949,89498,1137
美国,android,月,28,0.04184659,3634,86841,1106
美国,android,月,29,0.04008484,3364,83922,1075
美国,android,月,30,0.03802136,3073,80823,1045
美国,android,月,31,0.03605512,2792,77437,1014
美国,android,月,32,0.03451853,2562,74221,984
美国,android,月,33,0.03266540,2323,71115,953
美国,android,月,34,0.03152950,2168,68761,922
美国,android,月,35,0.03027940,2019,66679,892
美国,android,月,36,0.02904872,1878,64650,861
美国,android,月,37,0.02740753,1719,62720,831
美国,android,月,38,0.02597338,1577,60716,800
美国,android,月,39,0.02512077,1482,58995,772
美国,android,月,40,0.02416220,1380,57114,741
美国,android,月,41,0.02267652,1249,55079,710
美国,android,月,42,0.02163453,1151,53202,680
美国,android,月,43,0.02045606,1046,51134,649
美国,android,月,44,0.01103608,505,45759,619
美国,android,月,45,0.00005138,2,38926,588
美国,android,月,46,0.00000000,0,36388,557
美国,android,月,47,0.00000000,0,34354,527
美国,android,月,48,0.00000000,0,32933,496
美国,android,月,49,0.00000000,0,31581,466
美国,android,月,50,0.00000000,0,30109,435
美国,android,月,51,0.00000000,0,28643,407
美国,android,月,52,0.00000000,0,26920,376
美国,ios,周,1,0.53378426,22491,42135,121
美国,ios,周,2,0.39035725,14784,37873,114
美国,ios,周,3,0.31736930,10848,34181,107
美国,ios,周,4,0.26841900,8241,30702,100
美国,ios,周,5,0.23696976,6497,27417,93
美国,ios,周,6,0.21125477,5098,24132,86
美国,ios,周,7,0.19247249,3953,20538,79
美国,ios,周,8,0.17848931,3105,17396,72
美国,ios,周,9,0.16434857,2316,14092,65
美国,ios,周,10,0.15183761,1698,11183,58
美国,ios,周,11,0.14418765,1254,8697,51
美国,ios,周,12,0.13338546,853,6395,44
美国,ios,周,13,0.12587088,542,4306,37
美国,ios,周,14,0.11609250,246,2119,30
美国,ios,周,15,0.11235955,160,1424,23
美国,ios,周,16,0.10691824,85,795,16
美国,ios,周,17,0.09387755,23,245,9
美国,ios,周,18,0.04166667,1,24,2
美国,ios,年,1,0.37965261,417067,1098549,1599
美国,ios,年,2,0.23865701,197324,826810,1234
美国,ios,年,3,0.17882769,98842,552722,868
美国,ios,年,4,0.13279072,38193,287618,503
美国,ios,年,5,0.10283402,8284,80557,138
美国,ios,月,1,0.61674425,286857,465115,1934
美国,ios,月,2,0.49343797,228483,463043,1903
美国,ios,月,3,0.41804583,192883,461392,1875
美国,ios,月,4,0.36529025,166595,456062,1844
美国,ios,月,5,0.32547123,145733,447760,1813
美国,ios,月,6,0.29414413,129349,439747,1783
美国,ios,月,7,0.26908181,115886,430672,1752
美国,ios,月,8,0.24755306,104431,421853,1722
美国,ios,月,9,0.22885857,94414,412543,1691
美国,ios,月,10,0.21322503,85680,401829,1660
美国,ios,月,11,0.19968763,78245,391837,1630
美国,ios,月,12,0.18803618,71695,381283,1599
美国,ios,月,13,0.17690943,65923,372637,1569
美国,ios,月,14,0.16741927,60767,362963,1538
美国,ios,月,15,0.15851681,56195,354505,1510
美国,ios,月,16,0.14980908,52023,347262,1479
美国,ios,月,17,0.14196131,48310,340304,1448
美国,ios,月,18,0.13517754,44805,331453,1418
美国,ios,月,19,0.12893024,41502,321895,1387
美国,ios,月,20,0.12282663,38564,313971,1357
美国,ios,月,21,0.11710583,35790,305621,1326
美国,ios,月,22,0.11212932,33343,297362,1295
美国,ios,月,23,0.10726974,31130,290203,1265
美国,ios,月,24,0.10309391,29143,282684,1234
美国,ios,月,25,0.09890568,27277,275788,1204
美国,ios,月,26,0.09502111,25545,268835,1173
美国,ios,月,27,0.09169312,23975,261470,1144
美国,ios,月,28,0.08857984,22465,253613,1113
美国,ios,月,29,0.08569724,20975,244757,1082
美国,ios,月,30,0.08265625,19624,237417,1052
美国,ios,月,31,0.08076418,18267,226177,1021
美国,ios,月,32,0.07804954,17034,218246,991
美国,ios,月,33,0.07570835,15845,209290,960
美国,ios,月,34,0.07285232,14861,203988,929
美国,ios,月,35,0.07026010,14036,199772,899
美国,ios,月,36,0.06795723,13245,194902,868
美国,ios,月,37,0.06584987,12496,189765,838
美国,ios,月,38,0.06363267,11745,184575,807
美国,ios,月,39,0.06129029,11007,179588,779
美国,ios,月,40,0.05906586,10309,174534,748
美国,ios,月,41,0.05678552,9621,169427,717
美国,ios,月,42,0.05466522,8988,164419,687
美国,ios,月,43,0.05248088,8303,158210,656
美国,ios,月,44,0.05064791,7653,151102,626
美国,ios,月,45,0.04868984,6970,143151,595
美国,ios,月,46,0.04623138,6119,132356,564
美国,ios,月,47,0.04409039,5471,124086,534
美国,ios,月,48,0.04278716,5101,119218,503
美国,ios,月,49,0.04130962,4734,114598,473
美国,ios,月,50,0.04006235,4395,109704,442
美国,ios,月,51,0.03845571,4063,105654,414
美国,ios,月,52,0.03702900,3756,101434,383
英国,android,周,1,0.54216867,45,83,31
英国,android,周,2,0.43373494,36,83,31
英国,android,周,3,0.40243902,33,82,30
英国,android,周,4,0.30487805,25,82,30
英国,android,周,5,0.24390244,20,82,30
英国,android,周,6,0.20731707,17,82,30
英国,android,周,7,0.18518519,15,81,29
英国,android,周,8,0.16049383,13,81,29
英国,android,周,9,0.12345679,10,81,29
英国,android,周,10,0.11111111,9,81,29
英国,android,周,11,0.09876543,8,81,29
英国,android,周,12,0.08641975,7,81,29
英国,android,周,13,0.07407407,6,81,29
英国,android,周,14,0.04225352,3,71,26
英国,android,周,15,0.03846154,2,52,19
英国,android,周,16,0.06896552,2,29,12
英国,android,周,17,0.06666667,1,15,6
英国,android,年,1,0.31116714,14562,46798,1599
英国,android,年,2,0.16339015,6624,40541,1234
英国,android,年,3,0.09033412,2728,30199,868
英国,android,年,4,0.00175525,25,14243,503
英国,android,年,5,0.00000000,0,4120,138
英国,android,月,1,0.61931144,34988,56495,1926
英国,android,月,2,0.47811033,26789,56031,1895
英国,android,月,3,0.39766702,22125,55637,1867
英国,android,月,4,0.34588465,19125,55293,1836
英国,android,月,5,0.30547750,16742,54806,1805
英国,android,月,6,0.27295697,14800,54221,1775
英国,android,月,7,0.24728814,13245,53561,1744
英国,android,月,8,0.22568020,11936,52889,1714
英国,android,月,9,0.20668507,10784,52176,1683
英国,android,月,10,0.18960352,9746,51402,1653
英国,android,月,11,0.17570289,8899,50648,1623
英国,android,月,12,0.16307791,8134,49878,1592
英国,android,月,13,0.15135729,7438,49142,1562
英国,android,月,14,0.14089866,6814,48361,1531
英国,android,月,15,0.13137875,6269,47717,1503
英国,android,月,16,0.12305468,5788,47036,1472
英国,android,月,17,0.11460810,5302,46262,1441
英国,android,月,18,0.10805354,4924,45570,1411
英国,android,月,19,0.10193882,4569,44821,1380
英国,android,月,20,0.09617563,4245,44138,1350
英国,android,月,21,0.09131136,3962,43390,1319
英国,android,月,22,0.08693402,3696,42515,1288
英国,android,月,23,0.08276739,3449,41671,1258
英国,android,月,24,0.07936469,3243,40862,1227
英国,android,月,25,0.07580371,3037,40064,1197
英国,android,月,26,0.07257900,2839,39116,1166
英国,android,月,27,0.07021970,2672,38052,1137
英国,android,月,28,0.06715931,2472,36808,1106
英国,android,月,29,0.06410111,2267,35366,1075
英国,android,月,30,0.06145713,2081,33861,1045
英国,android,月,31,0.05940103,1918,32289,1014
英国,android,月,32,0.05622542,1730,30769,984
英国,android,月,33,0.05195705,1500,28870,953
英国,android,月,34,0.04972435,1380,27753,922
英国,android,月,35,0.04754074,1272,26756,892
英国,android,月,36,0.04514778,1164,25782,861
英国,android,月,37,0.04313867,1077,24966,831
英国,android,月,38,0.04195631,1014,24168,800
英国,android,月,39,0.04072224,954,23427,772
英国,android,月,40,0.03891463,882,22665,741
英国,android,月,41,0.03722481,815,21894,710
英国,android,月,42,0.03593439,758,21094,680
英国,android,月,43,0.03418085,691,20216,649
英国,android,月,44,0.01817977,322,17712,619
英国,android,月,45,0.00020738,3,14466,588
英国,android,月,46,0.00000000,0,13119,557
英国,android,月,47,0.00000000,0,12093,527
英国,android,月,48,0.00000000,0,11579,496
英国,android,月,49,0.00000000,0,11073,466
英国,android,月,50,0.00000000,0,10563,435
英国,android,月,51,0.00000000,0,10033,407
英国,android,月,52,0.00000000,0,9464,376
英国,ios,周,1,0.51437066,519,1009,113
英国,ios,周,2,0.32825203,323,984,107
英国,ios,周,3,0.27074689,261,964,100
英国,ios,周,4,0.22446809,211,940,94
英国,ios,周,5,0.20133482,181,899,87
英国,ios,周,6,0.17889908,156,872,80
英国,ios,周,7,0.15914489,134,842,74
英国,ios,周,8,0.13987730,114,815,67
英国,ios,周,9,0.13740458,108,786,60
英国,ios,周,10,0.12125163,93,767,56
英国,ios,周,11,0.11424731,85,744,49
英国,ios,周,12,0.10729023,78,727,43
英国,ios,周,13,0.09375000,66,704,36
英国,ios,周,14,0.07800312,50,641,30
英国,ios,周,15,0.05251142,23,438,23
英国,ios,周,16,0.06392694,14,219,16
英国,ios,周,17,0.05714286,4,70,9
英国,ios,周,18,0.00000000,0,3,2
英国,ios,年,1,0.35569490,87189,245123,1599
英国,ios,年,2,0.20737334,39279,189412,1234
英国,ios,年,3,0.15167337,18708,123344,868
英国,ios,年,4,0.10751325,6106,56793,503
英国,ios,年,5,0.07813411,1206,15435,138
英国,ios,月,1,0.61681121,78092,126606,1934
英国,ios,月,2,0.49079770,60401,123067,1903
英国,ios,月,3,0.41818922,50332,120357,1875
英国,ios,月,4,0.36788919,43504,118253,1844
英国,ios,月,5,0.32905297,38130,115878,1813
英国,ios,月,6,0.29843877,33911,113628,1783
英国,ios,月,7,0.27296260,30369,111257,1752
英国,ios,月,8,0.25176384,27441,108995,1722
英国,ios,月,9,0.23468005,24931,106234,1691
英国,ios,月,10,0.21972916,22651,103086,1660
英国,ios,月,11,0.20612744,20655,100205,1630
英国,ios,月,12,0.19377401,18867,97366,1599
英国,ios,月,13,0.18147119,17306,95365,1569
英国,ios,月,14,0.17146511,15955,93051,1538
英国,ios,月,15,0.16151742,14706,91049,1510
英国,ios,月,16,0.15233264,13603,89298,1479
英国,ios,月,17,0.14413377,12645,87731,1448
英国,ios,月,18,0.13674011,11755,85966,1418
英国,ios,月,19,0.12941611,10865,83954,1387
英国,ios,月,20,0.12311263,10078,81860,1357
英国,ios,月,21,0.11754269,9341,79469,1326
英国,ios,月,22,0.11256170,8665,76980,1295
英国,ios,月,23,0.10738076,8044,74911,1265
英国,ios,月,24,0.10373855,7542,72702,1234
英国,ios,月,25,0.09916038,7027,70865,1204
英国,ios,月,26,0.09501686,6565,69093,1173
英国,ios,月,27,0.09179714,6174,67257,1144
英国,ios,月,28,0.08821272,5746,65138,1113
英国,ios,月,29,0.08562262,5364,62647,1082
英国,ios,月,30,0.08230602,4994,60676,1052
英国,ios,月,31,0.08020745,4655,58037,1021
英国,ios,月,32,0.07757453,4351,56088,991
英国,ios,月,33,0.07500897,3970,52927,960
英国,ios,月,34,0.07231136,3727,51541,929
英国,ios,月,35,0.06938169,3501,50460,899
英国,ios,月,36,0.06662070,3285,49309,868
英国,ios,月,37,0.06395313,3089,48301,838
英国,ios,月,38,0.06172316,2910,47146,807
英国,ios,月,39,0.05898222,2711,45963,779
英国,ios,月,40,0.05683753,2537,44636,748
英国,ios,月,41,0.05475464,2370,43284,717
英国,ios,月,42,0.05265658,2217,42103,687
英国,ios,月,43,0.05108591,2077,40657,656
英国,ios,月,44,0.04870488,1901,39031,626
英国,ios,月,45,0.04626586,1703,36809,595
英国,ios,月,46,0.04351046,1469,33762,564
英国,ios,月,47,0.04111238,1298,31572,534
英国,ios,月,48,0.03905356,1195,30599,503
英国,ios,月,49,0.03733009,1104,29574,473
英国,ios,月,50,0.03646327,1038,28467,442
英国,ios,月,51,0.03512524,969,27587,414
英国,ios,月,52,0.03309613,879,26559,383
西班牙,android,周,1,0.58333333,14,24,15
西班牙,android,周,2,0.37500000,9,24,15
西班牙,android,周,3,0.25000000,6,24,15
西班牙,android,周,4,0.20833333,5,24,15
西班牙,android,周,5,0.16666667,4,24,15
西班牙,android,周,6,0.16666667,4,24,15
西班牙,android,周,7,0.12500000,3,24,15
西班牙,android,周,8,0.12500000,3,24,15
西班牙,android,周,9,0.08333333,2,24,15
西班牙,android,周,10,0.08333333,2,24,15
西班牙,android,周,11,0.08333333,2,24,15
西班牙,android,周,12,0.08333333,2,24,15
西班牙,android,周,13,0.08333333,2,24,15
西班牙,android,周,14,0.10526316,2,19,13
西班牙,android,周,15,0.06250000,1,16,11
西班牙,android,周,16,0.00000000,0,10,8
西班牙,android,周,17,0.00000000,0,4,3
西班牙,android,年,1,0.31566528,1739,5509,1501
西班牙,android,年,2,0.15352330,695,4527,1165
西班牙,android,年,3,0.07120647,229,3216,815
西班牙,android,年,4,0.00146199,2,1368,465
西班牙,android,年,5,0.00000000,0,375,124
西班牙,android,月,1,0.55824916,3316,5940,1755
西班牙,android,月,2,0.38515478,2252,5847,1725
西班牙,android,月,3,0.31028492,1786,5756,1701
西班牙,android,月,4,0.25975395,1478,5690,1676
西班牙,android,月,5,0.22099448,1240,5611,1649
西班牙,android,月,6,0.19550236,1078,5514,1622
西班牙,android,月,7,0.17397715,944,5426,1593
西班牙,android,月,8,0.15807238,843,5333,1564
西班牙,android,月,9,0.14378214,755,5251,1538
西班牙,android,月,10,0.13231008,681,5147,1509
西班牙,android,月,11,0.12236371,615,5026,1480
西班牙,android,月,12,0.11203741,551,4918,1450
西班牙,android,月,13,0.09950454,482,4844,1423
西班牙,android,月,14,0.09123548,432,4735,1392
西班牙,android,月,15,0.08297506,386,4652,1365
西班牙,android,月,16,0.07710791,353,4578,1336
西班牙,android,月,17,0.07141263,320,4481,1307
西班牙,android,月,18,0.06594154,291,4413,1280
西班牙,android,月,19,0.06089965,264,4335,1254
西班牙,android,月,20,0.05563413,236,4242,1227
西班牙,android,月,21,0.05052936,210,4156,1198
西班牙,android,月,22,0.04646565,188,4046,1168
西班牙,android,月,23,0.04373104,173,3956,1139
西班牙,android,月,24,0.04146279,161,3883,1109
西班牙,android,月,25,0.03817799,145,3798,1083
西班牙,android,月,26,0.03647663,135,3701,1054
西班牙,android,月,27,0.03363914,121,3597,1026
西班牙,android,月,28,0.03110465,107,3440,995
西班牙,android,月,29,0.02902536,95,3273,964
西班牙,android,月,30,0.02657701,83,3123,934
西班牙,android,月,31,0.02559784,76,2969,903
西班牙,android,月,32,0.02190813,62,2830,873
西班牙,android,月,33,0.02036967,54,2651,842
西班牙,android,月,34,0.01926858,49,2543,811
西班牙,android,月,35,0.01960784,48,2448,781
西班牙,android,月,36,0.01684920,40,2374,755
西班牙,android,月,37,0.01603814,37,2307,727
西班牙,android,月,38,0.01565996,35,2235,699
西班牙,android,月,39,0.01553221,34,2189,674
西班牙,android,月,40,0.01415094,30,2120,648
西班牙,android,月,41,0.01268293,26,2050,621
西班牙,android,月,42,0.01161030,23,1981,592
西班牙,android,月,43,0.01147626,22,1917,564
西班牙,android,月,44,0.00687679,12,1745,535
西班牙,android,月,45,0.00000000,0,1440,504
西班牙,android,月,46,0.00000000,0,1238,473
西班牙,android,月,47,0.00000000,0,1045,446
西班牙,android,月,48,0.00000000,0,992,421
西班牙,android,月,49,0.00000000,0,941,397
西班牙,android,月,50,0.00000000,0,884,371
西班牙,android,月,51,0.00000000,0,828,345
西班牙,android,月,52,0.00000000,0,763,318
西班牙,ios,周,1,0.38333333,23,60,39
西班牙,ios,周,2,0.24137931,14,58,37
