层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体 次留,0.330118,0.330644,0.331235,0.329834,0.320492,0.323171,0.32246,0.325393,-0.000526,-0.159044,-0.000526,100.0,-0.159044
1.1,新用户 次留,0.157918,0.167233,0.160996,0.157097,0.141583,0.136161,0.142303,0.142372,-0.009316,-5.570376,-0.0004876487,92.708869,-0.147448
1.2,老用户 次留,0.340392,0.339671,0.340028,0.338575,0.331092,0.33641,0.33357,0.336754,0.000721,0.212203,0.000683255,-129.896388,0.206592
1.2.1,Android 次留,0.327903,0.327972,0.327095,0.323367,0.315722,0.318702,0.320279,0.323064,-7e-05,-0.021252,-1.59232e-05,3.02723,-0.004815
1.2.1.unknow,unknow 次留,0.30719,0.354839,0.313725,0.322981,0.243902,0.28,0.261438,0.273292,-0.047649,-13.428402,-1.7415e-06,0.331079,-0.000527
1.2.1.不丹,不丹 次留,0.230769,0.214286,0.0,0.166667,0.076923,0.0,0.0,0.142857,0.016484,7.692308,4.53e-08,-0.00862,1.4e-05
1.2.1.东帝汶,东帝汶 次留,0.636364,0.322581,0.47619,0.548387,0.333333,0.592593,0.518519,0.346154,0.313783,97.272727,1.9114e-06,-0.363376,0.000578
1.2.1.中国,中国 次留,0.428181,0.405988,0.399777,0.377814,0.38762,0.390503,0.366622,0.375718,0.022193,5.466491,1.45651e-05,-2.769029,0.004404
1.2.1.中非,中非 次留,0.111111,0.125,0.294118,0.294118,0.090909,0.25,0.214286,0.111111,-0.013889,-11.111111,-3.06e-08,0.005811,-9e-06
1.2.1.丹麦,丹麦 次留,0.359855,0.408273,0.376054,0.380634,0.377358,0.347015,0.416961,0.382239,-0.048418,-11.859222,-5.2897e-06,1.00565,-0.001599
1.2.1.乌克兰,乌克兰 次留,0.357161,0.357186,0.364578,0.366501,0.35709,0.354709,0.358145,0.350313,-2.5e-05,-0.006973,-4.11e-08,0.007818,-1.2e-05
1.2.1.乌兹别克斯坦,乌兹别克斯坦 次留,0.299187,0.273632,0.282272,0.242604,0.267054,0.249254,0.299145,0.269565,0.025555,9.339246,3.0279e-06,-0.57565,0.000916
