层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%
1,整体 DAU,732141.428571,727028.0,716672.857143,713123.285714,723184.142857,741351.714286,730721.571429,723297.0,5113.428571,0.703333
1.1,新用户 DAU,41222.142857,38060.571429,35197.857143,34350.0,40447.857143,49009.285714,42443.714286,42277.428571,3161.571429,8.306684
1.2,老用户 DAU,690919.285714,688967.428571,681475.0,678773.285714,682736.285714,692342.428571,688277.857143,681019.571429,1951.857143,0.283302
1.2.unknow,unknow DAU,51.714286,58.285714,56.857143,58.857143,62.857143,58.571429,55.857143,49.714286,-6.571429,-11.27451
1.2.unknow.1,iOS DAU,29.857143,31.714286,35.0,35.857143,39.428571,37.142857,34.0,26.714286,-1.857143,-5.855856
1.2.unknow.2,Android DAU,21.857143,26.571429,21.857143,23.0,23.428571,21.428571,21.857143,23.0,-4.714286,-17.741935
1.2.不丹,不丹 DAU,3.0,3.571429,3.142857,3.428571,3.166667,3.428571,4.571429,4.285714,-0.571429,-16.0
1.2.不丹.1,iOS DAU,1.6,2.2,1.714286,1.5,1.5,1.857143,2.857143,2.666667,-0.6,-27.272727
1.2.不丹.2,Android DAU,2.6,2.0,2.0,2.571429,2.6,1.833333,1.714286,2.333333,0.6,30.0
1.2.东帝汶,东帝汶 DAU,8.142857,9.428571,7.571429,9.285714,7.142857,7.142857,7.857143,7.857143,-1.285714,-13.636364
1.2.东帝汶.1,iOS DAU,5.0,5.0,4.571429,4.857143,4.142857,3.285714,4.0,4.142857,0.0,0.0
1.2.东帝汶.2,Android DAU,3.142857,4.428571,3.0,4.428571,3.0,3.857143,3.857143,3.714286,-1.285714,-29.032258
1.2.中国,中国 DAU,723.142857,645.571429,409.0,320.0,349.0,360.714286,468.285714,348.285714,77.571429,12.015933
1.2.中国.1,iOS DAU,200.0,168.428571,152.428571,142.285714,155.142857,159.142857,255.142857,149.428571,31.571429,18.744699
1.2.中国.2,Android DAU,523.142857,477.142857,256.571429,177.714286,193.857143,201.571429,213.142857,198.857143,46.0,9.640719
1.2.中非,中非 DAU,2.857143,3.142857,4.0,4.142857,3.166667,2.571429,2.571429,2.0,-0.285714,-9.090909
1.2.中非.1,iOS DAU,1.833333,2.333333,1.571429,2.0,1.333333,3.333333,1.333333,1.25,-0.5,-21.428571
1.2.中非.2,Android DAU,1.5,1.6,2.428571,3.4,2.2,1.333333,2.333333,1.5,-0.1,-6.25
1.2.丹麦,丹麦 DAU,925.571429,959.285714,962.142857,1014.142857,953.285714,876.714286,976.857143,851.0,-33.714286,-3.51452
1.2.丹麦.1,iOS DAU,846.571429,879.857143,877.428571,928.571429,870.0,800.142857,896.0,777.0,-33.285714,-3.783082
1.2.丹麦.2,Android DAU,79.0,79.428571,84.714286,85.571429,83.285714,76.571429,80.857143,74.0,-0.428571,-0.539568
1.2.乌克兰,乌克兰 DAU,7837.142857,7681.285714,7595.714286,7720.714286,7216.285714,7563.857143,7804.0,7329.285714,155.857143,2.02905
1.2.乌克兰.1,iOS DAU,6688.0,6485.428571,6382.571429,6487.428571,6061.714286,6356.428571,6571.857143,6165.428571,202.571429,3.123486
1.2.乌克兰.2,Android DAU,1149.142857,1195.857143,1213.142857,1233.285714,1154.571429,1207.428571,1232.142857,1163.857143,-46.714286,-3.906343
1.2.乌兹别克斯坦,乌兹别克斯坦 DAU,290.0,295.571429,308.857143,307.857143,335.285714,316.285714,278.428571,282.714286,-5.571429,-1.884969
1.2.乌兹别克斯坦.1,iOS DAU,202.142857,209.428571,225.857143,211.285714,236.857143,220.571429,194.857143,200.571429,-7.285714,-3.478854
1.2.乌兹别克斯坦.2,Android DAU,87.857143,86.142857,83.0,96.571429,98.428571,95.714286,83.571429,82.142857,1.714286,1.99005
1.2.乌干达,乌干达 DAU,181.0,195.428571,189.0,192.571429,198.142857,192.0,199.571429,192.428571,-14.428571,-7.383041
1.2.乌干达.1,iOS DAU,92.857143,97.857143,99.0,95.0,102.857143,97.571429,98.571429,91.714286,-5.0,-5.109489
1.2.乌干达.2,Android DAU,88.142857,97.571429,90.0,97.571429,95.285714,94.428571,101.0,100.714286,-9.428571,-9.66325
1.2.乌拉圭,乌拉圭 DAU,375.0,395.714286,373.0,391.285714,377.714286,364.857143,354.285714,377.857143,-20.714286,-5.234657
1.2.乌拉圭.1,iOS DAU,265.571429,283.714286,262.285714,270.285714,273.285714,261.857143,250.428571,267.571429,-18.142857,-6.394763
1.2.乌拉圭.2,Android DAU,109.428571,112.0,110.714286,121.0,104.428571,103.0,103.857143,110.285714,-2.571429,-2.295918
