渠道自然,国家,日期,平台,新老,MAU
Organic,哥伦比亚,2025-08-01,整体,整体,65722.0
整体,圣文森特和格林纳丁斯,2025-08-01,Android,整体,66.0
non-Organic,拉脱维亚,2025-08-01,整体,整体,900.0
Organic,库拉索,2025-08-01,iOS,整体,475.0
non-Organic,澳门,2025-08-01,iOS,整体,7.0
non-Organic,尼日尔,2025-08-01,整体,整体,14.0
non-Organic,瑞士,2026-05-01,Android,整体,269.0
整体,圣文森特和格林纳丁斯,2026-05-01,Android,整体,39.0
Organic,库拉索,2026-05-01,iOS,整体,587.0
non-Organic,拉脱维亚,2026-05-01,整体,整体,350.0
Organic,格林纳达,2026-05-01,Android,整体,42.0
整体,越南,2026-05-01,整体,整体,6619.0
Organic,澳门,2025-11-01,iOS,整体,166.0
Organic,尼加拉瓜,2025-11-01,iOS,整体,808.0
Organic,爱沙尼亚,2025-11-01,Android,整体,591.0
non-Organic,越南,2026-02-01,Android,整体,126.0
non-Organic,乌克兰,2026-04-01,整体,整体,2264.0
Organic,库拉索,2026-04-01,iOS,整体,534.0
Organic,阿鲁巴,2026-04-01,整体,整体,845.0
Organic,尼加拉瓜,2026-04-01,整体,整体,1703.0
Organic,摩纳哥,2025-12-01,Android,整体,15.0
整体,瑞士,2025-07-01,iOS,整体,12833.0
non-Organic,安圭拉,2025-07-01,iOS,整体,6.0
non-Organic,格林纳达,2025-07-01,整体,整体,25.0
Organic,尼日尔,2026-07-01,整体,整体,473.0
Organic,库拉索,2026-07-01,Android,整体,67.0
non-Organic,摩纳哥,2026-01-01,iOS,整体,8.0
non-Organic,塞内加尔,2026-06-01,Android,整体,52.0
non-Organic,哥伦比亚,2026-06-01,整体,整体,2361.0
non-Organic,立陶宛,2025-09-01,整体,整体,404.0
non-Organic,拉脱维亚,2025-08-01,iOS,整体,665.0
non-Organic,南苏丹,2025-08-01,整体,整体,1224.0
整体,爱沙尼亚,2025-06-01,整体,整体,2991.0
Organic,摩纳哥,2026-05-01,整体,整体,285.0
Organic,哥伦比亚,2026-05-01,整体,整体,56581.0
整体,安圭拉,2026-05-01,iOS,整体,87.0
non-Organic,安圭拉,2026-05-01,整体,整体,17.0
non-Organic,新西兰,2026-05-01,iOS,整体,200.0
整体,新西兰,2025-11-01,iOS,整体,7803.0
non-Organic,萨尔瓦多,2025-11-01,Android,整体,267.0
non-Organic,利比亚,2025-11-01,Android,整体,613.0
non-Organic,阿根廷,2025-11-01,iOS,整体,227.0
Organic,阿鲁巴,2026-02-01,Android,整体,97.0
Organic,乌克兰,2026-02-01,整体,整体,52737.0
non-Organic,马恩岛,2026-02-01,整体,整体,21.0
Organic,塞内加尔,2026-04-01,整体,整体,4140.0
non-Organic,阿鲁巴,2026-04-01,iOS,整体,88.0
non-Organic,萨尔瓦多,2025-07-01,iOS,整体,101.0
Organic,马恩岛,2026-07-01,整体,整体,285.0
non-Organic,新西兰,2026-07-01,iOS,整体,172.0
non-Organic,斯洛文尼亚,2026-07-01,iOS,整体,54.0
Organic,越南,2026-01-01,Android,整体,1426.0
non-Organic,爱沙尼亚,2026-01-01,iOS,整体,59.0
non-Organic,塞内加尔,2026-01-01,整体,整体,75.0
整体,尼加拉瓜,2026-06-01,Android,整体,958.0
整体,爱沙尼亚,2026-06-01,Android,整体,1161.0
non-Organic,海地,2026-06-01,iOS,整体,118.0
Organic,格林纳达,2025-08-01,Android,整体,81.0
non-Organic,利比亚,2025-08-01,整体,整体,1112.0
Organic,越南,2025-08-01,整体,整体,8376.0
Organic,尼加拉瓜,2025-06-01,iOS,整体,882.0
整体,斯洛文尼亚,2025-06-01,iOS,整体,2907.0
Organic,格林纳达,2026-03-01,整体,整体,206.0
non-Organic,格林纳达,2026-03-01,Android,整体,5.0
non-Organic,南苏丹,2026-05-01,整体,整体,906.0
整体,利比亚,2026-05-01,整体,整体,1604.0
non-Organic,荷兰加勒比,2026-05-01,iOS,整体,8.0
Organic,萨尔瓦多,2026-05-01,整体,整体,3139.0
non-Organic,尼加拉瓜,2025-11-01,整体,整体,269.0
Organic,福克兰群岛,2025-11-01,Android,整体,1.0
non-Organic,哥伦比亚,2026-02-01,整体,整体,2932.0
Organic,海地,2026-02-01,Android,整体,2570.0
Organic,圣文森特和格林纳丁斯,2025-10-01,iOS,整体,135.0
non-Organic,斯洛文尼亚,2026-04-01,Android,整体,22.0
整体,爱沙尼亚,2026-04-01,iOS,整体,5008.0
non-Organic,马恩岛,2026-04-01,Android,整体,3.0
整体,法属波利尼西亚,2026-04-01,整体,整体,140.0
non-Organic,哥伦比亚,2026-04-01,Android,整体,1962.0
整体,马恩岛,2025-12-01,Android,整体,21.0
整体,越南,2025-12-01,Android,整体,1585.0
Organic,瑞士,2025-12-01,Android,整体,2743.0
non-Organic,尼加拉瓜,2025-12-01,整体,整体,324.0
整体,哥伦比亚,2025-07-01,iOS,整体,43014.0
整体,格林纳达,2026-07-01,Android,整体,41.0
non-Organic,拉脱维亚,2026-07-01,整体,整体,506.0
Organic,拉脱维亚,2026-01-01,整体,整体,7705.0
整体,斯洛文尼亚,2026-01-01,iOS,整体,2345.0
整体,库拉索,2026-06-01,Android,整体,74.0
Organic,爱沙尼亚,2026-06-01,整体,整体,8243.0
Organic,乌克兰,2025-09-01,整体,整体,73331.0
Organic,立陶宛,2025-09-01,iOS,整体,4840.0
Organic,利比亚,2025-09-01,整体,整体,1557.0
整体,澳门,2025-09-01,Android,整体,38.0
non-Organic,南苏丹,2025-09-01,iOS,整体,44.0
整体,哥伦比亚,2025-09-01,Android,整体,28051.0
Organic,南苏丹,2025-08-01,iOS,整体,516.0
Organic,尼加拉瓜,2025-08-01,整体,整体,1924.0
整体,圣文森特和格林纳丁斯,2025-08-01,iOS,整体,128.0
Organic,越南,2025-06-01,iOS,整体,5821.0
整体,马约特,2025-06-01,iOS,整体,7.0
Organic,南苏丹,2026-03-01,iOS,整体,519.0
整体,哥伦比亚,2026-03-01,整体,整体,60681.0
整体,拉脱维亚,2026-05-01,iOS,整体,8478.0
整体,圣文森特和格林纳丁斯,2026-05-01,iOS,整体,106.0
整体,马约特,2026-05-01,整体,整体,3.0
Organic,阿根廷,2026-05-01,Android,整体,15134.0
整体,尼日尔,2026-05-01,iOS,整体,263.0
Organic,哥伦比亚,2025-11-01,iOS,整体,39446.0
non-Organic,南苏丹,2026-02-01,Android,整体,860.0
non-Organic,塞内加尔,2026-02-01,iOS,整体,31.0
Organic,南苏丹,2025-10-01,iOS,整体,594.0
non-Organic,塞内加尔,2025-10-01,Android,整体,90.0
non-Organic,圣文森特和格林纳丁斯,2025-10-01,整体,整体,11.0
Organic,哥伦比亚,2025-10-01,Android,整体,32137.0
整体,圣文森特和格林纳丁斯,2026-04-01,Android,整体,40.0
整体,南苏丹,2026-04-01,整体,整体,6412.0
Organic,瑞士,2026-04-01,整体,整体,16207.0
non-Organic,拉脱维亚,2026-04-01,整体,整体,340.0
整体,乌克兰,2026-04-01,整体,整体,58392.0
non-Organic,萨尔瓦多,2025-12-01,iOS,整体,79.0
non-Organic,新西兰,2025-07-01,Android,整体,311.0
non-Organic,爱沙尼亚,2025-07-01,整体,整体,270.0
non-Organic,澳门,2025-07-01,Android,整体,10.0
整体,萨尔瓦多,2026-07-01,Android,整体,1652.0
Organic,斯洛文尼亚,2026-01-01,iOS,整体,2331.0
Organic,利比亚,2026-06-01,Android,整体,589.0
non-Organic,立陶宛,2026-06-01,Android,整体,92.0
整体,摩纳哥,2026-06-01,整体,整体,469.0
non-Organic,摩纳哥,2025-09-01,整体,整体,30.0
Organic,瑞士,2025-09-01,iOS,整体,10343.0
Organic,新西兰,2025-08-01,整体,整体,9202.0
Organic,越南,2026-03-01,整体,整体,7137.0
non-Organic,尼加拉瓜,2026-03-01,Android,整体,217.0
整体,波黑,2025-11-01,iOS,整体,10411.0
Organic,波黑,2025-11-01,Android,整体,4522.0
Organic,萨尔瓦多,2025-10-01,Android,整体,2752.0
Organic,法属波利尼西亚,2026-04-01,iOS,整体,95.0
Organic,摩纳哥,2026-02-01,iOS,整体,107.0
Organic,马恩岛,2025-12-01,整体,整体,328.0
non-Organic,乌克兰,2025-12-01,Android,整体,1481.0
整体,法属波利尼西亚,2025-12-01,整体,整体,106.0
Organic,马恩岛,2025-12-01,iOS,整体,309.0
Organic,尼日尔,2025-07-01,整体,整体,340.0
Organic,拉脱维亚,2025-07-01,iOS,整体,5276.0
Organic,马约特,2025-07-01,Android,整体,13.0
Organic,瑞士,2026-01-01,iOS,整体,11322.0
Organic,尼加拉瓜,2026-01-01,整体,整体,1951.0
整体,格林纳达,2026-06-01,整体,整体,179.0
整体,库拉索,2025-09-01,整体,整体,629.0
整体,台湾,2025-07-01,整体,整体,2156.0
整体,卢旺达,2025-07-01,Android,整体,1533.0
整体,所罗门群岛,2025-07-01,整体,整体,48.0
整体,蒙古,2026-03-01,Android,整体,175.0
整体,厄立特里亚,2026-03-01,Android,整体,2.0
整体,巴西,2026-05-01,iOS,整体,1272216.0
Organic,马里,2026-01-01,Android,整体,339.0
整体,匈牙利,2026-01-01,Android,整体,2387.0
non-Organic,赞比亚,2025-09-01,Android,整体,312.0
Organic,根西岛,2025-09-01,iOS,整体,172.0
Organic,蒙古,2025-09-01,iOS,整体,616.0
整体,斯里兰卡,2025-09-01,整体,整体,4590.0
non-Organic,根西岛,2025-10-01,Android,整体,2.0
整体,巴勒斯坦,2025-10-01,Android,整体,938.0
Organic,巴巴多斯,2025-10-01,iOS,整体,615.0
Organic,爱尔兰,2025-06-01,Android,整体,2760.0
整体,匈牙利,2026-06-01,整体,整体,9414.0
non-Organic,荷属圣马丁,2026-06-01,iOS,整体,45.0
整体,巴巴多斯,2025-08-01,Android,整体,200.0
non-Organic,根西岛,2025-08-01,整体,整体,30.0
整体,根西岛,2025-08-01,iOS,整体,261.0
non-Organic,贝宁,2025-12-01,iOS,整体,4.0
整体,贝宁,2025-12-01,Android,整体,504.0
non-Organic,西班牙,2026-04-01,Android,整体,2985.0
non-Organic,所罗门群岛,2025-11-01,整体,整体,5.0
Organic,西班牙,2025-11-01,Android,整体,12547.0
整体,斯里兰卡,2026-07-01,Android,整体,1543.0
non-Organic,智利,2026-07-01,整体,整体,976.0
non-Organic,贝宁,2025-07-01,Android,整体,63.0
Organic,巴林,2025-07-01,整体,整体,1035.0
Organic,斯里兰卡,2026-03-01,整体,整体,3430.0
整体,西班牙,2026-03-01,iOS,整体,52880.0
Organic,巴西,2026-03-01,iOS,整体,1190544.0
整体,危地马拉,2026-05-01,Android,整体,2803.0
整体,根西岛,2026-01-01,Android,整体,14.0
non-Organic,巴巴多斯,2026-01-01,整体,整体,70.0
整体,斯洛伐克,2025-09-01,Android,整体,1254.0
Organic,危地马拉,2025-09-01,iOS,整体,3008.0
non-Organic,新喀里多尼亚,2025-10-01,整体,整体,2.0
non-Organic,巴林,2025-06-01,iOS,整体,63.0
non-Organic,马里,2026-06-01,Android,整体,21.0
non-Organic,蒙古,2026-06-01,Android,整体,48.0
non-Organic,巴巴多斯,2026-06-01,iOS,整体,49.0
non-Organic,尼泊尔,2026-06-01,iOS,整体,64.0
Organic,斯洛伐克,2025-08-01,整体,整体,5298.0
Organic,赞比亚,2025-08-01,iOS,整体,653.0
Organic,根西岛,2025-08-01,iOS,整体,233.0
整体,新喀里多尼亚,2025-08-01,iOS,整体,37.0
整体,西班牙,2026-02-01,iOS,整体,47006.0
整体,斯里兰卡,2026-04-01,iOS,整体,1731.0
Organic,智利,2026-04-01,整体,整体,12287.0
non-Organic,苏里南,2025-11-01,iOS,整体,3.0
non-Organic,巴西,2025-11-01,Android,整体,381337.0
non-Organic,新喀里多尼亚,2026-07-01,整体,整体,7.0
non-Organic,所罗门群岛,2025-07-01,整体,整体,7.0
Organic,爱尔兰,2025-07-01,Android,整体,2820.0
non-Organic,喀麦隆,2026-03-01,整体,整体,85.0
整体,智利,2026-03-01,整体,整体,13950.0
Organic,赞比亚,2026-03-01,Android,整体,715.0
Organic,巴林,2026-05-01,iOS,整体,753.0
non-Organic,马里,2026-05-01,iOS,整体,26.0
整体,苏里南,2026-01-01,整体,整体,342.0
整体,危地马拉,2026-01-01,Android,整体,3403.0
整体,卢旺达,2025-09-01,Android,整体,1214.0
整体,斯里兰卡,2025-09-01,Android,整体,2809.0
non-Organic,新喀里多尼亚,2025-10-01,Android,整体,2.0
整体,赞比亚,2025-10-01,iOS,整体,808.0
non-Organic,蒙古,2025-10-01,iOS,整体,13.0
Organic,巴林,2025-06-01,整体,整体,1132.0
non-Organic,西班牙,2025-06-01,Android,整体,1664.0
Organic,苏里南,2025-06-01,iOS,整体,179.0
non-Organic,新喀里多尼亚,2026-06-01,iOS,整体,1.0
non-Organic,赞比亚,2026-06-01,整体,整体,117.0
Organic,所罗门群岛,2026-06-01,整体,整体,34.0
Organic,喀麦隆,2026-06-01,Android,整体,523.0
Organic,蒙古,2025-08-01,整体,整体,927.0
non-Organic,所罗门群岛,2025-12-01,iOS,整体,1.0
non-Organic,西班牙,2025-12-01,Android,整体,970.0
Organic,苏里南,2025-12-01,Android,整体,110.0
整体,尼泊尔,2025-12-01,Android,整体,5456.0
Organic,德国,2025-12-01,Android,整体,34485.0
Organic,巴西,2025-12-01,iOS,整体,1292740.0
non-Organic,危地马拉,2026-02-01,整体,整体,563.0
整体,新喀里多尼亚,2026-02-01,iOS,整体,32.0
Organic,喀麦隆,2026-02-01,iOS,整体,727.0
Organic,毛里塔尼亚,2026-02-01,Android,整体,91.0
整体,荷属圣马丁,2026-04-01,Android,整体,36.0
non-Organic,罗马尼亚,2026-04-01,iOS,整体,364.0
整体,巴巴多斯,2025-11-01,整体,整体,789.0
整体,马里,2025-11-01,iOS,整体,295.0
non-Organic,匈牙利,2025-11-01,整体,整体,189.0
Organic,根西岛,2025-11-01,iOS,整体,208.0
整体,蒙古,2026-07-01,Android,整体,126.0
non-Organic,卢旺达,2026-07-01,iOS,整体,23.0
整体,尼泊尔,2026-07-01,整体,整体,4046.0
Organic,斯洛伐克,2026-07-01,整体,整体,4959.0
Organic,台湾,2026-07-01,整体,整体,2400.0
整体,巴西,2025-07-01,Android,整体,911446.0
Organic,毛里塔尼亚,2026-03-01,iOS,整体,190.0
整体,喀麦隆,2026-03-01,整体,整体,1517.0
Organic,智利,2026-05-01,Android,整体,4546.0
non-Organic,新喀里多尼亚,2026-05-01,iOS,整体,3.0
non-Organic,巴巴多斯,2025-09-01,整体,整体,65.0
non-Organic,冈比亚,2025-09-01,iOS,整体,10.0
non-Organic,荷属圣马丁,2025-09-01,整体,整体,33.0
整体,智利,2025-09-01,整体,整体,16427.0
non-Organic,爱尔兰,2025-09-01,整体,整体,1955.0
non-Organic,危地马拉,2025-09-01,Android,整体,907.0
non-Organic,蒙古,2025-09-01,iOS,整体,28.0
Organic,巴勒斯坦,2025-06-01,iOS,整体,1084.0
整体,毛里塔尼亚,2025-06-01,Android,整体,348.0
Organic,罗马尼亚,2025-06-01,Android,整体,5063.0
整体,根西岛,2025-06-01,Android,整体,15.0
Organic,赞比亚,2025-06-01,Android,整体,930.0
Organic,蒙古,2025-06-01,iOS,整体,637.0
整体,根西岛,2025-06-01,iOS,整体,227.0
整体,危地马拉,2025-06-01,整体,整体,7300.0
整体,冈比亚,2026-01-01,Android,整体,625.0
non-Organic,台湾,2025-08-01,Android,整体,259.0
Organic,新喀里多尼亚,2025-08-01,Android,整体,21.0
non-Organic,智利,2026-02-01,Android,整体,594.0
整体,荷属圣马丁,2026-02-01,Android,整体,26.0
整体,爱尔兰,2026-06-01,Android,整体,2745.0
Organic,荷属圣马丁,2026-06-01,整体,整体,279.0
Organic,赞比亚,2026-06-01,整体,整体,1318.0
non-Organic,罗马尼亚,2026-06-01,iOS,整体,362.0
Organic,台湾,2025-12-01,整体,整体,2264.0
Organic,厄立特里亚,2026-04-01,整体,整体,1.0
Organic,西班牙,2026-04-01,整体,整体,63320.0
Organic,匈牙利,2026-04-01,整体,整体,8641.0
non-Organic,马里,2025-11-01,整体,整体,7.0
整体,苏里南,2025-11-01,iOS,整体,196.0
non-Organic,贝宁,2025-11-01,Android,整体,14.0
Organic,台湾,2025-11-01,iOS,整体,1189.0
non-Organic,根西岛,2026-07-01,Android,整体,1.0
non-Organic,台湾,2026-07-01,Android,整体,33.0
整体,苏里南,2025-07-01,整体,整体,371.0
整体,斯洛伐克,2025-07-01,iOS,整体,3924.0
non-Organic,西班牙,2025-07-01,Android,整体,1695.0
Organic,巴巴多斯,2025-07-01,整体,整体,846.0
Organic,斯里兰卡,2025-07-01,整体,整体,3834.0
Organic,斯里兰卡,2025-07-01,iOS,整体,1655.0
Organic,西班牙,2026-03-01,iOS,整体,43883.0
non-Organic,冈比亚,2026-03-01,整体,整体,131.0
Organic,毛里塔尼亚,2026-03-01,整体,整体,274.0
Organic,匈牙利,2026-03-01,iOS,整体,6461.0
整体,根西岛,2026-03-01,iOS,整体,201.0
non-Organic,蒙古,2026-03-01,iOS,整体,18.0
Organic,冈比亚,2026-05-01,iOS,整体,1666.0
Organic,卢旺达,2026-05-01,iOS,整体,401.0
整体,新喀里多尼亚,2026-05-01,iOS,整体,38.0
non-Organic,冈比亚,2026-01-01,Android,整体,36.0
Organic,西班牙,2026-01-01,Android,整体,12203.0
整体,台湾,2025-09-01,整体,整体,2120.0
Organic,马里,2025-09-01,iOS,整体,355.0
non-Organic,喀麦隆,2025-09-01,整体,整体,242.0
整体,罗马尼亚,2025-10-01,整体,整体,27787.0
整体,新喀里多尼亚,2025-06-01,iOS,整体,25.0
non-Organic,苏里南,2025-06-01,Android,整体,58.0
non-Organic,台湾,2025-06-01,Android,整体,218.0
整体,巴巴多斯,2025-06-01,iOS,整体,626.0
Organic,西班牙,2026-06-01,Android,整体,11726.0
Organic,斯里兰卡,2026-06-01,整体,整体,2682.0
non-Organic,罗马尼亚,2026-06-01,Android,整体,212.0
Organic,巴西,2026-06-01,Android,整体,353746.0
non-Organic,马里,2026-06-01,iOS,整体,31.0
整体,荷属圣马丁,2025-12-01,Android,整体,29.0
整体,德国,2025-12-01,iOS,整体,146146.0
Organic,贝宁,2025-12-01,Android,整体,486.0
Organic,蒙古,2025-12-01,Android,整体,179.0
Organic,智利,2025-12-01,整体,整体,14973.0
整体,巴林,2026-02-01,iOS,整体,756.0
Organic,危地马拉,2026-02-01,Android,整体,2415.0
non-Organic,根西岛,2026-04-01,整体,整体,28.0
整体,喀麦隆,2026-04-01,Android,整体,543.0
non-Organic,尼泊尔,2026-04-01,Android,整体,906.0
整体,斯洛伐克,2025-11-01,Android,整体,1228.0
non-Organic,喀麦隆,2025-11-01,整体,整体,97.0
Organic,卢旺达,2025-11-01,整体,整体,1209.0
non-Organic,斯洛伐克,2026-07-01,iOS,整体,80.0
整体,台湾,2026-07-01,iOS,整体,1671.0
non-Organic,尼泊尔,2026-07-01,整体,整体,615.0
整体,贝宁,2026-07-01,Android,整体,521.0
整体,巴勒斯坦,2026-03-01,iOS,整体,3214.0
Organic,尼泊尔,2026-03-01,整体,整体,4126.0
整体,蒙古,2026-05-01,iOS,整体,501.0
整体,罗马尼亚,2026-05-01,整体,整体,21019.0
non-Organic,智利,2026-01-01,整体,整体,873.0
non-Organic,新喀里多尼亚,2026-01-01,Android,整体,3.0
Organic,巴巴多斯,2026-01-01,iOS,整体,776.0
non-Organic,危地马拉,2025-09-01,整体,整体,1031.0
整体,卢旺达,2025-06-01,整体,整体,1824.0
Organic,卢旺达,2025-06-01,整体,整体,1322.0
整体,荷属圣马丁,2025-06-01,Android,整体,28.0
整体,冈比亚,2026-06-01,iOS,整体,1769.0
Organic,毛里塔尼亚,2025-08-01,Android,整体,175.0
Organic,卢旺达,2025-08-01,iOS,整体,406.0
整体,罗马尼亚,2025-08-01,整体,整体,24564.0
整体,新喀里多尼亚,2025-12-01,iOS,整体,46.0
non-Organic,斯洛伐克,2025-12-01,整体,整体,99.0
Organic,巴勒斯坦,2025-12-01,Android,整体,470.0
non-Organic,苏里南,2025-12-01,Android,整体,32.0
non-Organic,爱尔兰,2026-02-01,iOS,整体,902.0
整体,巴勒斯坦,2026-04-01,iOS,整体,4007.0
整体,荷属圣马丁,2025-11-01,Android,整体,21.0
non-Organic,匈牙利,2025-11-01,iOS,整体,104.0
non-Organic,贝宁,2025-07-01,整体,整体,70.0
Organic,毛里塔尼亚,2025-07-01,iOS,整体,178.0
non-Organic,尼泊尔,2026-03-01,iOS,整体,128.0
整体,喀麦隆,2026-05-01,Android,整体,630.0
non-Organic,危地马拉,2026-01-01,整体,整体,680.0
Organic,西班牙,2025-09-01,整体,整体,66644.0
整体,根西岛,2025-10-01,整体,整体,292.0
Organic,毛里塔尼亚,2025-06-01,Android,整体,240.0
Organic,厄立特里亚,2025-08-01,iOS,整体,2.0
Organic,苏里南,2025-08-01,Android,整体,137.0
Organic,西班牙,2025-08-01,Android,整体,14511.0
整体,贝宁,2025-12-01,整体,整体,668.0
Organic,所罗门群岛,2025-12-01,整体,整体,42.0
non-Organic,根西岛,2025-12-01,iOS,整体,11.0
整体,蒙古,2026-04-01,Android,整体,145.0
Organic,冈比亚,2026-04-01,iOS,整体,1212.0
non-Organic,赞比亚,2025-11-01,Android,整体,163.0
Organic,毛里塔尼亚,2025-11-01,Android,整体,123.0
Organic,赞比亚,2026-07-01,Android,整体,630.0
non-Organic,斯里兰卡,2026-03-01,Android,整体,346.0
整体,台湾,2026-05-01,Android,整体,723.0
non-Organic,冈比亚,2026-05-01,整体,整体,314.0
non-Organic,马里,2026-05-01,整体,整体,32.0
Organic,巴勒斯坦,2026-05-01,Android,整体,327.0
整体,荷属圣马丁,2026-05-01,整体,整体,373.0
non-Organic,赞比亚,2026-05-01,整体,整体,122.0
non-Organic,卢旺达,2026-01-01,整体,整体,185.0
non-Organic,卢旺达,2025-09-01,iOS,整体,17.0
Organic,匈牙利,2025-09-01,整体,整体,10680.0
non-Organic,斯洛伐克,2025-09-01,Android,整体,116.0
Organic,尼泊尔,2025-09-01,整体,整体,5657.0
整体,匈牙利,2025-10-01,整体,整体,12786.0
整体,危地马拉,2025-10-01,整体,整体,8679.0
non-Organic,荷属圣马丁,2025-10-01,iOS,整体,15.0
整体,喀麦隆,2025-10-01,iOS,整体,678.0
整体,西班牙,2025-10-01,整体,整体,80807.0
整体,新喀里多尼亚,2025-10-01,iOS,整体,43.0
non-Organic,巴林,2025-06-01,整体,整体,134.0
整体,西班牙,2025-06-01,Android,整体,15126.0
整体,巴林,2025-06-01,iOS,整体,920.0
non-Organic,德国,2026-06-01,Android,整体,4115.0
