层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1.1.以色列,以色列新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,13487.771,8857.924,7455.074,7533.832,7286.521,8410.204,9286.75,10095.991,12212.776,13443.299,12289.3,8865.801,10465.132,8889.728,4629.847,52.267856,4629.847,1.1303,0.128847
1.1.伊拉克,伊拉克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,159.686,158.086,127.555,152.017,81.476,228.624,116.468,140.171,147.62,69.58,98.555,179.338,133.633,86.192,1.6,1.012107,1.6,0.000391,4.5e-05
1.1.伊朗,伊朗新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.伯利兹,伯利兹新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,55.91,30.678,45.553,27.286,105.618,26.784,25.292,6.45,79.188,4.988,27.3,43.537,22.55,47.87,25.232,82.247865,25.232,0.00616,0.000702
1.1.佛得角,佛得角新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,25.085,48.979,17.417,0.0,36.736,11.2,23.8,44.384,2.542,0.0,0.0,11.9,27.2,11.9,-23.894,-48.784173,-23.894,-0.005833,-0.000665
1.1.俄罗斯,俄罗斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1906.732,3372.419,16174.296,10589.163,13305.573,11305.468,11143.547,10061.98,10805.743,12697.69,16017.822,11293.441,11025.52,9971.913,-1465.687,-43.460999,-1465.687,-0.357823,-0.040789
1.1.保加利亚,保加利亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3196.805,2517.165,2465.746,1833.639,2332.647,2093.349,1766.308,1466.451,1814.55,2649.061,2338.182,2694.681,2004.17,1636.302,679.64,27.000217,679.64,0.165923,0.018914
1.1.克罗地亚,克罗地亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,6481.88,4302.82,4399.951,4335.633,4983.606,4308.246,4322.914,4305.129,5368.276,6969.823,6354.317,6044.374,5934.6,4792.691,2179.06,50.642602,2179.06,0.531981,0.060642
1.1.关岛,关岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,4.242,7.634,0.0,3.392,0.0,17.842,0.0,0.0,,,,,
1.1.冈比亚,冈比亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,399.903,177.996,273.399,150.374,67.74,127.118,38.246,56.575,24.918,67.775,40.475,156.383,89.948,91.51,221.907,124.669655,221.907,0.054175,0.006176
1.1.冰岛,冰岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,496.724,424.452,342.562,126.942,455.177,407.969,364.998,370.924,388.414,374.18,447.005,538.507,410.859,445.444,72.272,17.027131,72.272,0.017644,0.002011
1.1.几内亚,几内亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.几内亚比绍,几内亚比绍新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,,,0.0,0.0,,,,,,,,,,,,,,
1.1.列支敦士登,列支敦士登新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.刚果共和国,刚果共和国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,5.593,21.693,13.923,8.386,0.0,0.0,11.9,0.0,5.6,5.6,0.0,16.8,18.135,25.384,-16.1,-74.21749,-16.1,-0.003931,-0.000448
