层级,指标,数据来源,指标对应值,取数口径,本月,上月,2月前,3月前,4月前,5月前,6月前,7月前,8月前,9月前,10月前,11月前,12月前,13月前,mom,mom%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1.1.巴布亚新几内亚,巴布亚新几内亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,14.463,20.809,39.11,0.0,4.48,0.0,40.152,0.0,29.342,7.642,0.0,25.449,21.7,21.7,-6.346,-30.49642,-6.346,0.011161,-0.000159
1.1.巴拉圭,巴拉圭新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1100.834,1163.924,1055.497,1219.186,1011.855,1352.743,1161.678,858.696,609.984,702.493,663.006,765.042,693.086,715.413,-63.09,-5.420457,-63.09,0.110958,-0.001576
1.1.巴拿马,巴拿马新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,668.137,871.186,992.198,809.165,852.373,967.831,824.519,807.923,641.959,642.577,835.173,558.441,783.489,762.889,-203.049,-23.307193,-203.049,0.357108,-0.005073
1.1.巴林,巴林新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,239.424,470.923,109.535,266.161,302.936,199.612,409.076,270.604,385.737,236.701,145.414,207.138,313.115,224.879,-231.499,-49.158567,-231.499,0.407144,-0.005783
1.1.巴西,巴西新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,265379.326,255792.416,231012.178,236372.808,212271.058,296867.108,279906.991,252351.9,219675.76,227317.294,239001.59,233227.803,223933.019,237392.764,9586.91,3.747926,9586.91,-16.860791,0.239498
1.1.布基纳法索,布基纳法索新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,63.573,85.284,0.0,48.979,21.693,79.695,37.034,0.0,25.449,0.0,24.918,51.8,26.452,44.518,-21.711,-25.457296,-21.711,0.038184,-0.000542
1.1.布隆迪,布隆迪新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.布韦岛,布韦岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.希腊,希腊新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,7619.007,6812.037,7190.865,5525.168,6126.284,8089.368,5912.581,5485.659,4571.277,6075.333,10774.77,7074.39,5994.209,5014.153,806.97,11.846236,806.97,-1.419243,0.02016
1.1.帕劳,帕劳新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,0.0,0.0,0.0,0.0,16.8,0.0,21.7,0.0,0.0,8.33,8.33,8.33,29.342,0.0,,0.0,-0.0,0.0
1.1.库克群岛,库克群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.库拉索,库拉索新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,0.0,,,,,,,,,,,
1.1.开曼群岛,开曼群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,91.308,112.536,93.264,80.122,101.35,54.572,74.9,30.8,58.692,65.442,34.192,163.45,78.888,170.8,-21.228,-18.863297,-21.228,0.037334,-0.00053
1.1.德国,德国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,51092.958,50027.799,48708.819,40765.891,33476.02,41921.732,32122.502,30826.625,29739.552,34630.006,46970.042,37525.571,37946.429,35476.636,1065.159,2.129134,1065.159,-1.873328,0.02661
1.1.意大利,意大利新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,11421.781,9752.931,9906.922,9558.414,8660.426,10305.046,8154.818,7777.833,6626.368,8422.133,14873.769,9760.996,8612.492,8557.416,1668.85,17.111266,1668.85,-2.935057,0.041691
1.1.所罗门群岛,所罗门群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,0.0,,,,,,,30.8,,0.0,,,,,
1.1.拉脱维亚,拉脱维亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1469.481,1386.278,958.134,857.233,771.855,986.237,759.05,1027.351,645.689,971.347,1085.076,1150.907,871.429,1054.511,83.203,6.001899,83.203,-0.146332,0.002079
1.1.挪威,挪威新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4616.877,3521.229,2726.332,2253.208,2103.361,2452.521,2126.791,2178.662,2296.521,2353.065,3067.73,3983.312,2873.441,3110.159,1095.648,31.1155,1095.648,-1.92695,0.027371
1.1.捷克,捷克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2644.515,2051.737,2211.143,2217.825,2033.403,2313.841,1780.826,2524.675,1943.191,2089.578,2894.316,2659.995,2621.934,1867.537,592.778,28.89152,592.778,-1.042537,0.014809
1.1.摩尔多瓦,摩尔多瓦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1214.601,969.047,761.598,895.131,894.159,1015.42,782.312,833.375,570.024,771.303,913.276,771.976,809.058,678.974,245.554,25.339741,245.554,-0.431863,0.006134
1.1.摩洛哥,摩洛哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,480.959,555.551,258.032,404.463,257.94,348.163,269.587,183.098,221.145,292.065,494.376,390.828,270.244,247.18,-74.592,-13.42667,-74.592,0.131187,-0.001863
1.1.摩纳哥,摩纳哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.文莱,文莱新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,19.84,30.786,44.086,75.565,21.693,23.793,0.0,23.8,53.2,46.2,38.5,5.6,22.95,0.0,-10.946,-35.555122,-10.946,0.019251,-0.000273
1.1.斐济,斐济新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,32.08,127.097,48.095,65.869,56.129,89.456,66.123,63.284,23.134,35.629,91.132,46.122,37.232,19.855,-95.017,-74.759436,-95.017,0.167109,-0.002374
1.1.斯威士兰,斯威士兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,8.33,5.593,,,0.0,5.593,0.0,7.7,0.0,0.0,55.3,7.7,0.0,11.9,2.737,48.93617,2.737,-0.004814,6.8e-05
1.1.斯洛伐克,斯洛伐克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1514.389,1399.416,1318.278,1493.292,1409.808,1475.612,1384.818,1265.38,1115.706,1049.773,1411.667,1268.807,1383.284,1101.98,114.973,8.215784,114.973,-0.202207,0.002872
1.1.斯洛文尼亚,斯洛文尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1211.486,1048.035,697.422,810.577,501.725,816.762,790.754,663.066,716.218,560.35,950.13,840.976,756.487,728.929,163.451,15.595949,163.451,-0.287466,0.004083
1.1.斯里兰卡,斯里兰卡新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,224.282,330.266,284.972,159.72,119.838,177.049,154.411,171.848,149.378,168.053,131.317,225.973,64.294,236.89,-105.984,-32.090497,-105.984,0.186397,-0.002648
1.1.新加坡,新加坡新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1040.616,888.81,943.964,866.505,948.238,1167.82,1091.393,1308.496,1176.068,746.079,1074.885,945.449,785.822,1114.99,151.806,17.079691,151.806,-0.266986,0.003792
1.1.新喀里多尼亚,新喀里多尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,5.436,19.908,0.0,4.064,,,,,,,
1.1.新西兰,新西兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3145.18,3376.622,3635.328,4195.793,3884.337,5226.403,4570.792,4386.298,3548.988,3374.266,3890.03,4364.652,4061.228,4508.997,-231.442,-6.854247,-231.442,0.407044,-0.005782
1.1.日本,日本新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,751.99,993.198,844.781,1040.002,829.672,998.976,733.185,822.341,918.38,1290.059,1459.035,1293.115,1388.967,998.31,-241.208,-24.285993,-241.208,0.42422,-0.006026
1.1.智利,智利新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3071.343,4357.491,3917.509,4970.766,5543.434,5973.483,4107.631,4170.75,3286.242,3803.288,3530.182,3496.582,3224.633,3623.53,-1286.148,-29.515792,-1286.148,2.261988,-0.03213
1.1.未知,未知新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,257.984,196.642,131.237,119.575,184.532,186.933,206.68,130.693,104.131,9.093,0.0,25.017,0.0,0.0,61.342,31.19476,61.342,-0.107884,0.001532
1.1.柬埔寨,柬埔寨新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,81.948,209.094,124.436,58.955,110.041,79.726,61.732,51.007,60.467,55.97,34.222,62.804,75.554,71.679,-127.146,-60.808058,-127.146,0.223616,-0.003176
1.1.根西岛,根西岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.格林纳达,格林纳达新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,3.392,81.706,87.078,46.803,48.986,45.122,39.682,53.9,11.017,56.342,37.859,0.0,11.075,17.034,-78.314,-95.84853,-78.314,0.137733,-0.001956
1.1.格陵兰,格陵兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.格鲁吉亚,格鲁吉亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2153.996,1368.021,1077.717,1081.542,941.794,1408.964,931.392,913.687,816.224,1115.154,1460.788,980.831,965.737,920.683,785.975,57.453431,785.975,-1.382318,0.019635
1.1.比利时,比利时新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4358.177,4627.411,4417.517,3403.507,3138.625,3645.318,3613.796,3712.456,2985.509,5122.316,5393.125,4329.213,3644.511,3968.828,-269.234,-5.818243,-269.234,0.47351,-0.006726
1.1.毛里塔尼亚,毛里塔尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,,8.33,,,0.0,17.5,,21.7,,0.0,11.9,0.0,0.0,,,,,
1.1.毛里求斯,毛里求斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,80.899,76.516,14.609,197.342,125.455,143.279,129.037,73.529,58.988,131.114,143.22,93.316,68.071,141.742,4.383,5.728214,4.383,-0.007709,0.000109
1.1.汤加,汤加新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.沙特阿拉伯,沙特阿拉伯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1843.864,1968.723,1628.653,1940.4,1320.267,1896.304,2378.557,1822.133,1892.525,1977.358,2798.839,2600.512,2630.99,2335.219,-124.859,-6.342131,-124.859,0.219593,-0.003119
1.1.法国,法国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,12320.253,13030.948,10454.15,10949.959,9555.227,11453.365,9058.009,8497.935,8607.16,9418.885,15169.009,10472.721,9805.68,9511.314,-710.695,-5.453901,-710.695,1.249921,-0.017754
1.1.法属圣马丁,法属圣马丁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.法属圭亚那,法属圭亚那新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.法属波利尼西亚,法属波利尼西亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.法罗群岛,法罗群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.波兰,波兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,8525.705,8261.111,7395.669,7206.347,6414.142,7846.754,6178.429,5495.572,6964.739,7695.459,8435.704,7421.329,8087.232,6453.326,264.594,3.202886,264.594,-0.46535,0.00661
1.1.波多黎各,波多黎各新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,,,,,,,96.612,62.016,143.992,136.342,240.596,144.748,105.885,,,,,
1.1.波黑,波黑新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1902.617,1589.996,1587.954,1689.79,1404.292,1540.993,1101.255,957.593,1071.173,1223.084,1566.813,1279.489,1311.885,1537.533,312.621,19.661748,312.621,-0.549816,0.00781
1.1.泰国,泰国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,655.681,826.579,836.346,753.305,881.747,960.835,965.612,704.467,858.985,673.742,661.219,784.146,654.708,679.19,-170.898,-20.675338,-170.898,0.300564,-0.004269
1.1.泽西岛,泽西岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.津巴布韦,津巴布韦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,109.322,74.971,51.209,107.642,91.529,91.205,81.252,98.674,69.42,110.146,84.134,51.098,32.33,79.86,34.351,45.81905,34.351,-0.060414,0.000858
1.1.洪都拉斯,洪都拉斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1291.576,876.622,728.478,850.004,804.829,984.811,872.173,613.406,530.925,686.664,575.291,721.629,590.969,708.271,414.954,47.335568,414.954,-0.729792,0.010366
1.1.海地,海地新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,7.642,7.642,0.0,24.888,2.363,0.0,21.787,,,,,
1.1.澳大利亚,澳大利亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,77453.667,89782.9,92656.003,92184.279,84636.856,109021.862,92128.798,74611.238,66496.614,63350.983,64423.355,63057.213,56402.366,61913.451,-12329.233,-13.732273,-12329.233,21.683798,-0.308006
1.1.爱尔兰,爱尔兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,11370.303,11134.484,10148.243,9720.077,7794.183,11014.3,10885.095,9607.165,8058.878,9351.378,12248.0,12001.413,10641.607,9992.391,235.819,2.117916,235.819,-0.414742,0.005891
1.1.爱沙尼亚,爱沙尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1142.92,1112.871,1014.062,944.023,1017.675,1055.092,882.515,718.106,605.226,765.587,834.435,1240.518,881.455,922.557,30.049,2.700133,30.049,-0.052848,0.000751
1.1.牙买加,牙买加新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1132.699,1458.378,1284.49,1377.571,1278.953,1163.337,1041.78,483.616,768.867,745.584,863.535,1137.207,690.671,830.099,-325.679,-22.33159,-325.679,0.572782,-0.008136
1.1.特克斯和凯科斯群岛,特克斯和凯科斯群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,16.992,32.179,8.379,5.593,21.693,75.421,30.518,53.2,5.6,52.941,16.8,15.048,67.472,4.9,-15.187,-47.195376,-15.187,0.02671,-0.000379
1.1.特立尼达和多巴哥,特立尼达和多巴哥新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,215.295,384.387,360.199,291.687,402.593,352.321,236.846,347.319,300.265,232.196,206.249,218.139,324.547,307.353,-169.092,-43.990041,-169.092,0.297387,-0.004224
1.1.玻利维亚,玻利维亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,625.325,560.508,1044.316,497.689,556.386,528.132,515.1,476.46,298.497,457.886,432.356,427.608,292.415,420.435,64.817,11.563974,64.817,-0.113996,0.001619
1.1.瑙鲁,瑙鲁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,0.0,,,,,,,,,,
1.1.瑞典,瑞典新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4501.991,3606.402,3697.541,2921.737,2486.704,3150.804,3204.678,3023.69,2779.022,3291.776,5043.795,4534.783,5353.36,3118.036,895.589,24.83331,895.589,-1.5751,0.022373
1.1.瑞士,瑞士新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,8277.771,8463.078,7467.924,7430.086,5827.078,7136.364,5620.209,5771.671,5564.743,5778.794,8457.56,8066.204,7067.665,5912.848,-185.307,-2.189593,-185.307,0.325905,-0.004629
1.1.瓜德罗普,瓜德罗普新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,0.0,0.0,56.749,26.304,2.561,0.0,,,,,
1.1.瓦利斯和富图纳群岛,瓦利斯和富图纳群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.瓦努阿图,瓦努阿图新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,21.693,21.693,,,,,,,0.0,,0.0,,,,,,
1.1.留尼汪岛,留尼汪岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,5.381,9.485,19.968,0.0,32.976,4.006,9.023,,,,,
1.1.白俄罗斯,白俄罗斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,6204.329,4708.059,3258.545,3974.123,3203.698,3447.662,2621.711,3037.729,2467.98,2871.426,3728.786,3351.732,3429.397,3284.454,1496.27,31.781038,1496.27,-2.631536,0.03738
1.1.百慕大,百慕大新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,186.837,30.079,46.179,30.079,5.593,37.628,88.9,69.3,26.6,53.2,161.09,72.1,63.192,26.6,156.758,521.154294,156.758,-0.275695,0.003916
1.1.直布罗陀,直布罗陀新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,0.0,4.529,2.568,0.0,3.657,0.0,21.242,,,,,
1.1.福克兰群岛,福克兰群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.科威特,科威特新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,830.612,986.128,603.906,855.487,784.953,1023.461,899.929,742.918,986.515,828.32,972.122,1144.641,1061.15,510.839,-155.516,-15.770367,-155.516,0.273511,-0.003885
1.1.科摩罗,科摩罗新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.科特迪瓦,科特迪瓦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,299.439,228.562,93.384,219.28,95.158,106.418,82.969,73.286,31.282,50.378,54.556,45.554,32.888,66.348,70.877,31.009967,70.877,-0.124654,0.001771
1.1.科索沃,科索沃新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,1370.521,1304.921,687.053,326.839,485.374,641.905,262.039,574.643,322.529,694.609,453.478,421.737,509.453,434.288,65.6,5.027124,65.6,-0.115373,0.001639
1.1.秘鲁,秘鲁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,4016.893,4503.223,4294.823,4566.948,4696.608,6194.678,4767.607,4072.807,3415.982,3305.403,4129.764,3739.764,3059.57,3866.485,-486.33,-10.799598,-486.33,0.855323,-0.012149
1.1.突尼斯,突尼斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,39.705,17.324,0.0,7.719,0.0,3.391,9.8,27.642,30.613,23.032,5.942,4.234,0.0,-39.705,-100.0,-39.705,0.06983,-0.000992
1.1.立陶宛,立陶宛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2338.198,2456.668,2048.023,1966.292,1850.808,2360.727,1618.996,1615.38,1463.549,1877.732,2301.581,2013.804,1845.459,1365.297,-118.47,-4.822385,-118.47,0.208357,-0.00296
1.1.索马里,索马里新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.约旦,约旦新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,679.13,790.222,454.892,511.526,434.418,545.936,356.74,386.844,247.858,380.626,608.382,568.718,590.973,441.77,-111.092,-14.058328,-111.092,0.195381,-0.002775
1.1.纳米比亚,纳米比亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,165.357,192.262,87.713,250.741,108.25,104.592,86.061,104.117,139.422,70.63,75.604,24.5,132.765,189.032,-26.905,-13.993925,-26.905,0.047319,-0.000672
1.1.纽埃岛,纽埃岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.缅甸,缅甸新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,0.0,,0.0,21.693,0.0,21.7,4.453,5.6,0.0,0.0,,11.9,26.157,0.0,,0.0,-0.0,0.0
1.1.罗马尼亚,罗马尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,5801.277,6280.73,6384.433,5798.86,4494.042,5210.378,4959.952,4391.134,4395.301,4699.338,6744.185,6012.839,5102.391,4917.782,-479.453,-7.633715,-479.453,0.843229,-0.011978
1.1.美国,美国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,951817.464,994147.519,874681.438,850400.885,670110.165,846742.203,819690.898,784547.332,737679.766,652803.046,801765.806,833431.343,827196.064,969354.375,-42330.055,-4.257925,-42330.055,74.447157,-1.057481
1.1.美属维尔京群岛,美属维尔京群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.美属萨摩亚,美属萨摩亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.老挝,老挝新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,14.066,0.0,5.721,0.0,0.0,15.273,27.35,,0.0,8.407,0.0,,0.0,0.0,14.066,,14.066,-0.024738,0.000351
1.1.肯尼亚,肯尼亚新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,417.459,531.599,478.522,628.088,353.426,368.415,389.248,330.11,321.725,330.253,353.137,222.998,200.315,266.251,-114.14,-21.471071,-114.14,0.200741,-0.002851
1.1.芬兰,芬兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,2131.15,1824.957,1147.154,1442.041,1207.733,1593.373,1445.15,1413.865,1050.994,1660.056,2009.125,1796.442,1739.139,1602.329,306.193,16.778094,306.193,-0.538511,0.007649
1.1.苏丹,苏丹新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.苏里南,苏里南新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,36.896,22.266,0.0,44.532,0.0,0.0,15.27,10.81,0.85,15.212,,15.27,,15.27,14.63,65.70556,14.63,-0.02573,0.000365
1.1.英国,英国新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,228660.819,231729.268,209179.638,193162.738,164964.299,218006.024,190180.488,158362.458,148048.874,165060.64,210759.166,208060.159,203901.677,194200.559,-3068.449,-1.324153,-3068.449,5.396575,-0.076655
1.1.英属印度洋领地,英属印度洋领地新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.英属维尔京群岛,英属维尔京群岛新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,0.0,17.493,0.0,0.0,3.392,0.0,0.0,0.0,30.8,5.942,0.0,39.992,30.8,0.0,-17.493,-100.0,-17.493,0.030765,-0.000437
1.1.荷兰,荷兰新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,14580.282,16139.833,15292.314,9087.181,7895.029,9925.383,9297.983,7251.546,7763.854,7754.949,9590.343,9649.199,8595.626,8666.453,-1559.551,-9.662746,-1559.551,2.74283,-0.03896
1.1.荷属圣马丁,荷属圣马丁新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.荷属安的列斯,荷属安的列斯新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.莫桑比克,莫桑比克新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,150.416,224.151,139.695,36.208,118.15,236.771,130.132,85.818,154.905,84.451,120.076,103.998,100.139,122.664,-73.735,-32.895236,-73.735,0.12968,-0.001842
1.1.莱索托,莱索托新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,,,,,,,,,,,,,,,,,,,
1.1.菲律宾,菲律宾新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,7648.789,8324.068,7217.587,6693.642,6613.128,7857.223,7409.63,5226.958,4607.94,5034.467,5435.47,6479.844,6538.565,7267.808,-675.279,-8.112368,-675.279,1.187634,-0.01687
1.1.萨尔瓦多,萨尔瓦多新增毛利,raw_data/bookings.csv,新增毛利,订阅类型=整体，国家=x（非整体），平台=整体,543.663,520.077,756.17,566.631,576.972,896.943,913.429,557.63,400.479,352.624,462.9,462.026,453.99,468.681,23.586,4.535098,23.586,-0.041481,0.000589
