层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体 次留,0.320492,0.323171,0.32246,0.325393,0.325307,0.317409,0.321539,0.319666,-0.002679,-0.828999,-0.002679,100.0,-0.828999
1.1,新用户 次留,0.141583,0.136161,0.142303,0.142372,0.144165,0.134085,0.138158,0.136863,0.005422,3.981948,0.0003584376,-13.379531,0.110916
1.2,老用户 次留,0.331092,0.33641,0.33357,0.336754,0.336812,0.329927,0.334198,0.331543,-0.005318,-1.580766,-0.0049664376,185.384009,-1.536832
1.2.1,Android 次留,0.315722,0.318702,0.320279,0.323064,0.320111,0.315694,0.321347,0.319065,-0.00298,-0.935022,-0.0006907133,25.782505,-0.213737
1.2.1.unknow,unknow 次留,0.243902,0.28,0.261438,0.273292,0.253886,0.283582,0.264368,0.350515,-0.036098,-12.891986,-1.0434e-06,0.038947,-0.000323
1.2.1.不丹,不丹 次留,0.076923,0.0,0.0,0.142857,0.133333,0.153846,0.285714,0.333333,0.076923,,1.902e-07,-0.007101,5.9e-05
1.2.1.东帝汶,东帝汶 次留,0.333333,0.592593,0.518519,0.346154,0.517241,0.416667,0.304348,0.387097,-0.259259,-43.75,-1.3489e-06,0.050351,-0.000417
1.2.1.中国,中国 次留,0.38762,0.390503,0.366622,0.375718,0.351121,0.341873,0.353226,0.326845,-0.002883,-0.738391,-7.839e-07,0.02926,-0.000243
1.2.1.中国台湾,中国台湾 次留,0.381053,0.352535,0.346723,0.409091,0.379455,0.357314,0.348039,0.358779,0.028518,8.089439,2.385e-06,-0.089025,0.000738
1.2.1.中国澳门,中国澳门 次留,0.166667,0.0,0.375,0.5,0.357143,0.4,0.466667,0.692308,0.166667,,2.248e-07,-0.008392,7e-05
1.2.1.中国香港,中国香港 次留,0.267116,0.271309,0.347656,0.389831,0.422902,0.375,0.406114,0.426729,-0.004193,-1.545473,-1.4503e-06,0.054137,-0.000449
1.2.1.中非,中非 次留,0.090909,0.25,0.214286,0.111111,0.1,0.083333,0.111111,0.0,-0.159091,-63.636364,-2.861e-07,0.01068,-8.9e-05
