层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体 DAU,741351.714286,730721.571429,723297.0,740301.428571,718559.285714,732984.0,695293.571429,719006.428571,10630.142857,1.454746,10630.142857,100.0,1.454746
1.1,新用户 DAU,49009.285714,42443.714286,42277.428571,44210.285714,45928.142857,47333.857143,42419.0,39508.0,6565.571429,15.46889,6565.571429,61.763718,0.898505
1.2,老用户 DAU,692342.428571,688277.857143,681019.571429,696091.142857,672631.142857,685650.142857,652874.571429,679498.428571,4064.571429,0.590542,4064.571429,38.236282,0.556241
1.2.unknow,unknow DAU,58.571429,55.857143,49.714286,56.857143,51.142857,64.285714,67.0,62.857143,2.714286,4.859335,2.714286,0.025534,0.000371
1.2.unknow.1,iOS DAU,37.142857,34.0,26.714286,29.285714,32.0,39.428571,39.285714,39.142857,3.142857,9.243697,3.142857,0.029566,0.00043
1.2.unknow.2,Android DAU,21.428571,21.857143,23.0,27.571429,19.142857,24.857143,27.714286,23.714286,-0.428571,-1.960784,-0.428571,-0.004032,-5.9e-05
1.2.不丹,不丹 DAU,3.428571,4.571429,4.285714,4.714286,4.857143,5.428571,4.142857,4.857143,-1.142857,-25.0,-1.142857,-0.010751,-0.000156
1.2.不丹.1,iOS DAU,1.857143,2.857143,2.666667,3.6,3.0,2.833333,1.833333,2.714286,-1.0,-35.0,-1.0,-0.009407,-0.000137
1.2.不丹.2,Android DAU,1.833333,1.714286,2.333333,2.142857,2.166667,3.5,2.571429,2.142857,0.119048,6.944444,0.119048,0.00112,1.6e-05
1.2.东帝汶,东帝汶 DAU,7.142857,7.857143,7.857143,8.428571,9.571429,8.714286,9.428571,9.428571,-0.714286,-9.090909,-0.714286,-0.006719,-9.8e-05
1.2.东帝汶.1,iOS DAU,3.285714,4.0,4.142857,4.285714,6.142857,5.428571,5.0,4.571429,-0.714286,-17.857143,-0.714286,-0.006719,-9.8e-05
1.2.东帝汶.2,Android DAU,3.857143,3.857143,3.714286,4.142857,3.428571,3.833333,4.428571,4.857143,0.0,0.0,0.0,0.0,0.0
1.2.中国,中国 DAU,360.714286,468.285714,348.285714,340.428571,327.714286,320.857143,319.857143,328.571429,-107.571429,-22.971324,-107.571429,-1.011947,-0.014721
1.2.中国.1,iOS DAU,159.142857,255.142857,149.428571,155.714286,149.285714,143.714286,143.714286,144.714286,-96.0,-37.62598,-96.0,-0.903092,-0.013138
1.2.中国.2,Android DAU,201.571429,213.142857,198.857143,184.714286,178.428571,177.142857,176.142857,183.857143,-11.571429,-5.428954,-11.571429,-0.108855,-0.001584
1.2.中国台湾,中国台湾 DAU,172.714286,175.571429,178.428571,168.428571,183.571429,192.714286,193.428571,202.857143,-2.857143,-1.627339,-2.857143,-0.026878,-0.000391
1.2.中国台湾.1,iOS DAU,110.714286,108.0,115.571429,100.285714,124.0,134.428571,137.285714,144.571429,2.714286,2.513228,2.714286,0.025534,0.000371
1.2.中国台湾.2,Android DAU,62.0,67.571429,62.857143,68.142857,59.571429,58.285714,56.142857,58.285714,-5.571429,-8.245243,-5.571429,-0.052412,-0.000762
1.2.中国澳门,中国澳门 DAU,15.0,12.142857,13.428571,13.428571,19.571429,19.857143,16.0,21.0,2.857143,23.529412,2.857143,0.026878,0.000391
1.2.中国澳门.1,iOS DAU,14.285714,11.0,12.0,11.428571,17.428571,17.714286,14.142857,17.857143,3.285714,29.87013,3.285714,0.030909,0.00045
1.2.中国澳门.2,Android DAU,1.0,1.142857,2.5,2.0,2.142857,2.142857,1.857143,3.142857,-0.142857,-12.5,-0.142857,-0.001344,-2e-05
1.2.中国香港,中国香港 DAU,880.285714,951.571429,579.142857,734.714286,838.142857,578.428571,789.142857,705.428571,-71.285714,-7.491368,-71.285714,-0.6706,-0.009756
1.2.中国香港.1,iOS DAU,623.857143,841.857143,486.428571,608.714286,736.428571,447.571429,667.285714,636.0,-218.0,-25.89513,-218.0,-2.050772,-0.029834
1.2.中国香港.2,Android DAU,256.428571,109.714286,92.714286,126.0,101.714286,130.857143,121.857143,69.428571,146.714286,133.723958,146.714286,1.380172,0.020078
1.2.中非,中非 DAU,2.571429,2.571429,2.0,2.5,2.333333,2.333333,2.0,3.428571,0.0,0.0,0.0,0.0,0.0
1.2.中非.1,iOS DAU,3.333333,1.333333,1.25,1.666667,1.0,1.0,1.333333,2.333333,2.0,150.0,2.0,0.018814,0.000274
1.2.中非.2,Android DAU,1.333333,2.333333,1.5,1.666667,2.0,2.25,1.5,1.666667,-1.0,-42.857143,-1.0,-0.009407,-0.000137
1.2.丹麦,丹麦 DAU,876.714286,976.857143,851.0,817.285714,844.285714,903.428571,793.0,836.428571,-100.142857,-10.251536,-100.142857,-0.942065,-0.013705
1.2.丹麦.1,iOS DAU,800.142857,896.0,777.0,746.571429,763.571429,824.0,718.714286,766.0,-95.857143,-10.698342,-95.857143,-0.901748,-0.013118
1.2.丹麦.2,Android DAU,76.571429,80.857143,74.0,70.714286,80.714286,79.428571,74.285714,70.428571,-4.285714,-5.300353,-4.285714,-0.040317,-0.000587
1.2.乌克兰,乌克兰 DAU,7563.857143,7804.0,7329.285714,7355.571429,7196.714286,7785.714286,7356.714286,6803.142857,-240.142857,-3.077177,-240.142857,-2.259075,-0.032864
1.2.乌克兰.1,iOS DAU,6356.428571,6571.857143,6165.428571,6196.142857,6025.857143,6537.857143,6087.857143,5579.0,-215.428571,-3.278047,-215.428571,-2.026582,-0.029482
1.2.乌克兰.2,Android DAU,1207.428571,1232.142857,1163.857143,1159.428571,1170.857143,1247.857143,1268.857143,1224.142857,-24.714286,-2.005797,-24.714286,-0.232493,-0.003382
1.2.乌兹别克斯坦,乌兹别克斯坦 DAU,316.285714,278.428571,282.714286,275.142857,281.285714,307.0,278.0,285.142857,37.857143,13.596716,37.857143,0.35613,0.005181
1.2.乌兹别克斯坦.1,iOS DAU,220.571429,194.857143,200.571429,191.142857,195.714286,215.142857,187.571429,198.857143,25.714286,13.196481,25.714286,0.2419,0.003519
1.2.乌兹别克斯坦.2,Android DAU,95.714286,83.571429,82.142857,84.0,85.571429,91.857143,90.428571,86.285714,12.142857,14.529915,12.142857,0.11423,0.001662
1.2.乌干达,乌干达 DAU,192.0,199.571429,192.428571,205.857143,205.714286,207.428571,204.571429,210.0,-7.571429,-3.793844,-7.571429,-0.071226,-0.001036
1.2.乌干达.1,iOS DAU,97.571429,98.571429,91.714286,97.0,102.428571,97.571429,93.857143,104.0,-1.0,-1.014493,-1.0,-0.009407,-0.000137
1.2.乌干达.2,Android DAU,94.428571,101.0,100.714286,108.857143,103.285714,109.857143,110.714286,106.0,-6.571429,-6.506365,-6.571429,-0.061819,-0.000899
1.2.乌拉圭,乌拉圭 DAU,364.857143,354.285714,377.857143,373.0,371.285714,363.714286,390.0,412.285714,10.571429,2.983871,10.571429,0.099448,0.001447
1.2.乌拉圭.1,iOS DAU,261.857143,250.428571,267.571429,266.0,262.857143,253.428571,274.285714,289.714286,11.428571,4.563605,11.428571,0.107511,0.001564
1.2.乌拉圭.2,Android DAU,103.0,103.857143,110.285714,107.0,108.428571,110.285714,115.714286,122.571429,-0.857143,-0.825309,-0.857143,-0.008063,-0.000117
1.2.乍得,乍得 DAU,6.857143,9.428571,9.285714,9.857143,10.428571,8.857143,9.0,8.857143,-2.571429,-27.272727,-2.571429,-0.02419,-0.000352
1.2.乍得.1,iOS DAU,2.0,4.142857,2.428571,3.5,3.714286,2.285714,3.142857,3.0,-2.142857,-51.724138,-2.142857,-0.020158,-0.000293
1.2.乍得.2,Android DAU,5.142857,5.285714,6.857143,6.857143,6.714286,6.571429,5.857143,5.857143,-0.142857,-2.702703,-0.142857,-0.001344,-2e-05
1.2.也门,也门 DAU,50.857143,49.428571,49.714286,51.857143,54.285714,64.142857,58.285714,60.285714,1.428571,2.890173,1.428571,0.013439,0.000196
1.2.也门.1,iOS DAU,8.285714,6.857143,6.285714,6.142857,7.857143,9.857143,6.714286,8.571429,1.428571,20.833333,1.428571,0.013439,0.000196
1.2.也门.2,Android DAU,42.571429,42.571429,43.428571,45.714286,46.428571,54.285714,51.571429,51.714286,0.0,0.0,0.0,0.0,0.0
1.2.亚美尼亚,亚美尼亚 DAU,613.428571,624.0,603.285714,474.857143,471.571429,482.857143,466.285714,457.857143,-10.571429,-1.694139,-10.571429,-0.099448,-0.001447
1.2.亚美尼亚.1,iOS DAU,502.142857,504.857143,497.714286,392.571429,380.857143,384.571429,374.0,367.0,-2.714286,-0.537634,-2.714286,-0.025534,-0.000371
1.2.亚美尼亚.2,Android DAU,111.285714,119.142857,105.571429,82.285714,90.714286,98.285714,92.285714,90.857143,-7.857143,-6.594724,-7.857143,-0.073914,-0.001075
1.2.以色列,以色列 DAU,2129.857143,2189.714286,2270.428571,2281.0,2278.142857,2417.142857,2235.0,2322.857143,-59.857143,-2.733559,-59.857143,-0.563089,-0.008192
1.2.以色列.1,iOS DAU,1978.428571,2058.142857,2147.714286,2145.285714,2145.0,2282.0,2105.285714,2199.142857,-79.714286,-3.873117,-79.714286,-0.749889,-0.010909
1.2.以色列.2,Android DAU,151.428571,131.571429,122.714286,135.714286,133.142857,135.142857,129.714286,123.714286,19.857143,15.092291,19.857143,0.1868,0.002717
1.2.伊拉克,伊拉克 DAU,662.857143,662.857143,672.857143,703.285714,734.142857,911.142857,733.714286,804.285714,0.0,0.0,0.0,0.0,0.0
1.2.伊拉克.1,iOS DAU,386.142857,374.714286,401.285714,413.0,443.285714,558.428571,427.285714,478.0,11.428571,3.049943,11.428571,0.107511,0.001564
1.2.伊拉克.2,Android DAU,276.714286,288.142857,271.571429,290.285714,290.857143,352.714286,306.428571,326.285714,-11.428571,-3.966287,-11.428571,-0.107511,-0.001564
1.2.伊朗,伊朗 DAU,6207.285714,4605.714286,4891.714286,4977.428571,4985.285714,3962.0,535.0,450.142857,1601.571429,34.773573,1601.571429,15.066321,0.219177
1.2.伊朗.1,iOS DAU,1995.857143,1852.714286,2087.285714,2075.428571,2087.428571,1629.857143,271.714286,203.142857,143.142857,7.726116,143.142857,1.346575,0.019589
1.2.伊朗.2,Android DAU,4211.428571,2753.0,2804.428571,2902.0,2897.857143,2332.142857,263.285714,247.0,1458.428571,52.975974,1458.428571,13.719746,0.199587
1.2.伯利兹,伯利兹 DAU,59.285714,58.571429,59.571429,60.714286,63.714286,61.285714,66.428571,59.857143,0.714286,1.219512,0.714286,0.006719,9.8e-05
1.2.伯利兹.1,iOS DAU,46.285714,43.714286,43.428571,46.142857,49.285714,46.428571,49.142857,47.142857,2.571429,5.882353,2.571429,0.02419,0.000352
1.2.伯利兹.2,Android DAU,13.0,14.857143,16.142857,14.571429,14.428571,14.857143,17.285714,12.714286,-1.857143,-12.5,-1.857143,-0.017471,-0.000254
1.2.佛得角,佛得角 DAU,49.285714,54.714286,55.571429,53.857143,54.714286,49.571429,50.285714,47.714286,-5.428571,-9.921671,-5.428571,-0.051068,-0.000743
1.2.佛得角.1,iOS DAU,39.428571,43.142857,45.0,45.714286,43.571429,39.571429,41.428571,35.571429,-3.714286,-8.609272,-3.714286,-0.034941,-0.000508
1.2.佛得角.2,Android DAU,9.857143,11.571429,10.571429,8.142857,11.142857,10.0,8.857143,12.142857,-1.714286,-14.814815,-1.714286,-0.016127,-0.000235
1.2.俄罗斯,俄罗斯 DAU,26113.142857,26369.428571,26245.142857,27982.714286,26324.857143,26563.142857,26066.142857,26609.0,-256.285714,-0.971905,-256.285714,-2.410934,-0.035073
