层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,整体DNU,38060.571429,35197.857143,34350.0,40447.857143,49009.285714,42443.714286,42277.428571,44210.285714,2862.714286,8.133206,2862.714286,100.0,8.133206
1.1,渠道 DNU,10285.142857,9325.428571,9315.428571,13768.571429,19097.571429,16449.714286,17167.571429,17285.142857,959.714286,10.291369,959.714286,33.524627,2.726627
1.1.unknow,unknow DNU,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.034932,0.002841
1.1.不丹,不丹 DNU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,0.034932,0.002841
1.1.东帝汶,东帝汶 DNU,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,-1.0,-0.034932,-0.002841
1.1.中国,中国 DNU,3.2,1.25,1.0,1.0,1.333333,1.4,1.0,1.0,1.95,156.0,1.95,0.068117,0.00554
1.1.中非,中非 DNU,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.1.丹麦,丹麦 DNU,2.0,1.6,1.6,1.666667,2.142857,2.0,1.333333,1.166667,0.4,25.0,0.4,0.013973,0.001136
1.1.乌克兰,乌克兰 DNU,15.857143,20.857143,22.428571,24.0,22.285714,25.285714,21.857143,21.285714,-5.0,-23.972603,-5.0,-0.174659,-0.014205
1.1.乌兹别克斯坦,乌兹别克斯坦 DNU,3.428571,3.714286,4.285714,5.285714,5.857143,5.714286,3.714286,5.714286,-0.285714,-7.692308,-0.285714,-0.009981,-0.000812
1.1.乌干达,乌干达 DNU,1.0,1.5,1.333333,1.5,1.0,1.5,1.0,1.0,-0.5,-33.333333,-0.5,-0.017466,-0.001421
1.1.乌拉圭,乌拉圭 DNU,1.5,1.571429,1.0,1.2,2.8,2.4,1.333333,1.4,-0.071429,-4.545455,-0.071429,-0.002495,-0.000203
1.1.乍得,乍得 DNU,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0,0.5,0.017466,0.001421
1.1.也门,也门 DNU,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,0.034932,0.002841
1.1.亚美尼亚,亚美尼亚 DNU,2.166667,1.666667,2.0,1.8,2.4,2.714286,2.666667,2.0,0.5,30.0,0.5,0.017466,0.001421
1.1.以色列,以色列 DNU,2.666667,2.166667,4.666667,12.142857,19.0,3.0,2.0,3.142857,0.5,23.076923,0.5,0.017466,0.001421
1.1.伊拉克,伊拉克 DNU,5.0,5.428571,6.428571,9.571429,8.285714,7.285714,6.285714,6.571429,-0.428571,-7.894737,-0.428571,-0.014971,-0.001218
1.1.伊朗,伊朗 DNU,57.428571,79.714286,87.285714,986.142857,2600.714286,626.857143,108.428571,50.428571,-22.285714,-27.956989,-22.285714,-0.778482,-0.063316
1.1.伯利兹,伯利兹 DNU,1.5,1.5,1.333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.1.佛得角,佛得角 DNU,1.0,1.333333,1.0,1.0,1.0,1.0,1.0,0.0,-0.333333,-25.0,-0.333333,-0.011644,-0.000947
1.1.俄罗斯,俄罗斯 DNU,226.0,235.571429,263.142857,314.142857,312.714286,291.428571,277.142857,286.142857,-9.571429,-4.063069,-9.571429,-0.334348,-0.027193
1.1.保加利亚,保加利亚 DNU,2.714286,3.0,2.833333,3.285714,5.0,4.0,2.0,3.5,-0.285714,-9.52381,-0.285714,-0.009981,-0.000812
1.1.克罗地亚,克罗地亚 DNU,3.571429,4.428571,2.833333,2.142857,2.8,3.714286,2.714286,1.714286,-0.857143,-19.354839,-0.857143,-0.029942,-0.002435
1.1.关岛,关岛 DNU,0.0,1.0,1.0,1.0,0.0,1.5,1.0,0.0,-1.0,-100.0,-1.0,-0.034932,-0.002841
1.1.冈比亚,冈比亚 DNU,1.25,2.166667,2.714286,2.6,1.857143,3.0,2.0,2.142857,-0.916667,-42.307692,-0.916667,-0.032021,-0.002604
1.1.冰岛,冰岛 DNU,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-100.0,-1.0,-0.034932,-0.002841
1.1.几内亚,几内亚 DNU,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.1.几内亚比绍,几内亚比绍 DNU,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.034932,0.002841
1.1.列支敦士登,列支敦士登 DNU,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,-100.0,-1.0,-0.034932,-0.002841
1.1.刚果共和国,刚果共和国 DNU,0.0,1.0,1.0,1.5,0.0,1.0,0.0,0.0,-1.0,-100.0,-1.0,-0.034932,-0.002841
1.1.刚果民主共和国,刚果民主共和国 DNU,1.0,1.333333,1.0,1.333333,1.25,1.0,2.0,1.0,-0.333333,-25.0,-0.333333,-0.011644,-0.000947
1.1.利比亚,利比亚 DNU,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.1.利比里亚,利比里亚 DNU,1.0,1.333333,2.0,1.0,1.0,1.0,1.0,1.0,-0.333333,-25.0,-0.333333,-0.011644,-0.000947
1.1.加拿大,加拿大 DNU,107.714286,122.142857,90.428571,86.857143,107.285714,200.428571,343.428571,129.857143,-14.428571,-11.812865,-14.428571,-0.504017,-0.040993
