层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%,对整体变化绝对值贡献,对整体变化值贡献率,对整体变化率贡献
1,日均订阅毛利（剔除退款，$）,140167.300286,141211.492857,139702.836714,136684.466286,139307.200857,125573.207286,130205.769,128979.13,-1044.192571,-0.739453,-1044.192571,100.0,-0.739453
1.1,新增毛利,69978.323429,65535.311571,64619.050714,69493.410571,67382.060286,64710.952714,67471.283857,68773.459429,4443.011857,6.779569,4443.011857,-425.497363,3.146353
1.1.不丹,不丹新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.东帝汶,东帝汶新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.中国,中国新增毛利,1.266,2.6915,13.964714,0.747429,7.686286,13.079667,1.2408,0.0,-1.4255,-52.963032,-1.4255,0.136517,-0.001009
1.1.中国内地,中国内地新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.中非,中非新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.丹麦,丹麦新增毛利,205.633714,205.535,173.576,125.183857,181.660429,144.825286,128.712571,151.237286,0.098714,0.048028,0.098714,-0.009454,7e-05
1.1.乌克兰,乌克兰新增毛利,791.897286,847.303714,681.894571,762.327286,730.143429,673.244,687.266429,687.426143,-55.406429,-6.539146,-55.406429,5.30615,-0.039236
1.1.乌兹别克斯坦,乌兹别克斯坦新增毛利,20.664,33.889143,18.706,30.853,26.661143,24.228571,36.821286,41.401,-13.225143,-39.024719,-13.225143,1.266543,-0.009365
1.1.乌干达,乌干达新增毛利,13.967571,5.630833,3.862857,11.865857,4.023857,0.7505,9.813,9.484667,8.336738,148.055139,8.336738,-0.798391,0.005904
1.1.乌拉圭,乌拉圭新增毛利,14.201857,20.073429,11.379286,19.323,7.561286,17.638,31.976286,16.494857,-5.871571,-29.250466,-5.871571,0.562307,-0.004158
1.1.乍得,乍得新增毛利,0.0,0.0,0.0,21.693,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.也门,也门新增毛利,0.0,10.8465,0.0,0.0,1.3965,0.0,0.0,0.0,-10.8465,-100.0,-10.8465,1.038745,-0.007681
1.1.亚美尼亚,亚美尼亚新增毛利,55.812857,40.366286,52.262714,61.364286,27.134,38.864857,33.441857,40.075143,15.446571,38.266021,15.446571,-1.479284,0.010939
1.1.以色列,以色列新增毛利,382.143143,409.288429,362.252857,330.754429,389.224714,408.368857,460.902143,454.951857,-27.145286,-6.632312,-27.145286,2.599644,-0.019223
1.1.伊拉克,伊拉克新增毛利,8.456429,9.091286,2.948,3.6155,7.658,4.3386,6.047,10.651714,-0.634857,-6.983139,-0.634857,0.060799,-0.00045
1.1.伊朗,伊朗新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.伯利兹,伯利兹新增毛利,8.7085,0.931,7.231,0.0,0.0,0.0,0.0,0.0,7.7775,835.392052,7.7775,-0.744834,0.005508
1.1.佛得角,佛得角新增毛利,19.555,0.0,0.0,3.821,3.375,10.8465,0.0,15.043,19.555,,19.555,-1.872739,0.013848
1.1.俄罗斯,俄罗斯新增毛利,147.829,77.157143,93.259,74.904429,62.593,91.553714,85.339143,72.567286,70.671857,91.594705,70.671857,-6.768087,0.050047
1.1.保加利亚,保加利亚新增毛利,129.613,108.359714,110.709429,132.156286,115.246714,117.397571,79.178143,89.016571,21.253286,19.613641,21.253286,-2.03538,0.015051
1.1.克罗地亚,克罗地亚新增毛利,232.023,254.835714,252.835571,191.885429,265.357429,203.139429,223.945143,226.742,-22.812714,-8.95193,-22.812714,2.184723,-0.016155
1.1.关岛,关岛新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.冈比亚,冈比亚新增毛利,5.479833,5.2458,4.547667,7.51975,4.547667,13.000167,14.25725,5.42325,0.234033,4.461347,0.234033,-0.022413,0.000166
1.1.冰岛,冰岛新增毛利,25.338857,8.465286,15.318571,17.815143,17.637571,16.476714,34.263143,19.222571,16.873571,199.326662,16.873571,-1.615944,0.011949
1.1.几内亚,几内亚新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.几内亚比绍,几内亚比绍新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.列支敦士登,列支敦士登新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.刚果共和国,刚果共和国新增毛利,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-0.0,0.0
1.1.刚果民主共和国,刚果民主共和国新增毛利,19.9395,1.13575,0.0,4.35425,9.297,0.0,4.3386,0.0,18.80375,1655.624037,18.80375,-1.800793,0.013316
1.1.利比亚,利比亚新增毛利,21.693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.693,,21.693,-2.07749,0.015362
1.1.利比里亚,利比里亚新增毛利,15.253,17.539667,7.1232,15.324,2.902833,6.295333,6.588167,4.372667,-2.286667,-13.037116,-2.286667,0.218989,-0.001619
1.1.加拿大,加拿大新增毛利,2995.327571,2807.417,2886.144714,3097.692,3014.221286,3063.440429,2997.769143,3095.968714,187.910571,6.693362,187.910571,-17.995777,0.13307
1.1.加纳,加纳新增毛利,22.908714,26.503857,33.899571,23.627429,23.813857,32.190714,40.484286,39.735,-3.595143,-13.564602,-3.595143,0.344299,-0.002546
1.1.加蓬,加蓬新增毛利,2.776667,0.0,10.8465,5.593,0.0,7.231,0.0,0.0,2.776667,,2.776667,-0.265915,0.001966
