层级,指标,本周,上周,2周前,3周前,4周前,5周前,6周前,7周前,wow,wow%
1,整体DNU,38060.571429,35197.857143,34350.0,40447.857143,49009.285714,42443.714286,42277.428571,44210.285714,2862.714286,8.133206
1.1,渠道 DNU,10285.142857,9325.428571,9315.428571,13768.571429,19097.571429,16449.714286,17167.571429,17285.142857,959.714286,10.291369
1.1.unknow,unknow DNU,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
1.1.不丹,不丹 DNU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,
1.1.东帝汶,东帝汶 DNU,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0
1.1.中国,中国 DNU,3.2,1.25,1.0,1.0,1.333333,1.4,1.0,1.0,1.95,156.0
1.1.中非,中非 DNU,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
1.1.丹麦,丹麦 DNU,2.0,1.6,1.6,1.666667,2.142857,2.0,1.333333,1.166667,0.4,25.0
1.1.乌克兰,乌克兰 DNU,15.857143,20.857143,22.428571,24.0,22.285714,25.285714,21.857143,21.285714,-5.0,-23.972603
1.1.乌兹别克斯坦,乌兹别克斯坦 DNU,3.428571,3.714286,4.285714,5.285714,5.857143,5.714286,3.714286,5.714286,-0.285714,-7.692308
1.1.乌干达,乌干达 DNU,1.0,1.5,1.333333,1.5,1.0,1.5,1.0,1.0,-0.5,-33.333333
1.1.乌拉圭,乌拉圭 DNU,1.5,1.571429,1.0,1.2,2.8,2.4,1.333333,1.4,-0.071429,-4.545455
1.1.乍得,乍得 DNU,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,50.0
1.1.也门,也门 DNU,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,
1.1.亚美尼亚,亚美尼亚 DNU,2.166667,1.666667,2.0,1.8,2.4,2.714286,2.666667,2.0,0.5,30.0
1.1.以色列,以色列 DNU,2.666667,2.166667,4.666667,12.142857,19.0,3.0,2.0,3.142857,0.5,23.076923
1.1.伊拉克,伊拉克 DNU,5.0,5.428571,6.428571,9.571429,8.285714,7.285714,6.285714,6.571429,-0.428571,-7.894737
1.1.伊朗,伊朗 DNU,57.428571,79.714286,87.285714,986.142857,2600.714286,626.857143,108.428571,50.428571,-22.285714,-27.956989
1.1.伯利兹,伯利兹 DNU,1.5,1.5,1.333333,1.0,1.0,0.0,0.0,1.0,0.0,0.0
