result.date_p,result.platform,result.install_days_type,country_type,result.hist_sub_type,target_user_uv,day_paid_user_uv,day_revenue_usd,skin_tone_paid_user_uv,skin_tone_revenue_usd
20260730,iOS,30天内,美国,历史订阅过（含试用）,2,1,5.59,1,5.59
20260803,Android,30天内,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260726,iOS,30天内,巴西,历史未订阅过,91,1,3.22,1,3.22
20260728,iOS,30天以上,巴西,历史订阅过（含试用）,294,2,15.82,2,15.82
20260728,iOS,30天内,其他,历史订阅过（含试用）,6,0,0.0,0,0.0
20260729,Android,30天以上,其他,历史订阅过（含试用）,19,0,0.0,0,0.0
20260731,iOS,30天以上,澳大利亚,历史未订阅过,39,0,0.0,0,0.0
20260802,Android,30天内,西班牙,历史未订阅过,1,0,0.0,0,0.0
20260802,Android,新用户,西班牙,历史未订阅过,1,0,0.0,0,0.0
20260722,Android,30天以上,墨西哥,历史订阅过（含试用）,3,0,0.0,0,0.0
20260723,Android,30天以上,西班牙,历史未订阅过,8,0,0.0,0,0.0
20260728,Android,新用户,其他,历史未订阅过,16,0,0.0,0,0.0
20260801,Android,30天以上,英国,历史订阅过（含试用）,6,0,0.0,0,0.0
20260806,Android,30天以上,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260806,Android,30天以上,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260806,iOS,30天以上,乌克兰,历史订阅过（含试用）,5,1,18.08,1,18.08
20260722,Android,30天以上,英国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260722,iOS,30天内,以色列,历史未订阅过,3,0,0.0,0,0.0
20260724,iOS,30天以上,以色列,历史订阅过（含试用）,1,0,0.0,0,0.0
20260802,Android,30天以上,乌克兰,历史未订阅过,6,0,0.0,0,0.0
20260803,Android,30天以上,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260804,Android,30天以上,其他,历史未订阅过,294,1,12.32,0,0.0
20260805,Android,新用户,美国,历史未订阅过,1,0,0.0,0,0.0
20260806,Android,30天以上,美国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260806,iOS,30天以上,西班牙,历史未订阅过,117,0,0.0,0,0.0
20260806,iOS,新用户,英国,历史未订阅过,14,0,0.0,0,0.0
20260722,iOS,新用户,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260723,iOS,30天内,墨西哥,历史未订阅过,9,0,0.0,0,0.0
20260725,iOS,30天以上,英国,历史订阅过（含试用）,217,14,268.82,12,249.4
20260725,iOS,新用户,其他,历史订阅过（含试用）,1,1,5.86,0,0.0
20260727,iOS,30天内,德国,历史未订阅过,5,0,0.0,0,0.0
20260729,iOS,新用户,德国,历史未订阅过,5,0,0.0,0,0.0
20260730,iOS,30天内,其他,历史订阅过（含试用）,2,0,0.0,0,0.0
20260731,iOS,30天以上,巴西,历史订阅过（含试用）,296,9,51.81,6,37.15
20260801,Android,30天以上,其他,历史订阅过（含试用）,23,1,17.42,0,0.0
20260724,Android,新用户,巴西,历史未订阅过,4,0,0.0,0,0.0
20260730,Android,30天内,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260731,iOS,30天以上,德国,历史未订阅过,63,0,0.0,0,0.0
20260805,iOS,30天以上,乌克兰,历史订阅过（含试用）,7,0,0.0,0,0.0
20260806,iOS,30天以上,德国,历史未订阅过,78,3,85.37,3,85.37
20260722,iOS,30天以上,澳大利亚,历史订阅过（含试用）,23,0,0.0,0,0.0
20260729,Android,30天内,巴西,历史订阅过（含试用）,1,0,0.0,0,0.0
20260806,iOS,新用户,美国,历史未订阅过,29,1,5.59,1,5.59
20260729,iOS,30天以上,巴西,历史订阅过（含试用）,330,6,24.75,4,18.37
20260802,iOS,30天内,西班牙,历史未订阅过,6,0,0.0,0,0.0
20260802,iOS,新用户,英国,历史未订阅过,16,1,10.21,1,10.21
20260803,Android,30天以上,其他,历史订阅过（含试用）,25,2,15.61,0,0.0
20260803,iOS,30天内,其他,历史订阅过（含试用）,7,0,0.0,0,0.0
20260806,Android,30天以上,墨西哥,历史订阅过（含试用）,6,0,0.0,0,0.0
20260806,iOS,30天以上,其他,历史订阅过（含试用）,283,9,121.13,7,109.43
20260806,iOS,30天内,美国,历史订阅过（含试用）,2,1,5.49,0,0.0
20260730,Android,30天以上,巴西,历史未订阅过,224,0,0.0,0,0.0
20260803,iOS,30天内,英国,历史未订阅过,39,0,0.0,0,0.0
20260722,iOS,30天内,澳大利亚,历史未订阅过,4,1,4.45,1,4.45
20260725,iOS,30天内,巴西,历史订阅过（含试用）,2,0,0.0,0,0.0
20260726,Android,30天内,西班牙,历史未订阅过,1,0,0.0,0,0.0
20260729,iOS,新用户,其他,历史未订阅过,69,3,20.74,2,15.31
20260731,iOS,30天内,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260806,Android,30天内,其他,历史未订阅过,59,1,3.23,1,3.23
20260722,Android,30天以上,乌克兰,历史订阅过（含试用）,2,1,1.64,0,0.0
20260722,iOS,30天以上,加拿大,历史未订阅过,24,0,0.0,0,0.0
20260724,Android,30天内,巴西,历史未订阅过,17,0,0.0,0,0.0
20260724,Android,新用户,其他,历史未订阅过,14,0,0.0,0,0.0
20260728,Android,30天以上,其他,历史订阅过（含试用）,16,0,0.0,0,0.0
20260802,Android,30天以上,英国,历史未订阅过,17,0,0.0,0,0.0
20260802,iOS,30天以上,乌克兰,历史订阅过（含试用）,9,0,0.0,0,0.0
20260804,Android,30天以上,墨西哥,历史未订阅过,27,0,0.0,0,0.0
20260804,iOS,30天以上,西班牙,历史订阅过（含试用）,33,1,4.58,1,4.58
20260805,Android,30天内,其他,历史订阅过（含试用）,2,0,0.0,0,0.0
20260725,iOS,30天以上,以色列,历史订阅过（含试用）,4,1,6.85,1,6.85
20260728,iOS,新用户,美国,历史未订阅过,30,2,32.54,2,32.54
20260730,Android,30天以上,其他,历史订阅过（含试用）,19,0,0.0,0,0.0
20260730,iOS,30天以上,其他,历史订阅过（含试用）,276,9,107.25,6,60.48
20260730,iOS,新用户,澳大利亚,历史订阅过（含试用）,1,0,0.0,0,0.0
20260731,iOS,30天内,其他,历史未订阅过,138,2,21.71,2,21.71
20260802,Android,30天以上,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260724,Android,30天以上,加拿大,历史未订阅过,3,0,0.0,0,0.0
20260726,iOS,30天以上,加拿大,历史未订阅过,49,1,8.93,1,8.93
20260731,Android,30天以上,加拿大,历史未订阅过,6,0,0.0,0,0.0
20260806,iOS,30天以上,加拿大,历史订阅过（含试用）,17,1,34.93,1,34.93
20260723,Android,30天内,西班牙,历史未订阅过,3,0,0.0,0,0.0
20260724,iOS,30天以上,美国,历史订阅过（含试用）,177,14,283.75,12,272.57
20260803,iOS,30天内,墨西哥,历史未订阅过,12,0,0.0,0,0.0
20260805,iOS,30天内,美国,历史未订阅过,30,2,32.54,2,32.54
20260805,iOS,30天内,西班牙,历史未订阅过,8,0,0.0,0,0.0
20260722,iOS,新用户,美国,历史未订阅过,19,0,0.0,0,0.0
20260723,iOS,30天以上,墨西哥,历史订阅过（含试用）,7,0,0.0,0,0.0
20260726,iOS,30天以上,英国,历史未订阅过,457,7,133.6,7,133.6
20260731,iOS,新用户,巴西,历史未订阅过,18,0,0.0,0,0.0
20260803,iOS,30天内,其他,历史未订阅过,177,1,9.59,1,9.59
20260804,Android,30天内,其他,历史未订阅过,49,0,0.0,0,0.0
20260731,iOS,30天内,德国,历史未订阅过,5,0,0.0,0,0.0
20260731,iOS,30天内,西班牙,历史未订阅过,10,0,0.0,0,0.0
20260802,iOS,30天以上,以色列,历史未订阅过,16,0,0.0,0,0.0
20260805,iOS,新用户,其他,历史未订阅过,62,2,18.66,2,18.66
20260725,Android,30天以上,英国,历史订阅过（含试用）,3,0,0.0,0,0.0
20260731,iOS,30天内,美国,历史未订阅过,29,0,0.0,0,0.0
20260805,Android,30天以上,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260722,iOS,新用户,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260724,iOS,30天以上,其他,历史订阅过（含试用）,307,17,213.38,9,127.26
20260728,iOS,30天以上,澳大利亚,历史订阅过（含试用）,36,5,91.09,3,76.88
20260806,Android,30天内,墨西哥,历史未订阅过,5,0,0.0,0,0.0
20260806,iOS,30天以上,澳大利亚,历史订阅过（含试用）,25,1,8.94,1,8.94
20260723,Android,新用户,其他,历史未订阅过,14,0,0.0,0,0.0
20260723,iOS,新用户,英国,历史未订阅过,15,1,10.09,0,0.0
20260725,Android,30天内,西班牙,历史未订阅过,2,0,0.0,0,0.0
20260726,iOS,30天以上,巴西,历史订阅过（含试用）,397,12,72.62,9,57.32
20260727,Android,30天以上,美国,历史订阅过（含试用）,7,1,4.24,1,4.24
20260727,iOS,30天以上,美国,历史订阅过（含试用）,293,26,362.42,21,313.1
20260727,iOS,30天内,其他,历史订阅过（含试用）,7,0,0.0,0,0.0
20260728,iOS,30天内,巴西,历史订阅过（含试用）,1,0,0.0,0,0.0
20260731,Android,30天内,德国,历史未订阅过,4,0,0.0,0,0.0
20260801,Android,30天以上,其他,历史未订阅过,356,1,17.01,0,0.0
20260804,Android,30天以上,加拿大,历史未订阅过,3,0,0.0,0,0.0
20260724,iOS,30天内,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260727,Android,30天以上,西班牙,历史未订阅过,8,0,0.0,0,0.0
20260729,iOS,新用户,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260805,Android,30天内,巴西,历史未订阅过,19,2,14.76,2,14.76
20260806,iOS,30天以上,加拿大,历史未订阅过,39,0,0.0,0,0.0
20260723,iOS,30天以上,乌克兰,历史未订阅过,32,0,0.0,0,0.0
20260727,Android,30天以上,加拿大,历史未订阅过,6,0,0.0,0,0.0
20260727,iOS,30天内,西班牙,历史未订阅过,11,0,0.0,0,0.0
20260801,iOS,30天内,澳大利亚,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,iOS,30天以上,墨西哥,历史订阅过（含试用）,27,2,12.41,1,6.2
20260805,iOS,30天以上,加拿大,历史未订阅过,33,1,34.95,1,34.95
20260725,iOS,30天内,乌克兰,历史未订阅过,4,0,0.0,0,0.0
20260726,Android,30天以上,英国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260730,Android,30天内,巴西,历史未订阅过,22,0,0.0,0,0.0
20260731,Android,30天以上,西班牙,历史未订阅过,12,0,0.0,0,0.0
20260723,Android,30天内,其他,历史订阅过（含试用）,2,0,0.0,0,0.0
20260724,iOS,30天以上,西班牙,历史未订阅过,107,1,10.11,1,10.11
20260725,Android,30天以上,加拿大,历史未订阅过,2,0,0.0,0,0.0
20260726,Android,30天以上,加拿大,历史未订阅过,3,0,0.0,0,0.0
20260726,iOS,30天内,美国,历史未订阅过,46,0,0.0,0,0.0
20260728,Android,30天以上,西班牙,历史未订阅过,14,0,0.0,0,0.0
20260722,Android,30天以上,澳大利亚,历史订阅过（含试用）,1,0,0.0,0,0.0
20260727,iOS,30天内,巴西,历史订阅过（含试用）,1,0,0.0,0,0.0
20260729,Android,30天以上,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260729,iOS,30天内,墨西哥,历史未订阅过,6,0,0.0,0,0.0
20260802,iOS,新用户,巴西,历史未订阅过,24,0,0.0,0,0.0
20260723,iOS,30天以上,澳大利亚,历史订阅过（含试用）,39,2,13.31,2,13.31
20260724,Android,新用户,以色列,历史未订阅过,1,0,0.0,0,0.0
20260725,iOS,30天以上,西班牙,历史订阅过（含试用）,33,2,48.95,2,48.95
20260727,iOS,30天内,英国,历史订阅过（含试用）,5,0,0.0,0,0.0
20260729,iOS,30天内,德国,历史未订阅过,7,0,0.0,0,0.0
20260731,iOS,30天以上,英国,历史未订阅过,242,8,137.36,7,128.43
20260804,iOS,30天以上,其他,历史未订阅过,1209,6,90.23,6,90.23
20260722,Android,新用户,美国,历史未订阅过,1,0,0.0,0,0.0
20260726,Android,30天以上,澳大利亚,历史未订阅过,3,0,0.0,0,0.0
20260726,iOS,新用户,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260728,Android,30天以上,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260801,iOS,30天以上,乌克兰,历史订阅过（含试用）,13,0,0.0,0,0.0
20260804,iOS,新用户,英国,历史未订阅过,13,0,0.0,0,0.0
20260805,Android,30天以上,墨西哥,历史订阅过（含试用）,7,1,14.41,1,14.41
20260805,Android,30天以上,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260723,Android,30天以上,其他,历史未订阅过,310,0,0.0,0,0.0
20260726,Android,30天以上,巴西,历史未订阅过,306,2,14.86,2,14.86
20260730,iOS,30天以上,澳大利亚,历史订阅过（含试用）,33,0,0.0,0,0.0
20260726,iOS,30天内,加拿大,历史未订阅过,6,1,24.33,1,24.33
20260727,Android,30天以上,德国,历史未订阅过,11,0,0.0,0,0.0
20260728,iOS,30天以上,加拿大,历史订阅过（含试用）,28,3,64.7,2,59.11
20260729,iOS,30天以上,墨西哥,历史订阅过（含试用）,20,0,0.0,0,0.0
20260803,Android,30天以上,巴西,历史未订阅过,290,2,19.9,2,19.9
20260804,iOS,30天以上,澳大利亚,历史未订阅过,35,1,28.21,1,28.21
20260804,iOS,30天内,西班牙,历史未订阅过,7,0,0.0,0,0.0
20260805,iOS,30天以上,墨西哥,历史未订阅过,52,0,0.0,0,0.0
20260722,Android,30天内,德国,历史未订阅过,1,0,0.0,0,0.0
20260723,Android,新用户,墨西哥,历史未订阅过,2,0,0.0,0,0.0
20260727,Android,30天以上,其他,历史订阅过（含试用）,37,2,12.47,1,11.67
20260731,iOS,30天以上,西班牙,历史未订阅过,110,1,15.04,1,15.04
20260731,iOS,新用户,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260801,iOS,30天内,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,iOS,30天以上,澳大利亚,历史未订阅过,49,0,0.0,0,0.0
20260806,Android,新用户,美国,历史未订阅过,1,0,0.0,0,0.0
20260726,iOS,新用户,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260728,iOS,30天以上,美国,历史订阅过（含试用）,188,11,181.57,8,131.89
20260728,iOS,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260731,Android,30天以上,西班牙,历史订阅过（含试用）,2,0,0.0,0,0.0
20260801,Android,新用户,美国,历史未订阅过,3,0,0.0,0,0.0
20260801,iOS,新用户,巴西,历史未订阅过,18,0,0.0,0,0.0
20260802,iOS,30天内,美国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260806,Android,30天以上,英国,历史未订阅过,7,0,0.0,0,0.0
20260806,iOS,30天以上,巴西,历史订阅过（含试用）,249,5,27.78,4,26.23
20260722,Android,30天以上,以色列,历史未订阅过,1,0,0.0,0,0.0
20260725,iOS,新用户,西班牙,历史未订阅过,4,1,12.4,1,12.4
20260726,iOS,30天以上,墨西哥,历史订阅过（含试用）,22,2,8.67,2,8.67
20260802,iOS,新用户,德国,历史未订阅过,9,0,0.0,0,0.0
20260803,iOS,30天内,英国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260805,iOS,30天以上,其他,历史订阅过（含试用）,283,12,89.71,7,44.48
20260722,iOS,30天以上,巴西,历史订阅过（含试用）,271,6,45.97,5,33.23
20260722,iOS,新用户,其他,历史未订阅过,64,0,0.0,0,0.0
20260726,Android,30天以上,西班牙,历史未订阅过,11,0,0.0,0,0.0
20260731,iOS,30天内,墨西哥,历史未订阅过,13,0,0.0,0,0.0
20260801,iOS,新用户,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260803,iOS,30天以上,乌克兰,历史未订阅过,32,0,0.0,0,0.0
20260805,iOS,30天内,加拿大,历史未订阅过,5,0,0.0,0,0.0
20260723,Android,30天内,美国,历史未订阅过,7,0,0.0,0,0.0
20260723,iOS,30天内,以色列,历史未订阅过,1,0,0.0,0,0.0
20260727,iOS,30天内,美国,历史订阅过（含试用）,5,1,5.59,1,5.59
20260731,iOS,新用户,美国,历史未订阅过,20,0,0.0,0,0.0
20260731,iOS,新用户,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260801,Android,30天内,美国,历史未订阅过,4,0,0.0,0,0.0
20260804,iOS,30天以上,美国,历史未订阅过,384,7,124.55,4,65.07
20260727,iOS,30天内,乌克兰,历史未订阅过,4,0,0.0,0,0.0
20260728,iOS,30天以上,德国,历史未订阅过,76,1,28.17,1,28.17
20260731,Android,30天以上,澳大利亚,历史未订阅过,6,0,0.0,0,0.0
20260731,Android,30天内,巴西,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,iOS,新用户,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260722,Android,30天以上,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260723,iOS,30天以上,西班牙,历史订阅过（含试用）,46,0,0.0,0,0.0
20260725,iOS,30天内,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260730,iOS,30天内,以色列,历史订阅过（含试用）,1,1,22.87,1,22.87
20260801,iOS,新用户,加拿大,历史未订阅过,5,0,0.0,0,0.0
20260802,Android,30天以上,其他,历史订阅过（含试用）,31,3,27.22,1,4.45
20260802,Android,30天以上,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260724,Android,30天内,美国,历史未订阅过,3,0,0.0,0,0.0
20260724,iOS,30天内,墨西哥,历史未订阅过,6,0,0.0,0,0.0
20260730,iOS,30天以上,乌克兰,历史未订阅过,29,1,4.66,1,4.66
20260801,iOS,30天以上,美国,历史未订阅过,389,5,70.67,4,43.72
20260802,iOS,30天以上,澳大利亚,历史未订阅过,90,3,53.68,3,53.68
20260722,iOS,30天以上,以色列,历史未订阅过,12,0,0.0,0,0.0
20260723,Android,30天以上,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260725,Android,30天以上,澳大利亚,历史订阅过（含试用）,2,1,8.09,0,0.0
20260730,iOS,新用户,其他,历史未订阅过,74,1,9.91,1,9.91
20260801,iOS,30天以上,英国,历史订阅过（含试用）,210,13,103.97,8,63.92
20260723,iOS,30天内,美国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260729,Android,30天以上,美国,历史未订阅过,18,0,0.0,0,0.0
20260730,iOS,30天内,西班牙,历史未订阅过,12,0,0.0,0,0.0
20260802,iOS,30天以上,其他,历史未订阅过,1500,13,224.52,11,184.46
20260804,iOS,新用户,其他,历史未订阅过,70,1,3.3,1,3.3
20260804,iOS,新用户,德国,历史未订阅过,1,0,0.0,0,0.0
20260729,iOS,30天内,美国,历史未订阅过,44,3,20.28,3,20.28
20260730,iOS,新用户,巴西,历史未订阅过,23,0,0.0,0,0.0
20260731,iOS,30天以上,英国,历史订阅过（含试用）,171,10,110.29,5,40.02
20260731,iOS,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260803,iOS,30天内,澳大利亚,历史未订阅过,9,0,0.0,0,0.0
20260804,iOS,30天内,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260804,iOS,新用户,以色列,历史未订阅过,1,0,0.0,0,0.0
20260725,Android,30天以上,巴西,历史订阅过（含试用）,42,0,0.0,0,0.0
20260805,iOS,30天以上,澳大利亚,历史订阅过（含试用）,31,3,22.42,2,13.45
20260722,Android,30天以上,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260725,iOS,30天内,其他,历史订阅过（含试用）,8,0,0.0,0,0.0
20260726,iOS,新用户,巴西,历史订阅过（含试用）,1,0,0.0,0,0.0
20260727,Android,新用户,其他,历史未订阅过,18,0,0.0,0,0.0
20260802,Android,30天内,德国,历史未订阅过,1,0,0.0,0,0.0
20260803,iOS,30天以上,德国,历史订阅过（含试用）,39,1,40.62,1,40.62
20260806,iOS,新用户,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260722,iOS,30天以上,墨西哥,历史未订阅过,43,0,0.0,0,0.0
20260725,Android,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260725,Android,30天内,墨西哥,历史未订阅过,7,0,0.0,0,0.0
20260727,iOS,30天以上,德国,历史未订阅过,72,2,38.13,2,38.13
20260803,iOS,30天以上,加拿大,历史订阅过（含试用）,32,2,17.94,0,0.0
20260722,iOS,30天内,其他,历史订阅过（含试用）,6,1,5.84,1,5.84
20260723,Android,30天以上,英国,历史未订阅过,13,0,0.0,0,0.0
20260723,iOS,30天以上,墨西哥,历史未订阅过,73,0,0.0,0,0.0
20260724,Android,30天以上,其他,历史订阅过（含试用）,28,0,0.0,0,0.0
20260725,Android,30天以上,美国,历史订阅过（含试用）,7,1,30.59,0,0.0
20260804,Android,新用户,其他,历史未订阅过,13,0,0.0,0,0.0
20260723,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260725,iOS,30天以上,以色列,历史未订阅过,22,0,0.0,0,0.0
20260726,Android,30天以上,澳大利亚,历史订阅过（含试用）,2,0,0.0,0,0.0
20260728,Android,30天以上,乌克兰,历史未订阅过,8,1,6.4,1,6.4
20260729,iOS,30天以上,澳大利亚,历史未订阅过,50,3,20.26,3,20.26
20260729,iOS,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260730,iOS,新用户,墨西哥,历史未订阅过,2,0,0.0,0,0.0
20260805,iOS,30天以上,加拿大,历史订阅过（含试用）,26,3,42.43,2,33.44
20260722,iOS,30天内,美国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260724,iOS,30天以上,澳大利亚,历史订阅过（含试用）,28,5,82.78,5,82.78
20260725,Android,新用户,其他,历史未订阅过,14,0,0.0,0,0.0
20260727,iOS,30天以上,乌克兰,历史订阅过（含试用）,12,0,0.0,0,0.0
20260729,iOS,30天以上,加拿大,历史未订阅过,32,1,24.34,1,24.34
20260730,Android,30天以上,墨西哥,历史未订阅过,31,0,0.0,0,0.0
20260730,iOS,30天内,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260731,Android,新用户,巴西,历史未订阅过,2,0,0.0,0,0.0
20260805,iOS,30天以上,以色列,历史未订阅过,13,0,0.0,0,0.0
20260722,Android,30天内,英国,历史未订阅过,3,0,0.0,0,0.0
20260724,iOS,30天以上,英国,历史订阅过（含试用）,155,13,177.37,10,147.04
20260724,iOS,30天内,以色列,历史未订阅过,2,0,0.0,0,0.0
20260725,iOS,30天以上,德国,历史未订阅过,96,2,56.19,2,56.19
20260726,Android,30天以上,其他,历史订阅过（含试用）,27,3,27.58,2,20.09
20260731,Android,30天以上,美国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260804,iOS,30天内,德国,历史未订阅过,12,0,0.0,0,0.0
20260806,Android,30天以上,澳大利亚,历史未订阅过,3,0,0.0,0,0.0
20260727,Android,30天内,英国,历史未订阅过,2,0,0.0,0,0.0
20260802,Android,新用户,墨西哥,历史未订阅过,3,0,0.0,0,0.0
20260802,iOS,30天内,其他,历史订阅过（含试用）,12,0,0.0,0,0.0
20260803,Android,30天内,英国,历史未订阅过,1,0,0.0,0,0.0
20260722,Android,30天以上,乌克兰,历史未订阅过,5,0,0.0,0,0.0
20260724,iOS,30天以上,巴西,历史未订阅过,823,8,44.59,4,14.61
20260725,iOS,30天内,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260725,iOS,30天内,澳大利亚,历史未订阅过,6,0,0.0,0,0.0
20260727,iOS,30天以上,乌克兰,历史未订阅过,36,1,4.66,1,4.66
20260727,iOS,新用户,其他,历史订阅过（含试用）,1,0,0.0,0,0.0
20260727,iOS,新用户,西班牙,历史未订阅过,2,0,0.0,0,0.0
20260728,iOS,30天以上,其他,历史订阅过（含试用）,304,18,143.09,13,112.22
20260729,iOS,30天内,英国,历史未订阅过,28,0,0.0,0,0.0
20260731,iOS,30天以上,德国,历史订阅过（含试用）,23,0,0.0,0,0.0
20260801,iOS,30天以上,英国,历史未订阅过,366,5,69.14,5,69.14
20260802,Android,30天内,巴西,历史未订阅过,19,0,0.0,0,0.0
20260802,iOS,30天以上,西班牙,历史未订阅过,135,3,83.02,3,83.02
20260727,Android,30天内,墨西哥,历史未订阅过,5,0,0.0,0,0.0
20260729,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260730,iOS,30天以上,加拿大,历史未订阅过,46,0,0.0,0,0.0
20260731,iOS,30天内,澳大利亚,历史订阅过（含试用）,2,0,0.0,0,0.0
20260801,iOS,30天以上,澳大利亚,历史未订阅过,77,3,24.52,3,24.52
20260801,iOS,新用户,其他,历史未订阅过,68,3,66.68,3,66.68
20260803,iOS,30天以上,乌克兰,历史订阅过（含试用）,9,1,4.66,0,0.0
20260725,iOS,30天内,墨西哥,历史订阅过（含试用）,1,0,0.0,0,0.0
20260725,iOS,30天内,德国,历史未订阅过,9,0,0.0,0,0.0
20260801,iOS,30天以上,墨西哥,历史订阅过（含试用）,19,1,4.71,1,4.71
20260806,iOS,30天内,乌克兰,历史订阅过（含试用）,1,0,0.0,0,0.0
20260728,iOS,30天以上,乌克兰,历史订阅过（含试用）,11,0,0.0,0,0.0
20260729,iOS,30天内,英国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260731,iOS,30天内,以色列,历史未订阅过,1,0,0.0,0,0.0
20260802,iOS,30天内,英国,历史订阅过（含试用）,6,2,20.42,1,10.21
20260806,Android,30天内,英国,历史未订阅过,2,0,0.0,0,0.0
20260724,Android,30天以上,加拿大,历史订阅过（含试用）,2,0,0.0,0,0.0
20260728,iOS,30天内,澳大利亚,历史未订阅过,7,1,28.0,1,28.0
20260730,iOS,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260801,Android,30天以上,巴西,历史未订阅过,238,0,0.0,0,0.0
20260801,Android,30天以上,澳大利亚,历史未订阅过,3,0,0.0,0,0.0
20260804,Android,30天以上,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260723,Android,30天以上,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260724,Android,30天以上,美国,历史未订阅过,18,0,0.0,0,0.0
20260725,Android,30天内,美国,历史未订阅过,2,0,0.0,0,0.0
20260727,iOS,30天以上,巴西,历史未订阅过,1179,8,51.31,5,32.94
20260731,iOS,30天以上,加拿大,历史订阅过（含试用）,18,2,17.96,1,8.98
20260731,iOS,30天内,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260801,iOS,30天内,美国,历史订阅过（含试用）,2,1,5.59,0,0.0
20260802,iOS,30天以上,乌克兰,历史未订阅过,29,0,0.0,0,0.0
20260803,Android,30天以上,西班牙,历史订阅过（含试用）,2,0,0.0,0,0.0
20260803,Android,30天内,其他,历史订阅过（含试用）,1,0,0.0,0,0.0
20260805,Android,30天以上,德国,历史未订阅过,9,0,0.0,0,0.0
20260728,Android,30天内,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260803,iOS,新用户,澳大利亚,历史未订阅过,4,0,0.0,0,0.0
20260723,iOS,新用户,墨西哥,历史未订阅过,4,0,0.0,0,0.0
20260726,Android,30天以上,墨西哥,历史未订阅过,21,0,0.0,0,0.0
20260728,iOS,30天内,其他,历史未订阅过,145,0,0.0,0,0.0
20260731,Android,30天内,巴西,历史未订阅过,19,0,0.0,0,0.0
20260801,iOS,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260803,Android,30天以上,巴西,历史订阅过（含试用）,49,1,2.51,0,0.0
20260804,iOS,30天内,其他,历史订阅过（含试用）,7,0,0.0,0,0.0
20260730,iOS,30天以上,西班牙,历史未订阅过,119,2,33.38,1,5.9
20260723,Android,新用户,巴西,历史未订阅过,5,0,0.0,0,0.0
20260729,Android,30天以上,德国,历史未订阅过,6,0,0.0,0,0.0
20260729,Android,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
