result.date_p,result.platform,result.install_days_type,country_type,result.hist_sub_type,target_user_uv,day_paid_user_uv,day_revenue_usd,skin_tone_paid_user_uv,skin_tone_revenue_usd
20260729,iOS,30天以上,加拿大,历史订阅过（含试用）,26,0,0.0,0,0.0
20260731,Android,新用户,美国,历史未订阅过,3,0,0.0,0,0.0
20260731,iOS,新用户,以色列,历史未订阅过,1,0,0.0,0,0.0
20260802,iOS,30天以上,德国,历史未订阅过,102,0,0.0,0,0.0
20260803,iOS,新用户,德国,历史未订阅过,8,0,0.0,0,0.0
20260804,Android,新用户,美国,历史未订阅过,1,0,0.0,0,0.0
20260722,iOS,30天以上,巴西,历史未订阅过,645,4,24.31,3,21.07
20260722,iOS,30天内,其他,历史未订阅过,130,0,0.0,0,0.0
20260722,iOS,30天内,墨西哥,历史未订阅过,10,1,17.3,0,0.0
20260724,Android,新用户,墨西哥,历史未订阅过,1,0,0.0,0,0.0
20260728,Android,30天内,其他,历史未订阅过,52,0,0.0,0,0.0
20260729,Android,30天内,巴西,历史未订阅过,22,0,0.0,0,0.0
20260729,Android,30天内,西班牙,历史未订阅过,1,0,0.0,0,0.0
20260729,iOS,30天以上,英国,历史订阅过（含试用）,144,3,30.2,3,30.2
20260731,Android,30天内,其他,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,iOS,新用户,加拿大,历史未订阅过,5,0,0.0,0,0.0
20260722,iOS,30天内,乌克兰,历史未订阅过,3,0,0.0,0,0.0
20260725,iOS,新用户,澳大利亚,历史未订阅过,3,1,27.99,0,0.0
20260727,Android,30天以上,墨西哥,历史未订阅过,39,0,0.0,0,0.0
20260728,Android,30天内,德国,历史未订阅过,2,0,0.0,0,0.0
20260728,iOS,30天内,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260730,Android,30天以上,巴西,历史订阅过（含试用）,38,0,0.0,0,0.0
20260804,Android,30天以上,其他,历史订阅过（含试用）,28,1,3.39,1,3.39
20260723,Android,30天以上,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260723,iOS,30天以上,西班牙,历史未订阅过,111,1,27.18,1,27.18
20260726,Android,30天内,美国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260729,Android,30天以上,巴西,历史订阅过（含试用）,30,1,16.55,0,0.0
20260730,Android,30天内,美国,历史未订阅过,2,0,0.0,0,0.0
20260723,Android,30天内,墨西哥,历史未订阅过,3,0,0.0,0,0.0
20260723,iOS,30天内,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260726,Android,30天以上,德国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260728,iOS,新用户,以色列,历史未订阅过,2,0,0.0,0,0.0
20260802,Android,30天内,英国,历史未订阅过,3,0,0.0,0,0.0
20260803,iOS,30天以上,英国,历史订阅过（含试用）,218,8,87.71,6,72.83
20260722,Android,30天以上,其他,历史订阅过（含试用）,21,0,0.0,0,0.0
20260722,iOS,30天以上,美国,历史订阅过（含试用）,153,4,65.07,3,38.13
20260728,iOS,30天内,美国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260729,iOS,30天内,西班牙,历史未订阅过,8,0,0.0,0,0.0
20260802,Android,30天以上,美国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260806,iOS,新用户,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260723,Android,30天内,德国,历史未订阅过,2,0,0.0,0,0.0
20260725,iOS,30天以上,澳大利亚,历史未订阅过,66,1,8.88,1,8.88
20260728,iOS,30天内,墨西哥,历史未订阅过,10,0,0.0,0,0.0
20260730,iOS,30天以上,英国,历史订阅过（含试用）,149,6,75.52,4,60.61
20260731,iOS,30天以上,美国,历史订阅过（含试用）,159,12,121.37,10,110.18
20260802,iOS,新用户,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,iOS,30天内,英国,历史未订阅过,25,2,36.41,1,27.46
20260726,Android,30天以上,美国,历史未订阅过,27,0,0.0,0,0.0
20260727,Android,30天内,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260731,iOS,30天内,巴西,历史未订阅过,57,2,12.12,0,0.0
20260802,iOS,30天内,其他,历史未订阅过,187,3,41.4,2,33.41
20260803,Android,30天以上,英国,历史未订阅过,14,0,0.0,0,0.0
20260805,iOS,新用户,英国,历史未订阅过,21,2,49.46,1,10.2
20260723,iOS,30天以上,加拿大,历史订阅过（含试用）,21,1,24.35,1,24.35
20260723,iOS,30天以上,澳大利亚,历史未订阅过,48,1,4.44,1,4.44
20260728,Android,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260802,iOS,30天内,德国,历史未订阅过,7,0,0.0,0,0.0
20260805,Android,30天以上,美国,历史未订阅过,15,0,0.0,0,0.0
20260805,iOS,新用户,美国,历史订阅过（含试用）,1,1,26.94,0,0.0
20260726,iOS,30天内,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260728,iOS,新用户,西班牙,历史未订阅过,5,0,0.0,0,0.0
20260729,Android,30天以上,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260729,iOS,30天以上,英国,历史未订阅过,255,2,65.85,2,65.85
20260803,iOS,30天以上,德国,历史未订阅过,86,1,16.78,1,16.78
20260803,iOS,30天内,巴西,历史未订阅过,103,0,0.0,0,0.0
20260805,iOS,30天内,英国,历史未订阅过,25,3,72.57,3,72.57
20260722,Android,30天以上,美国,历史未订阅过,18,0,0.0,0,0.0
20260725,iOS,30天内,英国,历史订阅过（含试用）,6,1,26.94,1,26.94
20260727,iOS,新用户,墨西哥,历史未订阅过,5,0,0.0,0,0.0
20260730,iOS,30天以上,乌克兰,历史订阅过（含试用）,11,0,0.0,0,0.0
20260802,iOS,新用户,其他,历史未订阅过,88,0,0.0,0,0.0
20260722,iOS,30天内,加拿大,历史未订阅过,2,0,0.0,0,0.0
20260724,iOS,30天内,巴西,历史未订阅过,80,0,0.0,0,0.0
20260725,Android,30天以上,巴西,历史未订阅过,241,1,3.18,1,3.18
20260726,iOS,新用户,德国,历史未订阅过,8,0,0.0,0,0.0
20260727,iOS,30天以上,澳大利亚,历史未订阅过,64,1,8.9,1,8.9
20260730,iOS,新用户,西班牙,历史未订阅过,4,1,10.2,1,10.2
20260801,iOS,30天内,以色列,历史未订阅过,1,0,0.0,0,0.0
20260803,Android,新用户,巴西,历史未订阅过,7,0,0.0,0,0.0
20260806,iOS,新用户,墨西哥,历史未订阅过,3,0,0.0,0,0.0
20260722,Android,30天以上,美国,历史订阅过（含试用）,6,0,0.0,0,0.0
20260724,Android,30天以上,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260725,Android,30天以上,乌克兰,历史未订阅过,3,0,0.0,0,0.0
20260728,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260729,iOS,30天以上,巴西,历史未订阅过,801,9,60.5,6,39.72
20260801,iOS,新用户,澳大利亚,历史未订阅过,7,0,0.0,0,0.0
20260802,Android,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260725,iOS,30天以上,其他,历史订阅过（含试用）,340,21,275.98,17,255.43
20260725,iOS,30天内,以色列,历史未订阅过,1,0,0.0,0,0.0
20260726,Android,30天以上,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,iOS,新用户,澳大利亚,历史未订阅过,5,1,4.47,1,4.47
20260723,Android,30天以上,美国,历史订阅过（含试用）,5,1,4.24,0,0.0
20260726,Android,30天内,德国,历史未订阅过,4,0,0.0,0,0.0
20260802,iOS,30天以上,墨西哥,历史未订阅过,62,1,25.01,1,25.01
20260802,iOS,30天内,巴西,历史未订阅过,91,1,3.23,1,3.23
20260723,Android,30天以上,巴西,历史未订阅过,203,0,0.0,0,0.0
20260723,Android,30天以上,澳大利亚,历史订阅过（含试用）,2,1,17.25,1,17.25
20260725,iOS,新用户,德国,历史未订阅过,3,0,0.0,0,0.0
20260726,iOS,30天以上,乌克兰,历史订阅过（含试用）,13,0,0.0,0,0.0
20260727,iOS,新用户,英国,历史未订阅过,27,0,0.0,0,0.0
20260728,iOS,30天以上,乌克兰,历史未订阅过,24,0,0.0,0,0.0
20260803,iOS,30天以上,其他,历史订阅过（含试用）,383,13,202.12,12,196.6
20260723,iOS,30天内,德国,历史未订阅过,6,0,0.0,0,0.0
20260725,iOS,30天内,美国,历史未订阅过,60,1,5.59,1,5.59
20260801,iOS,30天以上,德国,历史未订阅过,70,2,43.86,2,43.86
20260803,Android,30天以上,墨西哥,历史未订阅过,39,0,0.0,0,0.0
20260803,iOS,30天以上,其他,历史未订阅过,1443,18,192.97,17,186.09
20260724,iOS,30天以上,德国,历史订阅过（含试用）,17,0,0.0,0,0.0
20260725,iOS,30天以上,墨西哥,历史订阅过（含试用）,22,1,17.57,1,17.57
20260725,iOS,新用户,巴西,历史未订阅过,25,0,0.0,0,0.0
20260727,Android,30天以上,巴西,历史未订阅过,357,0,0.0,0,0.0
20260728,iOS,新用户,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260729,Android,30天内,美国,历史未订阅过,4,0,0.0,0,0.0
20260730,Android,30天以上,加拿大,历史未订阅过,3,0,0.0,0,0.0
20260731,Android,30天以上,乌克兰,历史订阅过（含试用）,2,0,0.0,0,0.0
20260801,iOS,30天以上,西班牙,历史未订阅过,107,2,11.56,2,11.56
20260803,Android,30天以上,德国,历史未订阅过,10,0,0.0,0,0.0
20260804,iOS,30天以上,德国,历史未订阅过,82,1,28.46,1,28.46
20260805,Android,30天以上,西班牙,历史未订阅过,13,0,0.0,0,0.0
20260805,Android,新用户,其他,历史未订阅过,16,0,0.0,0,0.0
20260805,iOS,30天内,德国,历史未订阅过,9,0,0.0,0,0.0
20260806,Android,30天以上,巴西,历史订阅过（含试用）,41,0,0.0,0,0.0
20260806,Android,30天内,美国,历史未订阅过,4,0,0.0,0,0.0
20260723,iOS,新用户,美国,历史未订阅过,18,2,11.19,2,11.19
20260727,iOS,30天内,英国,历史未订阅过,36,0,0.0,0,0.0
20260730,Android,30天内,德国,历史未订阅过,1,0,0.0,0,0.0
20260803,Android,新用户,美国,历史未订阅过,1,0,0.0,0,0.0
20260804,Android,30天以上,墨西哥,历史订阅过（含试用）,2,0,0.0,0,0.0
20260725,Android,30天以上,德国,历史未订阅过,10,0,0.0,0,0.0
20260727,iOS,30天以上,加拿大,历史订阅过（含试用）,31,1,24.3,1,24.3
20260728,iOS,新用户,德国,历史未订阅过,3,0,0.0,0,0.0
20260803,Android,30天以上,墨西哥,历史订阅过（含试用）,6,0,0.0,0,0.0
20260804,iOS,30天以上,墨西哥,历史未订阅过,71,2,24.0,2,24.0
20260804,iOS,30天以上,巴西,历史订阅过（含试用）,270,3,9.61,2,6.41
20260725,iOS,30天内,巴西,历史未订阅过,70,1,3.22,1,3.22
20260726,iOS,新用户,英国,历史未订阅过,17,0,0.0,0,0.0
20260727,iOS,30天以上,其他,历史订阅过（含试用）,378,11,118.57,7,98.0
20260729,iOS,30天以上,西班牙,历史订阅过（含试用）,36,1,39.49,1,39.49
20260730,iOS,30天内,德国,历史未订阅过,2,0,0.0,0,0.0
20260801,Android,30天以上,英国,历史未订阅过,20,0,0.0,0,0.0
20260801,iOS,30天内,其他,历史未订阅过,150,0,0.0,0,0.0
20260728,Android,30天内,其他,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,Android,30天以上,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,Android,30天内,其他,历史未订阅过,50,0,0.0,0,0.0
20260806,iOS,30天以上,其他,历史未订阅过,1128,10,136.84,7,107.65
20260806,iOS,30天内,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260806,iOS,新用户,以色列,历史未订阅过,1,0,0.0,0,0.0
20260722,Android,30天内,澳大利亚,历史未订阅过,1,0,0.0,0,0.0
20260726,Android,新用户,德国,历史未订阅过,1,0,0.0,0,0.0
20260728,iOS,30天以上,以色列,历史未订阅过,12,1,18.32,1,18.32
20260803,iOS,30天以上,西班牙,历史未订阅过,107,1,5.07,1,5.07
20260804,iOS,30天以上,巴西,历史未订阅过,680,5,39.78,4,36.58
20260806,Android,30天内,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260722,Android,新用户,巴西,历史未订阅过,2,0,0.0,0,0.0
20260723,Android,30天以上,以色列,历史未订阅过,2,0,0.0,0,0.0
20260725,iOS,30天以上,巴西,历史未订阅过,784,9,68.61,7,50.85
20260802,iOS,30天以上,以色列,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,iOS,30天内,墨西哥,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,iOS,30天内,英国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260805,Android,30天内,加拿大,历史未订阅过,3,0,0.0,0,0.0
20260805,iOS,30天内,乌克兰,历史未订阅过,3,0,0.0,0,0.0
20260722,iOS,30天以上,英国,历史未订阅过,198,1,10.13,1,10.13
20260724,iOS,30天以上,巴西,历史订阅过（含试用）,259,7,34.48,1,3.24
20260730,Android,30天以上,其他,历史未订阅过,319,0,0.0,0,0.0
20260730,iOS,30天内,其他,历史未订阅过,129,1,2.16,0,0.0
20260802,Android,30天内,其他,历史订阅过（含试用）,2,0,0.0,0,0.0
20260804,Android,新用户,巴西,历史未订阅过,7,1,11.63,1,11.63
20260805,iOS,新用户,巴西,历史未订阅过,18,0,0.0,0,0.0
20260723,Android,新用户,德国,历史未订阅过,1,0,0.0,0,0.0
20260724,Android,30天以上,西班牙,历史未订阅过,8,0,0.0,0,0.0
20260724,iOS,30天内,加拿大,历史未订阅过,3,1,34.8,0,0.0
20260725,Android,30天以上,西班牙,历史未订阅过,12,0,0.0,0,0.0
20260726,iOS,30天内,其他,历史订阅过（含试用）,9,0,0.0,0,0.0
20260726,iOS,30天内,巴西,历史订阅过（含试用）,3,1,3.22,0,0.0
20260727,Android,30天以上,乌克兰,历史订阅过（含试用）,3,0,0.0,0,0.0
20260729,Android,30天内,其他,历史未订阅过,59,0,0.0,0,0.0
20260730,Android,新用户,巴西,历史未订阅过,5,0,0.0,0,0.0
20260802,iOS,30天以上,德国,历史订阅过（含试用）,43,4,38.63,2,18.3
20260804,iOS,30天内,德国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260806,iOS,30天以上,墨西哥,历史未订阅过,51,2,28.02,2,28.02
20260723,iOS,30天内,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260726,Android,新用户,墨西哥,历史未订阅过,3,0,0.0,0,0.0
20260728,iOS,30天以上,加拿大,历史未订阅过,53,0,0.0,0,0.0
20260805,iOS,新用户,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260723,iOS,新用户,加拿大,历史未订阅过,2,0,0.0,0,0.0
20260727,Android,30天以上,英国,历史订阅过（含试用）,3,0,0.0,0,0.0
20260728,iOS,30天内,德国,历史未订阅过,5,1,28.17,1,28.17
20260730,Android,30天以上,美国,历史未订阅过,23,0,0.0,0,0.0
20260730,iOS,30天以上,加拿大,历史订阅过（含试用）,18,3,52.97,3,52.97
20260801,iOS,30天内,巴西,历史订阅过（含试用）,3,1,3.23,1,3.23
20260803,iOS,新用户,墨西哥,历史未订阅过,9,0,0.0,0,0.0
20260722,iOS,30天以上,乌克兰,历史未订阅过,18,0,0.0,0,0.0
20260722,iOS,30天以上,加拿大,历史订阅过（含试用）,25,1,8.94,0,0.0
20260722,iOS,30天以上,西班牙,历史未订阅过,81,0,0.0,0,0.0
20260731,iOS,30天以上,澳大利亚,历史订阅过（含试用）,35,3,23.61,2,19.14
20260805,iOS,30天以上,巴西,历史未订阅过,668,6,24.12,2,12.01
20260722,Android,30天以上,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260722,Android,30天内,墨西哥,历史未订阅过,4,0,0.0,0,0.0
20260722,iOS,30天内,德国,历史未订阅过,6,0,0.0,0,0.0
20260724,iOS,30天以上,墨西哥,历史订阅过（含试用）,13,0,0.0,0,0.0
20260728,Android,新用户,德国,历史未订阅过,1,0,0.0,0,0.0
20260730,iOS,30天以上,英国,历史未订阅过,229,5,110.54,3,95.63
20260723,iOS,30天以上,德国,历史订阅过（含试用）,25,1,40.15,0,0.0
20260725,Android,30天以上,美国,历史未订阅过,27,1,20.08,1,20.08
20260728,Android,30天以上,英国,历史未订阅过,8,0,0.0,0,0.0
20260728,iOS,新用户,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260731,iOS,30天以上,其他,历史未订阅过,1135,13,94.14,11,79.66
20260801,Android,30天以上,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260803,Android,30天内,美国,历史未订阅过,4,0,0.0,0,0.0
20260722,iOS,30天以上,德国,历史订阅过（含试用）,15,0,0.0,0,0.0
20260726,iOS,30天以上,其他,历史未订阅过,1610,13,187.72,11,164.23
20260729,iOS,30天以上,澳大利亚,历史订阅过（含试用）,28,1,39.65,1,39.65
20260731,Android,30天内,墨西哥,历史未订阅过,5,0,0.0,0,0.0
20260805,iOS,30天内,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260723,iOS,30天以上,其他,历史订阅过（含试用）,315,11,122.28,6,87.01
20260725,iOS,30天以上,西班牙,历史未订阅过,129,0,0.0,0,0.0
20260727,Android,30天以上,加拿大,历史订阅过（含试用）,2,0,0.0,0,0.0
20260802,Android,30天以上,西班牙,历史未订阅过,18,0,0.0,0,0.0
20260805,iOS,30天内,墨西哥,历史未订阅过,7,0,0.0,0,0.0
20260724,Android,30天内,墨西哥,历史未订阅过,5,0,0.0,0,0.0
20260724,iOS,新用户,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260727,Android,30天以上,美国,历史未订阅过,21,0,0.0,0,0.0
20260729,iOS,30天内,其他,历史未订阅过,163,2,26.73,1,16.66
20260801,iOS,30天以上,其他,历史订阅过（含试用）,338,21,205.29,14,154.43
20260805,Android,30天内,英国,历史未订阅过,1,0,0.0,0,0.0
20260803,iOS,新用户,乌克兰,历史未订阅过,3,0,0.0,0,0.0
20260806,Android,30天内,巴西,历史未订阅过,14,0,0.0,0,0.0
20260724,iOS,30天内,其他,历史订阅过（含试用）,8,0,0.0,0,0.0
20260725,iOS,新用户,美国,历史未订阅过,35,0,0.0,0,0.0
20260726,Android,新用户,美国,历史未订阅过,2,0,0.0,0,0.0
20260728,iOS,30天以上,西班牙,历史未订阅过,106,1,38.81,1,38.81
20260802,Android,30天内,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260803,iOS,新用户,巴西,历史未订阅过,28,2,15.23,2,15.23
20260805,iOS,30天以上,德国,历史订阅过（含试用）,26,1,40.75,1,40.75
20260722,iOS,新用户,英国,历史未订阅过,9,0,0.0,0,0.0
20260725,iOS,30天以上,其他,历史未订阅过,1345,9,91.84,9,91.84
20260801,iOS,新用户,英国,历史未订阅过,18,1,10.21,1,10.21
20260803,Android,30天内,墨西哥,历史未订阅过,2,0,0.0,0,0.0
20260803,iOS,30天内,西班牙,历史未订阅过,11,0,0.0,0,0.0
20260805,Android,30天以上,其他,历史订阅过（含试用）,23,2,19.33,2,19.33
20260722,Android,30天内,美国,历史未订阅过,6,0,0.0,0,0.0
20260723,iOS,30天内,美国,历史未订阅过,35,1,5.59,1,5.59
20260725,iOS,新用户,加拿大,历史未订阅过,3,0,0.0,0,0.0
20260725,iOS,新用户,英国,历史未订阅过,12,0,0.0,0,0.0
20260730,iOS,30天以上,墨西哥,历史未订阅过,60,0,0.0,0,0.0
20260802,iOS,30天以上,墨西哥,历史订阅过（含试用）,26,1,6.19,0,0.0
20260803,iOS,新用户,其他,历史未订阅过,92,1,26.94,1,26.94
20260805,Android,新用户,德国,历史未订阅过,2,0,0.0,0,0.0
20260805,iOS,30天内,西班牙,历史订阅过（含试用）,1,0,0.0,0,0.0
20260722,Android,30天以上,墨西哥,历史未订阅过,27,0,0.0,0,0.0
20260723,Android,30天内,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260724,iOS,30天内,美国,历史订阅过（含试用）,4,0,0.0,0,0.0
20260726,iOS,30天内,以色列,历史未订阅过,2,0,0.0,0,0.0
20260728,Android,30天以上,美国,历史订阅过（含试用）,4,1,30.59,1,30.59
20260728,Android,30天内,西班牙,历史未订阅过,1,0,0.0,0,0.0
20260801,iOS,30天内,墨西哥,历史未订阅过,8,0,0.0,0,0.0
20260803,iOS,新用户,加拿大,历史未订阅过,4,1,24.43,0,0.0
20260806,iOS,30天内,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260726,iOS,30天以上,以色列,历史未订阅过,13,0,0.0,0,0.0
20260728,Android,30天以上,加拿大,历史未订阅过,4,0,0.0,0,0.0
20260728,Android,30天以上,巴西,历史订阅过（含试用）,47,1,3.16,1,3.16
20260729,Android,30天以上,英国,历史订阅过（含试用）,3,0,0.0,0,0.0
20260804,iOS,30天内,巴西,历史未订阅过,65,1,8.83,0,0.0
20260723,iOS,30天内,英国,历史未订阅过,32,0,0.0,0,0.0
20260726,Android,30天内,美国,历史未订阅过,4,0,0.0,0,0.0
20260728,Android,30天以上,德国,历史未订阅过,2,0,0.0,0,0.0
20260806,iOS,30天内,澳大利亚,历史未订阅过,7,0,0.0,0,0.0
20260806,iOS,30天内,英国,历史订阅过（含试用）,3,0,0.0,0,0.0
20260722,iOS,30天内,巴西,历史订阅过（含试用）,2,0,0.0,0,0.0
20260728,Android,30天内,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260729,Android,30天以上,其他,历史未订阅过,290,1,3.2,1,3.2
20260730,Android,30天以上,德国,历史未订阅过,13,0,0.0,0,0.0
20260805,iOS,30天内,美国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260805,iOS,新用户,德国,历史未订阅过,7,0,0.0,0,0.0
20260805,iOS,新用户,澳大利亚,历史未订阅过,8,0,0.0,0,0.0
20260805,iOS,新用户,西班牙,历史未订阅过,3,0,0.0,0,0.0
20260806,iOS,30天内,德国,历史未订阅过,7,0,0.0,0,0.0
20260723,iOS,30天以上,其他,历史未订阅过,1231,12,168.44,12,168.44
20260728,iOS,30天以上,西班牙,历史订阅过（含试用）,41,1,10.08,1,10.08
20260731,iOS,新用户,德国,历史未订阅过,6,0,0.0,0,0.0
20260801,iOS,30天以上,加拿大,历史未订阅过,54,0,0.0,0,0.0
20260801,iOS,30天以上,加拿大,历史订阅过（含试用）,28,2,43.92,1,34.94
20260803,iOS,30天以上,澳大利亚,历史订阅过（含试用）,39,3,14.24,3,14.24
20260804,Android,30天以上,巴西,历史订阅过（含试用）,42,1,3.16,1,3.16
20260726,iOS,30天以上,澳大利亚,历史订阅过（含试用）,61,3,26.65,2,17.76
20260727,iOS,30天以上,西班牙,历史订阅过（含试用）,32,4,76.81,1,38.79
20260728,iOS,30天内,以色列,历史未订阅过,3,1,6.86,1,6.86
20260805,iOS,30天以上,西班牙,历史订阅过（含试用）,34,2,20.4,1,10.2
20260724,iOS,30天以上,英国,历史未订阅过,270,1,10.11,0,0.0
20260724,iOS,新用户,美国,历史未订阅过,29,2,53.89,1,26.94
20260728,iOS,新用户,其他,历史未订阅过,62,0,0.0,0,0.0
20260729,iOS,30天内,以色列,历史未订阅过,2,0,0.0,0,0.0
20260730,Android,30天以上,墨西哥,历史订阅过（含试用）,5,0,0.0,0,0.0
20260730,iOS,30天以上,德国,历史订阅过（含试用）,24,0,0.0,0,0.0
20260803,Android,30天内,巴西,历史未订阅过,31,0,0.0,0,0.0
20260806,Android,新用户,巴西,历史未订阅过,5,0,0.0,0,0.0
20260722,Android,30天以上,巴西,历史订阅过（含试用）,36,1,11.75,1,11.75
20260723,iOS,30天内,其他,历史未订阅过,154,3,38.75,2,21.57
20260727,iOS,新用户,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260723,iOS,30天以上,巴西,历史未订阅过,792,10,81.32,7,54.67
20260803,Android,30天内,西班牙,历史未订阅过,2,0,0.0,0,0.0
20260803,iOS,30天内,乌克兰,历史未订阅过,2,0,0.0,0,0.0
20260804,iOS,30天以上,其他,历史订阅过（含试用）,311,7,57.88,4,37.3
20260806,Android,30天以上,英国,历史订阅过（含试用）,5,0,0.0,0,0.0
20260806,Android,新用户,其他,历史未订阅过,20,1,16.84,1,16.84
20260722,iOS,30天以上,西班牙,历史订阅过（含试用）,28,1,4.67,1,4.67
20260725,Android,30天以上,其他,历史订阅过（含试用）,21,0,0.0,0,0.0
20260728,iOS,30天以上,英国,历史未订阅过,234,2,37.25,2,37.25
20260730,Android,30天以上,乌克兰,历史未订阅过,1,0,0.0,0,0.0
20260730,Android,30天以上,美国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260731,Android,30天内,其他,历史未订阅过,57,1,12.07,0,0.0
20260731,iOS,30天以上,墨西哥,历史订阅过（含试用）,18,0,0.0,0,0.0
20260731,iOS,30天内,德国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260801,iOS,30天以上,德国,历史订阅过（含试用）,28,0,0.0,0,0.0
20260805,Android,30天以上,其他,历史未订阅过,299,1,12.22,1,12.22
20260722,iOS,新用户,墨西哥,历史未订阅过,7,0,0.0,0,0.0
20260724,Android,30天以上,巴西,历史未订阅过,230,1,11.75,0,0.0
20260726,iOS,30天内,其他,历史未订阅过,176,2,11.88,2,11.88
20260726,iOS,30天内,英国,历史未订阅过,48,0,0.0,0,0.0
20260728,Android,30天以上,墨西哥,历史订阅过（含试用）,5,0,0.0,0,0.0
20260729,iOS,新用户,美国,历史未订阅过,32,2,18.19,1,9.09
20260729,iOS,新用户,英国,历史未订阅过,4,0,0.0,0,0.0
20260804,Android,30天以上,乌克兰,历史订阅过（含试用）,1,0,0.0,0,0.0
20260804,iOS,30天以上,澳大利亚,历史订阅过（含试用）,25,1,5.59,1,5.59
20260805,Android,30天以上,英国,历史订阅过（含试用）,1,0,0.0,0,0.0
20260805,iOS,30天内,巴西,历史未订阅过,53,1,3.2,1,3.2
20260726,Android,30天内,加拿大,历史未订阅过,1,0,0.0,0,0.0
20260731,iOS,30天以上,其他,历史订阅过（含试用）,305,9,115.33,6,97.53
20260805,Android,30天内,其他,历史未订阅过,40,1,3.36,0,0.0
20260729,Android,30天以上,加拿大,历史订阅过（含试用）,1,0,0.0,0,0.0
20260802,Android,新用户,其他,历史未订阅过,11,0,0.0,0,0.0
20260802,iOS,30天内,德国,历史订阅过（含试用）,2,0,0.0,0,0.0
20260725,iOS,30天以上,巴西,历史订阅过（含试用）,308,10,48.14,5,13.77
20260730,iOS,30天以上,西班牙,历史订阅过（含试用）,35,3,48.27,3,48.27
20260731,iOS,新用户,其他,历史未订阅过,63,3,39.37,3,39.37
20260801,iOS,新用户,德国,历史未订阅过,7,0,0.0,0,0.0
20260802,Android,30天以上,其他,历史未订阅过,362,4,15.56,2,8.01
20260805,iOS,30天以上,英国,历史订阅过（含试用）,121,4,53.52,2,20.4
20260726,Android,30天以上,德国,历史未订阅过,10,0,0.0,0,0.0
20260727,Android,30天内,其他,历史未订阅过,71,0,0.0,0,0.0
20260728,Android,30天以上,其他,历史未订阅过,327,2,6.29,2,6.29
20260728,iOS,30天内,墨西哥,历史订阅过（含试用）,1,0,0.0,0,0.0
20260806,iOS,新用户,巴西,历史未订阅过,22,0,0.0,0,0.0
20260723,iOS,30天以上,英国,历史未订阅过,241,7,85.94,6,75.85
20260725,iOS,30天以上,美国,历史订阅过（含试用）,182,14,153.9,8,120.34
20260726,Android,30天内,巴西,历史未订阅过,28,0,0.0,0,0.0
20260731,Android,30天以上,墨西哥,历史订阅过（含试用）,4,0,0.0,0,0.0
20260731,iOS,30天内,加拿大,历史未订阅过,5,0,0.0,0,0.0
20260803,iOS,30天以上,以色列,历史订阅过（含试用）,2,0,0.0,0,0.0
20260806,iOS,30天以上,巴西,历史未订阅过,672,3,8.26,2,5.05
20260722,iOS,30天内,墨西哥,历史订阅过（含试用）,1,0,0.0,0,0.0
